
[00:00:00.000 --> 00:00:01.080]  保羅曾經說過
[00:00:01.080 --> 00:00:04.000]  我們要與喜樂的人一同喜樂
[00:00:04.000 --> 00:00:06.680]  與哀哭的人一同哀哭
[00:00:06.680 --> 00:00:08.360]  我曾經想起這兩句聖經時
[00:00:08.360 --> 00:00:12.160]  我們會覺得是否與喜樂的人一同喜樂
[00:00:12.160 --> 00:00:15.640]  是容易過與哀哭的人一同哀哭
[00:00:15.640 --> 00:00:18.800]  當然,我們會說其實兩件事都不容易
[00:00:18.800 --> 00:00:21.160]  與開心的人一同開心
[00:00:21.160 --> 00:00:22.320]  替人開心
[00:00:22.320 --> 00:00:24.400]  其實有時都不是容易
[00:00:24.400 --> 00:00:25.400]  有時我們作為牧師
[00:00:25.400 --> 00:00:26.320]  有時都會覺得
[00:00:26.320 --> 00:00:29.160]  為何上帝好像祝福其他教會
[00:00:29.160 --> 00:00:31.160]  多於祝福自己的教會
[00:00:31.160 --> 00:00:36.080]  如何可以為其他教會的成長而感恩
[00:00:36.080 --> 00:00:39.600]  為上帝好像給其他教會一些特別的祝福
[00:00:39.600 --> 00:00:41.280]  可能是自己沒有的祝福
[00:00:41.280 --> 00:00:44.120]  來為祂感恩,為祂開心
[00:00:44.120 --> 00:00:46.200]  有時真的不容易
[00:00:46.200 --> 00:00:46.960]  在上星期六
[00:00:46.960 --> 00:00:49.960]  見到我們旁邊的堂會一百週年
[00:00:49.960 --> 00:00:52.960]  我真是為他們一百週年而感恩
[00:00:52.960 --> 00:00:56.360]  我們看到有一個在1926年受浸的人
[00:00:56.360 --> 00:00:57.840]  仍然在這裡
[00:00:57.840 --> 00:00:59.160]  真是很開心
[00:00:59.160 --> 00:01:00.920]  見到他是1920年出生
[00:01:00.920 --> 00:01:04.120]  在上星期六仍然見到他走出來切餅
[00:01:04.120 --> 00:01:06.920]  為他們的教會一百週年而感謝神
[00:01:06.920 --> 00:01:08.040]  其實不容易的
[00:01:08.040 --> 00:01:10.680]  你心裏想,替人開心
[00:01:10.680 --> 00:01:12.520]  有時真是不容易
[00:01:12.520 --> 00:01:15.440]  但是與哀哭的人一同哀哭
[00:01:15.440 --> 00:01:17.160]  是否真的那麼容易
[00:01:17.160 --> 00:01:18.440]  表面上好像很容易
[00:01:18.440 --> 00:01:19.360]  你比我更慘
[00:01:19.360 --> 00:01:21.280]  跟你一起哭,有甚麼所謂
[00:01:21.280 --> 00:01:22.240]  見到你那麼慘
[00:01:22.240 --> 00:01:24.360]  跟你哭一哭,都無所謂
[00:01:24.360 --> 00:01:28.080]  但另一方面,當我望著若伯的心平
[00:01:28.080 --> 00:01:30.200]  特別是今天第四篇的講道
[00:01:30.200 --> 00:01:31.360]  我的題目就是
[00:01:31.360 --> 00:01:35.560]  如何與面對苦難的人相處
[00:01:35.560 --> 00:01:39.400]  我們怎樣與哀哭的人一同哀哭
[00:01:39.400 --> 00:01:41.480]  是否真的那麼容易
[00:01:41.480 --> 00:01:43.320]  若伯作為一個二人
[00:01:43.320 --> 00:01:46.480]  作為一個地上很有名氣的人
[00:01:46.480 --> 00:01:48.280]  作為一個上帝眼中
[00:01:48.280 --> 00:01:51.200]  人眼中正直敬畏神的人
[00:01:51.200 --> 00:01:52.760]  甚至在神的眼中
[00:01:52.760 --> 00:01:56.280]  他是一位神的僕人的一個人物
[00:01:56.280 --> 00:02:00.480]  當時整個世界,整個東方世界
[00:02:00.480 --> 00:02:03.160]  對他都是很尊崇的一個人
[00:02:03.160 --> 00:02:06.680]  但很可惜,撒旦去到上帝的面前
[00:02:06.680 --> 00:02:10.160]  與上帝講,用口來控告這個若伯
[00:02:10.160 --> 00:02:12.720]  就說這個若伯只能夠敬畏上帝
[00:02:12.720 --> 00:02:14.800]  就因為你太過疼他
[00:02:14.800 --> 00:02:17.040]  你太過給他更多的祝福
[00:02:17.040 --> 00:02:20.640]  你四處幫他圍上泥巴來保護他
[00:02:20.640 --> 00:02:23.800]  以致到他才去到敬畏你
[00:02:23.800 --> 00:02:25.920]  一個成功神學的一個觀點
[00:02:25.920 --> 00:02:29.120]  你給他成功,所以他去敬畏你
[00:02:29.120 --> 00:02:32.200]  於是上帝認識這個若伯很深
[00:02:32.200 --> 00:02:36.560]  他知道若伯並不是一個成功神學主義倡導者
[00:02:36.560 --> 00:02:40.520]  於是他容讓撒旦來攻擊這個若伯
[00:02:40.520 --> 00:02:43.600]  讓他一夜之間沒有子女
[00:02:43.600 --> 00:02:46.880]  一夜之間沒有所有的財物
[00:02:46.880 --> 00:02:52.600]  但感謝神,若伯仍然沒有當面的離棄上帝
[00:02:52.600 --> 00:02:54.160]  甚至講了一句說話
[00:02:54.160 --> 00:02:58.320]  上帝可以給,上帝也可以收
[00:02:58.320 --> 00:03:00.160]  撒旦並沒有認輸
[00:03:00.160 --> 00:03:01.720]  他繼續去到上帝的面前
[00:03:01.720 --> 00:03:03.880]  繼續去控告這個若伯
[00:03:03.880 --> 00:03:07.240]  他就說,若伯你仍然給他有健康
[00:03:07.240 --> 00:03:09.120]  健康是最重要的
[00:03:09.120 --> 00:03:10.840]  沒有錢可以賺過
[00:03:10.840 --> 00:03:12.560]  沒有子女可以生過
[00:03:12.560 --> 00:03:14.720]  但沒有健康就是玩完了
[00:03:14.720 --> 00:03:17.640]  於是上帝認識清楚這個若伯
[00:03:17.640 --> 00:03:20.400]  再次容讓撒旦
[00:03:20.400 --> 00:03:23.680]  令到這個若伯由頭到腳
[00:03:23.680 --> 00:03:25.360]  由腳板到頭
[00:03:25.360 --> 00:03:28.680]  全身是塞滿了毒瘡
[00:03:28.680 --> 00:03:31.480]  以致到他的樣子都變了
[00:03:31.480 --> 00:03:33.400]  他的朋友見到若伯
[00:03:33.400 --> 00:03:36.600]  都認不出他是若伯
[00:03:36.600 --> 00:03:39.200]  當時我們看到這個若伯
[00:03:39.200 --> 00:03:41.200]  面對很大的挑戰
[00:03:41.200 --> 00:03:43.520]  不單止面對家破人亡
[00:03:43.520 --> 00:03:46.760]  甚至面對自己身體的健康一個挑戰
[00:03:46.760 --> 00:03:48.960]  而這個健康帶給他
[00:03:48.960 --> 00:03:51.120]  沒有機會再在家裡住
[00:03:51.120 --> 00:03:52.920]  要去到城外
[00:03:52.920 --> 00:03:54.280]  每個人都怕了他
[00:03:54.280 --> 00:03:56.000]  以致他孤獨一個人
[00:03:56.000 --> 00:03:58.440]  在城外用瓦片
[00:03:58.440 --> 00:04:03.560]  來刮自己身體上的痕癢和毒瘡
[00:04:03.560 --> 00:04:07.640]  以致到人見人怕的一個情況
[00:04:07.640 --> 00:04:08.840]  弟兄姊妹
[00:04:08.840 --> 00:04:11.000]  去到一個這樣的環境
[00:04:11.000 --> 00:04:14.720]  我們開始見到有三位朋友的出現
[00:04:14.720 --> 00:04:15.760]  這三位朋友
[00:04:15.760 --> 00:04:19.360]  可以說是若伯的三位好朋友
[00:04:19.360 --> 00:04:20.880]  這三位的朋友就是
[00:04:20.880 --> 00:04:22.800]  提曼人爾利法
[00:04:22.800 --> 00:04:24.880]  舒亞人比亞達
[00:04:24.880 --> 00:04:26.720]  南瑪人索法
[00:04:26.720 --> 00:04:28.080]  三個好朋友
[00:04:28.080 --> 00:04:30.920]  他們三個人都住在不同的城市
[00:04:30.920 --> 00:04:31.840]  賈經嘉就說
[00:04:31.840 --> 00:04:33.840]  這三個朋友的城市
[00:04:33.840 --> 00:04:38.320]  都可能是在以東的版圖裡面
[00:04:38.320 --> 00:04:42.720]  但都是離開若伯並不是近的地方
[00:04:42.720 --> 00:04:44.280]  加上昔日的交通
[00:04:44.280 --> 00:04:45.880]  並不是那麼方便的時候
[00:04:45.880 --> 00:04:47.080]  這三個好朋友
[00:04:47.080 --> 00:04:51.000]  一聽到若伯面對這麼大的挑戰的時候
[00:04:51.000 --> 00:04:55.680]  他們就相約去探訪若伯
[00:04:55.680 --> 00:04:59.680]  以致出現了第十一至十三節的經文
[00:04:59.680 --> 00:05:00.760]  但另一方面
[00:05:00.760 --> 00:05:02.160]  我們上一次說到
[00:05:02.160 --> 00:05:03.280]  若伯的太太
[00:05:03.280 --> 00:05:04.840]  我們稱之為若太
[00:05:04.840 --> 00:05:06.600]  當她面對自己的丈夫
[00:05:06.600 --> 00:05:09.080]  不單止家破人亡之後
[00:05:09.080 --> 00:05:10.400]  加上見到丈夫
[00:05:10.400 --> 00:05:12.000]  去到這樣的樣子裡面
[00:05:12.000 --> 00:05:13.600]  她曾經發出一句話
[00:05:13.600 --> 00:05:16.520]  她說你仍然持守你的純正魔
[00:05:16.520 --> 00:05:17.840]  你棄掉神
[00:05:17.840 --> 00:05:19.120]  死了他
[00:05:19.120 --> 00:05:20.160]  一句說話
[00:05:20.160 --> 00:05:21.760]  帶來了我們覺得
[00:05:21.760 --> 00:05:23.240]  一句新的說話
[00:05:23.240 --> 00:05:24.760]  帶來了因為我們明白
[00:05:24.760 --> 00:05:27.560]  若太她同樣面對自己家破人亡
[00:05:27.560 --> 00:05:28.880]  面對自己的丈夫
[00:05:28.880 --> 00:05:31.040]  一夜之間沒有了所有的尊嚴
[00:05:31.040 --> 00:05:32.280]  沒有了所有的地位
[00:05:32.280 --> 00:05:34.280]  連自己的地位都沒有了的時候
[00:05:34.280 --> 00:05:35.600]  她新的一句說話
[00:05:35.600 --> 00:05:36.600]  我上一次說
[00:05:36.600 --> 00:05:39.800]  信下或許都是可以的
[00:05:39.800 --> 00:05:40.720]  但另一方面
[00:05:40.720 --> 00:05:43.240]  這句說話就帶來了若伯一個回應
[00:05:43.240 --> 00:05:46.240]  他說你的說話像愚頑的婦人一樣
[00:05:46.240 --> 00:05:49.760]  難道上帝可以給我們有福分
[00:05:49.760 --> 00:05:53.360]  也不能夠不給我們有禍嗎
[00:05:53.360 --> 00:05:55.120]  但最後有兩個說話
[00:05:55.120 --> 00:05:57.680]  他說在這一切事上
[00:05:57.680 --> 00:06:00.920]  若伯並不以口犯罪
[00:06:00.920 --> 00:06:02.120]  很有趣
[00:06:02.120 --> 00:06:05.160]  今天當我自己思考這篇講章的時候
[00:06:05.160 --> 00:06:09.520]  怎樣去跟正在面對苦難的人相處
[00:06:09.520 --> 00:06:10.920]  其實今天我這個講道
[00:06:10.920 --> 00:06:11.800]  某個情況
[00:06:11.800 --> 00:06:15.480]  其實不是一個講道的方法去講道
[00:06:15.480 --> 00:06:18.200]  我發覺我自己這篇的內容
[00:06:18.200 --> 00:06:20.720]  是一篇教導來的
[00:06:20.720 --> 00:06:23.320]  如果我用這篇的內容
[00:06:23.320 --> 00:06:25.040]  放在一個研討會那邊
[00:06:25.040 --> 00:06:27.720]  是容易過放在一個崇拜那邊
[00:06:27.720 --> 00:06:31.840]  崇拜講道其實跟研討會教導是不同的
[00:06:31.840 --> 00:06:33.360]  教導是雙向的
[00:06:33.360 --> 00:06:34.840]  有時候你不明白可以舉手的
[00:06:34.840 --> 00:06:36.320]  但講道你不能舉手的
[00:06:36.320 --> 00:06:37.200]  不明白就對不起
[00:06:37.200 --> 00:06:39.000]  你回家再想想吧
[00:06:39.000 --> 00:06:40.720]  但是我今天我發覺
[00:06:40.720 --> 00:06:43.920]  我用一個教導的方式
[00:06:43.920 --> 00:06:46.640]  也是用在一個崇拜那邊
[00:06:46.640 --> 00:06:51.800]  所以是容易令到人睡覺的
[00:06:51.800 --> 00:06:56.280]  所以你跟隔壁說千萬不要睡覺
[00:06:56.280 --> 00:06:58.800]  我特別用一個教導的方式
[00:06:58.800 --> 00:07:00.200]  放在講道那邊
[00:07:00.200 --> 00:07:03.160]  因為不是每個人都會去研習會
[00:07:03.160 --> 00:07:07.040]  通常是有心或者想去研習會的人才會去
[00:07:07.040 --> 00:07:08.680]  而是大部份人都不會去
[00:07:08.680 --> 00:07:11.280]  不過我覺得這個題目是很重要
[00:07:11.280 --> 00:07:17.920]  重要的是因為我們隨時都會面對一些人
[00:07:17.920 --> 00:07:21.080]  而這些人正在面對苦難
[00:07:21.080 --> 00:07:23.720]  我們怎樣跟這些人相處呢
[00:07:23.720 --> 00:07:25.520]  弟兄姊妹
[00:07:25.520 --> 00:07:27.280]  我們看到有五個人物
[00:07:27.280 --> 00:07:29.920]  由第九節到第十三節有五個人物
[00:07:29.920 --> 00:07:32.160]  如果要解經這段聖經
[00:07:32.160 --> 00:07:33.800]  一點也不難解
[00:07:33.800 --> 00:07:36.080]  上一次我解了第九節第十節
[00:07:36.080 --> 00:07:40.280]  今天很簡單解釋了第十一節到第十三節
[00:07:40.280 --> 00:07:42.160]  這三節聖經其實一點也不難解
[00:07:42.160 --> 00:07:44.520]  就是當時有三個好朋友
[00:07:44.520 --> 00:07:46.360]  知道若白的難處
[00:07:46.360 --> 00:07:49.920]  於是相約去探若白
[00:07:49.920 --> 00:07:51.600]  就是這麼簡單的一個內容
[00:07:51.600 --> 00:07:53.000]  去到見到若白的時候
[00:07:53.000 --> 00:07:54.200]  他們就哭
[00:07:54.200 --> 00:07:55.560]  就撕了衣服
[00:07:55.560 --> 00:07:56.720]  撕了外袍
