
[00:00:00.000 --> 00:00:01.800]  各位弟兄姐妹早晨
[00:00:01.800 --> 00:00:05.380]  在荷蘭有一位
[00:00:05.380 --> 00:00:07.160]  動物行為學家
[00:00:07.160 --> 00:00:09.980]  他專研究靈長類動物
[00:00:09.980 --> 00:00:11.000]  他曾經
[00:00:11.000 --> 00:00:12.280]  對著
[00:00:12.280 --> 00:00:16.380]  一批的猴子進行了一項研究
[00:00:16.380 --> 00:00:22.280]  所有猴子都叫他做同一樣的任務,我不知道他的任務是什麼
[00:00:22.280 --> 00:00:24.320]  總之是做一些事
[00:00:24.320 --> 00:00:29.960]  叫他做完之後,當然是獎香蕉給他吃
[00:00:30.200 --> 00:00:30.720]  那麼
[00:00:30.720 --> 00:00:31.740]  就
[00:00:31.740 --> 00:00:37.120]  因為他是實驗,將其中分成兩組
[00:00:37.120 --> 00:00:44.540]  一組就當獎一個香蕉,另一組就每隻猴子三隻香蕉
[00:00:44.540 --> 00:00:48.380]  下一次
[00:00:48.380 --> 00:00:54.280]  又再同樣叫他的猴子做同一個實驗,即是同一個任務
[00:00:54.280 --> 00:00:55.300]  你猜猜
[00:00:55.300 --> 00:00:56.820]  那些
[00:00:56.820 --> 00:00:58.620]  得一隻香蕉的
[00:00:58.880 --> 00:01:00.160]  他們怎樣呢?
[00:01:00.160 --> 00:01:06.560]  結果實驗結果就是那一批猴子不肯做
[00:01:06.560 --> 00:01:08.360]  我想
[00:01:08.360 --> 00:01:11.680]  這種是很正常的情況,因為
[00:01:11.680 --> 00:01:13.720]  我想無論猴子也好
[00:01:13.720 --> 00:01:15.260]  人更加是
[00:01:15.260 --> 00:01:16.800]  我們是會去
[00:01:16.800 --> 00:01:20.120]  跟別人比較,然後我們會很緊張
[00:01:20.120 --> 00:01:21.660]  那樣東西究竟
[00:01:21.660 --> 00:01:22.680]  是否公道
[00:01:22.680 --> 00:01:23.960]  是否公平
[00:01:23.960 --> 00:01:25.760]  但是今天
[00:01:25.760 --> 00:01:28.320]  金主日的福音經課
[00:01:28.580 --> 00:01:30.120]  似乎是顛覆了
[00:01:30.120 --> 00:01:31.660]  我們一般人的
[00:01:31.660 --> 00:01:32.680]  這些
[00:01:32.680 --> 00:01:36.260]  正常的有關於公平的想像
[00:01:36.260 --> 00:01:38.040]  這段經文是
[00:01:38.040 --> 00:01:39.320]  在說
[00:01:39.320 --> 00:01:42.140]  天國的比喻
[00:01:42.140 --> 00:01:45.740]  當我們看到天國的比喻的時候,我們應該
[00:01:45.740 --> 00:01:47.260]  在心裡面
[00:01:47.260 --> 00:01:49.820]  懷著一個心情,就是
[00:01:49.820 --> 00:01:55.980]  這段經文一定是在衝擊我們,如果要配音的話,應該是會有surround sound
[00:01:56.240 --> 00:01:59.560]  很震撼的,因為天國
[00:01:59.560 --> 00:02:00.600]  帶來的
[00:02:00.600 --> 00:02:02.900]  是應該是很大很大的改變
[00:02:02.900 --> 00:02:03.920]  耶穌基督
[00:02:03.920 --> 00:02:05.720]  他來到世界,他去
[00:02:05.720 --> 00:02:09.040]  醫病趕鬼,他去宣講一個
[00:02:09.040 --> 00:02:13.400]  接下來的國度,天國近了,你們應當悔改
[00:02:13.400 --> 00:02:15.960]  他也教導我們每一個信徒
[00:02:15.960 --> 00:02:16.720]  去用
[00:02:16.720 --> 00:02:19.280]  主祷文,即是他教導我們的祷文
[00:02:19.280 --> 00:02:20.560]  去祈禱的時候
[00:02:20.560 --> 00:02:21.320]  其中
[00:02:21.320 --> 00:02:23.380]  最重要的就是
[00:02:23.380 --> 00:02:25.680]  願天父的國度降臨
[00:02:25.940 --> 00:02:26.460]  願
[00:02:26.460 --> 00:02:29.000]  祂的旨意成就在地
[00:02:29.000 --> 00:02:35.660]  這個什麼叫天國,天國不是我們上天堂的意思,天國是下來的,不用我們上去
[00:02:35.660 --> 00:02:37.960]  天國就是上帝
[00:02:37.960 --> 00:02:39.000]  直接的
[00:02:39.000 --> 00:02:41.800]  親自的掌權,祂說了算
[00:02:41.800 --> 00:02:42.580]  祂
[00:02:42.580 --> 00:02:43.600]  轉化這個
[00:02:43.600 --> 00:02:46.920]  世界,帶來翻天覆地的改變
[00:02:46.920 --> 00:02:51.280]  所以我們一想起天國的時候,不是想一個靜態的
[00:02:51.280 --> 00:02:54.100]  有一個地方,很美麗的地方
[00:02:54.360 --> 00:03:00.500]  我們想起一個動態的狀況,就是上帝來到世界,他收拾這個世界
[00:03:00.500 --> 00:03:03.580]  裡面的種種敵黨上帝的事情
[00:03:03.580 --> 00:03:06.640]  他帶來翻天覆地的改變,所以是
[00:03:06.640 --> 00:03:08.180]  非常動態的
[00:03:08.180 --> 00:03:14.840]  這個的比喻,一開始就說天國就好像這樣,說的是
[00:03:14.840 --> 00:03:17.400]  管理葡萄園的人
[00:03:17.400 --> 00:03:21.240]  他就好像上帝管理天國一樣
[00:03:21.240 --> 00:03:22.520]  你看到
[00:03:22.780 --> 00:03:28.400]  一開始已經有些震撼,就是那個管理葡萄園的人,那個園主
[00:03:28.400 --> 00:03:34.800]  就自己走去,早上天空光的時間,就走去找一些故宮
[00:03:34.800 --> 00:03:38.140]  葡萄園的主人
[00:03:38.140 --> 00:03:39.940]  應該擁有一個
[00:03:39.940 --> 00:03:42.500]  不少的地方,當時
[00:03:42.500 --> 00:03:46.080]  都可以說有不少的僕人
[00:03:46.080 --> 00:03:48.900]  但是他竟然是自己親自的
[00:03:49.160 --> 00:03:53.000]  去選人,當然可能他自己親自面試比較容易一點
[00:03:53.000 --> 00:03:54.280]  而當
[00:03:54.280 --> 00:03:56.840]  他這樣說的時候,也有一點點
[00:03:56.840 --> 00:03:59.660]  我們覺得沒什麼,就請人
[00:03:59.660 --> 00:04:01.440]  去收集葡萄
[00:04:01.440 --> 00:04:04.260]  但不是的,其實在當時的社會
[00:04:04.260 --> 00:04:05.540]  其實是一個
[00:04:05.540 --> 00:04:07.080]  奴隸社會來的
[00:04:07.080 --> 00:04:09.900]  那些葡萄園的園主
[00:04:09.900 --> 00:04:11.680]  通常來說都會有
[00:04:11.680 --> 00:04:14.240]  很多的奴隸可以幫他做事的
[00:04:14.240 --> 00:04:18.860]  但為什麼他會走去市集的地方,去找一些
[00:04:19.120 --> 00:04:20.660]  日薪的工人呢
[00:04:20.660 --> 00:04:24.000]  因為當時一般的僱主,他們很會計算的就是
[00:04:24.000 --> 00:04:27.060]  僱用日薪工人的成本比較低
[00:04:27.060 --> 00:04:28.600]  什麼叫成本呢
[00:04:28.600 --> 00:04:32.180]  就是奴隸是會患病的
[00:04:32.180 --> 00:04:38.060]  患病的時候,他幫不了你做事,反而你還要找人照顧他
[00:04:38.060 --> 00:04:39.100]  所以呢
[00:04:39.100 --> 00:04:44.720]  當收成的時間,很需要人幫忙的時間
[00:04:44.720 --> 00:04:46.780]  就不找奴隸了
[00:04:46.780 --> 00:04:48.820]  就找一些日薪的工人
[00:04:49.580 --> 00:04:51.880]  日薪工人的狀況是
[00:04:51.880 --> 00:04:57.000]  你想想打散工,其實他的情況都是比較貧窮的
[00:04:57.000 --> 00:05:01.360]  日薪工人的工資,通常來說就是
[00:05:01.360 --> 00:05:03.400]  一錢銀紙,即是
[00:05:03.400 --> 00:05:04.680]  一個銀幣
[00:05:04.680 --> 00:05:06.980]  一個銀幣是足夠
[00:05:06.980 --> 00:05:10.060]  或者只是僅僅足夠一個人
[00:05:10.060 --> 00:05:14.420]  不是他的家庭,是一個人的基本的生活所需
[00:05:14.420 --> 00:05:15.700]  但是呢
[00:05:15.700 --> 00:05:16.720]  這個的
[00:05:16.720 --> 00:05:19.020]  故事一開始的
[00:05:19.280 --> 00:05:20.560]  就說得很清楚
[00:05:20.560 --> 00:05:21.580]  這個僱主
[00:05:21.580 --> 00:05:22.860]  這個原主
[00:05:22.860 --> 00:05:26.700]  是一個都很公道的人來的,他一開始就說清楚
[00:05:26.700 --> 00:05:29.000]  訂立一個口頭的協議
[00:05:29.000 --> 00:05:32.120]  就說你做完這些事我就給你
[00:05:32.120 --> 00:05:34.440]  一錢銀紙給你,是不是
[00:05:34.440 --> 00:05:35.460]  那就是說
[00:05:35.460 --> 00:05:38.780]  一開始就已經講得很清楚
[00:05:38.780 --> 00:05:39.560]  那個
[00:05:39.560 --> 00:05:43.400]  那個工人是知道他會得到什麼
[00:05:43.400 --> 00:05:45.180]  然後
[00:05:47.220 --> 00:05:50.280]  那個經文裏面沒有很好的解釋
[00:05:50.280 --> 00:05:53.360]  為什麼接下來那個
[00:05:53.360 --> 00:05:54.400]  原主
[00:05:54.400 --> 00:05:56.680]  明明已經請了第一批
[00:05:56.680 --> 00:05:59.500]  一早的時候已經請了第一批
