
[00:00:00.000 --> 00:00:02.000]  其實我過去兩個禮拜
[00:00:02.000 --> 00:00:04.000]  去那兩個教會講道
[00:00:04.000 --> 00:00:05.680]  我都呼召他們做一件事
[00:00:05.680 --> 00:00:06.920]  那件事就是
[00:00:06.920 --> 00:00:07.920]  我這樣跟他們講
[00:00:07.920 --> 00:00:09.080]  我說弟兄姊妹
[00:00:09.080 --> 00:00:11.640]  現在我們香港來到一個關口
[00:00:11.640 --> 00:00:13.400]  我不理你什麼立場
[00:00:13.400 --> 00:00:14.840]  由你極度反對
[00:00:14.840 --> 00:00:17.000]  到極度開放
[00:00:17.000 --> 00:00:18.320]  都可以的
[00:00:18.320 --> 00:00:21.400]  這個光譜是很闊的
[00:00:21.400 --> 00:00:23.920]  我不知道你在哪個位置
[00:00:23.920 --> 00:00:25.200]  沒問題的
[00:00:25.200 --> 00:00:28.000]  但是問題就是你看到什麼呢
[00:00:28.000 --> 00:00:31.280]  現在社會是嚴重的撕裂
[00:00:31.280 --> 00:00:34.520]  而且去到一個地步叫做什麼
[00:00:34.520 --> 00:00:36.720]  叫做邊緣
[00:00:36.720 --> 00:00:38.160]  我們叫Marginal
[00:00:38.160 --> 00:00:40.560]  就是說你再往前退一步
[00:00:40.560 --> 00:00:44.520]  你相信下面會有什麼事發生
[00:00:44.520 --> 00:00:46.080]  你可能不知道
[00:00:46.080 --> 00:00:49.720]  因為我是經過1967年
[00:00:49.720 --> 00:00:51.800]  香港大暴動的人
[00:00:51.800 --> 00:00:53.840]  那我不怕告訴你
[00:00:53.840 --> 00:00:55.720]  香港大暴動那一次
[00:00:55.720 --> 00:00:59.480]  我在什麼位置有一天因為宵禁
[00:00:59.480 --> 00:01:00.840]  不用上班
[00:01:00.840 --> 00:01:03.240]  戒嚴不是叫做宵禁
[00:01:03.240 --> 00:01:04.640]  就是戒嚴
[00:01:04.640 --> 00:01:06.800]  所以就馬上下班回家
[00:01:06.800 --> 00:01:09.800]  回家十五六歲
[00:01:09.800 --> 00:01:10.600]  十六歲
[00:01:10.600 --> 00:01:12.840]  十六歲左右
[00:01:12.840 --> 00:01:14.640]  百無聊賴的
[00:01:14.640 --> 00:01:15.640]  是不是
[00:01:15.640 --> 00:01:16.800]  那我就說
[00:01:16.800 --> 00:01:19.720]  不知道暴動是什麼來的
[00:01:19.720 --> 00:01:22.240]  出去看一下
[00:01:22.240 --> 00:01:24.440]  我真是一個這樣的心
[00:01:24.440 --> 00:01:26.000]  我住黃大仙
[00:01:26.000 --> 00:01:27.160]  那我就去什麼
[00:01:27.160 --> 00:01:31.040]  去這個現在叫做啟德花園
[00:01:31.040 --> 00:01:34.040]  戒護士叫啟德樓和啟明樓
[00:01:34.040 --> 00:01:36.760]  就是大城街那條街
[00:01:36.760 --> 00:01:38.720]  對面就是著陸街
[00:01:38.720 --> 00:01:41.360]  橫著就是彩虹道
[00:01:41.360 --> 00:01:44.040]  示威者就在大城街
[00:01:44.040 --> 00:01:46.600]  就是大坑渠街後面
[00:01:46.600 --> 00:01:51.440]  就是站在基德小學的前面
[00:01:51.440 --> 00:01:52.480]  就是這樣
[00:01:52.480 --> 00:01:54.840]  那我去到那裡很多人
[00:01:54.840 --> 00:01:57.320]  而且很多高大的男人
[00:01:57.320 --> 00:01:59.960]  那我很高都不夠他們高
[00:01:59.960 --> 00:02:02.880]  自然就往前面捐
[00:02:02.880 --> 00:02:06.880]  捐下捐下我站在第一排
[00:02:06.880 --> 00:02:11.040]  原來防暴警察是這樣的
[00:02:11.040 --> 00:02:13.000]  真是很緊張
[00:02:13.000 --> 00:02:14.680]  好像親臨什麼
[00:02:14.680 --> 00:02:15.520]  戰場
[00:02:15.520 --> 00:02:16.600]  很緊張
[00:02:16.600 --> 00:02:17.920]  突然間
[00:02:17.920 --> 00:02:19.920]  就有人喊
[00:02:19.920 --> 00:02:21.640]  警察很壞的
[00:02:21.640 --> 00:02:22.840]  不知為什麼
[00:02:22.840 --> 00:02:23.640]  大家一齊
[00:02:23.640 --> 00:02:26.000]  警察很壞的
[00:02:26.000 --> 00:02:27.520]  喊了一輪
[00:02:27.520 --> 00:02:29.000]  接著就有人喊
[00:02:29.000 --> 00:02:30.680]  拿石頭釘他
[00:02:30.680 --> 00:02:32.280]  又一大堆人說
[00:02:32.280 --> 00:02:33.440]  拿石頭釘他
[00:02:33.440 --> 00:02:34.600]  老實說
[00:02:34.600 --> 00:02:37.480]  那條路我每天都上班
[00:02:37.480 --> 00:02:39.040]  那我就
[00:02:39.040 --> 00:02:41.360]  拿石頭了
[00:02:41.360 --> 00:02:41.960]  我沒想過
[00:02:41.960 --> 00:02:44.800]  為什麼這裡有石頭
[00:02:44.800 --> 00:02:46.760]  我每天上班都沒有石頭
[00:02:46.760 --> 00:02:47.920]  為什麼有石頭
[00:02:47.920 --> 00:02:49.200]  我沒想過
[00:02:49.200 --> 00:02:50.760]  就拿石頭了
[00:02:50.760 --> 00:02:51.760]  拿石頭釘他
[00:02:51.760 --> 00:02:53.000]  當然不像我一個人
[00:02:53.000 --> 00:02:54.840]  如果我一個人就麻煩了
[00:02:54.840 --> 00:02:57.080]  那時新聞當然是頭條
[00:02:57.080 --> 00:02:58.560]  釘完之後
[00:02:58.560 --> 00:02:59.480]  再拿
[00:02:59.480 --> 00:03:00.600]  再釘
[00:03:00.600 --> 00:03:03.320]  再釘我就再趴下拿
[00:03:03.320 --> 00:03:05.000]  就在這個趴下的時候
[00:03:05.000 --> 00:03:06.680]  我眼望著這邊
[00:03:06.680 --> 00:03:08.960]  我就看到那些防暴警察
[00:03:08.960 --> 00:03:10.520]  衝過來了
[00:03:10.520 --> 00:03:12.720]  那我很自然就望向這邊
[00:03:12.720 --> 00:03:13.560]  嘩
[00:03:13.560 --> 00:03:17.640]  所有人都走了
[00:03:17.640 --> 00:03:20.400]  那你又說你怎樣
[00:03:20.400 --> 00:03:22.160]  嘩
[00:03:22.160 --> 00:03:27.720]  真的走到連吃奶的力都出了
[00:03:27.720 --> 00:03:29.040]  第一個反應是
[00:03:29.040 --> 00:03:30.280]  走去哪裏呢
[00:03:30.280 --> 00:03:30.880]  記住
[00:03:30.880 --> 00:03:32.080]  不要走回家
[00:03:32.080 --> 00:03:34.440]  不要連累家人
[00:03:34.440 --> 00:03:35.880]  那走去哪裏
[00:03:35.880 --> 00:03:36.920]  走去哪裏
[00:03:36.920 --> 00:03:37.960]  走啊
[00:03:37.960 --> 00:03:40.040]  走向著什麼
[00:03:40.040 --> 00:03:40.960]  黃大仙
[00:03:40.960 --> 00:03:43.160]  就是獅子山的方向走
[00:03:43.160 --> 00:03:44.840]  走走走走走
[00:03:44.840 --> 00:03:47.360]  走到最近的一座什麼
[00:03:47.360 --> 00:03:50.640]  一座洗子公屋
[00:03:50.640 --> 00:03:51.800]  就走上去
[00:03:51.800 --> 00:03:52.840]  走上去
[00:03:52.840 --> 00:03:54.520]  都不敢走到二樓
[00:03:54.520 --> 00:03:56.360]  走到七樓
[00:03:56.360 --> 00:03:57.640]  走到七樓之後
[00:03:57.640 --> 00:04:00.640]  進女廁
[00:04:00.640 --> 00:04:02.440]  我想
[00:04:02.440 --> 00:04:04.000]  我在女廁
[00:04:04.000 --> 00:04:07.200]  雖然那時的女廁很難頂的
[00:04:07.200 --> 00:04:10.760]  所有的廁所都很難頂的
[00:04:10.760 --> 00:04:13.520]  你進去要用閉公
[00:04:13.520 --> 00:04:15.960]  然後快點解決了你的問題就出來的
[00:04:15.960 --> 00:04:17.960]  有多少人有這些經驗的舉手
[00:04:17.960 --> 00:04:20.840]  所以我喜歡在這裏傾
[00:04:20.840 --> 00:04:22.120]  因為有共鳴
[00:04:22.120 --> 00:04:23.560]  昨天跟那些年青人講
[00:04:23.560 --> 00:04:26.040]  他們簡直不知道你說什麼
[00:04:26.040 --> 00:04:27.320]  閉住
[00:04:27.320 --> 00:04:28.920]  然後很快就解決
[00:04:28.920 --> 00:04:30.720]  然後很快就衝出來
[00:04:30.720 --> 00:04:35.840]  但我現在要在裏面閉什麼
[00:04:35.840 --> 00:04:37.320]  自己的心數
[00:04:37.320 --> 00:04:38.440]  十分鐘
[00:04:38.440 --> 00:04:40.320]  那時我都還沒有錶
[00:04:40.320 --> 00:04:41.800]  你說不是吧
[00:04:41.800 --> 00:04:42.840]  你做那麼久的事
[00:04:42.840 --> 00:04:44.040]  那時都沒有錶
[00:04:44.040 --> 00:04:46.040]  是的
[00:04:46.040 --> 00:04:48.920]  那時的社會真的很艱難
[00:04:48.920 --> 00:04:51.640]  不過心算很準
[00:04:51.640 --> 00:04:53.880]  所以約我十分鐘
[00:04:53.880 --> 00:04:57.520]  若無其事地扮居民
[00:04:57.520 --> 00:04:59.200]  走出來
[00:04:59.200 --> 00:05:01.640]  然後心裏就這樣說自己
[00:05:01.640 --> 00:05:03.480]  死蠢
[00:05:03.480 --> 00:05:10.560]  你家裏的環頭就對著黃大仙警署
[00:05:10.560 --> 00:05:14.080]  你就趴在那個環頭那裏看就行了
[00:05:14.080 --> 00:05:17.720]  你做什麼事要去什麼
[00:05:17.720 --> 00:05:20.080]  那個現場那裏看
[00:05:20.080 --> 00:05:20.800]  我問你
[00:05:20.800 --> 00:05:24.080]  你喜不喜歡現場
[00:05:24.080 --> 00:05:26.680]  沒有人搖頭
[00:05:26.680 --> 00:05:28.640]  你很智慧的一群
[00:05:28.640 --> 00:05:30.680]  這種叫做不表態
[00:05:30.680 --> 00:05:32.800]  我現在問你喜不喜歡現場
[00:05:32.800 --> 00:05:38.680]  你用不著那麼嚴肅的不表態
[00:05:38.680 --> 00:05:42.240]  這個經驗是令我意識
[00:05:42.240 --> 00:05:48.360]  什麼叫做群眾
[00:05:48.360 --> 00:05:53.200]  其實我是傻乎乎的去做一個群眾
[00:05:53.200 --> 00:05:56.560]  其實我連自己的立場都不太理解
[00:05:56.560 --> 00:05:59.240]  我只不過是很好奇
[00:05:59.240 --> 00:06:03.120]  但我就會拿石頭釘人
[00:06:03.120 --> 00:06:06.000]  昨天當然很難受
[00:06:06.000 --> 00:06:07.920]  因為前晚
[00:06:07.920 --> 00:06:11.400]  雖然昨天要講到
[00:06:11.400 --> 00:06:13.240]  我都計算一下時間
[00:06:13.240 --> 00:06:14.560]  好 死就死吧
[00:06:14.560 --> 00:06:15.080]  死就死吧
[00:06:15.080 --> 00:06:15.680]  為什麼死就死吧
[00:06:15.680 --> 00:06:17.720]  我現在在講一件事
[00:06:17.720 --> 00:06:21.200]  講不到的話就要浪費很多錢
[00:06:21.200 --> 00:06:24.080]  我正在寫我的博士論文
[00:06:24.080 --> 00:06:26.360]  有個限期的
[00:06:26.360 --> 00:06:27.640]  死就死吧
[00:06:27.640 --> 00:06:30.440]  去旺角行驅祈禱
[00:06:30.440 --> 00:06:32.560]  為什麼我會去旺角行驅祈禱呢
[00:06:32.560 --> 00:06:33.000]  沒有的
[00:06:33.000 --> 00:06:35.000]  我心裏有個這樣的信念
[00:06:35.000 --> 00:06:36.400]  耶穌說
[00:06:36.400 --> 00:06:38.720]  因為我去行驅祈禱
[00:06:38.720 --> 00:06:41.640]  我就邀請你和我一起行旺角
[00:06:41.640 --> 00:06:44.800]  我想主耶穌你在旺角
[00:06:44.800 --> 00:06:48.600]  這樣就好很多了
[00:06:48.600 --> 00:06:51.440]  行完順便回辦公室煮東西
[00:06:51.440 --> 00:06:54.720]  因為留下了一些未煮熟的魚
[00:06:54.720 --> 00:06:56.520]  怕那15元浪費了
[00:06:56.520 --> 00:06:58.080]  就回去煮
[00:06:58.080 --> 00:06:58.920]  正在煮的時候
[00:06:58.920 --> 00:07:00.680]  突然有個年輕人跳進來
[00:07:00.680 --> 00:07:02.280]  當然他是勁樂園的
[00:07:02.280 --> 00:07:04.840]  他們因為EVA的緣故
[00:07:04.840 --> 00:07:06.840]  現在全香港很多年輕人都叫我
[00:07:06.840 --> 00:07:08.760]  「廣姐媽媽」
[00:07:08.760 --> 00:07:12.040]  「廣姐媽媽,很久沒見你了」
[00:07:12.040 --> 00:07:13.520]  「是呀,我也很久沒見你了」
[00:07:13.520 --> 00:07:15.360]  「年輕人,你去哪裏了」
[00:07:15.360 --> 00:07:18.040]  我就很順口地說一個笑話
[00:07:18.040 --> 00:07:19.640]  「你是不是去了佔中」
[00:07:19.640 --> 00:07:23.160]  他就說「我去了一晚」
[00:07:23.160 --> 00:07:24.160]  我說「然後呢」
[00:07:24.160 --> 00:07:25.360]  他說「不要去了」
[00:07:25.360 --> 00:07:27.360]  「哎呀,為什麼沒有去」
[00:07:27.360 --> 00:07:27.960]  「為什麼沒有去」
[00:07:27.960 --> 00:07:29.200]  我沒有什麼立場
[00:07:29.200 --> 00:07:30.560]  「哎呀,為什麼沒有去」
[00:07:30.560 --> 00:07:33.880]  他說「哦,因為我媽媽擔心」
[00:07:33.880 --> 00:07:36.160]  「當然不是這個媽媽,是她媽媽」
[00:07:36.160 --> 00:07:38.960]  「我媽媽擔心,所以就不去了」
[00:07:38.960 --> 00:07:41.040]  我說「啊,那你真乖」
[00:07:41.040 --> 00:07:41.880]  就在這個時候
[00:07:41.880 --> 00:07:43.120]  有一群年輕人又進來
[00:07:43.120 --> 00:07:45.200]  我們就停了這個對話
[00:07:45.200 --> 00:07:48.080]  就說東說西,說南說北
[00:07:48.080 --> 00:07:49.200]  說著說著
[00:07:49.200 --> 00:07:50.400]  他們其中一個就說
[00:07:50.400 --> 00:07:53.160]  「哎呀,我真的有想過做警察的」
[00:07:53.160 --> 00:07:56.480]  「哎呀,我從小到大都不喜歡做警察的」
[00:07:56.480 --> 00:07:58.120]  接著就有很多人說
[00:07:58.120 --> 00:07:59.240]  「我不喜歡做警察的」
[00:07:59.240 --> 00:08:00.760]  我就說「哎呀,其實呢」
[00:08:00.760 --> 00:08:03.560]  「我小時候,我第一願望就是做警察的」
[00:08:03.560 --> 00:08:04.600]  他們就很害怕
[00:08:04.600 --> 00:08:06.960]  因為我第一願望就是做警察
[00:08:06.960 --> 00:08:09.720]  接著就說了一段時間
[00:08:09.720 --> 00:08:12.320]  我說「沒有的,你覺得警察是壞人」
[00:08:12.320 --> 00:08:13.320]  「警察不好」
[00:08:13.320 --> 00:08:15.680]  「你沒有遇過好的警察」
[00:08:15.680 --> 00:08:16.480]  他們就走了
[00:08:16.480 --> 00:08:19.040]  這個男孩又問我
[00:08:19.040 --> 00:08:24.680]  「其實,究竟警察是好人還是壞人呢」
[00:08:24.680 --> 00:08:26.320]  「不如你現在問一下旁邊的人」
[00:08:26.320 --> 00:08:30.520]  「看他有沒有答案給你」
[00:08:30.520 --> 00:08:35.720]  「究竟警察是好人還是壞人呢」
[00:08:35.720 --> 00:08:37.400]  我就回答他
[00:08:37.400 --> 00:08:38.240]  我就回答他
[00:08:38.240 --> 00:08:40.240]  留心聽我回答他
[00:08:40.240 --> 00:08:43.320]  我就說「我想問一下你」
[00:08:43.320 --> 00:08:48.640]  「究竟牧師是好人還是壞人呢」
[00:08:48.640 --> 00:08:53.000]  「有限」
[00:08:53.000 --> 00:08:56.720]  「就奇了」
[00:08:56.720 --> 00:09:00.120]  他就說「我沒有的」
[00:09:00.120 --> 00:09:03.720]  「那是一個工作,是一個職位」
[00:09:03.720 --> 00:09:05.400]  「看是甚麼人」
[00:09:05.400 --> 00:09:07.480]  「其實最重要的是那個人」
[00:09:07.480 --> 00:09:10.040]  「不是那個職位」
[00:09:10.040 --> 00:09:11.680]  他就明白了
[00:09:11.680 --> 00:09:12.720]  我說「等等」
[00:09:12.720 --> 00:09:14.800]  「我跟進剛才那件事」
[00:09:14.800 --> 00:09:16.560]  「你因為媽媽擔心」
[00:09:16.560 --> 00:09:18.160]  「你就是因為媽媽擔心」
[00:09:18.160 --> 00:09:20.200]  「所以你沒有去」
[00:09:20.200 --> 00:09:21.960]  他說「嗯」
[00:09:21.960 --> 00:09:24.080]  就到處看看
[00:09:24.080 --> 00:09:25.600]  「其實還有些事」
[00:09:25.600 --> 00:09:26.880]  我說「甚麼」
[00:09:26.880 --> 00:09:30.080]  他說「不知道為甚麼」
[00:09:30.080 --> 00:09:32.840]  「我去了一晚」
[00:09:32.840 --> 00:09:36.080]  「我裏面很忙碌」
[00:09:36.080 --> 00:09:39.000]  「怪怪的」
[00:09:39.000 --> 00:09:40.840]  他說「不知道」
[00:09:40.840 --> 00:09:44.200]  「總之覺得怪怪的」
[00:09:44.200 --> 00:09:45.480]  接著就很大聲說
[00:09:45.480 --> 00:09:48.360]  「不過教會有立場的」
[00:09:48.360 --> 00:09:50.720]  就把責任推給甚麼
[00:09:50.720 --> 00:09:52.320]  教會說「啊」
[00:09:52.320 --> 00:09:54.480]  「我又找到你第二個特徵了」
[00:09:54.480 --> 00:09:56.080]  「就是你很乖」
[00:09:56.080 --> 00:09:57.480]  「你又聽媽媽的話」
[00:09:57.480 --> 00:09:58.680]  「又聽甚麼」
[00:09:58.680 --> 00:10:01.360]  教會說「你真乖」
[00:10:01.360 --> 00:10:03.720]  「不過我想你誠實面對」
[00:10:03.720 --> 00:10:07.040]  「自己怪怪的感覺」
[00:10:07.040 --> 00:10:11.840]  他說「我就是不知道是甚麼」
[00:10:11.840 --> 00:10:13.760]  我就停在這裏
[00:10:13.760 --> 00:10:17.440]  我留下我的答案給你們
[00:10:17.440 --> 00:10:18.520]  去想
[00:10:18.520 --> 00:10:20.480]  昨天我對年青人
[00:10:20.480 --> 00:10:22.600]  我就會說出我的答案
[00:10:22.600 --> 00:10:24.200]  我對著你們
[00:10:24.200 --> 00:10:26.720]  我就讓你們自己去想
[00:10:26.720 --> 00:10:28.720]  即是說我們作為成年人
[00:10:28.720 --> 00:10:29.800]  我們作為父母
[00:10:29.800 --> 00:10:32.280]  如果我們不跟下一代
[00:10:32.280 --> 00:10:34.800]  做這些思想上的反省
[00:10:34.800 --> 00:10:39.640]  他永遠無法成為一個獨立思考的人
[00:10:39.640 --> 00:10:42.960]  他只不過是群眾裏面的壓制
[00:10:42.960 --> 00:10:44.520]  那就慘了
[00:10:44.520 --> 00:10:47.760]  民主不會有望
[00:10:47.760 --> 00:10:51.720]  因為你沒有素質去承載
[00:10:51.720 --> 00:10:53.920]  你沒有素質去承載
[00:10:53.920 --> 00:10:57.200]  其實給予你都是甚麼
[00:10:57.200 --> 00:10:59.440]  都是壞事
[00:10:59.440 --> 00:11:03.800]  而我從我對真理的認知
[00:11:03.800 --> 00:11:05.840]  和對世界的認知
[00:11:05.840 --> 00:11:07.760]  我又告訴你
[00:11:07.760 --> 00:11:12.320]  沒有一個制度可以滿足所有的人
[00:11:12.320 --> 00:11:14.840]  不代表我沒有立場
[00:11:14.840 --> 00:11:16.720]  也不代表我贊成
[00:11:16.720 --> 00:11:19.240]  現在的局面
[00:11:19.240 --> 00:11:21.080]  那我說甚麼呢
[00:11:21.080 --> 00:11:23.760]  我今天只是想從現象那裏
[00:11:23.760 --> 00:11:26.120]  和我們眾弟兄姊妹去反省
[00:11:26.120 --> 00:11:29.080]  和看看我們可以做甚麼
[00:11:29.080 --> 00:11:30.920]  那我過去兩個星期
[00:11:30.920 --> 00:11:32.120]  和那些教會說甚麼
[00:11:32.120 --> 00:11:33.680]  我唯一可以說的就是
[00:11:33.680 --> 00:11:36.080]  在這個嚴重的撕裂裏面
[00:11:36.080 --> 00:11:38.920]  其實我們有一個角色
[00:11:38.920 --> 00:11:41.400]  是因為我們的身份的緣故
[00:11:41.400 --> 00:11:47.040]  這個角色是別人無法做的
[00:11:47.040 --> 00:11:49.080]  這個角色是一個甚麼角色呢
[00:11:49.080 --> 00:11:51.160]  就是祭司的角色
[00:11:51.160 --> 00:11:53.880]  我因為是上帝的子女
[00:11:53.880 --> 00:11:55.720]  所以我擁有甚麼
[00:11:55.720 --> 00:11:58.240]  祭司的這個角色
[00:11:58.240 --> 00:12:02.400]  在這個城市這麼危急的時候
[00:12:02.400 --> 00:12:06.480]  我們可以將甚麼貢獻出來
[00:12:06.480 --> 00:12:11.600]  叫這個城市可以向一個好一點的方向
[00:12:11.600 --> 00:12:14.280]  來轉一點
[00:12:14.280 --> 00:12:17.080]  就是我們做祭司的角色
[00:12:17.080 --> 00:12:18.760]  那祭司是甚麼呢
[00:12:18.760 --> 00:12:21.000]  祭司其實在舊約裏面
[00:12:21.000 --> 00:12:24.840]  就是站在兩下之間
[00:12:24.840 --> 00:12:27.080]  這個兩下不只是神和人
