
[00:00:00.000 --> 00:00:03.520]  同心圖各
[00:00:03.520 --> 00:00:06.000]  父神多謝祢
[00:00:06.000 --> 00:00:11.800]  多謝祢將祢的寶貴兒子耶穌基督
[00:00:11.800 --> 00:00:17.000]  以一個祂體貼祢的心思意念來到這個世界
[00:00:17.000 --> 00:00:25.200]  滿足父神祢拯救這個世界眾多的罪人
[00:00:25.200 --> 00:00:33.400]  為此感謝祢 因為我們能夠成為其中一份子
[00:00:33.400 --> 00:00:35.800]  父神多謝祢
[00:00:35.800 --> 00:00:42.600]  因為祢能夠將我們可以再次納在祢的身旁
[00:00:42.600 --> 00:00:49.400]  依傍著祢在人生裏繼續走向永恆
[00:00:49.400 --> 00:00:52.200]  求祢的引導
[00:00:52.200 --> 00:01:01.800]  求祢的安慰觸摸我們每一個屬祢的信徒的生命
[00:01:01.800 --> 00:01:05.000]  讓我們能夠在祢的當中
[00:01:05.000 --> 00:01:07.800]  無論或順或逆
[00:01:07.800 --> 00:01:09.800]  我們都曉得
[00:01:09.800 --> 00:01:11.800]  歐歌頌讚
[00:01:11.800 --> 00:01:17.600]  或者能夠在主祢裏緊緊的依傍
[00:01:17.600 --> 00:01:19.000]  多謝祢
[00:01:19.000 --> 00:01:21.800]  祢那份對我們的接納
[00:01:21.800 --> 00:01:24.400]  當我們走歪路的時候
[00:01:24.400 --> 00:01:27.800]  陷在對罪當中的時候
[00:01:27.800 --> 00:01:30.600]  祢沒有離棄我們
[00:01:30.600 --> 00:01:38.000]  求祢讓每一個在今天再次去接觸主祢啟示的人
[00:01:38.000 --> 00:01:42.200]  心靈都受到上主祢的說話
[00:01:42.200 --> 00:01:46.000]  以及祢聖靈的感動
[00:01:46.000 --> 00:01:49.000]  好使我們能夠在祢的當中
[00:01:49.000 --> 00:01:51.600]  重新得力
[00:01:51.600 --> 00:01:52.800]  多謝祢
[00:01:52.800 --> 00:01:58.200]  禱告奉靠主耶穌基督得勝的明智而求
[00:01:58.200 --> 00:02:00.200]  阿們
[00:02:21.600 --> 00:02:24.600]  字幕由Amara.org社區提供
[00:02:51.600 --> 00:02:58.600]  其實包括教牧和公
[00:02:58.600 --> 00:03:02.200]  我們知不知道教會裏面
[00:03:02.200 --> 00:03:08.200]  我們的靈性根本裏面發生了甚麼問題呢?
[00:03:08.200 --> 00:03:12.800]  事實上很多時候
[00:03:12.800 --> 00:03:16.200]  當我們仔細去留心看一下
[00:03:16.200 --> 00:03:18.800]  今天的信徒
[00:03:18.800 --> 00:03:24.200]  我所指的是真正追求上主的信徒
[00:03:24.200 --> 00:03:29.800]  他們對於在這條屬靈的天路所行走的時候
[00:03:29.800 --> 00:03:34.400]  其實那個方式和那個心智
[00:03:34.400 --> 00:03:38.400]  是發生了一個很根本上的改變
[00:03:38.400 --> 00:03:40.400]  而我相信這個改變
[00:03:40.400 --> 00:03:48.200]  是他們再次尋索聖經裏面所指的真正的教會的意義
[00:03:48.200 --> 00:03:51.800]  而作出的一連串的改變
[00:03:51.800 --> 00:03:55.800]  只不過是今天很多時候
[00:03:55.800 --> 00:03:58.400]  在辦教會的人
[00:03:58.400 --> 00:04:03.600]  他只是仍然困在他自己的一套
[00:04:03.600 --> 00:04:07.000]  唯一以為是對的方式
[00:04:07.000 --> 00:04:09.800]  以我所對教會
[00:04:09.800 --> 00:04:11.600]  尤其是信徒
[00:04:11.600 --> 00:04:14.800]  他們近年的發展
[00:04:14.800 --> 00:04:18.200]  我會看到他們的發展是向著一個
[00:04:18.200 --> 00:04:23.400]  正確而且更符合聖經的啟示的一個
[00:04:23.400 --> 00:04:27.000]  屬靈成長的路向而走
[00:04:27.000 --> 00:04:29.000]  因此今天
[00:04:29.000 --> 00:04:33.400]  當我們回來看到哥羅西書
[00:04:33.400 --> 00:04:37.200]  從第三章第十二節至十七節裏面
[00:04:37.200 --> 00:04:40.200]  我們會思想一個題目
[00:04:40.200 --> 00:04:41.600]  就是叫做
[00:04:41.600 --> 00:04:45.400]  信徒呀!你們究竟在搞些甚麼呢?
[00:04:45.400 --> 00:04:51.000]  這個信徒包括了教會的長輩
[00:04:51.000 --> 00:04:53.000]  他們究竟知不知道
