
[00:00:00.000 --> 00:00:03.320]  好了,我們這五個星期的主題是什麼?
[00:00:03.320 --> 00:00:05.840]  愛回家,是吧?
[00:00:05.840 --> 00:00:10.080]  好了,今天就想和大家去到第三堂
[00:00:10.080 --> 00:00:12.080]  重建家園
[00:00:12.080 --> 00:00:16.040]  好了,接下來就問一下大家一些問題
[00:00:16.040 --> 00:00:17.840]  大家有沒有家的?
[00:00:17.840 --> 00:00:20.440]  有沒有人沒有家的?
[00:00:20.440 --> 00:00:23.600]  有的,不然你不會出現的,你有個家
[00:00:23.600 --> 00:00:25.600]  家裏面有個身份的,是吧?
[00:00:25.600 --> 00:00:28.000]  每個人都有自己的身份,同不同意嗎?
[00:00:28.280 --> 00:00:31.360]  做子女的,是吧?
[00:00:31.360 --> 00:00:33.360]  有沒有做子女的在這裏?
[00:00:33.360 --> 00:00:36.000]  每個人都有,一定有的
[00:00:36.000 --> 00:00:38.000]  做父母的有沒有在這裏?
[00:00:38.000 --> 00:00:40.000]  有些,少一點
[00:00:40.000 --> 00:00:42.000]  做母親的
[00:00:42.000 --> 00:00:45.520]  父親也有,母親也有,是吧?
[00:00:45.520 --> 00:00:48.520]  舉高一點,這個,超齡母親
[00:00:48.520 --> 00:00:50.520]  做丈夫的
[00:00:50.520 --> 00:00:54.000]  有丈夫,有妻子的
[00:00:54.000 --> 00:00:58.000]  妻子,你也有妻子
[00:00:58.000 --> 00:01:00.000]  不要緊,你也代表你妻子
[00:01:00.000 --> 00:01:04.000]  有做兄弟姐妹的
[00:01:04.000 --> 00:01:07.000]  很多,特別多,兄弟姐妹
[00:01:07.000 --> 00:01:09.000]  我想問一下大家
[00:01:09.000 --> 00:01:11.000]  有沒有經歷過一個情況
[00:01:11.000 --> 00:01:13.000]  未必是現在的
[00:01:13.000 --> 00:01:16.000]  但可能你曾經在生活裏經歷過
[00:01:16.000 --> 00:01:18.000]  在家裏面,第一個問題
[00:01:18.000 --> 00:01:20.000]  你是家裏面的問題人物
[00:01:20.000 --> 00:01:22.000]  有沒有?
[00:01:22.000 --> 00:01:25.000]  那裏有一個,舉高一點
[00:01:25.000 --> 00:01:27.000]  讓我們認識一下這些
[00:01:27.000 --> 00:01:29.000]  這些是小數的
[00:01:29.000 --> 00:01:32.000]  這種人常常爲家裏製造麻煩
[00:01:32.000 --> 00:01:35.000]  令家裏人怕怕地理會
[00:01:35.000 --> 00:01:37.000]  遷就你
[00:01:37.000 --> 00:01:39.000]  同不同意嗎?
[00:01:39.000 --> 00:01:40.000]  類似吧,是吧?
[00:01:40.000 --> 00:01:41.000]  就是問題人物
[00:01:41.000 --> 00:01:43.000]  好了,又問第二個問題
[00:01:43.000 --> 00:01:46.000]  回頭應該多一點手
[00:01:46.000 --> 00:01:49.000]  你家裏有一個問題人物
[00:01:49.000 --> 00:01:52.000]  那裏有一個,舉高一點
[00:01:52.000 --> 00:01:53.000]  你家裏沒有嗎?
[00:01:53.000 --> 00:01:54.000]  沒有問題人物
[00:01:54.000 --> 00:01:56.000]  只是自己曾經的問題人,有沒有?
[00:01:56.000 --> 00:01:57.000]  沒有的
[00:01:57.000 --> 00:01:59.000]  哇,你們這麼好
[00:01:59.000 --> 00:02:02.000]  家裏另外你的兄弟姐妹父母
[00:02:02.000 --> 00:02:03.000]  有一個問題人物
[00:02:03.000 --> 00:02:04.000]  你要理解他
[00:02:04.000 --> 00:02:06.000]  他挺麻煩的
[00:02:06.000 --> 00:02:08.000]  令家裏人頭痛
[00:02:08.000 --> 00:02:09.000]  怕了他
[00:02:09.000 --> 00:02:10.000]  有沒有?
[00:02:10.000 --> 00:02:12.000]  沒有,那裏有一個
[00:02:12.000 --> 00:02:14.000]  好了,大部分都是第一種
[00:02:14.000 --> 00:02:16.000]  其實我又
[00:02:16.000 --> 00:02:18.000]  爲了今天這一堂道
[00:02:18.000 --> 00:02:19.000]  我就去問問我姐姐
[00:02:19.000 --> 00:02:20.000]  我家裏最小
[00:02:20.000 --> 00:02:22.000]  我通常就這樣說
[00:02:22.000 --> 00:02:23.000]  我姐姐問我哥
[00:02:23.000 --> 00:02:26.000]  你覺得我是不是家裏的問題人物
[00:02:26.000 --> 00:02:30.000]  我姐姐就很客氣的
[00:02:30.000 --> 00:02:32.000]  我姐姐也挺疼我的
[00:02:32.000 --> 00:02:33.000]  她是這麼說的
[00:02:33.000 --> 00:02:34.000]  她說
[00:02:34.000 --> 00:02:36.000]  都不算
[00:02:36.000 --> 00:02:37.000]  不過
[00:02:37.000 --> 00:02:39.000]  你有點脾氣
[00:02:39.000 --> 00:02:43.000]  你又霸道一點
[00:02:43.000 --> 00:02:46.000]  你又不帶服從指令
[00:02:46.000 --> 00:02:48.000]  整天和哥哥爭
[00:02:48.000 --> 00:02:49.000]  爭了之後
[00:02:49.000 --> 00:02:50.000]  你要追
[00:02:50.000 --> 00:02:51.000]  你又不夠他跑
[00:02:51.000 --> 00:02:53.000]  你追的還是要打回他
[00:02:53.000 --> 00:02:55.000]  中學的時候
[00:02:55.000 --> 00:02:57.000]  你又經常出門
[00:02:57.000 --> 00:02:58.000]  經常出門
[00:02:58.000 --> 00:02:59.000]  做什麼呢?
[00:02:59.000 --> 00:03:00.000]  去到很晚很晚纔回來
[00:03:00.000 --> 00:03:03.000]  甚至乎去到天亮纔回家
[00:03:03.000 --> 00:03:05.000]  你知道媽媽很想念你嗎?
[00:03:05.000 --> 00:03:06.000]  很掛心
[00:03:06.000 --> 00:03:07.000]  怕你學壞
[00:03:07.000 --> 00:03:11.000]  那你覺得我是不是問題人物?
[00:03:11.000 --> 00:03:15.000]  曾經令家裏的爸爸媽媽擔心過
[00:03:15.000 --> 00:03:17.000]  我都算是一個頭痛
[00:03:17.000 --> 00:03:19.000]  令家裏頭痛的一個人
[00:03:19.000 --> 00:03:21.000]  我是家裏的問題人物
[00:03:21.000 --> 00:03:24.000]  她提醒我一件事
[00:03:24.000 --> 00:03:25.000]  原來是這樣的
[00:03:25.000 --> 00:03:26.000]  她說有一次
[00:03:26.000 --> 00:03:28.000]  我在家裏和哥哥吵架
[00:03:28.000 --> 00:03:29.000]  爭 爭 爭
[00:03:29.000 --> 00:03:30.000]  爭得很厲害
[00:03:30.000 --> 00:03:32.000]  於是一怒之下
[00:03:32.000 --> 00:03:33.000]  爭不贏
[00:03:33.000 --> 00:03:36.000]  我就一怒之下衝出街示威
[00:03:36.000 --> 00:03:37.000]  跑 跑 跑
[00:03:37.000 --> 00:03:39.000]  那時候我大概十歲以下
[00:03:39.000 --> 00:03:40.000]  跑 跑 跑
[00:03:40.000 --> 00:03:41.000]  跑到很遠
[00:03:41.000 --> 00:03:42.000]  跑到公園
[00:03:42.000 --> 00:03:45.000]  反過來就不回家了
[00:03:45.000 --> 00:03:47.000]  就坐在公園的石凳上
[00:03:47.000 --> 00:03:49.000]  坐着坐着
[00:03:49.000 --> 00:03:51.000]  又坐着又坐着
[00:03:51.000 --> 00:03:52.000]  坐着坐着
[00:03:52.000 --> 00:03:54.000]  那些石凳是冷的
[00:03:54.000 --> 00:03:55.000]  香港的天氣
[00:03:55.000 --> 00:03:56.000]  晚上也會冷的
[00:03:56.000 --> 00:03:58.000]  雖然是夏天
[00:03:58.000 --> 00:03:59.000]  開始冷了
[00:03:59.000 --> 00:04:02.000]  突然覺得自己
[00:04:02.000 --> 00:04:04.000]  爲什麼搞成這樣
[00:04:04.000 --> 00:04:06.000]  於是就開始哭
[00:04:06.000 --> 00:04:07.000]  但是看着
[00:04:07.000 --> 00:04:08.000]  天都黑了
[00:04:08.000 --> 00:04:09.000]  怎麼辦呢?
[00:04:09.000 --> 00:04:11.000]  回不回家好呢?
[00:04:11.000 --> 00:04:12.000]  等了不知道多久
[00:04:12.000 --> 00:04:14.000]  突然有人拍我肩膀
[00:04:15.000 --> 00:04:17.000]  轉過身來
[00:04:17.000 --> 00:04:19.000]  原來是我爸爸
[00:04:19.000 --> 00:04:20.000]  拍我肩膀之後
[00:04:20.000 --> 00:04:22.000]  他就沒有罵我
[00:04:22.000 --> 00:04:24.000]  冷不冷啊?
[00:04:24.000 --> 00:04:26.000]  想不想回家啊?
[00:04:26.000 --> 00:04:29.000]  他勸我回家
[00:04:29.000 --> 00:04:32.000]  那時候其實氣氛已經過去了
[00:04:32.000 --> 00:04:34.000]  於是我有點感動
[00:04:34.000 --> 00:04:36.000]  也知道自己不對
[00:04:36.000 --> 00:04:38.000]  於是就跟爸爸回家了
[00:04:38.000 --> 00:04:41.000]  這個就是我當時的一個經歷
[00:04:41.000 --> 00:04:44.000]  令到爸爸就要通街去找你
[00:04:44.000 --> 00:04:46.000]  事後我姐姐告訴我
[00:04:46.000 --> 00:04:48.000]  你爸爸找了很久也找不到你
[00:04:48.000 --> 00:04:50.000]  很害怕想報警
[00:04:50.000 --> 00:04:51.000]  事情就是這樣
[00:04:51.000 --> 00:04:53.000]  問題人物
[00:04:53.000 --> 00:04:55.000]  第二個問題就是
[00:04:55.000 --> 00:04:57.000]  你家裏如果沒有
[00:04:57.000 --> 00:04:59.000]  從另一個角度來看
[00:04:59.000 --> 00:05:01.000]  你家裏有沒有一個問題人物
[00:05:01.000 --> 00:05:03.000]  你家裏每個人都要照顧
[00:05:03.000 --> 00:05:05.000]  剛纔後面有一個舉得很高的
[00:05:05.000 --> 00:05:07.000]  我知道他是誰
[00:05:07.000 --> 00:05:09.000]  你的家人很不安
[00:05:09.000 --> 00:05:11.000]  我想用另一個例子給大家看
[00:05:11.000 --> 00:05:12.000]  就是以前
[00:05:12.000 --> 00:05:13.000]  很多年前
[00:05:13.000 --> 00:05:14.000]  我講這部電影的時候
[00:05:14.000 --> 00:05:16.000]  你就知道我年紀是什麼了
[00:05:16.000 --> 00:05:18.000]  有部電影叫《網中人》
[00:05:18.000 --> 00:05:20.000]  不懂笑的
[00:05:20.000 --> 00:05:22.000]  你不知道我講什麼了
[00:05:22.000 --> 00:05:24.000]  《網中人》這部電影就講到
[00:05:24.000 --> 00:05:26.000]  家裏有誰做主角啊
[00:05:26.000 --> 00:05:27.000]  不知道啊
[00:05:27.000 --> 00:05:29.000]  周運發 鄭月玲
[00:05:29.000 --> 00:05:33.000]  他們主角不是今天想講的東西
[00:05:33.000 --> 00:05:34.000]  就講到這個家人
[00:05:34.000 --> 00:05:36.000]  本來他們在中國大陸就有一個家庭
[00:05:36.000 --> 00:05:38.000]  一家就五口
[00:05:38.000 --> 00:05:39.000]  兩個兒子 一個女兒
[00:05:39.000 --> 00:05:41.000]  本來家庭都挺好的
[00:05:41.000 --> 00:05:45.000]  一直到一個階段的時候
[00:05:45.000 --> 00:05:47.000]  覺得因爲政治環境
[00:05:47.000 --> 00:05:48.000]  有些原因
[00:05:48.000 --> 00:05:50.000]  整個家庭就偷渡到香港
[00:05:50.000 --> 00:05:51.000]  在中國偷渡到香港
[00:05:51.000 --> 00:05:52.000]  但是很可惜
[00:05:52.000 --> 00:05:55.000]  第二個兒子偷渡不下去
[00:05:55.000 --> 00:05:58.000]  第二個兒子就滯留在中國大陸
[00:05:58.000 --> 00:06:02.000]  一家四口在香港落地生根成長
[00:06:02.000 --> 00:06:04.000]  他們都挺好的
[00:06:04.000 --> 00:06:05.000]  一開始很窮
[00:06:05.000 --> 00:06:06.000]  但是慢慢成長的時候
[00:06:06.000 --> 00:06:09.000]  那個大兒子和小女兒
[00:06:09.000 --> 00:06:12.000]  都能夠讀書挺好的
[00:06:12.000 --> 00:06:14.000]  都能夠進大學讀書
[00:06:14.000 --> 00:06:18.000]  但是第二個兒子就滯留在鄉下的地方
[00:06:18.000 --> 00:06:19.000]  這個兒子叫什麼名字
[00:06:19.000 --> 00:06:21.000]  你們知道嗎
[00:06:21.000 --> 00:06:22.000]  很出名
[00:06:22.000 --> 00:06:23.000]  一講你們就知道
[00:06:23.000 --> 00:06:25.000]  叫做阿燦
[00:06:25.000 --> 00:06:29.000]  當時這個燦就是這個名字的開始
[00:06:29.000 --> 00:06:30.000]  就是這部電影的開始
[00:06:30.000 --> 00:06:33.000]  這個燦後來就在中國大陸長大
[00:06:33.000 --> 00:06:36.000]  他有機會又偷渡到香港
[00:06:36.000 --> 00:06:39.000]  到達香港之後
[00:06:39.000 --> 00:06:41.000]  因爲失散了十幾年
[00:06:41.000 --> 00:06:42.000]  就跟家人的關係
[00:06:42.000 --> 00:06:46.000]  就已經慢慢慢慢不太瞭解
[00:06:46.000 --> 00:06:48.000]  而且有一個心態就是
[00:06:48.000 --> 00:06:52.000]  覺得家人欠了我
[00:06:52.000 --> 00:06:54.000]  你們全都落到了香港
[00:06:54.000 --> 00:06:56.000]  享受
[00:06:56.000 --> 00:06:58.000]  我在鄉下捱苦
[00:06:58.000 --> 00:06:59.000]  很慘
[00:06:59.000 --> 00:07:00.000]  於是他就覺得
[00:07:00.000 --> 00:07:02.000]  你下來就要還給我
[00:07:02.000 --> 00:07:03.000]  這個兒子的性格
[00:07:03.000 --> 00:07:05.000]  就是很愚昧的
[00:07:05.000 --> 00:07:07.000]  好食懶飛的
[00:07:07.000 --> 00:07:09.000]  做事又不講理由
[00:07:09.000 --> 00:07:10.000]  又經常想發達
[00:07:10.000 --> 00:07:12.000]  不用做就最好有錢賺
[00:07:12.000 --> 00:07:15.000]  就覺得哥爲什麼你
[00:07:15.000 --> 00:07:18.000]  他做一個洗碗
[00:07:18.000 --> 00:07:21.000]  他希望自己當時可以有幾千塊工資
[00:07:21.000 --> 00:07:23.000]  他覺得爲什麼你不給我幾千塊工資
[00:07:23.000 --> 00:07:24.000]  我付出這麼少
[00:07:24.000 --> 00:07:26.000]  可以賺很多錢的
[00:07:26.000 --> 00:07:28.000]  於是他和家人常常吵
[00:07:28.000 --> 00:07:31.000]  搞到一個很寧靜的家庭都很吵
[00:07:31.000 --> 00:07:36.000]  成爲家裏面的一個問題人物
[00:07:36.000 --> 00:07:38.000]  你嘗試代表故事裏面
[00:07:38.000 --> 00:07:39.000]  我問你們
[00:07:39.000 --> 00:07:42.000]  如果你家裏有這樣的人
[00:07:42.000 --> 00:07:46.000]  你用什麼態度對他
[00:07:46.000 --> 00:07:48.000]  你會怎麼對他
[00:07:48.000 --> 00:07:50.000]  改變他
[00:07:50.000 --> 00:07:52.000]  改不改得到
[00:07:52.000 --> 00:07:54.000]  改不到的
[00:07:54.000 --> 00:07:56.000]  趕他走
[00:07:56.000 --> 00:07:57.000]  行不行
[00:07:57.000 --> 00:07:59.000]  那個不行
[00:07:59.000 --> 00:08:01.000]  打死不離親兄弟
[00:08:01.000 --> 00:08:04.000]  改變自己
[00:08:04.000 --> 00:08:06.000]  行不行
[00:08:06.000 --> 00:08:09.000]  很辛苦
[00:08:09.000 --> 00:08:12.000]  接納他容忍他
[00:08:12.000 --> 00:08:14.000]  行不行
[00:08:14.000 --> 00:08:15.000]  都行的
[00:08:15.000 --> 00:08:17.000]  都很辛苦了
[00:08:17.000 --> 00:08:19.000]  有限度
[00:08:19.000 --> 00:08:21.000]  忍到什麼時候
[00:08:21.000 --> 00:08:24.000]  怎麼解決
[00:08:24.000 --> 00:08:28.000]  今天想和大家講一個概念
[00:08:28.000 --> 00:08:29.000]  這兩個故事裏面
[00:08:29.000 --> 00:08:33.000]  你不知道有沒有看到兩個層面的關係
[00:08:33.000 --> 00:08:35.000]  一個像阿燦這個人
[00:08:35.000 --> 00:08:39.000]  一個是和家主的關係
[00:08:39.000 --> 00:08:41.000]  家主人的關係
[00:08:41.000 --> 00:08:42.000]  另外一個
[00:08:42.000 --> 00:08:46.000]  就是和家裏面的兄弟姐妹的關係
[00:08:46.000 --> 00:08:47.000]  看到兩個層面嗎
[00:08:47.000 --> 00:08:49.000]  進入家的時候
[00:08:49.000 --> 00:08:51.000]  家的主人是誰
[00:08:51.000 --> 00:08:55.000]  家的兄弟姐妹是誰的關係
[00:08:55.000 --> 00:08:57.000]  這兩個的關係
[00:08:57.000 --> 00:08:59.000]  形成了一種隔絕
[00:08:59.000 --> 00:09:02.000]  一種的距離
[00:09:02.000 --> 00:09:04.000]  聖經裏面有一個這樣的概念
[00:09:04.000 --> 00:09:07.000]  它的概念叫雙重的隔絕
[00:09:07.000 --> 00:09:09.000]  double aliation
[00:09:09.000 --> 00:09:11.000]  這裏有兩段經文
[00:09:11.000 --> 00:09:13.000]  都是基於《已不所知》裏面
[00:09:13.000 --> 00:09:14.000]  解釋了這兩個的關係
[00:09:14.000 --> 00:09:16.000]  一個是
[00:09:16.000 --> 00:09:18.000]  他們的心底昏暗
[00:09:18.000 --> 00:09:21.000]  與上帝所賜的生命隔絕
[00:09:21.000 --> 00:09:23.000]  神和人的關係
[00:09:23.000 --> 00:09:25.000]  第一重是隔絕
[00:09:25.000 --> 00:09:27.000]  第二段經文是這樣說
[00:09:27.000 --> 00:09:29.000]  這個時候你們與基督無關
[00:09:29.000 --> 00:09:32.000]  在以色列國以外
[00:09:32.000 --> 00:09:36.000]  所應許的諸約上是局外人
[00:09:36.000 --> 00:09:38.000]  並且會在世上沒有指望
[00:09:38.000 --> 00:09:39.000]  沒有神
[00:09:39.000 --> 00:09:40.000]  這個是和什麼
[00:09:40.000 --> 00:09:42.000]  和神家裏的人沒有關係
[00:09:42.000 --> 00:09:45.000]  就是說那個人和神家裏
[00:09:45.000 --> 00:09:48.000]  信了耶穌的人沒有關係
[00:09:48.000 --> 00:09:51.000]  今天我想和大家去看一幾段經文
[00:09:51.000 --> 00:09:52.000]  去了解一下
[00:09:52.000 --> 00:09:57.000]  今天如何能夠在破裂的關係裏
[00:09:57.000 --> 00:09:59.000]  重新修補
[00:09:59.000 --> 00:10:01.000]  看看經文我們一起讀
[00:10:01.000 --> 00:10:02.000]  讀一下這個經文
[00:10:02.000 --> 00:10:04.000]  瞭解一下
[00:10:04.000 --> 00:10:05.000]  這些經文
[00:10:05.000 --> 00:10:06.000]  第十一節
[00:10:06.000 --> 00:10:07.000]  我們一起讀
[00:10:07.000 --> 00:10:10.000]  你們從前按肉體是外邦人
[00:10:10.000 --> 00:10:12.000]  是稱爲沒有國禮的
[00:10:12.000 --> 00:10:15.000]  那時你們與基督無關
[00:10:15.000 --> 00:10:19.000]  在以色列國民以外是局外人
[00:10:19.000 --> 00:10:22.000]  並且活在世上沒有指望
[00:10:22.000 --> 00:10:25.000]  你們從前遠離神的人
[00:10:25.000 --> 00:10:27.000]  如今卻在基督裏
[00:10:27.000 --> 00:10:31.000]  靠着他的血已經得親近了
[00:10:31.000 --> 00:10:33.000]  因爲使我們和睦
[00:10:33.000 --> 00:10:35.000]  將兩下合二爲一
[00:10:35.000 --> 00:10:39.000]  拆毀了中間隔絕的牆
[00:10:39.000 --> 00:10:42.000]  以自己的身份廢掉冤仇
[00:10:42.000 --> 00:10:45.000]  爲要將兩下直着自己
[00:10:45.000 --> 00:10:47.000]  造成一個新人
[00:10:47.000 --> 00:10:49.000]  使直這十字架
[00:10:49.000 --> 00:10:52.000]  使兩下歸爲一體
[00:10:52.000 --> 00:10:54.000]  與神和好了
[00:10:54.000 --> 00:10:58.000]  這樣你們不再作外人和客裏
[00:10:58.000 --> 00:11:01.000]  是與聖徒同國
[00:11:01.000 --> 00:11:03.000]  是神家裏的人
[00:11:03.000 --> 00:11:05.000]  我們試着慢慢咀嚼一下
[00:11:05.000 --> 00:11:06.000]  這個經文說什麼
