
[00:00:00.000 --> 00:00:02.000]  丙姊妹主乃平安
[00:00:02.000 --> 00:00:05.000]  我們再一次祈禱
[00:00:05.000 --> 00:00:11.000]  天皇願意剛才師班所唱的詩歌去提醒我們
[00:00:11.000 --> 00:00:14.000]  我們來向祢祈求
[00:00:14.000 --> 00:00:18.000]  我們祈求我們能夠在每日生活
[00:00:18.000 --> 00:00:20.000]  各樣的細節裏面
[00:00:20.000 --> 00:00:23.000]  我們更清楚看到祢的作為
[00:00:23.000 --> 00:00:27.000]  以致我們能夠更愛祢
[00:00:28.000 --> 00:00:30.000]  更願意去跟從祢
[00:00:30.000 --> 00:00:34.000]  主願意我們不單止在頭腦上對祢認識
[00:00:34.000 --> 00:00:38.000]  我們更在行動上去實踐
[00:00:38.000 --> 00:00:42.000]  我們緊緊跟隨主腳腳進行
[00:00:42.000 --> 00:00:44.000]  求祢幫助我們
[00:00:44.000 --> 00:00:47.000]  奉主耶穌基督的聖命祈求
[00:00:47.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:53.000]  丙姊妹我首先想邀請你
[00:00:53.000 --> 00:00:55.000]  大約有半分鐘的時間
[00:00:55.000 --> 00:00:58.000]  你回想一下你剛才
[00:00:58.000 --> 00:00:59.000]  可能你在家裏
[00:00:59.000 --> 00:01:03.000]  或者你剛吃完東西在餐廳等等
[00:01:03.000 --> 00:01:04.000]  我不知道你在哪裏來
[00:01:04.000 --> 00:01:09.000]  由來到進入崇拜整個過程裏面
[00:01:09.000 --> 00:01:11.000]  你想一下當中
[00:01:11.000 --> 00:01:14.000]  你在想些什麼
[00:01:14.000 --> 00:01:16.000]  當中你經歷些什麼
[00:01:16.000 --> 00:01:20.000]  你用一個什麼的心態去崇拜
[00:01:20.000 --> 00:01:23.000]  用一點時間去想一想
[00:01:25.000 --> 00:01:43.000]  [音樂停止]
[00:01:43.000 --> 00:01:46.000]  我想我們很少人
[00:01:46.000 --> 00:01:48.000]  曾經真的這樣去想一想
[00:01:48.000 --> 00:01:50.000]  我們怎樣來崇拜
[00:01:50.000 --> 00:01:53.000]  今天講題的經文取材自
[00:01:53.000 --> 00:01:56.000]  尼西米記第十二章
[00:01:56.000 --> 00:01:58.000]  這一章的經文記載了
[00:01:58.000 --> 00:02:00.000]  城牆落成了之後
[00:02:00.000 --> 00:02:03.000]  所舉行的一個奉獻禮
[00:02:03.000 --> 00:02:06.000]  當中對奉獻禮的描述
[00:02:06.000 --> 00:02:08.000]  為我們提供了一個
[00:02:08.000 --> 00:02:10.000]  很好的崇拜的範例
[00:02:10.000 --> 00:02:12.000]  讓我們從中來到去
[00:02:12.000 --> 00:02:14.000]  學習崇拜裏面的要素
[00:02:14.000 --> 00:02:19.000]  明白這些要素所含混著的意義
[00:02:19.000 --> 00:02:21.000]  以致我們能夠在座
[00:02:21.000 --> 00:02:23.000]  我們每一位來到去
[00:02:23.000 --> 00:02:25.000]  殿裏面去敬拜主的人
[00:02:25.000 --> 00:02:29.000]  都更多的提醒和學習
[00:02:29.000 --> 00:02:32.000]  這段經文
[00:02:32.000 --> 00:02:34.000]  第一樣東西就是讓我們看到
[00:02:34.000 --> 00:02:36.000]  崇拜的對象
[00:02:36.000 --> 00:02:38.000]  或者我們一起首先打開
[00:02:38.000 --> 00:02:40.000]  尼西米記第十二章
[00:02:40.000 --> 00:02:43.000]  我希望大家都打開
[00:02:43.000 --> 00:02:45.000]  是教會的聖經
[00:02:45.000 --> 00:02:48.000]  教育部份第605頁
[00:02:51.000 --> 00:02:59.000]  雖然一會兒我所引用的經文
[00:02:59.000 --> 00:03:02.000]  都全部在銀幕上會看得到
[00:03:02.000 --> 00:03:05.000]  但我首先給大家揭開第十二章
[00:03:05.000 --> 00:03:08.000]  十二章一到四十七節
[00:03:08.000 --> 00:03:10.000]  一個都頗長的一段經文
[00:03:10.000 --> 00:03:12.000]  你揭開看一看
[00:03:12.000 --> 00:03:14.000]  給你的印象就是
[00:03:14.000 --> 00:03:17.000]  一開始的時候有很多名字
[00:03:17.000 --> 00:03:19.000]  通常我們一見到這些
[00:03:19.000 --> 00:03:21.000]  就揭快一點
[00:03:21.000 --> 00:03:23.000]  整卷的
[00:03:23.000 --> 00:03:25.000]  尼西米記整章的十二章
[00:03:25.000 --> 00:03:26.000]  就是這樣
[00:03:26.000 --> 00:03:28.000]  一開始有二十六節都是一些人名
[00:03:28.000 --> 00:03:31.000]  後面中間又有很多的人名
[00:03:31.000 --> 00:03:35.000]  在城牆落城所舉行的奉獻禮
[00:03:35.000 --> 00:03:37.000]  是一個充滿了熱鬧
[00:03:37.000 --> 00:03:40.000]  歡喜和感恩的慶典
[00:03:40.000 --> 00:03:42.000]  可想而知一定會是這樣
[00:03:42.000 --> 00:03:47.000]  由尼西米記第一章讀到第十二章
[00:03:47.000 --> 00:03:52.000]  我們都會知道在整個修建城牆的過程裏
[00:03:52.000 --> 00:03:55.000]  誰是最重要的人
[00:03:55.000 --> 00:03:57.000]  尼西米是不是
[00:03:57.000 --> 00:04:01.000]  因為他帶著整個修建的工程去進行
[00:04:01.000 --> 00:04:04.000]  在整個重建的過程裏
[00:04:04.000 --> 00:04:07.000]  我們可以說尼西米功不可沒
[00:04:07.000 --> 00:04:10.000]  不過當我們看一看
[00:04:10.000 --> 00:04:12.000]  這個奉獻禮的描述
[00:04:12.000 --> 00:04:14.000]  記載在第十二章的時候
[00:04:14.000 --> 00:04:20.000]  我們會看到經文是完全沒有提到尼西米的名字
[00:04:20.000 --> 00:04:24.000]  經文告訴我們
[00:04:24.000 --> 00:04:26.000]  因為這個慶典
[00:04:26.000 --> 00:04:28.000]  主角不是人
[00:04:28.000 --> 00:04:32.000]  要高舉的不是人個人的豐功偉績
[00:04:32.000 --> 00:04:35.000]  奉獻禮是要高舉神
[00:04:35.000 --> 00:04:37.000]  去高舉上帝
[00:04:37.000 --> 00:04:42.000]  因為祂是值得我們讚美和感謝
[00:04:44.000 --> 00:04:46.000]  在奉獻禮裏面
[00:04:46.000 --> 00:04:50.000]  以色列人重述上帝在整個修建的過程裏面
[00:04:50.000 --> 00:04:54.000]  上帝所顯示的大能和恩典
[00:04:54.000 --> 00:04:57.000]  以色列人因為上帝的幫助
[00:04:57.000 --> 00:04:59.000]  引導和保護
[00:04:59.000 --> 00:05:02.000]  而要公開來讚美他
[00:05:02.000 --> 00:05:04.000]  然後上帝的大能作為
[00:05:04.000 --> 00:05:06.000]  使城牆在幾多日完成
[00:05:06.000 --> 00:05:10.000]  大家已經進入夢鄉了
[00:05:10.000 --> 00:05:12.000]  幾多日
[00:05:12.000 --> 00:05:15.000]  五十二日裏面就已經修建完成了
[00:05:15.000 --> 00:05:17.000]  因著神這個大能的作為
[00:05:17.000 --> 00:05:21.000]  所以一起來在奉獻禮那裏去讚美
[00:05:21.000 --> 00:05:23.000]  去感謝他
[00:05:23.000 --> 00:05:25.000]  經文這樣記載
[00:05:25.000 --> 00:05:26.000]  或者我們一起讀
[00:05:26.000 --> 00:05:27.000]  第二十四節
[00:05:27.000 --> 00:05:30.000]  一班一班的讚美稱謝
[00:05:30.000 --> 00:05:32.000]  第二十七節
[00:05:32.000 --> 00:05:33.000]  要稱謝
[00:05:33.000 --> 00:05:34.000]  歌唱
[00:05:34.000 --> 00:05:35.000]  敲拔
