
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹,早安!
[00:00:02.000 --> 00:00:04.000]  讓我們一起低頭禱告
[00:00:04.000 --> 00:00:08.500]  主啊,多謝祢賜下祢寶貴的話語
[00:00:08.500 --> 00:00:10.500]  多謝祢在聖經裏面
[00:00:10.500 --> 00:00:12.500]  藉著很多先聖先賢
[00:00:12.500 --> 00:00:14.500]  藉著他們的生命
[00:00:14.500 --> 00:00:17.500]  成為我們一個有力的見證
[00:00:17.500 --> 00:00:18.500]  主啊,今日
[00:00:18.500 --> 00:00:22.500]  祢讓我們來到在堅朕這個屬靈家裏面
[00:00:22.500 --> 00:00:24.500]  繼續去侍奉神
[00:00:24.500 --> 00:00:26.500]  求主祢,藉著祢的話語
[00:00:26.500 --> 00:00:28.500]  再一次光照我們
[00:00:28.500 --> 00:00:30.500]  藉著保羅的生命
[00:00:30.500 --> 00:00:33.500]  讓我們能夠更加效法主耶穌基督
[00:00:33.500 --> 00:00:36.500]  讓我們成為一個土主喜悅
[00:00:36.500 --> 00:00:39.500]  合祢心意的僕人侍女
[00:00:39.500 --> 00:00:40.500]  主啊,讓祢的話語
[00:00:40.500 --> 00:00:43.500]  今日再一次來到去否開我們的心
[00:00:43.500 --> 00:00:46.500]  讓我們生命能夠得著轉化
[00:00:46.500 --> 00:00:47.500]  多謝祢
[00:00:47.500 --> 00:00:49.500]  求祢就是這樣帶領著我們
[00:00:49.500 --> 00:00:50.500]  以下下來的時間
[00:00:50.500 --> 00:00:52.500]  奉耶穌基督的名祈求
[00:00:52.500 --> 00:00:53.500]  Amen
[00:00:53.500 --> 00:00:57.500]  有一個回流的信徒
[00:00:57.500 --> 00:00:59.500]  當他回到自己的教會
[00:00:59.500 --> 00:01:01.500]  見到教會很熱鬧
[00:01:01.500 --> 00:01:02.500]  他就問
[00:01:02.500 --> 00:01:04.500]  嘩,究竟什麼事這麼值得慶祝呢?
[00:01:04.500 --> 00:01:07.500]  嘩,又見到打鑼打鼓
[00:01:07.500 --> 00:01:09.500]  他見到上面有一個橫額
[00:01:09.500 --> 00:01:10.500]  看清楚一點
[00:01:10.500 --> 00:01:13.500]  寫著門徒已死
[00:01:13.500 --> 00:01:16.500]  成功打敗門徒黨
[00:01:16.500 --> 00:01:18.500]  他心裏面想
[00:01:18.500 --> 00:01:19.500]  不是吧
[00:01:19.500 --> 00:01:22.500]  又見到很多的小鬼
[00:01:22.500 --> 00:01:24.500]  很興奮地打鑼叫囂
[00:01:24.500 --> 00:01:27.500]  門徒已死,門徒已死
[00:01:27.500 --> 00:01:30.500]  在教會的周圍派發傳單
[00:01:30.500 --> 00:01:32.500]  裏面寫著
[00:01:32.500 --> 00:01:33.500]  小鬼黨報告
[00:01:33.500 --> 00:01:35.500]  十八區統計已出
[00:01:35.500 --> 00:01:38.500]  門徒生存率甚低
[00:01:38.500 --> 00:01:42.500]  成功打敗門徒黨
[00:01:42.500 --> 00:01:44.500]  今日我的講題是
[00:01:44.500 --> 00:01:46.500]  生命的火永存
[00:01:46.500 --> 00:01:50.500]  究竟今天我們有沒有很銳意地
[00:01:50.500 --> 00:01:53.500]  來到去建立門徒
[00:01:53.500 --> 00:01:56.500]  今日當我們說我們在上帝的裏面
[00:01:56.500 --> 00:01:58.500]  領受我們要成為一間
[00:01:58.500 --> 00:02:02.500]  銳意建立門徒的教會
[00:02:02.500 --> 00:02:05.500]  盼望這個不是只是一個單單的口號
[00:02:05.500 --> 00:02:07.500]  而是我們真的以身歷行
[00:02:07.500 --> 00:02:10.500]  今天究竟我們有沒有很著意
[00:02:10.500 --> 00:02:14.500]  覺得自己就是別人的屬靈生命師傅
[00:02:14.500 --> 00:02:16.500]  又或者我們亦都很知道
[00:02:16.500 --> 00:02:18.500]  哪一位的生命師傅
[00:02:18.500 --> 00:02:22.500]  我們緊緊地來到去學習他的榜樣
[00:02:22.500 --> 00:02:24.500]  抑或我們已經習慣了
[00:02:24.500 --> 00:02:26.500]  獨善其身
[00:02:26.500 --> 00:02:29.500]  成為了屬靈的獨行俠
[00:02:29.500 --> 00:02:31.500]  喜歡我行我素
[00:02:31.500 --> 00:02:33.500]  我們已經遺忘了
[00:02:33.500 --> 00:02:35.500]  主耶穌給我們的吩咐
[00:02:35.500 --> 00:02:39.500]  使萬民作我的門徒
[00:02:39.500 --> 00:02:42.500]  如果我們仔細地觀察
[00:02:42.500 --> 00:02:43.500]  保羅的書信
[00:02:43.500 --> 00:02:46.500]  以及使徒行傳裏面的記載
[00:02:46.500 --> 00:02:47.500]  我們必然發現
[00:02:47.500 --> 00:02:49.500]  在保羅的身邊
[00:02:49.500 --> 00:02:53.500]  有一群很忠心愛主的團隊同工
[00:02:53.500 --> 00:02:54.500]  與保羅一起
[00:02:54.500 --> 00:02:58.500]  很緊密地去傳福音的工作
[00:02:58.500 --> 00:03:00.500]  保羅很注重建立團隊
[00:03:00.500 --> 00:03:04.500]  他不單止成為耶穌基督的門徒
[00:03:04.500 --> 00:03:07.500]  並且他亦都很銳意地
[00:03:07.500 --> 00:03:11.500]  去訓練其他人成為主的門徒
[00:03:11.500 --> 00:03:14.500]  當時我們見到他的徒弟徒孫
[00:03:14.500 --> 00:03:16.500]  就在小亞細亞
[00:03:16.500 --> 00:03:18.500]  甚至在羅馬帝國管轄的地區裏面
[00:03:18.500 --> 00:03:23.500]  不斷地去慰藉耶穌基督的緣故
[00:03:23.500 --> 00:03:27.500]  慰藉主給他們的吩咐
[00:03:27.500 --> 00:03:30.500]  來將福音遍傳開去
[00:03:30.500 --> 00:03:32.500]  既然我們已經宣認
[00:03:32.500 --> 00:03:35.500]  我們是一個主的門徒
[00:03:35.500 --> 00:03:38.500]  究竟今天在保羅的身上
[00:03:38.500 --> 00:03:40.500]  讓我們有什麼學習呢
[00:03:40.500 --> 00:03:42.500]  在這一段聖經記載
[00:03:42.500 --> 00:03:44.500]  哥羅西書是最後的一段
[00:03:44.500 --> 00:03:47.500]  保羅藉著介紹他的同工團隊
[00:03:47.500 --> 00:03:50.500]  藉著他們團隊的同工
[00:03:50.500 --> 00:03:52.500]  對哥羅西教會的問安
[00:03:52.500 --> 00:03:54.500]  來作一個結束
[00:03:54.500 --> 00:03:57.500]  讓我們看到保羅怎樣去到
[00:03:57.500 --> 00:04:01.500]  持續地去建立門徒的生命
[00:04:01.500 --> 00:04:06.500]  雖然當時保羅身處在監獄裏面
[00:04:06.500 --> 00:04:08.500]  但仍然無阻他
[00:04:08.500 --> 00:04:10.500]  繼續藉著書信
[00:04:10.500 --> 00:04:14.500]  去勉勵教導建立教會
[00:04:14.500 --> 00:04:17.500]  承傳門徒的生命
[00:04:17.500 --> 00:04:19.500]  保羅讓我們看到
[00:04:19.500 --> 00:04:20.500]  當一開始的時候
[00:04:20.500 --> 00:04:23.500]  他就列出有一班弟兄
[00:04:23.500 --> 00:04:24.500]  對保羅來說
[00:04:24.500 --> 00:04:26.500]  這班人就是和保羅一起
[00:04:26.500 --> 00:04:29.500]  奔跑天路的夥伴
[00:04:29.500 --> 00:04:33.500]  我不知道在你屬靈的旅程
[00:04:33.500 --> 00:04:35.500]  你有沒有即時想起
[00:04:35.500 --> 00:04:37.500]  你也有一班弟兄姊妹
[00:04:37.500 --> 00:04:41.500]  是成為你一起奔跑天路的夥伴
[00:04:41.500 --> 00:04:43.500]  我們可以感受到
[00:04:43.500 --> 00:04:45.500]  保羅是一個很愛同工
[00:04:45.500 --> 00:04:48.500]  很尊重同工的使徒
[00:04:48.500 --> 00:04:50.500]  他不以自己為大
[00:04:50.500 --> 00:04:51.500]  反而他明白
[00:04:51.500 --> 00:04:54.500]  每一個同工在事工上的擺上
[00:04:54.500 --> 00:04:57.500]  以及對保羅的懲罰
[00:04:57.500 --> 00:05:01.500]  在神的國度裏面的重要性
[00:05:01.500 --> 00:05:04.500]  這裏讓我們看到一幅很美麗的圖畫
[00:05:04.500 --> 00:05:07.500]  一個團隊服侍的榜樣
[00:05:07.500 --> 00:05:10.500]  他將自己和這班同工
[00:05:10.500 --> 00:05:13.500]  一起帶到神的面前
[00:05:13.500 --> 00:05:16.500]  不單止他忠心地去服侍神
[00:05:16.500 --> 00:05:19.500]  更加他鼓勵他身邊這班同工
[00:05:19.500 --> 00:05:22.500]  一起去忠心侍主
[00:05:22.500 --> 00:05:25.500]  保羅當他寫這段書信
[00:05:25.500 --> 00:05:27.500]  談論他的同工的時候
[00:05:27.500 --> 00:05:30.500]  他並不是在大禮拜堂裏面講道
[00:05:30.500 --> 00:05:31.500]  在那一刻
[00:05:31.500 --> 00:05:33.500]  保羅在獄中裏面
[00:05:33.500 --> 00:05:38.500]  他深深感受到同工對他的關愛
[00:05:38.500 --> 00:05:40.500]  同工如何支持他
[00:05:40.500 --> 00:05:43.500]  這班保羅的門徒
[00:05:43.500 --> 00:05:46.500]  如何來到獄中服侍他
[00:05:46.500 --> 00:05:47.500]  探望他
[00:05:47.500 --> 00:05:51.500]  甚至將教會的消息帶到當中
[00:05:51.500 --> 00:05:53.500]  在保羅的同工裏面
[00:05:53.500 --> 00:05:55.500]  有不同的人
[00:05:55.500 --> 00:05:56.500]  有猶太人
[00:05:56.500 --> 00:05:57.500]  有希臘人
[00:05:57.500 --> 00:05:58.500]  有其他的外邦人
[00:05:58.500 --> 00:05:59.500]  有醫生
[00:05:59.500 --> 00:06:00.500]  有使徒
[00:06:00.500 --> 00:06:01.500]  在當中
[00:06:01.500 --> 00:06:05.500]  過去陳保羅和保羅有一個嚴規
[00:06:05.500 --> 00:06:10.500]  過去可能他們的生命都面對一些軟弱
[00:06:10.500 --> 00:06:13.500]  但是保羅卻是看好他們
[00:06:13.500 --> 00:06:16.500]  保羅亦在書信裏面
[00:06:16.500 --> 00:06:17.500]  讓我們看到
[00:06:17.500 --> 00:06:20.500]  他們每一個都有一個獨特的位置
[00:06:20.500 --> 00:06:22.500]  同時間也讓我們看到
[00:06:22.500 --> 00:06:24.500]  保羅的胸襟
[00:06:24.500 --> 00:06:27.500]  如何他按照神的教導
[00:06:27.500 --> 00:06:34.500]  讓他能夠看好每一個和他同行的弟兄
[00:06:34.500 --> 00:06:37.500]  在保羅見到每一個人都有他的長處
[00:06:37.500 --> 00:06:40.500]  他為他們獻上感恩和禱告
[00:06:40.500 --> 00:06:42.500]  我相信在這個世界上
[00:06:42.500 --> 00:06:45.500]  我們沒有一個人能夠靠自己
[00:06:45.500 --> 00:06:48.500]  可以建立一個強大的王國
[00:06:48.500 --> 00:06:51.500]  就好像當今過去叱吒風雲的人物
[00:06:51.500 --> 00:06:52.500]  喬布斯
[00:06:52.500 --> 00:06:53.500]  蓋茨等
[00:06:53.500 --> 00:06:58.500]  他們如果沒有背後一個很強大的同工團隊
[00:06:58.500 --> 00:07:01.500]  絕對是不會成功
[00:07:01.500 --> 00:07:05.500]  保羅在臨前十二章二十二至二十三節裏面
