
[00:00:00.000 --> 00:00:05.000]  我哋多少都知道虛空係乜嘢一回事
[00:00:05.000 --> 00:00:08.000]  我哋多少都能知道虛空係乜嘢一回事
[00:00:08.000 --> 00:00:11.000]  但實質上都講唔出所以然來
[00:00:11.000 --> 00:00:14.000]  但實際上我哋也講唔出所以然來
[00:00:14.000 --> 00:00:17.000]  仔細研究落去
[00:00:17.000 --> 00:00:19.000]  如果仔細研究呢
[00:00:19.000 --> 00:00:22.000]  虛空多少有跡可尋
[00:00:22.000 --> 00:00:26.000]  虛空有跡可尋
[00:00:26.000 --> 00:00:28.000]  一個人無所事事
[00:00:28.000 --> 00:00:29.000]  一個人無所事事
[00:00:29.000 --> 00:00:31.000]  百無聊賴嘅時候
[00:00:31.000 --> 00:00:33.000]  百無聊賴嘅時候
[00:00:33.000 --> 00:00:34.000]  就會覺得虛空
[00:00:34.000 --> 00:00:36.000]  就會覺得虛空
[00:00:36.000 --> 00:00:38.000]  雖然佢手上都有啲錢
[00:00:38.000 --> 00:00:40.000]  雖然佢手上也有一些錢
[00:00:40.000 --> 00:00:41.000]  唔愁衣食
[00:00:41.000 --> 00:00:43.000]  唔愁衣穿
[00:00:43.000 --> 00:00:44.000]  但食飽之後
[00:00:44.000 --> 00:00:46.000]  喺屋企裡頭唔知做咩好
[00:00:46.000 --> 00:00:48.000]  但食飽之後呢
[00:00:48.000 --> 00:00:50.000]  喺家裡唔知做乜嘢好
[00:00:50.000 --> 00:00:53.000]  開門出街都唔知向左又向右行
[00:00:53.000 --> 00:00:56.000]  出門到街上都唔知向左又向右走
[00:00:56.000 --> 00:00:58.000]  因為佢毫無目的
[00:00:58.000 --> 00:01:00.000]  因為佢毫無目的
[00:01:00.000 --> 00:01:02.000]  到咗呢個時候
[00:01:02.000 --> 00:01:05.000]  佢唔想承認係虛空都唔得啦
[00:01:05.000 --> 00:01:06.000]  到咗呢個時候
[00:01:06.000 --> 00:01:09.000]  佢唔想承認真係虛空也唔行啦
[00:01:09.000 --> 00:01:11.000]  所以我哋做人呢
[00:01:11.000 --> 00:01:13.000]  都要充實自己嘅人生
[00:01:13.000 --> 00:01:14.000]  所以我哋做人呢
[00:01:14.000 --> 00:01:16.000]  都要充實自己嘅人生
[00:01:16.000 --> 00:01:18.000]  先至覺得快樂嘅
[00:01:18.000 --> 00:01:20.000]  才能覺得快樂
[00:01:20.000 --> 00:01:22.000]  先至覺得唔會虛空嘅
[00:01:22.000 --> 00:01:25.000]  才能覺得唔會虛空
[00:01:25.000 --> 00:01:28.000]  做人最怕就係唔知道前途係乜嘢
[00:01:28.000 --> 00:01:31.000]  做人呢最怕就係唔知道前途係乜嘢
[00:01:31.000 --> 00:01:32.000]  好似中國人講話
[00:01:32.000 --> 00:01:35.000]  做一日和尚打一日鐘
[00:01:35.000 --> 00:01:36.000]  就像中文說嘅
[00:01:36.000 --> 00:01:38.000]  做一日和尚敲一天鐘
[00:01:38.000 --> 00:01:41.000]  都唔知自己點解會生喺呢個世上
[00:01:41.000 --> 00:01:44.000]  都唔知道自己點解生喺呢個世上
[00:01:44.000 --> 00:01:46.000]  對將來一啲希望都無
[00:01:46.000 --> 00:01:49.000]  對將來呢冇一點嘅希望
[00:01:49.000 --> 00:01:52.000]  正如一個人坐喺一個艇仔上面
[00:01:52.000 --> 00:01:55.000]  正如一個人坐喺一個艇仔上面
[00:01:55.000 --> 00:01:57.000]  四面都係大海茫茫
[00:01:57.000 --> 00:01:59.000]  四面都係大海茫茫
[00:01:59.000 --> 00:02:01.000]  唔知邊邊只係岸
[00:02:01.000 --> 00:02:04.000]  唔知邊邊只係岸
[00:02:04.000 --> 00:02:07.000]  毫無目的咁樣行走
[00:02:07.000 --> 00:02:09.000]  毫無目的咁樣行走
[00:02:09.000 --> 00:02:11.000]  到嗰陣時佢就覺得虛空
[00:02:11.000 --> 00:02:14.000]  到嗰陣時佢就覺得虛空
[00:02:14.000 --> 00:02:18.000]  喺香港曾經有人研究中學嘅課程
[00:02:18.000 --> 00:02:21.000]  喺香港曾經有人研究過中學嘅課程
[00:02:21.000 --> 00:02:23.000]  應該包含啲乜嘢呢
[00:02:23.000 --> 00:02:25.000]  應該包含乜嘢呢
[00:02:25.000 --> 00:02:29.000]  除咗基本嘅學術之外
[00:02:29.000 --> 00:02:31.000]  除咗基本嘅學術之外
[00:02:31.000 --> 00:02:35.000]  應唔應該包含一啲各行各業嘅指引呢
[00:02:35.000 --> 00:02:35.000]  應唔應該包含一啲各行各業嘅指引呢
[00:02:35.000 --> 00:02:39.000]  系否應該包含各行各業嘅指引呢
[00:02:39.000 --> 00:02:45.000]  以便學生能夠探求將來入去邊一行工作
[00:02:45.000 --> 00:02:45.000]  以便學生能夠探求將來入去邊一行工作
[00:02:45.000 --> 00:02:51.000]  以便學生能夠探求將來入去邊一行工作
[00:02:51.000 --> 00:02:54.000]  不至於毫無目的咁樣學習
[00:02:54.000 --> 00:02:58.000]  不至於毫無目標咁樣學習
[00:02:58.000 --> 00:03:00.000]  我哋一生人之中
