
[00:00:00.000 --> 00:00:04.560]  今天我們繼續和大家來思想《約翰福音》第21章
[00:00:04.560 --> 00:00:07.340]  請大家聽我讀一段經文
[00:00:07.340 --> 00:00:12.160]  就是《約翰福音》21章15節至到第22節
[00:00:12.160 --> 00:00:14.960]  這裡的經文說
[00:00:14.960 --> 00:00:18.800]  「他們吃完了早飯,耶穌對西門彼得說:
[00:00:18.800 --> 00:00:23.040]  「約翰的兒子西門,你愛我比這些更甚麼?」
[00:00:23.040 --> 00:00:27.200]  彼得說:「主啊!是的,祢知道我愛祢。」
[00:00:27.200 --> 00:00:31.740]  耶穌對他說:「祢餵養我的小羊。」
[00:00:31.740 --> 00:00:36.900]  耶穌第二次又對他說:「約翰的兒子西門,你愛我嗎?」
[00:00:36.900 --> 00:00:40.660]  彼得說:「主啊!是的,祢知道我愛祢。」
[00:00:40.660 --> 00:00:43.960]  耶穌說:「祢牧養我的羊。」
[00:00:43.960 --> 00:00:49.160]  第三次對他說:「約翰的兒子西門,你愛我嗎?」
[00:00:49.160 --> 00:00:52.940]  彼得因為耶穌第三次對他說「你愛我嗎?」
[00:00:52.940 --> 00:00:55.160]  就休神對耶穌說:
[00:00:55.160 --> 00:00:59.100]  「主啊!祢是無所不知的,祢知道我愛祢。」
[00:00:59.100 --> 00:01:02.500]  耶穌說:「祢餵養我的羊。」
[00:01:02.500 --> 00:01:04.900]  「我實實在在的告訴你,
[00:01:04.900 --> 00:01:09.300]  你年少的時候自己戳上大指隨意往來,
[00:01:09.300 --> 00:01:12.100]  八年老的時候你要伸出手來,
[00:01:12.100 --> 00:01:16.160]  別人要把你戳上拜你到不願意去的地方。」
[00:01:16.160 --> 00:01:21.700]  耶穌說:「這話是使著彼得要怎樣死榮耀神?」
[00:01:21.700 --> 00:01:27.900]  說者說:「就對他說:你跟從我來吧。」
[00:01:27.900 --> 00:01:31.200]  我們只看到這裡的經文
[00:01:31.200 --> 00:01:35.100]  上一次和大家思想到這段經文的時候
[00:01:35.100 --> 00:01:39.900]  是講到這段經文是《約翰福音》不可或缺的
[00:01:39.900 --> 00:01:41.900]  最後的一部分
[00:01:41.900 --> 00:01:46.200]  有人以為這個附錄是無關重要的
[00:01:46.200 --> 00:01:47.700]  這個不是
[00:01:47.700 --> 00:01:52.700]  《約翰福音》二十一章是講到生命的更生
[00:01:52.700 --> 00:01:55.200]  因為耶穌基督知道
[00:01:55.200 --> 00:01:57.100]  我們作為信徒
[00:01:57.100 --> 00:02:00.300]  我們的生命會有軟弱的時候
[00:02:00.300 --> 00:02:02.200]  我們會有跌倒的時候
[00:02:02.200 --> 00:02:04.200]  我們會有犯罪的時候
[00:02:04.200 --> 00:02:06.400]  我們會有遠離神的時候
[00:02:06.400 --> 00:02:08.700]  我們的生命會滑落
[00:02:08.700 --> 00:02:11.300]  我們會走向低谷
[00:02:11.300 --> 00:02:14.200]  當我們的生命滑落到一個地步的時候
[00:02:14.200 --> 00:02:16.500]  我們需要復興
[00:02:16.500 --> 00:02:18.300]  我們需要更生
[00:02:18.300 --> 00:02:20.500]  所以耶穌在這段經文裏面
[00:02:20.500 --> 00:02:25.400]  是用彼得作為一個例子教導我們
[00:02:25.400 --> 00:02:29.000]  我們的生命應該怎樣尋求更生
[00:02:29.000 --> 00:02:32.100]  有消極一方面就是除罪
[00:02:32.100 --> 00:02:36.400]  消極的除罪加上積極的愛主
[00:02:36.400 --> 00:02:38.400]  上一次和大家思想到
[00:02:38.400 --> 00:02:43.400]  生命的更生第一步就是消極的除罪
[00:02:43.400 --> 00:02:45.200]  好像在彼得的身上
[00:02:45.200 --> 00:02:47.600]  耶穌是在這個地方
[00:02:47.600 --> 00:02:49.600]  藉著各方面的提醒
[00:02:49.600 --> 00:02:50.700]  告訴他們
[00:02:50.700 --> 00:02:53.900]  他的生命是正在滑落
[00:02:53.900 --> 00:02:57.600]  因為他和其他的門徒去打魚
[00:02:57.600 --> 00:03:00.800]  耶穌已經呼召他們離開這個行業
[00:03:00.800 --> 00:03:03.200]  但是他們覺得暫時好像沒有事做
[00:03:03.200 --> 00:03:05.000]  就去打魚
[00:03:05.000 --> 00:03:07.000]  這個是錯誤的
[00:03:07.000 --> 00:03:10.700]  生命由此開始滑落
[00:03:10.700 --> 00:03:12.700]  耶穌要他們回頭
[00:03:12.700 --> 00:03:16.000]  有第二個罪在彼得的身上
[00:03:16.000 --> 00:03:19.000]  就是他有驕傲自大的罪
[00:03:19.000 --> 00:03:20.400]  每個人都會知道
[00:03:20.400 --> 00:03:24.800]  我彼得是不會的
[00:03:24.800 --> 00:03:26.700]  他是一個驕傲自大的人
[00:03:26.700 --> 00:03:30.600]  耶穌都必須對付他的驕傲自大
[00:03:30.600 --> 00:03:33.100]  以後能夠被神使用
[00:03:33.100 --> 00:03:35.600]  第三件事就是彼得犯了一個
[00:03:35.600 --> 00:03:38.200]  很嚴重很嚴重的罪
[00:03:38.200 --> 00:03:41.800]  好像猶大的罪一樣這麼嚴重
[00:03:41.800 --> 00:03:46.900]  就是他三次的不認主
[00:03:46.900 --> 00:03:52.300]  耶穌需要幫助他解決這些罪的問題
[00:03:52.300 --> 00:03:55.300]  所以彼得需要悔改
[00:03:55.300 --> 00:03:57.100]  我們做信徒的
[00:03:57.100 --> 00:03:59.200]  我們時時都需要悔改
[00:03:59.200 --> 00:04:00.300]  因為我們會犯罪
[00:04:00.300 --> 00:04:01.100]  我們會墮落
[00:04:01.100 --> 00:04:02.900]  我們會軟弱
[00:04:02.900 --> 00:04:03.900]  在這樣的情況裏面
[00:04:03.900 --> 00:04:07.100]  我們需要悔改
[00:04:07.100 --> 00:04:09.700]  反轉頭
[00:04:09.700 --> 00:04:14.000]  今日我們要和大家一齊思想的就是
[00:04:14.000 --> 00:04:16.100]  生命更生
[00:04:16.100 --> 00:04:19.500]  另外一方面重要的就是積極的愛主
[00:04:19.500 --> 00:04:21.600]  剛才我們讀的經文
[00:04:21.600 --> 00:04:23.900]  主耶穌三次的問彼得
[00:04:23.900 --> 00:04:26.900]  你愛我比這些更深嗎?
[00:04:26.900 --> 00:04:30.000]  你愛我嗎?
[00:04:30.000 --> 00:04:33.500]  首先我們要明白
[00:04:33.500 --> 00:04:39.600]  主三次問彼得關於愛他的問題
[00:04:39.600 --> 00:04:47.100]  就是要彼得追求一個積極愛主的生命
[00:04:47.100 --> 00:04:49.400]  除了悔改認罪之外
[00:04:49.400 --> 00:04:54.100]  我們還要建立一個積極愛主的生命
[00:04:54.100 --> 00:04:57.500]  但這裏最重要的就是什麼叫愛主
[00:04:57.500 --> 00:04:59.700]  什麼叫愛呢?
[00:04:59.700 --> 00:05:02.000]  我們聽耶穌和彼得的對話
[00:05:02.000 --> 00:05:06.100]  有時我們好像心裏面有些覺得
[00:05:06.100 --> 00:05:13.300]  男人之間不應該說這些說話一樣
[00:05:13.300 --> 00:05:17.500]  你愛我嗎?
[00:05:17.500 --> 00:05:19.600]  就因為我們不明白
[00:05:19.600 --> 00:05:21.900]  聖經在這裏什麼叫愛
[00:05:21.900 --> 00:05:24.500]  所以在我們來看
[00:05:24.500 --> 00:05:29.300]  這個追求積極愛主的生命的時候
[00:05:29.300 --> 00:05:33.500]  第一件事我們要明白愛的意義
[00:05:33.500 --> 00:05:36.500]  在聖經裏面,在約翰福音裏面
[00:05:36.500 --> 00:05:38.900]  究竟耶穌基督講到你愛我嗎?
[00:05:38.900 --> 00:05:41.900]  這個愛是什麼意思呢?
[00:05:41.900 --> 00:05:46.700]  三次耶穌基督問彼得你愛不愛我?
[00:05:46.700 --> 00:05:51.500]  頭兩次我們先看用字
[00:05:51.500 --> 00:05:56.100]  頭兩次是用一個很特別在聖經裏面
[00:05:56.100 --> 00:05:59.700]  關於愛的名詞
[00:05:59.700 --> 00:06:04.100]  叫阿加皮,希臘文叫阿加皮
[00:06:04.100 --> 00:06:06.800]  阿加皮我們不認識希臘文
[00:06:06.800 --> 00:06:12.500]  我們都聽過阿加皮這個字
[00:06:12.500 --> 00:06:16.000]  頭兩次耶穌問彼得的時候用阿加皮
[00:06:16.000 --> 00:06:18.800]  第三次用另外一個字
[00:06:18.800 --> 00:06:22.700]  都是愛的意思,是Phileo
[00:06:22.700 --> 00:06:25.300]  彼得三次回答耶穌基督
[00:06:25.300 --> 00:06:31.400]  都是用Phileo
[00:06:31.400 --> 00:06:39.200]  當新約聖經將神的啟示帶到人間的時候
[00:06:39.200 --> 00:06:41.200]  最重要的觀念就是愛
[00:06:41.200 --> 00:06:42.700]  因為神愛世人
[00:06:42.700 --> 00:06:45.200]  曾經講到神的愛
[00:06:45.200 --> 00:06:48.700]  舊因講到神的愛
[00:06:48.700 --> 00:06:56.400]  當聖經要啟示神這種高超特別的愛的時候
[00:06:56.400 --> 00:07:00.000]  聖經不能夠在當時的文化裏面
[00:07:00.000 --> 00:07:02.000]  找到一個適合的字
[00:07:02.000 --> 00:07:05.000]  所以就用了這個阿加皮的字
[00:07:05.000 --> 00:07:10.600]  這個是很獨特在新約的一個字
[00:07:10.600 --> 00:07:15.900]  這個阿加皮希臘文是一個最高超的愛
[00:07:15.900 --> 00:07:20.800]  是犧牲的愛,是神聖的愛
[00:07:20.800 --> 00:07:23.500]  所以就用了這個字
[00:07:23.500 --> 00:07:29.400]  Phileo是當時他們普遍用的一個愛的字
[00:07:29.400 --> 00:07:34.100]  是次等的愛,是朋友之間的愛
[00:07:34.100 --> 00:07:35.900]  你對我好,我對你好
[00:07:35.900 --> 00:07:38.500]  你對我不好,我又對你不好
[00:07:38.500 --> 00:07:43.900]  這種朋友之間的愛,理性的愛
[00:07:43.900 --> 00:07:46.400]  那麼約翰的用字
[00:07:46.400 --> 00:07:49.300]  為什麼耶穌兩次用阿加皮
[00:07:49.300 --> 00:07:51.100]  一次用Phileo
[00:07:51.100 --> 00:07:52.500]  有什麼分別呢?
[00:07:52.500 --> 00:07:56.500]  很多人就在研究,有很多的爭議
[00:07:56.500 --> 00:07:59.300]  彼得是用Phileo
[00:07:59.300 --> 00:08:04.600]  當然他現在開始學會謙卑了
[00:08:04.600 --> 00:08:07.600]  他不敢說用最高超的愛來愛你
[00:08:07.600 --> 00:08:09.100]  犧牲的愛來愛你
[00:08:09.100 --> 00:08:10.800]  他不敢這樣說
[00:08:10.800 --> 00:08:16.700]  他只說我是愛你,用Phileo
[00:08:16.700 --> 00:08:18.900]  但是當我們看
[00:08:18.900 --> 00:08:22.400]  很簡單的來告訴大家
[00:08:22.400 --> 00:08:24.900]  如果我們看約翰福音
