
[00:00:00.000 --> 00:00:07.500]  我們過去對以賽亞書這一部分的話
[00:00:07.500 --> 00:00:10.500]  一部分我們看了有三次了
[00:00:10.500 --> 00:00:13.500]  總的今天我們來到第四次
[00:00:13.500 --> 00:00:18.500]  以賽亞書其中一個主題
[00:00:18.500 --> 00:00:22.500]  就是神要藉着一位僕人
[00:00:22.500 --> 00:00:26.500]  去完成祂的救贖計劃
[00:00:26.500 --> 00:00:31.500]  這是在以賽亞書裏頭一個很重要的主題
[00:00:31.500 --> 00:00:38.500]  他要講神怎樣能夠完成救贖世上罪人的計劃
[00:00:38.500 --> 00:00:41.500]  他是要藉着一位僕人
[00:00:41.500 --> 00:00:43.500]  這個僕人誰呢
[00:00:43.500 --> 00:00:45.500]  這個僕人就是彌賽亞
[00:00:45.500 --> 00:00:47.500]  也就是基督
[00:00:47.500 --> 00:00:50.500]  彌賽亞跟基督都是一個字
[00:00:50.500 --> 00:00:54.500]  但是有的是用在希伯來文
[00:00:54.500 --> 00:00:57.500]  有的是用在希臘文
[00:00:57.500 --> 00:00:59.500]  那麼這個就是
[00:00:59.500 --> 00:01:01.500]  他就是救恩的主宰
[00:01:01.500 --> 00:01:06.500]  就是救恩的一些實行
[00:01:06.500 --> 00:01:10.500]  都是靠着這位僕人來完成的
[00:01:10.500 --> 00:01:12.500]  所以他做神的僕人
[00:01:12.500 --> 00:01:21.500]  就是要完成神救贖人的罪人的這樣一個大的工作
[00:01:21.500 --> 00:01:24.500]  那麼在這個彌賽亞書
[00:01:24.500 --> 00:01:26.500]  這本書的下半部
[00:01:26.500 --> 00:01:30.500]  因爲彌賽亞書一共有66章
[00:01:30.500 --> 00:01:34.500]  第一部分的話是從第一章到39章
[00:01:34.500 --> 00:01:36.500]  然後第二部分呢
[00:01:36.500 --> 00:01:41.500]  從第40章到66章
[00:01:41.500 --> 00:01:44.500]  只講到這個是下半部
[00:01:44.500 --> 00:01:46.500]  這下半部呢
[00:01:46.500 --> 00:01:49.500]  其中呢有四段經文
[00:01:49.500 --> 00:01:52.500]  論到講到這位僕人
[00:01:52.500 --> 00:01:54.500]  所以有的學者呢
[00:01:54.500 --> 00:01:59.500]  就把這個四首四部分的講論呢
[00:01:59.500 --> 00:02:02.500]  稱爲僕人之歌
[00:02:02.500 --> 00:02:06.500]  那麼現在我們就要看第四首了
[00:02:06.500 --> 00:02:08.500]  就是論到這個彌賽亞
[00:02:08.500 --> 00:02:10.500]  恩特跟彌賽亞呢
[00:02:10.500 --> 00:02:12.500]  要成功救贖
[00:02:12.500 --> 00:02:17.500]  這個是僕人之歌的第四講
[00:02:17.500 --> 00:02:18.500]  第四部分
[00:02:18.500 --> 00:02:23.500]  也就是這個僕人之歌的高峯
[00:02:23.500 --> 00:02:26.500]  一共有15節經文
[00:02:26.500 --> 00:02:31.500]  要從52章的最後三節開始
[00:02:31.500 --> 00:02:34.500]  然後一直到53章
[00:02:34.500 --> 00:02:36.500]  有12節經文
[00:02:36.500 --> 00:02:40.500]  合起來有15節經文
[00:02:40.500 --> 00:02:42.500]  這15節經文呢
[00:02:42.500 --> 00:02:44.500]  可以分成三段
[00:02:44.500 --> 00:02:47.500]  按照它內容呢分成三段
[00:02:47.500 --> 00:02:50.500]  每一段是三節
[00:02:50.500 --> 00:02:52.500]  這個五段裏頭呢
[00:02:52.500 --> 00:02:54.500]  第一段跟最後一段呢
[00:02:54.500 --> 00:02:58.500]  是神對這位僕人的承許
[00:02:58.500 --> 00:03:02.500]  說到他怎樣來完成神的計劃
[00:03:02.500 --> 00:03:06.500]  最後這個計劃是怎樣的完成
[00:03:06.500 --> 00:03:08.500]  怎樣成功的
[00:03:08.500 --> 00:03:10.500]  那麼中間的三部分
[00:03:10.500 --> 00:03:14.500]  第二段第三段第四段
[00:03:14.500 --> 00:03:16.500]  是講到這個僕人
[00:03:16.500 --> 00:03:19.500]  承負神的旨意
[00:03:19.500 --> 00:03:24.500]  那麼完成了神託付給他的工作
[00:03:24.500 --> 00:03:26.500]  中間這一段
[00:03:26.500 --> 00:03:30.500]  就特別是在第四節
[00:03:30.500 --> 00:03:33.500]  第三段第四節到第六節
[00:03:33.500 --> 00:03:35.500]  這一段呢
[00:03:35.500 --> 00:03:39.500]  就是集中講到這位僕人
[00:03:39.500 --> 00:03:41.500]  爲了世上的罪人
[00:03:41.500 --> 00:03:43.500]  他帶罪人死
[00:03:43.500 --> 00:03:46.500]  怎樣的他來成功救贖
[00:03:46.500 --> 00:03:50.500]  那麼今天要看的這部分呢
[00:03:50.500 --> 00:03:53.500]  一共有五段
[00:03:53.500 --> 00:03:56.500]  每一段都是三節
[00:03:56.500 --> 00:03:59.500]  我們看到這個神所的話語的話
[00:03:59.500 --> 00:04:01.500]  是很清楚
[00:04:01.500 --> 00:04:04.500]  也是很有秩序的
[00:04:04.500 --> 00:04:05.500]  那麼第一段呢
[00:04:05.500 --> 00:04:08.500]  就講到尼賽爾的將碑
[00:04:08.500 --> 00:04:10.500]  跟他的身高
[00:04:10.500 --> 00:04:14.500]  從這個五十二章的最後三節聖經
[00:04:14.500 --> 00:04:17.500]  十三節到十五節聖經
[00:04:17.500 --> 00:04:20.500]  講到這個尼賽爾的將碑
[00:04:20.500 --> 00:04:22.500]  和他的身高
[00:04:22.500 --> 00:04:25.500]  然後呢到第二段
[00:04:25.500 --> 00:04:27.500]  就從五十三章開始呢
[00:04:27.500 --> 00:04:29.500]  第一節到第三節呢
[00:04:29.500 --> 00:04:33.500]  講到這個尼賽爾被藐視
[00:04:33.500 --> 00:04:35.500]  然後第三段
[00:04:35.500 --> 00:04:37.500]  就講到尼賽爾被傷害
[00:04:37.500 --> 00:04:40.500]  從第四節到第六節
[00:04:40.500 --> 00:04:42.500]  再下來就是到
[00:04:42.500 --> 00:04:45.500]  七節到九節這三節呢
[00:04:45.500 --> 00:04:48.500]  是講到尼賽爾被棄絕了
[00:04:48.500 --> 00:04:51.500]  到最後就是
[00:04:51.500 --> 00:04:53.500]  最後這一段就是
[00:04:53.500 --> 00:04:56.500]  從第十節到十二節
[00:04:56.500 --> 00:04:58.500]  五十三章十節到十二節呢
[00:04:58.500 --> 00:05:02.500]  是講到尼賽爾的心滿意足
[00:05:02.500 --> 00:05:04.500]  他成功的救贖
[00:05:04.500 --> 00:05:05.500]  神的承許
[00:05:05.500 --> 00:05:08.500]  最後他心滿意足
[00:05:08.500 --> 00:05:09.500]  所以我們就
[00:05:09.500 --> 00:05:12.500]  從這個十五節聖經裏頭
[00:05:12.500 --> 00:05:15.500]  我們能夠看到
[00:05:15.500 --> 00:05:18.500]  神怎樣用耶穌基督
[00:05:18.500 --> 00:05:20.500]  就這位尼賽爾
[00:05:20.500 --> 00:05:24.500]  能夠完成這個救贖的大的工作
[00:05:24.500 --> 00:05:26.500]  救贖是一個很大的工作
[00:05:26.500 --> 00:05:29.500]  神創造的工作是很大
[00:05:29.500 --> 00:05:31.500]  宇宙這麼大的話
[00:05:31.500 --> 00:05:32.500]  神創造
[00:05:32.500 --> 00:05:34.500]  這是很大的工作
[00:05:34.500 --> 00:05:35.500]  神的救贖呢
[00:05:35.500 --> 00:05:37.500]  罪人失敗
[00:05:37.500 --> 00:05:38.500]  犯罪了
[00:05:38.500 --> 00:05:39.500]  墮落了
[00:05:39.500 --> 00:05:41.500]  怎樣能夠把他救回來
[00:05:41.500 --> 00:05:44.500]  這個也是一個很大的工作
[00:05:44.500 --> 00:05:46.500]  所以我們看見
[00:05:46.500 --> 00:05:48.500]  從這個普仁寺閣裏頭
[00:05:48.500 --> 00:05:51.500]  神是怎樣做的
[00:05:51.500 --> 00:05:53.500]  我們先來看第一段
[00:05:53.500 --> 00:05:56.500]  就是尼賽爾的降碑跟升高
[00:05:56.500 --> 00:05:57.500]  這一段
[00:05:57.500 --> 00:05:59.500]  這個地方就講到
[00:05:59.500 --> 00:06:01.500]  這個尼賽爾的成功
[00:06:01.500 --> 00:06:03.500]  救贖的祕訣呢
[00:06:03.500 --> 00:06:04.500]  就在於他
[00:06:04.500 --> 00:06:08.500]  這個行事有智慧
[00:06:08.500 --> 00:06:10.500]  在第十三節就說
[00:06:10.500 --> 00:06:13.500]  我的普仁行事必有智慧
[00:06:13.500 --> 00:06:15.500]  必有智慧
[00:06:15.500 --> 00:06:17.500]  這個智慧呢
[00:06:17.500 --> 00:06:20.500]  不是說他想出來一些方法
[00:06:20.500 --> 00:06:23.500]  能夠成功救贖
[00:06:23.500 --> 00:06:24.500]  這個智慧呢
[00:06:24.500 --> 00:06:25.500]  乃是說
[00:06:25.500 --> 00:06:28.500]  他是純心卑微
[00:06:28.500 --> 00:06:31.500]  純心卑微
[00:06:31.500 --> 00:06:36.500]  他能夠來順服父的旨意
[00:06:36.500 --> 00:06:40.500]  能夠來走十字架的道路
[00:06:40.500 --> 00:06:42.500]  這個就是智慧
[00:06:42.500 --> 00:06:43.500]  智慧不是說
[00:06:43.500 --> 00:06:46.500]  他想出一些辦法出來
[00:06:46.500 --> 00:06:48.500]  智慧乃是從神來
[00:06:48.500 --> 00:06:50.500]  他要順服神的旨意
[00:06:50.500 --> 00:06:53.500]  所以他做事情就有智慧
