
[00:00:00.000 --> 00:00:03.680]  好了,今天我們來到最後一課的訊息了
[00:00:03.680 --> 00:00:07.840]  彼得前書裡有教導給我們知道
[00:00:07.840 --> 00:00:15.120]  就是這段經文與《馬帝福音》25章3個比喻是對照的
[00:00:15.120 --> 00:00:20.720]  10個同類的比喻就是要我們自己個人謹慎自守,警醒禱告
[00:00:20.720 --> 00:00:25.360]  然後第二個比喻就是分綿羊和山羊的比喻
[00:00:25.360 --> 00:00:28.720]  就是彼得所說的,我們要切實相愛
[00:00:28.720 --> 00:00:33.120]  因為在末世日子裡面是很需要愛來支援的
[00:00:33.120 --> 00:00:38.240]  到了最後這一部分就是按財彼得去受積的比喻
[00:00:38.240 --> 00:00:41.440]  就是5,000、2,000、1,000兩銀子這個比喻大家都很熟悉了
[00:00:41.440 --> 00:00:44.880]  就是我們要去忠心的彼得去服侍神
[00:00:44.880 --> 00:00:46.320]  所以我們會記得
[00:00:46.320 --> 00:00:49.680]  好,我們再讀第四章第七節,好嗎?
[00:00:49.680 --> 00:00:53.520]  謹慎自守,警醒禱告
[00:00:53.520 --> 00:00:55.760]  萬惡的結局緊要
[00:00:55.760 --> 00:00:59.920]  所以彼得要謹慎自守,警醒禱告
[00:00:59.920 --> 00:01:01.760]  這個是個人和神的關係
[00:01:01.760 --> 00:01:04.240]  好了,然後兩方面的群體性的
[00:01:04.240 --> 00:01:05.360]  就是要切實相愛
[00:01:05.360 --> 00:01:07.920]  彼得前書第四章第八到第九節
[00:01:07.920 --> 00:01:12.240]  彼得會謹慎自守,彼得會切實相愛
[00:01:12.240 --> 00:01:15.840]  因為愛能者已沒有極罪
[00:01:15.840 --> 00:01:19.920]  彼得會要抱相伴來,不發怨言
[00:01:19.920 --> 00:01:22.800]  這個群體性就是不發怨言
[00:01:22.800 --> 00:01:25.680]  彼得彼此之間的包容、接納
[00:01:25.680 --> 00:01:27.520]  有實際的行動
[00:01:27.520 --> 00:01:30.560]  更加要將人帶到神的面前
[00:01:30.560 --> 00:01:32.880]  請你記住,主耶穌再回來的時候
[00:01:32.880 --> 00:01:35.280]  是以審判作為開始
[00:01:35.280 --> 00:01:37.280]  這個審判不要以為與我們無關
[00:01:37.280 --> 00:01:41.040]  我們一起來看彼得前書第四章第十七節
[00:01:41.040 --> 00:01:42.560]  我們一起來讀出
[00:01:42.560 --> 00:01:47.600]  「因為事後到來,審判會從神的家離手」
[00:01:47.600 --> 00:01:50.080]  「若你先從我們離手」
[00:01:50.080 --> 00:01:52.720]  「那不信從神保隱的人」
[00:01:52.720 --> 00:01:55.440]  「將會有何等的折磨呢?」
[00:01:55.440 --> 00:01:58.880]  「審判先從神的家開始」
[00:01:58.880 --> 00:02:00.240]  我們要弄清楚
[00:02:00.240 --> 00:02:04.080]  因為我記得我小時候讀馬丁風二十五章
[00:02:04.080 --> 00:02:05.040]  都很害怕
[00:02:05.040 --> 00:02:07.440]  糟糕了,我相信了耶穌
[00:02:07.440 --> 00:02:10.640]  原來沒有去幫人
[00:02:10.640 --> 00:02:12.800]  可能我都會掉進永火裡
[00:02:12.800 --> 00:02:14.080]  很嚴重,是不是?
[00:02:14.080 --> 00:02:15.920]  那究竟我是否得救呢?
[00:02:15.920 --> 00:02:17.360]  請你記住
[00:02:17.360 --> 00:02:20.880]  這三個比喻不是說我們是否得救的比喻
[00:02:20.880 --> 00:02:24.160]  而是我們是否得到獎賞的比喻
[00:02:24.160 --> 00:02:25.360]  這是很重要的
[00:02:25.360 --> 00:02:28.320]  但是「審判先從神的家開始」
[00:02:28.320 --> 00:02:29.920]  先弄好家人才弄外人
[00:02:29.920 --> 00:02:32.240]  先對內,然後對外,對不對?
[00:02:32.240 --> 00:02:35.600]  這個審判就在乎我們在世上
[00:02:35.600 --> 00:02:39.520]  有沒有好好的為神去工作
[00:02:39.520 --> 00:02:41.920]  有沒有好好的作出見證
[00:02:41.920 --> 00:02:43.760]  有沒有好好的關心人
[00:02:43.760 --> 00:02:46.720]  我已經說過了
[00:02:46.720 --> 00:02:49.040]  我們其實對於天國將來
[00:02:49.040 --> 00:02:51.840]  有很多事情我們不是百分之百了解的
[00:02:51.840 --> 00:02:53.360]  最簡單舉個例子
[00:02:53.360 --> 00:02:55.280]  當我們復活的時候
[00:02:55.280 --> 00:02:57.280]  究竟我們的樣子是怎麼樣的呢?
[00:02:57.280 --> 00:03:00.640]  認不認得我們已經信了主的父母
[00:03:00.640 --> 00:03:02.560]  或者我們的配偶呢?
[00:03:02.560 --> 00:03:07.600]  我們的樣子是死樣嗎?
[00:03:07.600 --> 00:03:09.040]  就是死的時候的樣子
[00:03:09.040 --> 00:03:13.360]  還是說我是最風華無情的時候的樣子呢?
[00:03:13.360 --> 00:03:14.640]  其實我們不知道的
[00:03:14.640 --> 00:03:16.880]  你有沒有探討到耶穌復活的時候
[00:03:16.880 --> 00:03:18.640]  祂的樣子是怎樣?很奇怪的
[00:03:18.640 --> 00:03:20.640]  那些門徒認不出祂的
[00:03:20.640 --> 00:03:24.560]  但是多瑪又可以摸到耶穌丁恆的手
[00:03:24.560 --> 00:03:25.440]  對不對?
[00:03:25.440 --> 00:03:27.680]  但是聖經在那裡說
[00:03:27.680 --> 00:03:32.480]  我們的樣子是比世上好很多的
[00:03:32.480 --> 00:03:33.600]  所以我們認不認得呢?
[00:03:33.600 --> 00:03:34.800]  我們不知道
[00:03:34.800 --> 00:03:36.160]  我現在第一課就是講
[00:03:36.160 --> 00:03:38.000]  神不是要我們
[00:03:38.000 --> 00:03:40.720]  把焦點放在將來
[00:03:40.720 --> 00:03:43.760]  是在現在這個時刻裡面
[00:03:43.760 --> 00:03:45.920]  所以他說審判才對
[00:03:45.920 --> 00:03:47.760]  我在想
[00:03:47.760 --> 00:03:50.320]  將來在天國有些人
[00:03:50.320 --> 00:03:53.600]  不知道那條頸會不會很辛苦呢?
[00:03:53.600 --> 00:03:56.480]  因為祂做得很好
[00:03:56.480 --> 00:03:59.280]  於是有很多冠冕戴在頭上
[00:03:59.280 --> 00:04:01.520]  有時候說冠冕可能很重
[00:04:01.520 --> 00:04:04.560]  英女皇的冠冕也不是經常戴的
[00:04:04.560 --> 00:04:06.320]  戴了一定頭疼疼的
[00:04:06.320 --> 00:04:08.320]  反而那些沒什麼做的時候
[00:04:08.320 --> 00:04:11.600]  可能是沒冠冕的
[00:04:11.600 --> 00:04:12.800]  是不是會輕鬆一些呢?
[00:04:12.800 --> 00:04:14.480]  其實這是我在說笑的
[00:04:14.480 --> 00:04:16.080]  我記得我十幾歲回教會的時候
[00:04:16.080 --> 00:04:17.200]  我沒有什麼做
[00:04:17.200 --> 00:04:18.400]  其實是不想回家
[00:04:18.400 --> 00:04:19.680]  不是這麼愛教會的
[00:04:19.680 --> 00:04:20.960]  牧師趕我們走的
[00:04:20.960 --> 00:04:24.000]  我們2點半團契
[00:04:24.000 --> 00:04:26.320]  我們1點鐘已經回了團契
[00:04:26.320 --> 00:04:29.040]  到了6點多7點鐘都不肯走
[00:04:29.040 --> 00:04:30.480]  牧師就回家了
[00:04:30.480 --> 00:04:31.680]  所以是報應的
[00:04:31.680 --> 00:04:34.000]  現在輪到我在教會趕弟兄姊妹走
[00:04:34.000 --> 00:04:34.480]  喂
[00:04:34.480 --> 00:04:35.520]  特別是年輕人
[00:04:35.520 --> 00:04:36.720]  回家吧
[00:04:36.720 --> 00:04:38.560]  你家裡覺得你很會見證
[00:04:38.560 --> 00:04:40.000]  回教會這麼久
[00:04:40.000 --> 00:04:41.440]  但其實那又不是什麼
[00:04:41.440 --> 00:04:43.280]  我記得當時跟
[00:04:43.280 --> 00:04:45.120]  香港也挺出名的一個牧師
[00:04:45.120 --> 00:04:46.160]  蕭秀華牧師
[00:04:46.160 --> 00:04:46.880]  大家知道嗎?
[00:04:46.880 --> 00:04:47.520]  北宣的牧師
[00:04:47.520 --> 00:04:48.480]  我們一起長大的
[00:04:48.480 --> 00:04:49.600]  我們是同年的
[00:04:49.600 --> 00:04:51.840]  那時候我們一起團契
[00:04:51.840 --> 00:04:53.920]  我記得我們被牧師趕走了之後
[00:04:53.920 --> 00:04:54.720]  叫我們回家
[00:04:54.720 --> 00:04:56.160]  我們就在北角碼頭
[00:04:56.160 --> 00:04:58.800]  去遊樂場那裡坐
[00:04:58.800 --> 00:05:02.960]  在那裡探討末世的事情
[00:05:02.960 --> 00:05:05.920]  天國有沒有廁所呢?
[00:05:05.920 --> 00:05:07.520]  我們會問這件事的
[00:05:07.520 --> 00:05:09.280]  如果有廁所
[00:05:09.280 --> 00:05:11.520]  那些排泄物衝去哪裡呢?
[00:05:11.520 --> 00:05:12.720]  應該沒有的
[00:05:12.720 --> 00:05:13.440]  不會沒有的
[00:05:13.440 --> 00:05:14.560]  應該有東西吃的
[00:05:14.560 --> 00:05:15.440]  你記得
[00:05:15.440 --> 00:05:18.240]  在上海我們會吃生命樹的果子
[00:05:18.240 --> 00:05:21.040]  喝生命泉水的
[00:05:21.040 --> 00:05:22.160]  我們後來也說
[00:05:22.160 --> 00:05:23.760]  應該也不需要廁所
[00:05:23.760 --> 00:05:26.320]  因為廁所排泄物那些是沒用的
[00:05:26.320 --> 00:05:28.320]  但是生命樹的果子和泉水
[00:05:28.320 --> 00:05:29.600]  應該是最好的
[00:05:29.600 --> 00:05:31.840]  所以吸收了就不用去了
[00:05:31.840 --> 00:05:32.640]  我們又問
[00:05:32.640 --> 00:05:34.800]  如果真的沒有廁紙的時候
[00:05:34.800 --> 00:05:36.880]  可不可以伸手去隔壁那個
[00:05:36.880 --> 00:05:38.240]  因為耶穌關了門
[00:05:38.240 --> 00:05:39.600]  也可以突然之間出現的
[00:05:39.600 --> 00:05:41.920]  其實我們是無謂想這些事情
[00:05:41.920 --> 00:05:43.280]  就是那個年代
[00:05:43.280 --> 00:05:45.120]  總之是不想回家而已
[00:05:45.120 --> 00:05:45.920]  但是記住
[00:05:45.920 --> 00:05:48.560]  原來我們不是這麼重要去看
[00:05:48.560 --> 00:05:49.440]  就是將來
[00:05:49.440 --> 00:05:52.000]  但是至少審判是從神的家開始
[00:05:52.000 --> 00:05:52.480]  好了
[00:05:52.480 --> 00:05:53.920]  我們就要看回
[00:05:53.920 --> 00:05:55.680]  耶穌說的比喻裡面
[00:05:55.680 --> 00:05:59.120]  就說到按財去受幹的比喻
[00:05:59.120 --> 00:06:00.800]  這個比喻是怎麼說的呢?
[00:06:00.800 --> 00:06:02.560]  我們一起來讀
[00:06:02.560 --> 00:06:03.920]  《華黎福音》二十五章
[00:06:03.920 --> 00:06:06.320]  十四到第十五節
[00:06:06.320 --> 00:06:08.080]  我們一起來讀出
[00:06:08.080 --> 00:06:12.480]  誰也好比一個人要往我過去
[00:06:12.480 --> 00:06:14.480]  就叫你抱人來
[00:06:14.480 --> 00:06:17.600]  把壓力扮演家隔下門
[00:06:17.600 --> 00:06:21.600]  按著國民的財產隔下門民子
[00:06:21.600 --> 00:06:25.120]  這一定是跟當時的背景有關的
[00:06:25.120 --> 00:06:27.760]  他們一些特別大戶人
[00:06:27.760 --> 00:06:29.040]  加上有錢的人
[00:06:29.040 --> 00:06:30.720]  當然要做生意
[00:06:30.720 --> 00:06:32.400]  當要做生意的時候
[00:06:32.400 --> 00:06:34.400]  可能他就要去外地了
[00:06:34.400 --> 00:06:35.920]  當他們去外地的時候
[00:06:35.920 --> 00:06:37.520]  那家裡就會怎樣呢?
[00:06:37.520 --> 00:06:38.160]  你留意到
[00:06:38.160 --> 00:06:40.400]  他們不是交給太太去管理的
[00:06:40.400 --> 00:06:42.800]  因為女性在那時候是沒有地位的
[00:06:42.800 --> 00:06:48.960]  太太只是一個較為次等的地位而已
[00:06:48.960 --> 00:06:51.040]  所以現在這麼多位姐妹們
[00:06:51.040 --> 00:06:53.440]  現在在這個年代裡面做姐妹
[00:06:53.440 --> 00:06:54.320]  就很好
[00:06:54.320 --> 00:06:55.200]  為什麼呢?
[00:06:55.200 --> 00:06:58.000]  現在是男女不平等的一個社會
[00:06:58.000 --> 00:07:00.080]  我們男性是沒有地位的
[00:07:00.080 --> 00:07:01.920]  女性的地位是高很多的
[00:07:01.920 --> 00:07:03.600]  所以你們很感恩
[00:07:03.600 --> 00:07:08.800]  他們就交給他信任得過的僕人去管理
[00:07:08.800 --> 00:07:10.720]  你特別留意到
[00:07:10.720 --> 00:07:14.560]  這個大戶人家其實有很多的僕人
[00:07:14.560 --> 00:07:18.000]  但是他特別有三個是更加重視的
[00:07:18.000 --> 00:07:19.440]  於是信任他
[00:07:19.440 --> 00:07:20.240]  交給他
[00:07:20.240 --> 00:07:21.200]  你記住
[00:07:21.200 --> 00:07:22.560]  是信任他的
[00:07:22.560 --> 00:07:23.440]  交給他
[00:07:23.440 --> 00:07:27.200]  然後就按照他們的財幹
[00:07:27.200 --> 00:07:30.880]  就分一些責任給他
[00:07:30.880 --> 00:07:33.120]  很明顯地這個比喻
[00:07:33.120 --> 00:07:35.520]  一定是指到耶穌自己本身
[00:07:35.520 --> 00:07:37.520]  因為他完成了救贖之後
[00:07:37.520 --> 00:07:39.120]  他就離開這個世界
[00:07:39.120 --> 00:07:40.800]  但是他會再回來的
[00:07:40.800 --> 00:07:42.080]  但是不要忘記
[00:07:42.080 --> 00:07:43.600]  他離開的時候
[00:07:43.600 --> 00:07:45.600]  他將一個很重要的使命
[00:07:45.600 --> 00:07:48.160]  託付給我們每一個的人
[00:07:48.160 --> 00:07:49.920]  這是我們需要的
[00:07:49.920 --> 00:07:52.400]  來帶去很熟悉的
[00:07:52.400 --> 00:07:55.120]  我們一起讀大使命這段經文
[00:08:09.120 --> 00:08:26.800]  天下記住這個使命是給每一個屬神的人
[00:08:26.800 --> 00:08:31.680]  往人時我們就沒有了一個很清晰的意識
[00:08:31.680 --> 00:08:34.080]  原來我們每一個人都要侍奉神的
[00:08:34.080 --> 00:08:35.680]  當我們講報道會的時候
[00:08:35.680 --> 00:08:38.000]  經常都有一段經文是很熟悉的
[00:08:38.000 --> 00:08:39.840]  大家都會用的
[00:08:39.840 --> 00:08:41.520]  若有人在基督裡
[00:08:41.520 --> 00:08:45.120]  他就是新造的人
[00:08:45.120 --> 00:08:46.240]  舊事
[00:08:46.240 --> 00:08:47.440]  發音要清楚一點
[00:08:47.440 --> 00:08:52.000]  舊事已過都變成新的了
[00:08:52.000 --> 00:08:54.240]  就好像我們很熟悉
[00:08:54.240 --> 00:08:55.680]  約翰福音三章十六節
[00:08:55.680 --> 00:08:58.400]  但我們不是很記得十七十八節說什麼
[00:08:58.400 --> 00:09:00.240]  舊事已過都變成新的了
[00:09:00.240 --> 00:09:01.360]  就立刻
[00:09:01.360 --> 00:09:02.640]  下面那句是什麼來的
[00:09:02.640 --> 00:09:05.040]  日文適配
[00:09:05.040 --> 00:09:12.720]  好,我們一起去讀高臨多路書第五章十八節
[00:09:12.720 --> 00:09:14.800]  好,我們一起去讀
[00:09:14.800 --> 00:09:17.040]  若有人在基督裡
[00:09:17.040 --> 00:09:19.120]  他就是新造的人
[00:09:19.120 --> 00:09:22.560]  舊事已過都變成新的了
[00:09:22.560 --> 00:09:24.800]  若看到時出於神
[00:09:24.800 --> 00:09:28.400]  他必著基督使我們與他和好
[00:09:28.400 --> 00:09:32.720]  又將遍人與他和好的聖神賜予他好
[00:09:32.720 --> 00:09:33.920]  聽不聽得到
