
[00:00:00.000 --> 00:00:04.000]  早上好 弟兄姐妹早安
[00:00:04.000 --> 00:00:10.000]  最近在網上出現了一幅圖片
[00:00:10.000 --> 00:00:13.000]  最近在網上出現了一張圖片
[00:00:13.000 --> 00:00:15.000]  大家看看
[00:00:15.000 --> 00:00:16.000]  大家來看看
[00:00:16.000 --> 00:00:17.000]  不是很清楚吧
[00:00:17.000 --> 00:00:18.000]  不是太清楚
[00:00:18.000 --> 00:00:21.000]  因為在電腦那裡吸下來
[00:00:21.000 --> 00:00:22.000]  所以就不清楚
[00:00:22.000 --> 00:00:25.000]  因為在電腦把它複印出來
[00:00:25.000 --> 00:00:31.000]  大概你們看到有一整車的年輕人
[00:00:31.000 --> 00:00:34.000]  大概看到一輛車子的年輕人
[00:00:34.000 --> 00:00:37.000]  年紀都是大約四十歲以下
[00:00:37.000 --> 00:00:40.000]  年紀大約是四十歲以下
[00:00:40.000 --> 00:00:46.000]  他們要被運到另外一個地方
[00:00:46.000 --> 00:00:49.000]  他們要被送到另外一個地方
[00:00:49.000 --> 00:00:51.000]  大家猜不猜到他們是誰呢
[00:00:51.000 --> 00:00:53.000]  大家猜到他們是誰呢
[00:00:53.000 --> 00:00:55.000]  他們的背景是什麼呢
[00:00:55.000 --> 00:00:57.000]  他們的背景是什麼呢
[00:00:57.000 --> 00:00:59.000]  他們將要面對什麼樣的遭遇呢
[00:00:59.000 --> 00:01:04.000]  他們將要面對什麼樣的遭遇呢
[00:01:04.000 --> 00:01:06.000]  你們有沒有看過
[00:01:06.000 --> 00:01:08.000]  你們有沒有看過
[00:01:08.000 --> 00:01:10.000]  看過了
[00:01:10.000 --> 00:01:15.000]  原來這些人多數都是伊拉克的逃兵
[00:01:15.000 --> 00:01:18.000]  原來他們多數都是伊拉克的逃兵
[00:01:18.000 --> 00:01:24.000]  或者是什葉派的伊斯蘭教徒
[00:01:24.000 --> 00:01:27.000]  或者是什葉派的伊斯蘭教徒
[00:01:27.000 --> 00:01:28.000]  或者是什葉派的伊斯蘭教徒
[00:01:28.000 --> 00:01:34.000]  他們懷疑是因為拒絕給一個極端組織的統治
[00:01:34.000 --> 00:01:39.000]  因為他們懷疑他們拒絕極端組織的統治
[00:01:39.000 --> 00:01:40.000]  因為他們懷疑他們拒絕極端組織的統治
[00:01:40.000 --> 00:01:46.000]  這個極端的武裝組織叫伊斯蘭國
[00:01:46.000 --> 00:01:49.000]  這個極端組織叫伊斯蘭國
[00:01:49.000 --> 00:01:52.000]  因為他們的拒絕
[00:01:52.000 --> 00:01:53.000]  因為他們的拒絕
[00:01:53.000 --> 00:02:00.000]  所以他們最終被一些很殘暴的蒙面的武裝分子殺死
[00:02:00.000 --> 00:02:04.000]  最後他們被那些很殘暴的蒙面武裝分子殺死
[00:02:04.000 --> 00:02:06.000]  這個真是人間慘劇
[00:02:06.000 --> 00:02:08.000]  這是人間的慘劇
[00:02:08.000 --> 00:02:13.000]  當中有一些青年人
[00:02:13.000 --> 00:02:16.000]  當中有一些青年人
[00:02:16.000 --> 00:02:18.000]  曾經高呼求饒
[00:02:18.000 --> 00:02:20.000]  曾經高呼求饒
[00:02:20.000 --> 00:02:24.000]  但是縱使他們怎樣苦苦的哀求
[00:02:24.000 --> 00:02:28.000]  但是縱使他們怎樣苦苦的哀求他們
[00:02:28.000 --> 00:02:30.000]  最終都是難逃一死
[00:02:30.000 --> 00:02:32.000]  最終都是難逃一死
[00:02:32.000 --> 00:02:35.000]  我們思想一下
[00:02:35.000 --> 00:02:37.000]  我們思想一下
[00:02:37.000 --> 00:02:40.000]  假如我們身處這一班人的裏邊
[00:02:40.000 --> 00:02:42.000]  假如我們身處他們當中
[00:02:42.000 --> 00:02:44.000]  假如我們身處他們當中
[00:02:44.000 --> 00:02:47.000]  大難當前你會不會呼喊呢?
[00:02:47.000 --> 00:02:51.000]  大難當前你會不會呼喊呢?
[00:02:51.000 --> 00:02:52.000]  你會不會出聲呢?
[00:02:52.000 --> 00:02:53.000]  你會不會出聲呢?
[00:02:53.000 --> 00:02:54.000]  你會不會發聲呢?
[00:02:54.000 --> 00:02:55.000]  你會不會求饒呢?
[00:02:55.000 --> 00:02:57.000]  你會不會求饒呢?
[00:02:57.000 --> 00:03:03.000]  你會不會叫人救命呢?
[00:03:03.000 --> 00:03:04.000]  你會不會叫人救命呢?
[00:03:04.000 --> 00:03:05.000]  你會不會叫人救命呢?
[00:03:05.000 --> 00:03:13.000]  最近我在電視畫面看到高雄有一個伯伯受了傷
[00:03:13.000 --> 00:03:19.000]  最近我在電視畫面看到高雄有一個伯伯受了傷
[00:03:19.000 --> 00:03:24.000]  他坐在地上
[00:03:24.000 --> 00:03:27.000]  然後他說救命啊救命啊
[00:03:27.000 --> 00:03:29.000]  然後他說救命啊救命啊
[00:03:29.000 --> 00:03:30.000]  我不知道他受了什麼傷
[00:03:30.000 --> 00:03:32.000]  我不知道他受了什麼傷
[00:03:32.000 --> 00:03:35.000]  但起碼他能夠說話
[00:03:35.000 --> 00:03:38.000]  但起碼他能夠說話
[00:03:38.000 --> 00:03:39.000]  你會不會呼喊呢?
[00:03:39.000 --> 00:03:41.000]  你會不會呼喊呢?
[00:03:41.000 --> 00:03:46.000]  在今天早上的經文出現了兩輪的呼喊聲
[00:03:46.000 --> 00:03:50.000]  在今天早上的經文出現了兩輪的呼喊聲
[00:03:50.000 --> 00:03:55.000]  讓我們看看這些呼喊是否出自信心的呼喊
[00:03:55.000 --> 00:04:00.000]  讓我們看看這些呼喊是否出自信心的呼喊
[00:04:00.000 --> 00:04:06.000]  首先我們重溫一下之前我們講過的《馬可福音》
[00:04:06.000 --> 00:04:10.000]  首先我們重溫一下之前我們讀過的《馬可福音》
[00:04:10.000 --> 00:04:14.000]  話說在《馬可福音》第八章二十九節
[00:04:14.000 --> 00:04:18.000]  話說在《馬可福音》第八章二十九節
[00:04:18.000 --> 00:04:21.000]  彼得在天父的指示之下
[00:04:21.000 --> 00:04:23.000]  彼得在天父的指示之下
[00:04:23.000 --> 00:04:34.000]  將主耶穌基督的尊貴身份揭示出來
[00:04:34.000 --> 00:04:38.000]  但就在這個重要的時刻
[00:04:38.000 --> 00:04:46.000]  主耶穌隨即預言自己將會受難
[00:04:46.000 --> 00:04:51.000]  被殺然後過三天復活
[00:04:51.000 --> 00:04:54.000]  被殺然後過三天復活
[00:04:54.000 --> 00:04:57.000]  他前後一共預言了三次
[00:04:57.000 --> 00:04:59.000]  他前後一共預言了三次
[00:04:59.000 --> 00:05:00.000]  但是他身邊的人
[00:05:00.000 --> 00:05:01.000]  但是他身邊的人
[00:05:01.000 --> 00:05:03.000]  包括他所揀選的十二個門徒
[00:05:03.000 --> 00:05:05.000]  包括他所揀選的十二個門徒
[00:05:05.000 --> 00:05:08.000]  卻不明白耶穌所講的話
[00:05:08.000 --> 00:05:11.000]  卻不明白耶穌所講的話
[00:05:11.000 --> 00:05:15.000]  還三番做出一些令他失望的事
[00:05:15.000 --> 00:05:18.000]  還多次做出一些令他失望的事
[00:05:18.000 --> 00:05:21.000]  到了今天
[00:05:21.000 --> 00:05:25.000]  我們讀到《馬可福音》第十章的最後
[00:05:25.000 --> 00:05:29.000]  我們讀到《馬可福音》第十章的最後
[00:05:29.000 --> 00:05:32.000]  和第十一章
[00:05:32.000 --> 00:05:38.000]  就會看到主耶穌開始進入他來到這個世界的最後一段旅程
[00:05:38.000 --> 00:05:44.000]  就會看到主耶穌開始進入他來到這個世界最後的一程
[00:05:44.000 --> 00:05:49.000]  他是要向著聖城耶路撒冷進發
[00:05:49.000 --> 00:05:53.000]  他是要向著聖城耶路撒冷進發
[00:05:53.000 --> 00:05:56.000]  當時主耶穌就在耶利哥城
[00:05:56.000 --> 00:05:58.000]  當時主耶穌在耶利哥城
[00:05:58.000 --> 00:06:03.000]  是位於耶路撒冷東北大約二十六公里的地方
[00:06:03.000 --> 00:06:08.000]  是在耶路撒冷東北大約二十六公里的地方
[00:06:08.000 --> 00:06:12.000]  當他打算離開耶利哥城
[00:06:12.000 --> 00:06:15.000]  去往耶路撒冷的時候
