
[00:00:00.000 --> 00:00:04.640]  好,我們一起來禱告,讓主在當中與我們一起同行。
[00:00:04.640 --> 00:00:06.700]  哈利路亞,主啊,我們要讚美祢。
[00:00:06.700 --> 00:00:11.440]  今天我們帶著沒有獻祭的信心來到祢面前,
[00:00:11.440 --> 00:00:15.940]  因為我們的信心是因著主耶穌基督的根基。
[00:00:15.940 --> 00:00:21.140]  今天沒有一個事情能責備我們,沒有一個事情阻攔我們,
[00:00:21.140 --> 00:00:24.100]  因為主的恩典足夠我們使用,
[00:00:24.100 --> 00:00:27.840]  主祢的慈愛也擺在我們的面前。
[00:00:27.840 --> 00:00:32.040]  我們今天要把祢的話語打開,張開,
[00:00:32.040 --> 00:00:35.740]  我要主因著祢的智慧指引我們,
[00:00:35.740 --> 00:00:39.240]  好像我們走上了主祢所給我們的道路。
[00:00:39.240 --> 00:00:45.040]  我們願意與祢親近,我們願意在生命中與祢相遇。
[00:00:45.040 --> 00:00:47.640]  我們要明白祢的愛,
[00:00:47.640 --> 00:00:52.340]  更要在服侍祢的路程上要明白祢的恩典。
[00:00:52.340 --> 00:00:55.840]  主啊,今天我們不住的來讚美祢,
[00:00:55.840 --> 00:01:00.840]  我也很祝祢在寶座中接受我們一切的讚美禱告,
[00:01:00.840 --> 00:01:05.540]  也讓我們的心田每天栽種在主的話語中,
[00:01:05.540 --> 00:01:08.740]  得著永遠的盼望,
[00:01:08.740 --> 00:01:13.940]  並且在具有許多困難的人生中,
[00:01:13.940 --> 00:01:17.840]  能夠時刻以主做我們的福,
[00:01:17.840 --> 00:01:22.340]  我們能在主的恩典當中生活。
[00:01:22.340 --> 00:01:25.940]  紀念到在臺灣的六位弟兄姊妹,
[00:01:25.940 --> 00:01:27.840]  主啊,幫助他們,
[00:01:27.840 --> 00:01:32.240]  號召他們有膽量為你傳福音,為你做見證。
[00:01:32.240 --> 00:01:37.240]  回到下個禮拜三,有一群英文部的弟兄姊妹去中國,
[00:01:37.240 --> 00:01:41.340]  在當中要看神的工作,要在當中等候,
[00:01:41.340 --> 00:01:43.540]  有一些在退休以後,
[00:01:43.540 --> 00:01:45.940]  存時間在中國裡面服侍主的,
[00:01:45.940 --> 00:01:50.040]  主啊,也一樣的眷顧保守他們。
[00:01:50.040 --> 00:01:53.340]  英座主領我們的愛,讓我們彼此的相愛,
[00:01:53.340 --> 00:01:56.240]  遵行主說給我們的大使命。
[00:01:56.240 --> 00:01:58.040]  我們這樣子的讚美禱告,
[00:01:58.040 --> 00:02:02.440]  代求靠恩典的主,耶穌基督的聖名。
[00:02:02.440 --> 00:02:03.640]  Amen
[00:02:03.640 --> 00:02:06.340]  我們剛才堂弟兄跟我們有念過,
[00:02:06.340 --> 00:02:08.440]  今天繼續跟大家來分享
[00:02:08.440 --> 00:02:12.640]  《主愛子記》的第八章十八到三十節,
[00:02:12.640 --> 00:02:18.640]  我題目是「與神同行就是與神同工」。
[00:02:18.640 --> 00:02:26.040]  「與神同行就是與神同工」。
[00:02:26.040 --> 00:02:33.240]  在2004年,在美國一個相當大的教會,
[00:02:33.240 --> 00:02:39.940]  他們開始為他們的會友做了一個調查,
[00:02:39.940 --> 00:02:42.140]  相信當中有一些念Finance的,
[00:02:42.140 --> 00:02:44.140]  以後要做很多的調查,
[00:02:44.140 --> 00:02:47.440]  要看這個調查裡面要問些什麼的問題,
[00:02:47.440 --> 00:02:49.440]  他們是問俗齡的問題,
[00:02:49.440 --> 00:02:52.840]  他說一個教會如何的要得著健康,
[00:02:52.840 --> 00:02:55.540]  什麼是一個健康的教會,
[00:02:55.540 --> 00:02:58.940]  結果到2008年的時候,
[00:02:58.940 --> 00:03:00.640]  他們就出版了一本書,
[00:03:00.640 --> 00:03:03.840]  這本書叫做《Move》,
[00:03:03.840 --> 00:03:05.840]  《樣主移動》。
[00:03:05.840 --> 00:03:07.340]  那麼在這本書裡面,
[00:03:07.340 --> 00:03:13.940]  他們經過了在他們的教會中九千個的調查,
[00:03:13.940 --> 00:03:17.140]  他們教會有一萬五千個人,九千個調查,
[00:03:17.140 --> 00:03:22.540]  也把這些的數據來比較大概一千個的教會,
[00:03:22.540 --> 00:03:26.140]  他們在當中有四個很大的發現,
[00:03:26.140 --> 00:03:29.140]  讓他們很驚訝的。
[00:03:29.140 --> 00:03:31.440]  這四個發現是什麼呢?
[00:03:31.440 --> 00:03:35.840]  就是他發現這個具有影響力的教會,
[00:03:35.840 --> 00:03:41.740]  他發現有四項事情是我們不相信,
[00:03:41.740 --> 00:03:42.940]  甚至於我們會懷疑。
[00:03:42.940 --> 00:03:47.540]  第一個,他說在他們的發現裡面,
[00:03:47.540 --> 00:03:51.840]  知道原來更多的參加教會活動,
[00:03:51.840 --> 00:04:00.740]  不一定來引導信主的兒女們對神有更大的愛心。
[00:04:00.740 --> 00:04:03.240]  請聽清楚,意思就是說,
[00:04:03.240 --> 00:04:05.540]  當一個人越參加教會的活動,
[00:04:05.540 --> 00:04:08.540]  我們想這個人一定是愛神,
[00:04:08.540 --> 00:04:11.340]  或者是參加這個活動會鼓勵他愛神,
[00:04:11.340 --> 00:04:14.440]  原來他們的調查結果不是的。
[00:04:14.440 --> 00:04:18.340]  原來不是越多教會的活動就代表了我越愛神,
[00:04:18.340 --> 00:04:20.540]  或者越多教會的參與,
[00:04:20.540 --> 00:04:23.540]  就幫助了我們在生命的當中,
[00:04:23.540 --> 00:04:26.740]  對神附上更大的愛心跟熱情。
[00:04:26.740 --> 00:04:35.540]  第二個,他說一貫來教會參加活動的一些非信徒,
[00:04:35.540 --> 00:04:39.440]  很有可能一輩子都不會接受耶穌基督,
[00:04:39.440 --> 00:04:41.540]  作為個人的救助,奇怪喔?
[00:04:41.540 --> 00:04:43.340]  他的意思就是說,
[00:04:43.340 --> 00:04:46.840]  有許多人是來到教會,
[00:04:46.840 --> 00:04:48.940]  他是因做朋友的關係,
[00:04:48.940 --> 00:04:53.940]  因做教會的聖誕節,活節,或者旅行的關係,
[00:04:53.940 --> 00:04:57.340]  但是他們心裡面已經畫了一個界線說,
[00:04:57.340 --> 00:05:00.140]  我不信主的,我只是被邀請來的。
[00:05:00.140 --> 00:05:04.540]  他說這一群人一輩子可能都不會承認主耶穌,
[00:05:04.540 --> 00:05:05.840]  作為他們的救助。
[00:05:05.840 --> 00:05:13.240]  第三個,他說一個信主的人成長最大的幫助,
[00:05:13.240 --> 00:05:16.140]  並不是活動,
[00:05:16.140 --> 00:05:20.440]  乃是在聖經真理中的反省。
[00:05:20.440 --> 00:05:24.040]  意思就是說,今天你會參加很多很多的活動,
[00:05:24.040 --> 00:05:28.740]  若是這個活動的範圍不是在看神的話語,
[00:05:28.740 --> 00:05:30.740]  審查話語的真實,
[00:05:30.740 --> 00:05:33.440]  對我們的生命沒有很大的幫助。
[00:05:33.440 --> 00:05:39.140]  第四個,他說一個教會重要成長的因素,
[00:05:39.140 --> 00:05:43.740]  是因為教會有俗靈的帶領。
[00:05:43.740 --> 00:05:46.140]  什麼是一種俗靈的帶領?
[00:05:46.140 --> 00:05:48.540]  則是那一種傳心傳義,
[00:05:48.540 --> 00:05:52.740]  被基督的愛所使引,為主燃燒,
[00:05:52.740 --> 00:05:58.840]  傳述100%,投入門徒訓練的帶領精神。
[00:05:58.840 --> 00:06:00.340]  聽清楚喔!
[00:06:00.340 --> 00:06:02.240]  他說一個教會當中,
[00:06:02.240 --> 00:06:05.640]  可能我們覺得教會的地點很重要,
[00:06:05.640 --> 00:06:07.840]  教會的財務很重要,
[00:06:07.840 --> 00:06:10.840]  教會組織能力很重要,
[00:06:10.840 --> 00:06:13.640]  原來在調查的結果出來不是。
[00:06:13.640 --> 00:06:15.740]  最重要的是俗靈的帶領,
[00:06:15.740 --> 00:06:20.940]  而這個俗靈的帶領是一種俗靈的帶領者。
[00:06:20.940 --> 00:06:24.740]  那麼那一種的帶領者他們的特性是什麼呢?
[00:06:24.740 --> 00:06:31.440]  第一個,就是他們愛神給愛一切都重要,
[00:06:31.440 --> 00:06:36.040]  而且他們願意過一個謙卑的生活,
[00:06:36.040 --> 00:06:40.140]  不是因為他們有影響力,他們就會驕傲,
[00:06:40.140 --> 00:06:45.840]  反而因為他們在神的面前經過神所給他們的差遣,
[00:06:45.840 --> 00:06:52.140]  他們更願意尋找,更願意成長,更願意學習,
[00:06:52.140 --> 00:07:00.340]  而且這一群人是願意過一個無條件屈服於上帝的生活。
[00:07:00.340 --> 00:07:05.740]  很簡單來說,這一群人是愛神為主的人,
[00:07:05.740 --> 00:07:13.440]  這一群人是願意成為一個謙卑的帶領者。
[00:07:13.440 --> 00:07:17.740]  第三個,就是這一群人願意過一個
[00:07:17.740 --> 00:07:24.140]  在神的面前無條件屈服的生命。
[00:07:24.140 --> 00:07:28.440]  原來在神的眼中,一個人給工作重要,
[00:07:28.440 --> 00:07:31.740]  原來在我們認識上帝的路程的裡面,
[00:07:31.740 --> 00:07:36.240]  參加哪一個教會,我們有什麼的俗齡的背景,
[00:07:36.240 --> 00:07:38.740]  有沒有去參加過教會,
[00:07:38.740 --> 00:07:44.740]  或者我的祖父,或者我的公公婆婆是不是信主都不是重要,
[00:07:44.740 --> 00:07:48.840]  重要就是這個人如何在一生的當中,
[00:07:48.840 --> 00:07:52.240]  遇見了神並且生命改變。
[00:07:52.240 --> 00:07:55.240]  今天我們看摩西,
[00:07:55.240 --> 00:08:00.040]  摩西這個人如何在神的面前被使用。
[00:08:00.040 --> 00:08:05.240]  若是大家還記得在《出外子記》裡面分開幾個段落,
[00:08:05.240 --> 00:08:10.540]  第一個部分就是第一章到第三章開始是神預備人,
[00:08:10.540 --> 00:08:13.040]  所以預備了摩西。
[00:08:13.040 --> 00:08:15.840]  第四章有一個段落,
[00:08:15.840 --> 00:08:20.440]  這十八節到三十一節,今天是第三次講這個經文,
[00:08:20.440 --> 00:08:24.640]  裡面是特別的講到摩西八十歲,
[00:08:24.640 --> 00:08:29.640]  那個時候接受了父教,第一次真正的學習服侍。
[00:08:29.640 --> 00:08:33.040]  你記得他八十個年頭裡面,
[00:08:33.040 --> 00:08:38.040]  有一次是衝動的因做愛國,因做民族的緣故,
[00:08:38.040 --> 00:08:41.440]  發難的來做了一個事情,後來神不討厭。
[00:08:41.440 --> 00:08:46.340]  所以八十歲以後,神在當中給他另外一次的機會,
[00:08:46.340 --> 00:08:49.840]  在那個時候開始學習來服侍。
[00:08:49.840 --> 00:08:54.940]  然後從第五章到十一章就是神工作的彰顯,
[00:08:54.940 --> 00:08:59.940]  叫摩西做一個事情就是,你聽我的吩咐,說我的話,
[00:08:59.940 --> 00:09:03.140]  然後在當中我就顯露這個神蹟。
[00:09:03.140 --> 00:09:06.840]  所以國內的朋友們,你大概有聽過摩西的生平,
