
[00:00:00.000 --> 00:00:02.000]  大英姐妹主內平安
[00:00:02.000 --> 00:00:05.880]  今天很高興見到大家回來我們的五堂崇拜
[00:00:05.880 --> 00:00:11.200]  特別是最近假期很多人回到香港
[00:00:11.200 --> 00:00:14.840]  今天見到你們都容光煥發
[00:00:14.840 --> 00:00:20.440]  姐妹說她真的身體發福了
[00:00:20.440 --> 00:00:22.120]  回到香港回來
[00:00:22.120 --> 00:00:24.600]  很感謝主讓我們有這個平安
[00:00:24.600 --> 00:00:29.200]  有這個喜樂今天回來教會參加崇拜
[00:00:29.200 --> 00:00:32.520]  今天講題就是神與人
[00:00:32.520 --> 00:00:36.000]  也是我們創世紀第五講
[00:00:36.000 --> 00:00:42.640]  你會問為什麼講神與人的關係要講創世紀呢
[00:00:42.640 --> 00:00:44.440]  其實是很簡單的道理
[00:00:44.440 --> 00:00:47.920]  因為神最初和人建立的關係
[00:00:47.920 --> 00:00:50.200]  就是在創世紀那裡開始
[00:00:50.200 --> 00:00:52.880]  這個是人和神的關係的開始
[00:00:52.880 --> 00:00:55.280]  說回之前
[00:00:55.280 --> 00:00:56.760]  當我們看聖經的時候
[00:00:56.760 --> 00:01:00.280]  很多時候我們都要問一個問題
[00:01:00.280 --> 00:01:02.960]  就是究竟上帝和我們說什麼話
[00:01:02.960 --> 00:01:04.480]  這個很重要
[00:01:04.480 --> 00:01:06.680]  我們看聖經不是說看一本書
[00:01:06.680 --> 00:01:08.480]  看一個歷史 看一個故事
[00:01:08.480 --> 00:01:11.920]  看一個上帝的教導和倫理
[00:01:11.920 --> 00:01:13.800]  這個不是最重點
[00:01:13.800 --> 00:01:17.040]  重點就是上帝和我們說什麼話
[00:01:17.040 --> 00:01:18.760]  不同人看不同時間
[00:01:18.760 --> 00:01:20.440]  我們看不同的聖經
[00:01:20.440 --> 00:01:23.520]  我們會有不同的領袖
[00:01:23.520 --> 00:01:25.400]  因為聖經是一本活的書
[00:01:25.400 --> 00:01:27.800]  是上帝和我們說的說話
[00:01:27.800 --> 00:01:29.160]  包括創世紀
[00:01:29.160 --> 00:01:34.520]  創世紀不只是說上帝創造這個世界多偉大多厲害
[00:01:34.520 --> 00:01:36.000]  當然它是真的很偉大很厲害
[00:01:36.000 --> 00:01:37.680]  但是這個不是重點
[00:01:37.680 --> 00:01:42.520]  重點就是上帝藉著創世紀和我們說什麼話
[00:01:42.520 --> 00:01:46.000]  當我研究嘗試去講創世紀的時候
[00:01:46.000 --> 00:01:50.120]  我都要想著在這一方面要平衡一點
[00:01:50.120 --> 00:01:51.680]  拿一個平衡點
[00:01:51.680 --> 00:01:55.920]  一方面不想講得太過學術性太過科學性
[00:01:55.920 --> 00:02:00.520]  但是也避開不了要講上帝給我們的智慧
[00:02:00.520 --> 00:02:04.600]  令我們可以更深明白到上帝講到一些關於
[00:02:04.600 --> 00:02:07.800]  譬如四維空間 時間定律
[00:02:07.800 --> 00:02:09.520]  進化天宅 遺傳因子
