
[00:00:00.000 --> 00:00:02.240]  師妹平安
[00:00:02.240 --> 00:00:05.480]  感謝神保守我們 看顧我們
[00:00:05.480 --> 00:00:10.040]  讓我們能夠再一次在神的殿裡面去敬拜讚美祂
[00:00:10.040 --> 00:00:12.320]  一起來聽祂的話語
[00:00:12.320 --> 00:00:18.360]  今天早上不知道你們是否覺得敬拜很有力
[00:00:18.360 --> 00:00:21.840]  好像桌子快要倒塌一樣
[00:00:21.840 --> 00:00:24.120]  唱到地動天搖
[00:00:24.120 --> 00:00:29.920]  是我們的弟兄小組第一次去學習拜我們敬拜
[00:00:29.920 --> 00:00:31.120]  感謝神
[00:00:31.120 --> 00:00:35.360]  往後每個月你都會發現有陸續不同的團契
[00:00:35.360 --> 00:00:39.120]  會上來一起去帶領我們敬拜
[00:00:39.120 --> 00:00:41.280]  也多謝今天的領唱
[00:00:41.280 --> 00:00:43.760]  她選了很多首詩篇
[00:00:43.760 --> 00:00:44.960]  我不知道你有沒有留意
[00:00:44.960 --> 00:00:49.920]  剛才她在整個敬拜裡面帶領我們看了幾首詩篇
[00:00:49.920 --> 00:00:53.640]  今天我也要帶大家來再看一首詩篇
[00:00:53.640 --> 00:00:56.480]  是詩篇139篇
[00:00:56.480 --> 00:01:03.880]  我們知道詩篇在以前的時候是可以唱的
[00:01:03.880 --> 00:01:05.840]  其實是詩歌
[00:01:05.840 --> 00:01:09.920]  不過今時今日那些譜已經失落了
[00:01:09.920 --> 00:01:11.800]  那些調已經失落了
[00:01:11.800 --> 00:01:14.000]  所以只留下了文字
[00:01:14.000 --> 00:01:17.480]  但是它原來是手手都能唱的
[00:01:17.480 --> 00:01:19.480]  有不同的詩歌
[00:01:19.480 --> 00:01:22.400]  詩篇有不同的時候用的
[00:01:22.400 --> 00:01:24.800]  有些是敬拜讚美的時候用
[00:01:24.800 --> 00:01:27.760]  有些是以前以色列人上耶路撒冷
[00:01:27.760 --> 00:01:29.640]  去聖殿敬拜的時候用
[00:01:29.640 --> 00:01:31.880]  如果你有留意再看看
[00:01:31.880 --> 00:01:33.600]  有些叫上行之詩
[00:01:33.600 --> 00:01:36.360]  很多是他們去獻祭
[00:01:36.360 --> 00:01:39.360]  去聖殿裡面一年一次去行宿祭祭
[00:01:39.360 --> 00:01:42.280]  有些是在路上唱的
[00:01:42.280 --> 00:01:46.600]  所以其實詩篇我們知道它所寫的
[00:01:46.600 --> 00:01:48.080]  是滿有詩意
[00:01:48.080 --> 00:01:49.880]  因為它掛名詩
[00:01:49.880 --> 00:01:51.960]  所以它有時候的文字
[00:01:51.960 --> 00:01:55.720]  未必一定是逐個字逐個字去解釋
[00:01:55.720 --> 00:01:58.880]  反而是要從一個整體
[00:01:58.880 --> 00:02:04.680]  用一個稍微有詩意的角度去體會
[00:02:04.680 --> 00:02:07.040]  詩篇有150篇
[00:02:07.040 --> 00:02:09.280]  如果我們有看過就知道
[00:02:09.280 --> 00:02:12.280]  我們可以這樣說
[00:02:12.280 --> 00:02:13.360]  在舊約裡面
[00:02:13.360 --> 00:02:14.960]  其實它文字不是最多
[00:02:14.960 --> 00:02:16.840]  不過它篇章是最多
[00:02:16.840 --> 00:02:18.120]  沒有什麼篇卷
[00:02:18.120 --> 00:02:20.280]  書是多過150
[00:02:20.280 --> 00:02:22.280]  我們知道詩篇是最多的
[00:02:22.280 --> 00:02:24.280]  詩篇也分了
[00:02:24.280 --> 00:02:25.800]  其實150這麼多
[00:02:25.800 --> 00:02:28.080]  裡面是分了五卷的
[00:02:28.080 --> 00:02:31.320]  如果有機會再跟大家來查一下詩篇
[00:02:31.320 --> 00:02:34.960]  今天我們讀這一篇是139
[00:02:34.960 --> 00:02:37.840]  這篇詩篇是多年來歷世歷代信徒
[00:02:37.840 --> 00:02:41.360]  都很珍重的其中一篇詩篇
[00:02:41.360 --> 00:02:45.920]  也是被很多人稱讚的一篇詩篇
[00:02:45.920 --> 00:02:47.720]  因為它很特別
[00:02:47.720 --> 00:02:52.400]  它講出了不是一個很高深的神學理論
[00:02:52.400 --> 00:02:57.440]  不是很多神學概念去敘述一位上帝
[00:02:57.440 --> 00:03:02.800]  乃是它記錄了詩人親身經歷上帝
[00:03:02.800 --> 00:03:06.080]  親身經驗了上帝寫出來的
[00:03:06.080 --> 00:03:07.440]  這篇詩篇裡面
[00:03:07.440 --> 00:03:09.160]  全篇「你」字
[00:03:09.160 --> 00:03:11.160]  這個「你」是在說「神」
[00:03:11.160 --> 00:03:13.720]  這個「你」是用了34次
[00:03:13.720 --> 00:03:16.120]  而「我」字用了47次
[00:03:16.120 --> 00:03:20.280]  所以有人也稱這篇詩篇為「你我詩」
[00:03:20.280 --> 00:03:21.760]  「你我的詩」
[00:03:21.760 --> 00:03:23.760]  是上帝和詩人之間
[00:03:23.760 --> 00:03:26.760]  一個靈裡面很深的相交
[00:03:26.760 --> 00:03:30.120]  很深的心知所寫出來的詩
[00:03:30.120 --> 00:03:31.320]  詩篇的主題呢
[00:03:31.320 --> 00:03:35.120]  這篇詩篇的主題是寫著「大衛的詩」
[00:03:35.120 --> 00:03:36.760]  大衛是誰呢?
[00:03:36.760 --> 00:03:40.600]  我們知道大衛在聖經舊約裡面記載
[00:03:40.600 --> 00:03:45.960]  他是一位合神心意的人
[00:03:45.960 --> 00:03:48.000]  不過今天不是和你們來查大衛
[00:03:48.000 --> 00:03:51.120]  只不過是當我們去看大衛的人生的時候
[00:03:51.120 --> 00:03:53.120]  或者他的事跡的時候
[00:03:53.120 --> 00:03:57.800]  通常我們會揭開哪一卷書才看到大衛的事跡呢?
[00:03:57.800 --> 00:04:00.840]  有沒有人知道?
[00:04:00.840 --> 00:04:03.600]  大衛的事跡記載在哪一卷書呢?
[00:04:03.600 --> 00:04:06.320]  《撒慕爾記》是嗎?
[00:04:06.320 --> 00:04:07.720]  其實也不止這樣
[00:04:07.720 --> 00:04:10.360]  其實聖經基本上在新舊約
[00:04:10.360 --> 00:04:13.960]  也多處記錄大衛的事
[00:04:13.960 --> 00:04:18.280]  但是《撒慕爾記》是特別記錄了他的一生
[00:04:18.280 --> 00:04:22.520]  他從未被蒙召
[00:04:22.520 --> 00:04:24.480]  以致他被神呼召
[00:04:24.480 --> 00:04:25.760]  他做王一直往後
[00:04:25.760 --> 00:04:27.120]  直至他一生的完結
[00:04:27.120 --> 00:04:29.080]  都是記錄在《撒慕爾記》
[00:04:29.080 --> 00:04:30.960]  但是我們說
[00:04:30.960 --> 00:04:33.600]  我們一個人的歷史被記下來
[00:04:33.600 --> 00:04:36.080]  但是往往只能夠記住那件事
[00:04:36.080 --> 00:04:38.320]  在幾年幾月幾日發生
[00:04:38.320 --> 00:04:40.480]  如果我們寫歷史也是這樣的
[00:04:40.480 --> 00:04:42.280]  那個人幾年幾月幾日做了什麼
[00:04:42.280 --> 00:04:43.680]  發生了什麼事
[00:04:43.680 --> 00:04:48.400]  但是往往是無法記錄下他的心路歷程
[00:04:48.400 --> 00:04:50.160]  如果你打開《撒慕爾記》
[00:04:50.160 --> 00:04:54.040]  是沒有記載大衛經歷那些苦難
[00:04:54.040 --> 00:04:55.600]  經歷被人追殺
[00:04:55.600 --> 00:05:00.760]  經歷犯罪之後的那種痛苦
[00:05:00.760 --> 00:05:02.080]  那些心路歷程
[00:05:02.080 --> 00:05:03.920]  是沒有在《撒慕爾記》
[00:05:03.920 --> 00:05:06.160]  你很少會看到的
