
[00:00:00.000 --> 00:00:07.000]  今天我們仍然繼續看《路加福音》的記載
[00:00:07.000 --> 00:00:10.000]  來到第十四章這段經文
[00:00:10.000 --> 00:00:19.000]  我體會到當中有很寶貴的一些耶穌給我們的教導
[00:00:19.000 --> 00:00:20.000]  我給他一個題目
[00:00:20.000 --> 00:00:23.000]  多數這次說不完
[00:00:23.000 --> 00:00:28.000]  但是我們先講頭一部分
[00:00:28.000 --> 00:00:32.000]  你要追求更好的嗎
[00:00:32.000 --> 00:00:35.000]  我們人生都希望能夠得到好的東西
[00:00:35.000 --> 00:00:36.000]  是不是
[00:00:36.000 --> 00:00:40.000]  是不是希望能夠得到好的東西
[00:00:40.000 --> 00:00:43.000]  但是有時候我們自己認爲好的那些
[00:00:43.000 --> 00:00:46.000]  又未必一定是神覺得最好的
[00:00:46.000 --> 00:00:50.000]  你們有沒有這樣的體會
[00:00:50.000 --> 00:00:54.000]  所以神不單止希望我們得到好的東西
[00:00:54.000 --> 00:00:58.000]  祂希望我們得到更好的東西
[00:00:58.000 --> 00:01:00.000]  你們真的很聰明
[00:01:00.000 --> 00:01:02.000]  祂希望我們得到更好的東西
[00:01:02.000 --> 00:01:06.000]  所以在《路加福音》第十四章
[00:01:06.000 --> 00:01:10.000]  有很多法人心性的耶穌的比喻
[00:01:10.000 --> 00:01:18.000]  透過這些比喻來展示出什麼是更好的選擇
[00:01:18.000 --> 00:01:21.000]  或者更好的我們應該追求的東西
[00:01:21.000 --> 00:01:25.000]  我記得在這段經文
[00:01:25.000 --> 00:01:27.000]  十四章《路加》
[00:01:27.000 --> 00:01:34.000]  講回三十幾年前
[00:01:34.000 --> 00:01:40.000]  在神學院我們一年班的時候
[00:01:40.000 --> 00:01:43.000]  八七年 即是幾年前
[00:01:43.000 --> 00:01:45.000]  三十六年前
[00:01:45.000 --> 00:01:49.000]  我們就跟神學院院長查經
[00:01:49.000 --> 00:01:52.000]  他說和一年班的同學查經
[00:01:52.000 --> 00:01:55.000]  查經的時候
[00:01:55.000 --> 00:01:59.000]  各人自己讀神學院院長給我們的一段經文
[00:01:59.000 --> 00:02:01.000]  他就幫我查那段經文
[00:02:01.000 --> 00:02:03.000]  之前我們自己預備
[00:02:03.000 --> 00:02:05.000]  然後大家輪流分享
[00:02:05.000 --> 00:02:09.000]  我記得其他有一兩篇
[00:02:09.000 --> 00:02:11.000]  很深刻就是這一篇
[00:02:11.000 --> 00:02:13.000]  就是《路加福音》第十四章
[00:02:13.000 --> 00:02:16.000]  我記得當時我讀完聖經之後
[00:02:16.000 --> 00:02:19.000]  我體會到有幾個很重要的對比
[00:02:19.000 --> 00:02:22.000]  所以這個一直到現在我都記得
[00:02:22.000 --> 00:02:25.000]  當然日子越來越深刻
[00:02:25.000 --> 00:02:27.000]  越來越有體會
[00:02:27.000 --> 00:02:29.000]  耶穌所講的是很真實
[00:02:29.000 --> 00:02:31.000]  所以我們看到
[00:02:31.000 --> 00:02:35.000]  在這段經文裏面有七個比喻
[00:02:35.000 --> 00:02:39.000]  帶出可以說有五個方面
[00:02:39.000 --> 00:02:41.000]  今天我們先來看看
[00:02:41.000 --> 00:02:43.000]  如有時間完事的
[00:02:43.000 --> 00:02:46.000]  在頭四個方面幫助我們什麼呢
[00:02:46.000 --> 00:02:48.000]  是更加好的
[00:02:48.000 --> 00:02:52.000]  讓我們能夠明白主的心意
[00:02:52.000 --> 00:02:55.000]  第一我們看到什麼是更好呢
[00:02:55.000 --> 00:02:56.000]  如果比較來說
[00:02:56.000 --> 00:03:00.000]  愛心是更加比律法更好
[00:03:00.000 --> 00:03:02.000]  或者更重要
[00:03:02.000 --> 00:03:04.000]  我問大家不要搞錯了
[00:03:04.000 --> 00:03:06.000]  律法重不重要
[00:03:06.000 --> 00:03:08.000]  聖經的舊約的律法
[00:03:08.000 --> 00:03:10.000]  新約的教導
[00:03:10.000 --> 00:03:13.000]  神的誡命律法重不重要
[00:03:13.000 --> 00:03:16.000]  耶穌說他來到這個世界
[00:03:16.000 --> 00:03:19.000]  不是廢掉律法
[00:03:19.000 --> 00:03:21.000]  是要什麼
[00:03:21.000 --> 00:03:22.000]  是要成全律法
[00:03:22.000 --> 00:03:24.000]  可見律法很重要
[00:03:24.000 --> 00:03:26.000]  所以不要以爲我們來到新約的時候
[00:03:26.000 --> 00:03:30.000]  我們不需要遵守律法
[00:03:30.000 --> 00:03:33.000]  當然我們不是死守律法的條文
[00:03:33.000 --> 00:03:36.000]  特別是舊約的律法的條文
[00:03:36.000 --> 00:03:38.000]  他保留得很清楚
[00:03:38.000 --> 00:03:42.000]  帶出來我們現在明白了律法的正義
[00:03:42.000 --> 00:03:44.000]  特別是透過耶穌基督帶給我們
[00:03:44.000 --> 00:03:46.000]  一個新約的裏面
[00:03:46.000 --> 00:03:50.000]  能夠知道什麼是神的恩典
[00:03:50.000 --> 00:03:52.000]  但是沒有
[00:03:52.000 --> 00:03:54.000]  一點都沒有意思
[00:03:54.000 --> 00:03:58.000]  我們不需要守神的誡命和律法
[00:03:58.000 --> 00:04:00.000]  而事實上新約的裏面教導
[00:04:00.000 --> 00:04:03.000]  有很多地方仍然很着重
[00:04:03.000 --> 00:04:04.000]  就算仕途保羅
[00:04:04.000 --> 00:04:06.000]  他都非常強調
[00:04:06.000 --> 00:04:10.000]  我們需要守神的誡命和律法
[00:04:10.000 --> 00:04:12.000]  因爲這是保護我們
[00:04:12.000 --> 00:04:14.000]  叫我們遵行神的律法的時候
[00:04:14.000 --> 00:04:18.000]  就走在神的祝福裏面
[00:04:18.000 --> 00:04:20.000]  所以這是很重要
[00:04:20.000 --> 00:04:22.000]  但是我們發覺
[00:04:22.000 --> 00:04:24.000]  在耶穌時代有一幫人
[00:04:24.000 --> 00:04:26.000]  對於律法的理解
[00:04:26.000 --> 00:04:29.000]  和遵行有一個錯誤的思想
[00:04:29.000 --> 00:04:31.000]  和離開了神
[00:04:31.000 --> 00:04:34.000]  希望我們得到更好的心意
[00:04:34.000 --> 00:04:37.000]  這段經文讓我們看到
[00:04:37.000 --> 00:04:41.000]  原來愛才是律法的正義
[00:04:41.000 --> 00:04:42.000]  換句話說
[00:04:42.000 --> 00:04:44.000]  當我們守律法的時候
[00:04:44.000 --> 00:04:48.000]  如果離開了神的愛
[00:04:48.000 --> 00:04:53.000]  那就不是神要我們更好的地方
[00:04:53.000 --> 00:04:54.000]  所以我們看看
[00:04:54.000 --> 00:04:57.000]  在《老家方》第14章
[00:04:57.000 --> 00:05:01.000]  第1至第6節是第一個比喻
[00:05:01.000 --> 00:05:04.000]  我們一起讀一讀這個經文的記載
[00:05:04.000 --> 00:05:06.000]  由第1節到第6節我們先讀
[00:05:06.000 --> 00:05:07.000]  請讀
[00:05:07.000 --> 00:05:08.000]  安息日
[00:05:08.000 --> 00:05:14.000]  耶穌到一個法利塞人的首領家裏去喫飯
[00:05:14.000 --> 00:05:17.000]  他們就窺探他
[00:05:17.000 --> 00:05:19.000]  留意這個動機是
[00:05:19.000 --> 00:05:22.000]  他們邀請他去是想窺探耶穌
[00:05:22.000 --> 00:05:24.000]  第二節請讀
[00:05:24.000 --> 00:05:28.000]  在他面前有一個幻水鼓的人
[00:05:28.000 --> 00:05:32.000]  耶穌對律法師和法利塞人說
[00:05:32.000 --> 00:05:36.000]  安息日治病可以不可以
