
[00:00:00.000 --> 00:00:03.160]  宣告平安的聖誕節裏面
[00:00:03.160 --> 00:00:04.600]  我們也算是平安吧
[00:00:04.600 --> 00:00:08.680]  不過這份平安不是必然的
[00:00:08.680 --> 00:00:10.640]  在上一個主日
[00:00:10.640 --> 00:00:13.160]  看來我們也不算太遠
[00:00:13.160 --> 00:00:14.640]  在四川成都
[00:00:14.640 --> 00:00:18.920]  在一間叫做秋雨聖約教會裏面
[00:00:18.920 --> 00:00:22.920]  牧師和哥伯明的信徒被公安帶走拘禁
[00:00:22.920 --> 00:00:25.960]  傳聞當中有人被毆打
[00:00:25.960 --> 00:00:27.800]  被斷水斷糧
[00:00:29.240 --> 00:00:31.800]  這是因為他們的信仰
[00:00:31.800 --> 00:00:35.040]  因為信奉他們的主的緣故
[00:00:35.040 --> 00:00:41.520]  不過更加準確一點
[00:00:41.520 --> 00:00:45.560]  應該說是因為我們的信仰
[00:00:45.560 --> 00:00:48.680]  是因為我們的主
[00:00:48.680 --> 00:00:50.600]  是他們信奉這個主的緣故
[00:00:50.600 --> 00:00:53.760]  是我們 不是他們
[00:00:53.760 --> 00:00:57.360]  可能我們的感受未必很深
[00:00:58.200 --> 00:00:59.840]  因為地理上
[00:00:59.840 --> 00:01:02.480]  可能這裏和那裏還有一段距離
[00:01:02.480 --> 00:01:07.160]  我們也不太認識當中任何一位的鼎姐妹
[00:01:07.160 --> 00:01:09.520]  不過試試我們這樣想
[00:01:09.520 --> 00:01:13.320]  假若這件事發生在今天
[00:01:13.320 --> 00:01:16.320]  屈打老道隔壁的那間堂會
[00:01:16.320 --> 00:01:17.880]  另一間堂會
[00:01:17.880 --> 00:01:19.080]  我們的感受會怎樣呢
[00:01:19.080 --> 00:01:24.360]  會不會感謝主 暫時未燒到你
[00:01:24.360 --> 00:01:26.800]  但我們會不會擔心
[00:01:26.800 --> 00:01:29.200]  如果擔心 其實我們在擔心些什麼呢
[00:01:29.200 --> 00:01:33.360]  假若真的不幸
[00:01:33.360 --> 00:01:35.160]  真的燒到屈打老道隔壁
[00:01:35.160 --> 00:01:39.760]  但這時候在附近有另一間中派的堂會
[00:01:39.760 --> 00:01:43.160]  不單止沒有打算和我們劃清界線
[00:01:43.160 --> 00:01:45.640]  還冒險借地方給我們
[00:01:45.640 --> 00:01:47.000]  可以有自己的崇拜
[00:01:47.000 --> 00:01:50.920]  接待我們 關心我們鼎姐妹各方面的需要
[00:01:50.920 --> 00:01:52.360]  如果有這樣的事發生
[00:01:52.360 --> 00:01:53.560]  你會看到什麼呢
[00:01:53.560 --> 00:01:56.080]  如果是我 我會看到上帝
[00:01:56.080 --> 00:01:57.680]  我會看到上帝在我們當中
[00:01:57.680 --> 00:02:00.400]  可能我們沒有這座建築物
[00:02:00.400 --> 00:02:01.960]  我們沒有很多的資產
[00:02:01.960 --> 00:02:04.080]  我們窩福的招牌也沒有賣
[00:02:04.080 --> 00:02:07.160]  不過如果說上帝覺得可以
[00:02:07.160 --> 00:02:08.160]  那就可以了
[00:02:08.160 --> 00:02:12.440]  因為不可少的可能只是一樣
[00:02:12.440 --> 00:02:14.480]  就是我們的主 我們的信仰
[00:02:14.480 --> 00:02:17.840]  其實為什麼會有打壓的事呢
[00:02:17.840 --> 00:02:21.800]  我相信就是因為不安
[00:02:21.800 --> 00:02:23.600]  是因為不安這件事
[00:02:23.600 --> 00:02:25.080]  又遇上了另一件事
[00:02:25.080 --> 00:02:26.120]  叫做自我
[00:02:26.120 --> 00:02:30.880]  這些事其實在我們生活中很普遍
[00:02:30.880 --> 00:02:34.760]  可能在你平日的職場中絕對見不少
[00:02:34.760 --> 00:02:36.840]  當一個人不安的時候
[00:02:36.840 --> 00:02:38.400]  他可以很恐怖
[00:02:38.400 --> 00:02:40.240]  就視乎他有多少的權力
[00:02:40.240 --> 00:02:41.840]  有多少錢
[00:02:41.840 --> 00:02:43.360]  2000年前
[00:02:43.360 --> 00:02:47.120]  希律王在聖誕的日子中
[00:02:47.120 --> 00:02:50.680]  聽見有一個叫做猶太人的王出現的時候
[00:02:50.680 --> 00:02:52.840]  他心裡就大大不安
[00:02:52.840 --> 00:02:54.680]  甚至乎大開殺戒
[00:02:55.560 --> 00:02:57.760]  當世人感覺到不平安
[00:02:57.760 --> 00:02:59.920]  感覺到受到威脅的時候
[00:02:59.920 --> 00:03:01.480]  這種的自我
[00:03:01.480 --> 00:03:04.160]  就會使用他的權力
[00:03:04.160 --> 00:03:05.840]  去威脅其他的人
[00:03:05.840 --> 00:03:07.760]  去將他壓低
[00:03:07.760 --> 00:03:09.520]  令到他去閉嘴
[00:03:09.520 --> 00:03:11.920]  令到他去停止活動
[00:03:11.920 --> 00:03:14.560]  那他自己的內心就會平安一點
[00:03:14.560 --> 00:03:16.040]  安全感會大一點
[00:03:16.040 --> 00:03:19.840]  如果不想被人打壓
[00:03:19.840 --> 00:03:21.520]  最好的方法就是打壓別人
[00:03:21.520 --> 00:03:23.880]  曹操有句名句
[00:03:23.880 --> 00:03:25.120]  大家一定聽過
[00:03:25.120 --> 00:03:27.200]  寧我負天下人
[00:03:27.200 --> 00:03:28.680]  莫天下人負我
[00:03:28.680 --> 00:03:31.040]  這個可以說是
[00:03:31.040 --> 00:03:33.200]  終極自我的最佳表現
[00:03:33.200 --> 00:03:36.440]  不過權力不夠怎麼辦
[00:03:36.440 --> 00:03:37.240]  那就爭取
[00:03:37.240 --> 00:03:39.080]  爭取更加大的權力
[00:03:39.080 --> 00:03:40.880]  同時權力這東西
[00:03:40.880 --> 00:03:42.880]  有一個好朋友叫做錢
[00:03:42.880 --> 00:03:45.440]  這個朋友更加實在
[00:03:45.440 --> 00:03:46.840]  更加具體
[00:03:46.840 --> 00:03:48.000]  錢不夠
[00:03:48.000 --> 00:03:49.560]  那就去賺
[00:03:49.560 --> 00:03:50.560]  去賺更多
[00:03:50.560 --> 00:03:51.480]  更加的多
[00:03:51.480 --> 00:03:53.080]  去囤積更加多的財富
[00:03:53.080 --> 00:03:54.400]  這個世界有錢又有權
[00:03:54.400 --> 00:03:56.400]  有權又會有錢
[00:03:56.400 --> 00:03:57.480]  有財有勢
[00:03:57.480 --> 00:03:58.160]  那又怎樣
[00:03:58.160 --> 00:03:58.880]  有勢
[00:03:58.880 --> 00:03:59.560]  有面
[00:03:59.560 --> 00:04:00.560]  有榮耀
[00:04:00.560 --> 00:04:02.520]  所以
[00:04:02.520 --> 00:04:04.440]  人不是在醫院出生的
[00:04:04.440 --> 00:04:07.320]  其實是在賽跑場出生的
[00:04:07.320 --> 00:04:10.360]  由起跑線開始就已經是
[00:04:10.360 --> 00:04:12.320]  人生就是一場惡鬥裡面
[00:04:12.320 --> 00:04:13.280]  人生的目標
[00:04:13.280 --> 00:04:15.600]  就是不斷爭取爭取和去爭取
[00:04:15.600 --> 00:04:17.920]  只有勝利就可以換來更多的平安
[00:04:17.920 --> 00:04:21.240]  持續的勝利就可以換來持續的平安
[00:04:22.760 --> 00:04:24.520]  但是
[00:04:24.520 --> 00:04:25.880]  有問題
[00:04:25.880 --> 00:04:28.080]  其實錢和權力本身不是邪惡的
[00:04:28.080 --> 00:04:30.760]  問題其實是在自我
[00:04:30.760 --> 00:04:33.080]  這樣的家火裡面
[00:04:33.080 --> 00:04:35.880]  當這個自我遇上不安的時候
[00:04:35.880 --> 00:04:37.360]  這種災難就出現了
[00:04:37.360 --> 00:04:40.520]  就好像兩兄弟那樣
[00:04:40.520 --> 00:04:42.400]  不像財務公司那樣
[00:04:42.400 --> 00:04:45.120]  真的會來找我們
[00:04:45.120 --> 00:04:46.520]  不過可能更加可悲的
[00:04:46.520 --> 00:04:47.520]  不是他來找我們
[00:04:47.520 --> 00:04:48.760]  而是我們
[00:04:48.760 --> 00:04:51.760]  有時我們都很樂意去找他們兩個
[00:04:51.760 --> 00:04:52.840]  會不會呢?
[00:04:52.840 --> 00:04:54.400]  可能不安是我們不想找的
[00:04:54.400 --> 00:04:55.920]  但是有一種自我會
[00:04:55.920 --> 00:04:59.560]  我們今天集中一點
[00:04:59.560 --> 00:05:01.120]  我們說錢
[00:05:01.120 --> 00:05:03.600]  經文我們會討論這件事
[00:05:03.600 --> 00:05:05.600]  不過會牽涉到的
[00:05:05.600 --> 00:05:07.440]  不單止是錢這麼簡單
[00:05:07.440 --> 00:05:08.560]  在我們裡面
[00:05:08.560 --> 00:05:09.520]  錢重要嗎?
[00:05:09.520 --> 00:05:11.640]  錢當然重要
[00:05:11.640 --> 00:05:12.760]  很實際的
[00:05:12.760 --> 00:05:13.880]  如果不是錢的話
[00:05:13.880 --> 00:05:16.240]  我們根本沒有辦法去租
[00:05:16.240 --> 00:05:18.280]  或者去買一個這樣的堂會
[00:05:18.280 --> 00:05:20.320]  讓我們可以在這裡崇拜
[00:05:20.320 --> 00:05:22.440]  我們沒有錢的時候
[00:05:22.440 --> 00:05:25.520]  可能我們也沒有錢去維修禮堂
[00:05:25.520 --> 00:05:28.640]  讓我們可以平安地坐在這裡
[00:05:28.640 --> 00:05:33.120]  問題就是聖經怎樣去教導我們去處理錢財
[00:05:33.120 --> 00:05:36.480]  怎樣才可以給我們一種真正的安全感
[00:05:36.480 --> 00:05:40.960]  可以爭取到一種終極的平安
[00:05:40.960 --> 00:05:43.280]  不如我們繼續去思想之前
[00:05:43.280 --> 00:05:44.640]  我們一起去祈禱
[00:05:44.640 --> 00:05:47.840]  求主引導幫助我們進入經文
[00:05:47.840 --> 00:05:48.840]  我們去祈禱
[00:05:51.320 --> 00:05:53.520]  主讓我們有今天這段經文
[00:05:53.520 --> 00:05:55.800]  求主祢藉著聖靈
[00:05:55.800 --> 00:05:57.160]  藉著僕人的口
[00:05:57.160 --> 00:05:58.680]  藉著弟兄姊妹的耳朵
[00:05:58.680 --> 00:06:00.320]  我們在同一天去領受
[00:06:00.320 --> 00:06:01.440]  去學習
[00:06:01.440 --> 00:06:02.520]  去聆聽
[00:06:02.520 --> 00:06:03.520]  去馴服
[00:06:03.520 --> 00:06:05.200]  去回應
[00:06:05.200 --> 00:06:06.400]  讓主
[00:06:06.400 --> 00:06:07.880]  您欣賞我們的回應
[00:06:07.880 --> 00:06:08.960]  得到榮耀
[00:06:08.960 --> 00:06:10.680]  我們這樣祈禱奉主領求
[00:06:10.680 --> 00:06:11.680]  Amen
[00:06:11.680 --> 00:06:16.280]  今天我們會繼續去看哥倫多後書
[00:06:16.280 --> 00:06:19.920]  第八章和第九章是一個單元
[00:06:19.920 --> 00:06:23.320]  就是處理一件關於捐獻的事
[00:06:23.320 --> 00:06:28.320]  之前朱牧師應該在第八章提及過
[00:06:28.320 --> 00:06:31.240]  保羅寫這封哥倫多後書的時候
[00:06:31.240 --> 00:06:34.840]  正值耶路撒冷教會在饑荒之中
[00:06:34.840 --> 00:06:36.360]  耶路撒冷教會弟兄姊妹
[00:06:36.360 --> 00:06:40.760]  他們在很實際的困難當中
[00:06:40.760 --> 00:06:43.520]  這個時候有很多不同的教會
[00:06:43.520 --> 00:06:46.000]  他們開始有捐獻的事
[00:06:46.000 --> 00:06:48.120]  為了一起去做一些事
[00:06:48.120 --> 00:06:50.680]  希望可以去補助這班弟兄姊妹
[00:06:50.680 --> 00:06:52.400]  他們生活裡的需要
[00:06:52.400 --> 00:06:56.800]  當中提到由馬其頓這個地區的教會
[00:06:56.800 --> 00:06:57.560]  聖經怎樣形容
[00:06:57.560 --> 00:07:00.480]  就是說在極度貧窮當中
[00:07:00.480 --> 00:07:06.480]  還要格外顯出他們樂捐的慷慨
[00:07:06.480 --> 00:07:07.680]  相似的
[00:07:07.680 --> 00:07:10.480]  哥倫多教會其實也做了一些的應獻
[00:07:10.480 --> 00:07:14.080]  不過似乎那種款項還沒有收取
[00:07:14.080 --> 00:07:17.400]  所以上一次蔡傳道跟我們提到
[00:07:17.400 --> 00:07:20.040]  提多了好幾位弟兄
[00:07:20.040 --> 00:07:22.000]  當中是熱心又可靠的
[00:07:22.000 --> 00:07:26.240]  組成了一個團隊去運送這些款項
[00:07:26.240 --> 00:07:28.920]  今天我們繼續看第九章
[00:07:28.920 --> 00:07:31.520]  保羅在當中的教導
[00:07:31.520 --> 00:07:32.720]  我們看第二節
[00:07:32.720 --> 00:07:36.000]  因為我知道你們的好意
[00:07:36.000 --> 00:07:38.800]  常對馬其頓人誇獎你們
[00:07:38.800 --> 00:07:43.040]  說阿該亞人預備好已經有一年了
[00:07:43.040 --> 00:07:46.200]  你們的熱心感動了許多人
[00:07:46.200 --> 00:07:48.720]  原來哥倫多一個的城市
[00:07:48.720 --> 00:07:52.720]  在阿該亞半島上是一個最大最有代表性的城市
[00:07:52.720 --> 00:07:54.600]  所以這裡所說的阿該亞人
[00:07:54.600 --> 00:07:56.280]  其實就是指哥倫多人
[00:07:56.280 --> 00:07:58.960]  就是收信的那群人
[00:07:58.960 --> 00:08:00.840]  原來他們應該在寫信之前
[00:08:00.840 --> 00:08:03.720]  保羅寫信之前一年就已經說好了
[00:08:03.720 --> 00:08:07.040]  應獻了某個款項
[00:08:07.040 --> 00:08:08.560]  於是就告訴保羅
[00:08:08.560 --> 00:08:11.760]  保羅也跟其他人說
[00:08:11.760 --> 00:08:15.080]  也感動了許多不同地區的信徒
[00:08:15.080 --> 00:08:17.880]  包括馬其頓的信徒
[00:08:17.880 --> 00:08:22.880]  雖然這群馬其頓人遠遠比哥倫多人窮
[00:08:22.880 --> 00:08:28.160]  其實哥倫多是一個相對有錢很多的城市
[00:08:28.160 --> 00:08:33.440]  但這群馬其頓人仍然再三地去請求保羅
[00:08:33.440 --> 00:08:38.160]  讓我在這件捐獻的事上有份
[00:08:38.160 --> 00:08:43.400]  很想去幫助這群在耶路撒冷裡的信徒
[00:08:43.400 --> 00:08:47.960]  但第四節保羅提醒這群哥倫多人
[00:08:47.960 --> 00:08:50.280]  萬一有馬其頓人與我同去
[00:08:50.280 --> 00:08:52.160]  見你們沒有預備好
[00:08:52.160 --> 00:08:55.840]  就使我們所確信的反成了羞愧
[00:08:55.840 --> 00:09:00.280]  你們的羞愧就更不用說了
[00:09:00.280 --> 00:09:01.800]  由保羅這裡所說
[00:09:01.800 --> 00:09:06.320]  似乎他對哥倫多的信徒有些擔心
[00:09:06.320 --> 00:09:07.640]  擔心他們什麼?
[00:09:07.640 --> 00:09:10.000]  說得出做不到
[00:09:10.000 --> 00:09:12.360]  如果真的做不到的話
[00:09:12.360 --> 00:09:15.120]  我估計有兩個可能性
[00:09:15.120 --> 00:09:19.120]  第一個可能性是說的時候有點誇大失實
[00:09:19.120 --> 00:09:21.320]  或者說白一點是說謊
[00:09:21.320 --> 00:09:25.000]  其實沒有打算真的這樣捐出來
[00:09:25.000 --> 00:09:28.840]  第二個可能性是沒有誇大説謊
[00:09:28.840 --> 00:09:31.080]  當初是真的有一份熱心
[00:09:31.080 --> 00:09:32.800]  但當錢預備好了
[00:09:32.800 --> 00:09:34.440]  預備了一年
[00:09:34.440 --> 00:09:38.760]  經過一年就開始有些動搖
[00:09:38.760 --> 00:09:42.400]  那些錢是否還要這樣用呢?
[00:09:42.400 --> 00:09:45.280]  還是想自己留下來怎樣用呢?
[00:09:45.280 --> 00:09:54.600]  我相信保羅當排除了說謊的可能性
[00:09:54.600 --> 00:09:58.800]  可能這個時候他就感覺到哥倫多的信徒
[00:09:58.800 --> 00:10:01.440]  有些贖骨的跡象
[00:10:01.440 --> 00:10:04.440]  所以這個時候就顯出他一種擔心
