
[00:00:00.000 --> 00:00:02.380]  我退休了
[00:00:02.380 --> 00:00:05.680]  退休就是年紀大了
[00:00:05.680 --> 00:00:07.300]  六十歲了
[00:00:07.300 --> 00:00:10.200]  所以會長氣一點
[00:00:10.200 --> 00:00:12.540]  我昨晚都
[00:00:12.540 --> 00:00:14.980]  一早預知我會超時的了
[00:00:14.980 --> 00:00:17.820]  我講道歉是很少超時的
[00:00:17.820 --> 00:00:19.960]  不過今天應該都會
[00:00:19.960 --> 00:00:22.620]  因爲要跟大家講回曆史
[00:00:22.620 --> 00:00:25.580]  但沒辦法講三十幾年的歷史
[00:00:25.580 --> 00:00:28.980]  只可以講頭講尾
[00:00:28.980 --> 00:00:32.020]  1983年
[00:00:32.020 --> 00:00:33.100]  我
[00:00:33.100 --> 00:00:35.540]  你算得到嗎?二十五歲
[00:00:35.540 --> 00:00:38.620]  出來教書兩年多
[00:00:38.620 --> 00:00:42.300]  還是很年輕的一個小子
[00:00:42.300 --> 00:00:46.420]  傻乎乎的什麼都不懂
[00:00:46.420 --> 00:00:48.260]  那一年
[00:00:48.260 --> 00:00:50.660]  豐盛生命堂
[00:00:50.660 --> 00:00:52.860]  以前不是叫豐盛生命堂
[00:00:52.860 --> 00:00:57.820]  叫做什麼?
[00:00:57.820 --> 00:01:00.060]  觀塘潮人生命堂
[00:01:00.060 --> 00:01:02.540]  都不是
[00:01:02.540 --> 00:01:04.460]  1983年是叫
[00:01:04.460 --> 00:01:07.940]  九龍城潮人生命堂觀塘之塘
[00:01:07.940 --> 00:01:09.140]  我們叫觀之塘
[00:01:09.140 --> 00:01:11.820]  因爲那時候我們未自立
[00:01:11.820 --> 00:01:13.380]  觀之塘未自立
[00:01:13.380 --> 00:01:18.220]  我們已經慶祝二十一週年的塘慶
[00:01:18.220 --> 00:01:23.500]  其實我都不明白爲什麼慶祝二十一週年
[00:01:23.500 --> 00:01:25.020]  不過今天又是
[00:01:25.020 --> 00:01:27.580]  香港特區政府成立二十一週年
[00:01:27.580 --> 00:01:30.020]  好巧合
[00:01:30.020 --> 00:01:32.820]  那一年慶祝二十一週年塘慶
[00:01:32.820 --> 00:01:35.580]  我懷疑可能因爲那時候二十週年
[00:01:35.580 --> 00:01:37.020]  我們忘記了慶祝
[00:01:37.020 --> 00:01:39.940]  所以二十一週年補回
[00:01:39.940 --> 00:01:42.460]  在慶祝二十一週年
[00:01:42.460 --> 00:01:45.540]  全年慶祝的時候
[00:01:45.540 --> 00:01:48.620]  我們當時的牧師就是
[00:01:48.620 --> 00:01:52.300]  九龍城生命堂的張念能牧師
[00:01:52.300 --> 00:01:55.380]  來我們觀塘講道
[00:01:55.380 --> 00:01:58.260]  當時的陳恩明教師
[00:01:58.260 --> 00:02:00.700]  媚安納牧師
[00:02:00.700 --> 00:02:02.820]  也都在講道里面
[00:02:02.820 --> 00:02:04.460]  他們不約而同
[00:02:04.460 --> 00:02:05.900]  不知道是不是夾定的
[00:02:05.900 --> 00:02:08.100]  可能這個也是開會里面
[00:02:08.100 --> 00:02:09.940]  有一個共同的看法
[00:02:09.940 --> 00:02:17.420]  就是要呼召我們觀之塘弟兄出來侍奉
[00:02:17.420 --> 00:02:23.340]  在當時我們觀之塘已經有三位的姐妹
[00:02:23.340 --> 00:02:25.180]  接受神學訓練
[00:02:25.180 --> 00:02:28.940]  許麗莊教師已經接受完神學訓練
[00:02:28.940 --> 00:02:32.380]  在堂會里面侍奉
[00:02:32.380 --> 00:02:35.740]  另外許逸蘭王玉禪
[00:02:35.740 --> 00:02:38.620]  還在神學院裏面讀
[00:02:38.620 --> 00:02:40.620]  還沒畢業
[00:02:40.620 --> 00:02:43.740]  當時呼召
[00:02:43.740 --> 00:02:48.780]  有沒有觀塘的弟兄出來呢
[00:02:48.780 --> 00:02:51.460]  在這些講道里面
[00:02:51.460 --> 00:02:55.660]  我也有一個感動
[00:02:55.660 --> 00:02:58.580]  強烈感動
[00:02:58.580 --> 00:03:01.580]  上帝是不是呼召我呢
[00:03:01.580 --> 00:03:03.820]  但當時我的回應是
[00:03:03.820 --> 00:03:06.380]  主真的是我嗎
[00:03:06.380 --> 00:03:09.420]  其實這句話的意思就是
[00:03:09.420 --> 00:03:12.500]  主你好像認錯了人
[00:03:12.500 --> 00:03:14.740]  選錯了我
[00:03:14.740 --> 00:03:17.460]  你不是呼召我的
[00:03:17.460 --> 00:03:21.700]  因爲從小一直成長
[00:03:21.700 --> 00:03:24.300]  我最厲害是什麼呢
[00:03:24.300 --> 00:03:26.180]  打球
[00:03:26.180 --> 00:03:27.220]  打球厲害
[00:03:27.220 --> 00:03:29.340]  運動其實不是我最厲害
[00:03:29.340 --> 00:03:32.980]  數學是我最厲害的一科
[00:03:32.980 --> 00:03:35.220]  我不讀
[00:03:35.220 --> 00:03:38.460]  都可以考全班頭那幾名的
[00:03:38.460 --> 00:03:40.660]  數學是
[00:03:40.660 --> 00:03:43.860]  但英文又不行
[00:03:43.860 --> 00:03:47.860]  中文其實也不太行
[00:03:47.860 --> 00:03:49.740]  說話呢
[00:03:49.740 --> 00:03:50.900]  就一句句
[00:03:50.900 --> 00:03:52.500]  詞不達意
[00:03:52.500 --> 00:03:54.500]  又害羞
[00:03:54.500 --> 00:03:59.380]  又小氣
[00:03:59.380 --> 00:04:01.620]  不喜歡看書
[00:04:01.620 --> 00:04:05.380]  最喜歡打球
[00:04:05.380 --> 00:04:07.260]  我想如果
[00:04:07.260 --> 00:04:10.140]  當時的我生活在今天
[00:04:10.140 --> 00:04:13.900]  我只是躲在家裏或者在球場
[00:04:13.900 --> 00:04:18.020]  這樣的地方而已
[00:04:18.020 --> 00:04:22.700]  但一個感動來到
[00:04:22.700 --> 00:04:26.020]  而我因爲我不敢
[00:04:26.020 --> 00:04:28.660]  也不想
[00:04:28.660 --> 00:04:31.220]  逆上帝的心意
[00:04:31.220 --> 00:04:32.700]  好像上帝呼召我
[00:04:32.700 --> 00:04:35.300]  你也要做點事的
[00:04:35.300 --> 00:04:37.220]  警刑教會又推薦我
[00:04:37.220 --> 00:04:38.580]  報讀神學院
[00:04:38.580 --> 00:04:40.340]  我就報讀
[00:04:40.340 --> 00:04:42.540]  報讀神學院要考試的
[00:04:42.540 --> 00:04:43.940]  考三科
[00:04:43.940 --> 00:04:44.980]  中文
[00:04:44.980 --> 00:04:45.740]  英文
[00:04:45.740 --> 00:04:47.540]  聖經
[00:04:47.540 --> 00:04:51.940]  告訴你我只有中文合格
[00:04:51.940 --> 00:04:54.940]  英文和聖經都肥佬
[00:04:54.940 --> 00:04:57.100]  竟然說
[00:04:57.100 --> 00:04:59.820]  收我
[00:04:59.820 --> 00:05:00.980]  可能因爲你不行
[00:05:00.980 --> 00:05:03.060]  所以要進來讀
[00:05:03.060 --> 00:05:04.740]  可以的就不用讀了
[00:05:04.740 --> 00:05:06.060]  不收了
[00:05:06.060 --> 00:05:10.380]  所以不要考那麼好
[00:05:10.380 --> 00:05:14.660]  收了我就1986年我畢業
[00:05:14.660 --> 00:05:17.700]  就回來教會侍奉
[00:05:17.700 --> 00:05:19.220]  所以有今天
[00:05:19.220 --> 00:05:26.900]  這個日子
[00:05:26.900 --> 00:05:28.580]  我相信
[00:05:28.580 --> 00:05:31.500]  主真侍我嗎
[00:05:31.500 --> 00:05:37.180]  這個是不少蒙召進入全職侍奉的人
[00:05:37.180 --> 00:05:40.140]  當他聽到呼召的時候
[00:05:40.140 --> 00:05:41.900]  有一個反應
[00:05:41.900 --> 00:05:43.940]  聖經裏面的耶利米
[00:05:43.940 --> 00:05:45.500]  也是一樣
[00:05:45.500 --> 00:05:48.820]  一章六節就告訴我們
[00:05:48.820 --> 00:05:52.820]  耶利米和主耶和華說
[00:05:52.820 --> 00:05:53.980]  唉
[00:05:53.980 --> 00:05:55.580]  我都不知道怎麼說
[00:05:55.580 --> 00:05:59.380]  因爲我是年輕的
[00:05:59.380 --> 00:06:02.140]  他和上帝真的不太知道怎麼說
[00:06:02.140 --> 00:06:04.420]  彷彿他有一個意思就是
[00:06:04.420 --> 00:06:06.220]  上帝你真的不太知道
[00:06:06.220 --> 00:06:07.980]  我只是很小而已
[00:06:07.980 --> 00:06:08.980]  不過想清楚
[00:06:08.980 --> 00:06:11.260]  上帝怎麼會不知道呢
[00:06:11.260 --> 00:06:12.460]  是不是
[00:06:12.460 --> 00:06:15.020]  上帝怎麼會不知道他還是很小呢
[00:06:15.020 --> 00:06:16.740]  有時候我們和上帝說
[00:06:16.740 --> 00:06:17.980]  上帝你不明白的
[00:06:17.980 --> 00:06:19.420]  你不知道的
[00:06:19.420 --> 00:06:20.500]  是不是
[00:06:20.500 --> 00:06:22.060]  上帝什麼都知道
[00:06:22.060 --> 00:06:25.140]  怎麼會不知道你到底是怎樣
[00:06:25.140 --> 00:06:28.580]  所以耶利米這個反應
[00:06:28.580 --> 00:06:30.580]  其實是
