
[00:00:00.000 --> 00:00:05.000]  東京奧運會已經在上星期日晚閉幕
[00:00:05.000 --> 00:00:09.800]  今屆香港運動員取得空前佳績
[00:00:09.800 --> 00:00:13.000]  我相信我們很多人都很開心
[00:00:13.000 --> 00:00:18.000]  今次我們特別在游泳項目
[00:00:18.000 --> 00:00:20.000]  我最喜歡看游泳
[00:00:20.000 --> 00:00:25.000]  何詩蓓都拿了兩面銀牌
[00:00:25.000 --> 00:00:28.000]  我就思想一個問題
[00:00:28.000 --> 00:00:32.000]  到底何詩蓓拿第一面銀牌的時候
[00:00:32.000 --> 00:00:36.000]  開心些還是拿第二面的時候開心些呢?
[00:00:36.000 --> 00:00:39.000]  你們猜呢?
[00:00:39.000 --> 00:00:42.000]  又或者她拿第二面銀牌
[00:00:42.000 --> 00:00:47.000]  第二次應該是100米自由式
[00:00:47.000 --> 00:00:52.000]  你猜她有沒有想到自己有機會衝金呢?
[00:00:52.000 --> 00:00:56.000]  當她發覺自己只拿到第二名的時候
[00:00:56.000 --> 00:00:59.000]  你猜她有沒有失望呢?
[00:00:59.000 --> 00:01:01.000]  我相信她沒有
[00:01:01.000 --> 00:01:07.000]  因為她自己也說100米自由式不是她的強項
[00:01:07.000 --> 00:01:08.000]  但為什麼我會這樣想呢?
[00:01:08.000 --> 00:01:10.000]  其實也不是無緣無故的
[00:01:10.000 --> 00:01:14.000]  這位叫威廉詹姆士William James
[00:01:14.000 --> 00:01:20.000]  他是有美國心理學之父的稱謂
[00:01:20.000 --> 00:01:29.000]  在1892年他一本著作《心理學原理》提出了一個論點
[00:01:29.000 --> 00:01:34.000]  他說全世界的拳擊手和蛙踢手
[00:01:34.000 --> 00:01:41.000]  他們都容易感到羞愧
[00:01:41.000 --> 00:01:44.000]  原因是他們覺得只是差一點點
[00:01:44.000 --> 00:01:47.000]  就能夠擊敗全世界的人
[00:01:47.000 --> 00:01:49.000]  能夠拿到世界冠軍
[00:01:49.000 --> 00:01:53.000]  當他一心想著拿第一的時候
[00:01:53.000 --> 00:01:56.000]  其實給他第二他也不會開心
[00:01:56.000 --> 00:02:00.000]  雖然這個理論是120多年前
[00:02:00.000 --> 00:02:03.000]  差不多130年前的理論
[00:02:03.000 --> 00:02:07.000]  但他得到越來越多的證實
[00:02:07.000 --> 00:02:10.000]  最近在明尼蘇達大學
[00:02:10.000 --> 00:02:12.000]  他們有一個研究團隊
[00:02:12.000 --> 00:02:16.000]  用了人臉識別的系統
[00:02:16.000 --> 00:02:19.000]  來分析運動員的表情
[00:02:19.000 --> 00:02:23.000]  他們研究由2000年到2016年
[00:02:23.000 --> 00:02:26.000]  這五屆的奧運會
[00:02:26.000 --> 00:02:34.000]  他們將400多位運動員領獎時的照片作對比
[00:02:34.000 --> 00:02:38.000]  結果證實了William James的論點
[00:02:38.000 --> 00:02:43.000]  拿銅牌的比拿銀牌的
[00:02:43.000 --> 00:02:48.000]  更有機會露出真正的笑容
[00:02:48.000 --> 00:02:50.000]  為什麼會這樣呢?
[00:02:50.000 --> 00:02:53.000]  研究團隊認為
[00:02:53.000 --> 00:02:58.000]  拿銀牌的通常會和拿金牌的比較
[00:02:58.000 --> 00:03:01.000]  他們會覺得自己只差一步
[00:03:01.000 --> 00:03:06.000]  好像游泳那樣只差零點零幾秒
[00:03:06.000 --> 00:03:09.000]  這樣就輸了金牌
[00:03:09.000 --> 00:03:13.000]  你猜拿銅牌的會和誰比較呢?
[00:03:13.000 --> 00:03:15.000]  和第四位的比較
[00:03:15.000 --> 00:03:18.000]  我怎樣也拿到銅牌
[00:03:18.000 --> 00:03:20.000]  你看看李慧詩
[00:03:20.000 --> 00:03:22.000]  衝到死去活來
[00:03:22.000 --> 00:03:24.000]  拿到銅牌多開心
[00:03:24.000 --> 00:03:27.000]  我們都一起叫了出來
[00:03:27.000 --> 00:03:29.000]  這樣的概念
[00:03:29.000 --> 00:03:31.000]  研究員說不單止
[00:03:31.000 --> 00:03:35.000]  這種和上和下比較的概念
[00:03:35.000 --> 00:03:38.000]  不單止在運動界有
[00:03:38.000 --> 00:03:41.000]  在我們的工作場所
[00:03:41.000 --> 00:03:43.000]  學業上
[00:03:43.000 --> 00:03:46.000]  我們也會有這樣的表現
[00:03:46.000 --> 00:03:49.000]  其實人生在世
[00:03:49.000 --> 00:03:52.000]  很難跟周遭的環境
[00:03:52.000 --> 00:03:55.000]  或者跟身邊發生的人與事
[00:03:55.000 --> 00:03:57.000]  我們完全不理無動於衷
[00:03:57.000 --> 00:03:59.000]  其實是很難的
[00:03:59.000 --> 00:04:02.000]  問題是我們是按著什麼標準
[00:04:02.000 --> 00:04:04.000]  來回應這個世界呢?
[00:04:04.000 --> 00:04:07.000]  我們是按社會的價值觀來回應
[00:04:07.000 --> 00:04:11.000]  還是按照神的旨意來回應呢?
[00:04:11.000 --> 00:04:16.000]  我們要實踐神的心意
[00:04:16.000 --> 00:04:18.000]  我們就要先培養好
[00:04:18.000 --> 00:04:21.000]  我們心靈的土壤
[00:04:21.000 --> 00:04:25.000]  這個土壤就是我們能夠分辨是與非
[00:04:25.000 --> 00:04:29.000]  向世界錯誤的價值觀說不
[00:04:29.000 --> 00:04:31.000]  這個正正就是我今天
[00:04:31.000 --> 00:04:34.000]  想跟大家來看的問題
[00:04:34.000 --> 00:04:36.000]  剛才我們讀那段經文
[00:04:36.000 --> 00:04:38.000]  就是我們都很熟悉的
[00:04:38.000 --> 00:04:40.000]  《五餅二魚》的神蹟
[00:04:40.000 --> 00:04:43.000]  這段信息的神蹟
[00:04:43.000 --> 00:04:46.000]  其實可以說是家傳戶曉
[00:04:46.000 --> 00:04:48.000]  而且這個神蹟
[00:04:48.000 --> 00:04:52.000]  還是四卷福音書都有記載
[00:04:52.000 --> 00:04:54.000]  我們現在就先去看看
[00:04:54.000 --> 00:04:57.000]  這段經文的背景
[00:04:57.000 --> 00:05:00.000]  我們剛才是看十四章十三節
[00:05:00.000 --> 00:05:02.000]  我們由第十三節開始讀起
[00:05:02.000 --> 00:05:06.000]  我想跟大家先看看第一二節
[00:05:06.000 --> 00:05:07.000]  我們一起讀
[00:05:07.000 --> 00:05:10.000]  那時昏風的王希律
[00:05:10.000 --> 00:05:12.000]  聽見耶穌的鳴聲
[00:05:12.000 --> 00:05:14.000]  就對神復說
[00:05:14.000 --> 00:05:16.000]  這是施洗的約翰
[00:05:16.000 --> 00:05:18.000]  從死裡復活
[00:05:18.000 --> 00:05:20.000]  所以這些異能
[00:05:20.000 --> 00:05:23.000]  從他裡面發出來
[00:05:23.000 --> 00:05:26.000]  這兩節的經文
[00:05:26.000 --> 00:05:29.000]  讓我們看到當時耶穌
[00:05:29.000 --> 00:05:32.000]  應該是因為他在各地
[00:05:32.000 --> 00:05:33.000]  行很多神蹟歧視
[00:05:33.000 --> 00:05:34.000]  醫病趕鬼
[00:05:34.000 --> 00:05:36.000]  他的聲明就懸播
[00:05:36.000 --> 00:05:38.000]  他們的鳴聲甚至
[00:05:38.000 --> 00:05:40.000]  傳到希律的耳中
[00:05:40.000 --> 00:05:42.000]  希律聽到的時候
[00:05:42.000 --> 00:05:44.000]  就以為他是施洗約翰
[00:05:44.000 --> 00:05:46.000]  從死裡復活
[00:05:46.000 --> 00:05:49.000]  為什麼希律會這樣想呢?
[00:05:49.000 --> 00:05:51.000]  他是不是很掛念施洗約翰
[00:05:51.000 --> 00:05:53.000]  掛念到見到耶穌
[00:05:53.000 --> 00:05:56.000]  就以為他是施洗約翰呢?
[00:05:56.000 --> 00:05:58.000]  我們要了解這個問題
[00:05:58.000 --> 00:06:00.000]  先看看約翰是怎麼死的
[00:06:00.000 --> 00:06:03.000]  其實在這兩節之後
[00:06:03.000 --> 00:06:06.000]  由第三節到十二節
[00:06:06.000 --> 00:06:11.000]  都是交代施洗約翰的死因
[00:06:11.000 --> 00:06:13.000]  我們看看第三節
[00:06:28.000 --> 00:06:29.000]  希律想要殺他
[00:06:29.000 --> 00:06:31.000]  只是怕百姓
[00:06:31.000 --> 00:06:34.000]  因為他們以約翰為先知
[00:06:34.000 --> 00:06:41.000]  當時希律和本來的老婆離婚
[00:06:41.000 --> 00:06:44.000]  他休了妻子
[00:06:44.000 --> 00:06:47.000]  然後娶希羅底
[00:06:47.000 --> 00:06:50.000]  希羅底是他同父異母的
[00:06:50.000 --> 00:06:53.000]  兄弟菲力的妻子
[00:06:53.000 --> 00:06:55.000]  換句話說
[00:06:55.000 --> 00:06:57.000]  他是亂倫的
[00:06:57.000 --> 00:07:02.000]  當時施洗約翰指出他的錯
[00:07:02.000 --> 00:07:03.000]  你可以想像
[00:07:03.000 --> 00:07:05.000]  希律是一個暴君
[00:07:05.000 --> 00:07:07.000]  他怎麼可以容忍
[00:07:07.000 --> 00:07:10.000]  有人對他直斥其非呢?
[00:07:10.000 --> 00:07:13.000]  所以當時他已經懷恨在心
[00:07:13.000 --> 00:07:15.000]  想殺施洗約翰
[00:07:15.000 --> 00:07:17.000]  只不過因為施洗約翰
[00:07:17.000 --> 00:07:20.000]  很得百姓的愛戴
[00:07:20.000 --> 00:07:22.000]  百姓視他為先知
[00:07:22.000 --> 00:07:25.000]  所以希律基於政治考慮之下
[00:07:25.000 --> 00:07:27.000]  而沒有殺他
[00:07:27.000 --> 00:07:28.000]  將他囚禁
[00:07:28.000 --> 00:07:30.000]  後來在宴會裏
[00:07:30.000 --> 00:07:34.000]  希羅底的女兒能歌善舞
[00:07:34.000 --> 00:07:37.000]  令希律看得很開心
[00:07:37.000 --> 00:07:39.000]  於是誇下海口
[00:07:39.000 --> 00:07:41.000]  你要什麼我都給你
[00:07:41.000 --> 00:07:43.000]  半壁的江山我都給你
[00:07:43.000 --> 00:07:44.000]  都可以
[00:07:44.000 --> 00:07:49.000]  當時希羅底利用這個機會
[00:07:49.000 --> 00:07:53.000]  叫女兒施洗約翰的人頭
[00:07:53.000 --> 00:07:58.000]  果然希律在君無棄言的底下
[00:07:58.000 --> 00:07:59.000]  不需得
[00:07:59.000 --> 00:08:02.000]  於是真是答應他
[00:08:02.000 --> 00:08:05.000]  斬殺了施洗約翰
[00:08:05.000 --> 00:08:07.000]  由此可見我們看到
[00:08:07.000 --> 00:08:10.000]  希律其實是濫殺無辜的
[00:08:10.000 --> 00:08:13.000]  他聽到耶穌行那麼多神蹟騎士的時候
[00:08:13.000 --> 00:08:16.000]  他就想到這個會不會是施洗約翰呢?
[00:08:16.000 --> 00:08:18.000]  當他這樣想的時候
[00:08:18.000 --> 00:08:21.000]  很明顯他不是掛著施洗約翰
[00:08:21.000 --> 00:08:24.000]  他其實是身有屎
[00:08:24.000 --> 00:08:26.000]  作賊心虛
