
[00:00:00.000 --> 00:00:02.680]  今天輪到我來講這個題目
[00:00:02.680 --> 00:00:05.800]  就是耶穌講的一個比喻
[00:00:05.800 --> 00:00:08.360]  剛才姐妹 主席姐妹
[00:00:08.360 --> 00:00:10.460]  嘉賢已經跟我們唸出來了
[00:00:10.460 --> 00:00:13.780]  就是一個無知的財主的比喻
[00:00:13.780 --> 00:00:17.100]  那我們就今天來思想這個比喻給我們
[00:00:17.100 --> 00:00:19.960]  今天在香港做基督徒
[00:00:19.960 --> 00:00:22.960]  我們也一定會面對這個問題
[00:00:22.960 --> 00:00:25.480]  我們對香港常常
[00:00:25.480 --> 00:00:27.980]  談的這個社會問題
[00:00:27.980 --> 00:00:31.900]  貧富懸殊很大的差距
[00:00:31.900 --> 00:00:34.580]  香港也有窮人的問題
[00:00:34.580 --> 00:00:38.220]  我們香港人的生活也是在某一方面
[00:00:38.220 --> 00:00:40.920]  是追求這個財富
[00:00:40.920 --> 00:00:44.720]  要講究我們的薪水多少
[00:00:44.720 --> 00:00:47.900]  我們擁有多少的房產等等
[00:00:47.900 --> 00:00:51.860]  我相信今天要思想耶穌這個教訓
[00:00:51.860 --> 00:00:55.400]  對我們應該可以發一些的反思
[00:00:55.400 --> 00:00:59.380]  幫助我們去面對這個貧窮的問題
[00:00:59.380 --> 00:01:01.380]  財富的問題
[00:01:01.380 --> 00:01:05.020]  裏面有很多其實聖經的教訓
[00:01:05.020 --> 00:01:10.100]  但是今天只能夠有時間去看這個耶穌的教訓
[00:01:10.100 --> 00:01:15.000]  我的題目就是說我們要認識真假的貧富
[00:01:15.000 --> 00:01:17.000]  這兩個問題
[00:01:17.000 --> 00:01:20.460]  裏面都有真的貧窮
[00:01:20.460 --> 00:01:22.460]  假的貧窮
[00:01:22.460 --> 00:01:24.460]  有真的財富
[00:01:24.460 --> 00:01:26.460]  跟假的財富
[00:01:26.460 --> 00:01:30.800]  我們要有求主給我們一個智慧去分辨
[00:01:30.800 --> 00:01:33.180]  不要好像那個財主一樣
[00:01:33.180 --> 00:01:35.180]  耶穌在比喻裏面
[00:01:35.180 --> 00:01:37.880]  乾脆就形容祂說
[00:01:37.880 --> 00:01:40.660]  叫祂做一個無知的財主
[00:01:40.660 --> 00:01:42.660]  無知的人
[00:01:42.660 --> 00:01:45.660]  聖經神自己
[00:01:45.660 --> 00:01:49.440]  要我們不要做一個無知的人
[00:01:49.440 --> 00:01:52.140]  要做一個有真的知識的人
[00:01:52.140 --> 00:01:55.320]  對真理有真的認識
[00:01:55.320 --> 00:01:57.320]  對神 對耶穌
[00:01:57.320 --> 00:01:59.320]  對任何一切的
[00:01:59.320 --> 00:02:01.320]  任何的一個問題
[00:02:01.320 --> 00:02:03.320]  我們要有真的認識
[00:02:03.320 --> 00:02:05.320]  耶穌講這個比喻
[00:02:05.320 --> 00:02:07.320]  在什麼場合
[00:02:07.320 --> 00:02:09.320]  就是在祂跟眾人講到的時候
[00:02:09.320 --> 00:02:11.320]  就有一個人
[00:02:11.320 --> 00:02:13.320]  就提出一個問題
[00:02:13.320 --> 00:02:15.320]  叫耶穌人群裏面
[00:02:15.320 --> 00:02:17.320]  有一個人對耶穌說老師
[00:02:17.320 --> 00:02:22.320]  請你吩咐我的兄弟向我分家業
[00:02:22.320 --> 00:02:24.320]  那我用的這個
[00:02:24.320 --> 00:02:26.320]  這個經文的版本是用
[00:02:26.320 --> 00:02:28.320]  和本的修訂版
[00:02:28.320 --> 00:02:30.320]  裡面有一些字句
[00:02:30.320 --> 00:02:32.320]  跟大家用的這個新一本
[00:02:32.320 --> 00:02:34.320]  可能有一點不一樣
[00:02:34.320 --> 00:02:36.320]  這個人來到耶穌的面前
[00:02:36.320 --> 00:02:38.320]  叫祂做老師
[00:02:38.320 --> 00:02:40.320]  對 耶穌是老師
[00:02:40.320 --> 00:02:42.320]  猶太人叫這些的老師
[00:02:42.320 --> 00:02:44.320]  叫做 Rabbi
[00:02:44.320 --> 00:02:48.320]  Rabbi 請你吩咐
[00:02:48.320 --> 00:02:50.320]  吩咐命令我的兄弟
[00:02:50.320 --> 00:02:52.320]  可能是他的哥哥
[00:02:52.320 --> 00:02:56.320]  好好的跟他分家產
[00:02:56.320 --> 00:02:58.320]  大概這個人就是發現
[00:02:58.320 --> 00:03:00.320]  他的哥哥沒有
[00:03:00.320 --> 00:03:02.320]  很公平公正公義的
[00:03:02.320 --> 00:03:04.320]  替他分家產
[00:03:04.320 --> 00:03:06.320]  欺負他
[00:03:06.320 --> 00:03:08.320]  分少了還是怎麼樣
[00:03:08.320 --> 00:03:10.320]  總而言之他來到耶穌面前
[00:03:10.320 --> 00:03:14.320]  叫耶穌做 Rabbi
[00:03:14.320 --> 00:03:16.320]  你替我斷定這件事
[00:03:16.320 --> 00:03:18.320]  吩咐我的兄弟
[00:03:18.320 --> 00:03:21.320]  在古代猶太人生活的中間
[00:03:21.320 --> 00:03:24.320]  在摩西的律法的時代
[00:03:24.320 --> 00:03:26.320]  的確那些做老師的
[00:03:26.320 --> 00:03:28.320]  做 Rabbi 的
[00:03:28.320 --> 00:03:30.320]  做教導人的
[00:03:30.320 --> 00:03:32.320]  做先知的
[00:03:32.320 --> 00:03:34.320]  他們學生有一些問題
[00:03:34.320 --> 00:03:36.320]  學生好多時候請老師來
[00:03:36.320 --> 00:03:39.320]  做一個主人
[00:03:39.320 --> 00:03:41.320]  或者是做一個審判官
[00:03:41.320 --> 00:03:43.320]  來斷定
[00:03:43.320 --> 00:03:45.320]  誰對誰不對
[00:03:45.320 --> 00:03:47.320]  這是很常見的事
[00:03:47.320 --> 00:03:49.320]  但是耶穌怎麼樣說
[00:03:49.320 --> 00:03:51.320]  耶穌說你這個人
[00:03:51.320 --> 00:03:53.320]  誰理我做你的審判官
[00:03:53.320 --> 00:03:57.320]  要跟你分家產
[00:03:57.320 --> 00:03:59.320]  和給你分家產
[00:03:59.320 --> 00:04:01.320]  耶穌拒絕
[00:04:01.320 --> 00:04:03.320]  做這件事
[00:04:03.320 --> 00:04:05.320]  耶穌明明是 Rabbi
[00:04:05.320 --> 00:04:09.320]  耶穌在出來傳道行神蹟
[00:04:09.320 --> 00:04:12.320]  很多的場合裡面
[00:04:12.320 --> 00:04:14.320]  他的確是以一個先知
[00:04:14.320 --> 00:04:16.320]  跟老師的身份
[00:04:16.320 --> 00:04:18.320]  但是這個人的要求
[00:04:18.320 --> 00:04:21.320]  耶穌儘然拒絕
[00:04:21.320 --> 00:04:23.320]  因為他沒有正正式式的
[00:04:23.320 --> 00:04:25.320]  去找一個老師
[00:04:25.320 --> 00:04:27.320]  辦一些的手續
[00:04:27.320 --> 00:04:30.320]  這個老師是來做這件事
[00:04:30.320 --> 00:04:33.320]  他這個案子的評定的人
[00:04:33.320 --> 00:04:35.320]  他是就在那個場合
[00:04:35.320 --> 00:04:37.320]  聽到耶穌前面講的
[00:04:37.320 --> 00:04:41.320]  這些假冒為善等等的事情
[00:04:41.320 --> 00:04:43.320]  他就叫耶穌
[00:04:43.320 --> 00:04:47.320]  就突然間提出這個課題
[00:04:47.320 --> 00:04:49.320]  來考耶穌
[00:04:49.320 --> 00:04:51.320]  耶穌不聽
[00:04:51.320 --> 00:04:53.320]  耶穌在這個個人的
[00:04:53.320 --> 00:04:55.320]  分家產的事情上
[00:04:55.320 --> 00:04:58.320]  他沒有要做這個事情
[00:04:58.320 --> 00:05:00.320]  耶穌來到世界上的使命
[00:05:00.320 --> 00:05:03.320]  他前前後後講得很清楚
[00:05:03.320 --> 00:05:05.320]  你看這個
[00:05:05.320 --> 00:05:07.320]  馬太福音四本福音書
[00:05:07.320 --> 00:05:09.320]  耶穌在他的教訓裡面
[00:05:09.320 --> 00:05:11.320]  已經講得很清楚
[00:05:11.320 --> 00:05:14.320]  他主要的工作使命
[00:05:14.320 --> 00:05:16.320]  是不是要來這些
[00:05:16.320 --> 00:05:18.320]  個人的事情裡面
[00:05:18.320 --> 00:05:20.320]  生命的裡面調難解分
[00:05:20.320 --> 00:05:21.320]  不是
[00:05:21.320 --> 00:05:23.320]  耶穌有很大的使命
[00:05:23.320 --> 00:05:26.320]  他來是要做真正的主
[00:05:26.320 --> 00:05:29.320]  要救贖要完成救恩的工作
[00:05:29.320 --> 00:05:31.320]  他不是要做一個
[00:05:31.320 --> 00:05:33.320]  這樣普普通通的老師
[00:05:33.320 --> 00:05:35.320]  而且在這件事裡面
