
[00:00:00.000 --> 00:00:02.000]  健康的身體
[00:00:02.000 --> 00:00:05.000]  健康的靈命
[00:00:05.000 --> 00:00:09.000]  一齊來到溫暖的家庭敬拜主
[00:00:09.000 --> 00:00:14.000]  今日訊息的主題是
[00:00:14.000 --> 00:00:19.000]  願天國降臨
[00:00:19.000 --> 00:00:23.000]  耶穌教我們
[00:00:23.000 --> 00:00:26.000]  和教門徒
[00:00:26.000 --> 00:00:29.000]  他們教我們禱告的願望
[00:00:31.000 --> 00:00:34.000]  我們在天上的父願人都尊
[00:00:34.000 --> 00:00:36.000]  你的名為聖
[00:00:36.000 --> 00:00:38.000]  願你的國降臨
[00:00:38.000 --> 00:00:40.000]  願你的旨意
[00:00:40.000 --> 00:00:42.000]  行在地上
[00:00:42.000 --> 00:00:44.000]  而同行在天上
[00:00:44.000 --> 00:00:50.000]  但願天國降臨
[00:00:50.000 --> 00:00:54.000]  亦都是時時成為我們的願望
[00:00:54.000 --> 00:00:58.000]  今日的訊息
[00:00:59.000 --> 00:01:05.000]  會讓我們看到天國在地上的景象
[00:01:05.000 --> 00:01:10.000]  憑信心我們亦都可以見到
[00:01:10.000 --> 00:01:17.000]  將來天國降臨的榮耀
[00:01:17.000 --> 00:01:22.000]  訊息的結尾會提到
[00:01:22.000 --> 00:01:28.000]  怎樣用行動來促成我們的願望
[00:01:30.000 --> 00:01:33.000]  請我們大家一齊低頭祈禱
[00:01:33.000 --> 00:01:36.000]  感謝主給我們有這個機會
[00:01:36.000 --> 00:01:38.000]  聽你的道理
[00:01:38.000 --> 00:01:45.000]  願意你的真道在我們的心裏面發芽長大
[00:01:45.000 --> 00:01:49.000]  成為我們生命的盼望
[00:01:49.000 --> 00:01:52.000]  憑主耶穌的名叫阿們
[00:01:52.000 --> 00:01:56.000]  剛才讀經
[00:01:58.000 --> 00:02:07.000]  記載了耶穌用一個很小的芥菜種
[00:02:07.000 --> 00:02:10.000]  長成一棵大樹
[00:02:10.000 --> 00:02:13.000]  來比喻天國
[00:02:13.000 --> 00:02:18.000]  就好像少數的信徒
[00:02:18.000 --> 00:02:23.000]  增加到極大的信徒群體
[00:02:24.000 --> 00:02:30.000]  一直到進入神的國度
[00:02:30.000 --> 00:02:41.000]  保羅講給爾忽所的信徒
[00:02:41.000 --> 00:02:47.000]  關於天國降臨的奧悲
[00:02:47.000 --> 00:02:53.000]  他說這奧悲就是外族人
[00:02:55.000 --> 00:02:57.000]  在基督耶穌裏藉著
[00:02:57.000 --> 00:03:00.000]  福音可以同作後至
[00:03:00.000 --> 00:03:02.000]  同為一體
[00:03:02.000 --> 00:03:05.000]  同夢應許
[00:03:05.000 --> 00:03:12.000]  保羅
[00:03:12.000 --> 00:03:20.000]  以塞亞也在耶穌來之前七八年
[00:03:22.000 --> 00:03:24.000]  也預言這件事
[00:03:24.000 --> 00:03:30.000]  他說最小的要成為一族
[00:03:30.000 --> 00:03:34.000]  微弱的要成為強盛
[00:03:34.000 --> 00:03:39.000]  強盛的國
[00:03:39.000 --> 00:03:46.000]  耶穌說必按著定期速速作成者事
[00:03:50.000 --> 00:03:53.000]  若我們遵行天父的旨意
[00:03:53.000 --> 00:03:55.000]  天國的景象
[00:03:55.000 --> 00:03:59.000]  就會顯然在我們的中間
[00:03:59.000 --> 00:04:07.000]  耶穌曾經用很多比喻
[00:04:07.000 --> 00:04:10.000]  來解釋天國
[00:04:10.000 --> 00:04:12.000]  解釋神的心意
[00:04:12.000 --> 00:04:15.000]  解釋人生的目的
[00:04:15.000 --> 00:04:19.000]  解釋將來世界等等
[00:04:21.000 --> 00:04:27.000]  用介賽樹解釋天國是其中一個比喻
[00:04:27.000 --> 00:04:33.000]  我們憑著一個盼望
[00:04:33.000 --> 00:04:36.000]  憑著信心懷著一個盼望
[00:04:36.000 --> 00:04:39.000]  就是將來
[00:04:39.000 --> 00:04:47.000]  地上所有的聖徒都會進入天國
[00:04:48.000 --> 00:04:54.000]  跟耶穌一起享受永恆的榮耀
[00:04:54.000 --> 00:04:57.000]  以及福樂
[00:04:57.000 --> 00:05:08.000]  現在用三個重點來講述
[00:05:08.000 --> 00:05:12.000]  願天國降臨這個信息
[00:05:12.000 --> 00:05:14.000]  第一點
[00:05:16.000 --> 00:05:18.000]  天國的景象
[00:05:18.000 --> 00:05:26.000]  天國的景象就好像起落在人間
[00:05:26.000 --> 00:05:29.000]  第二點
[00:05:29.000 --> 00:05:33.000]  景象變形
[00:05:33.000 --> 00:05:36.000]  景象漸變形
[00:05:36.000 --> 00:05:44.000]  信徒增加的速度慢慢慢慢慢下來
[00:05:46.000 --> 00:05:47.000]  第三點
[00:05:47.000 --> 00:05:51.000]  所以我們要努力傳福音
[00:05:51.000 --> 00:05:57.000]  一直到各地的信徒
[00:05:57.000 --> 00:06:05.000]  因為信耶穌都能夠進入永恆的天國
[00:06:05.000 --> 00:06:14.000]  我們的教會有很多相似這三點的情形
[00:06:16.000 --> 00:06:24.000]  求神教導我們從今天的信息得到提醒和勉勵
[00:06:24.000 --> 00:06:28.000]  第一點
[00:06:28.000 --> 00:06:31.000]  天國的景象
[00:06:31.000 --> 00:06:36.000]  主耶穌復活升天之後
[00:06:36.000 --> 00:06:43.000]  信徒就體驗到天國在人間的起落
[00:06:45.000 --> 00:06:48.000]  《使徒行傳》第一章的時候
[00:06:48.000 --> 00:06:55.000]  耶穌用很多憑句將自己活活地顯示給使徒看
[00:06:55.000 --> 00:07:00.000]  述說神國的事
[00:07:00.000 --> 00:07:12.000]  《使徒行傳》第二章記載信徒在團契生活上
[00:07:13.000 --> 00:07:18.000]  體驗到天國在地上的起落
[00:07:18.000 --> 00:07:27.000]  信耶穌之後受洗
[00:07:27.000 --> 00:07:33.000]  又遵守神的教訓
[00:07:33.000 --> 00:07:38.000]  這裡指出給我們學習
[00:07:39.000 --> 00:07:45.000]  受浸不是拿著一個畢業的文憑
[00:07:45.000 --> 00:07:49.000]  將來進入天堂
[00:07:49.000 --> 00:07:53.000]  如果這樣的時候
[00:07:53.000 --> 00:07:59.000]  耶穌會說他不認識你
[00:07:59.000 --> 00:08:02.000]  所以不要忘記
[00:08:03.000 --> 00:08:09.000]  讓神的話語指示你走人生的路程
[00:08:09.000 --> 00:08:24.000]  各人的需要都得到滿足
[00:08:24.000 --> 00:08:31.000]  憑著愛心分享食物是信徒的習慣
[00:08:33.000 --> 00:08:36.000]  有的不要貪心
[00:08:36.000 --> 00:08:43.000]  缺乏的不要怕別人看不起你
[00:08:43.000 --> 00:08:54.000]  當時各人存著感謝神的心來吃飯
[00:08:54.000 --> 00:08:58.000]  感謝我們的天父的祝福
[00:08:59.000 --> 00:09:07.000]  這是非常可愛的一個溫暖的家庭
[00:09:07.000 --> 00:09:24.000]  信徒時時有合一的心等候天父的旨意
[00:09:24.000 --> 00:09:29.000]  而行在地上而同行在天上
[00:09:29.000 --> 00:09:43.000]  他們用紀念耶穌為罪人死、復活、升天、再來
[00:09:43.000 --> 00:09:47.000]  好像我們剛才守聖餐一樣
[00:09:51.000 --> 00:09:56.000]  我們每天在殿裡聚集紀念耶穌
[00:09:56.000 --> 00:10:06.000]  你和我也可以學習每天在心裡紀念主耶穌
[00:10:06.000 --> 00:10:16.000]  聖靈賜能力比使徒行了很多神蹟奇事
[00:10:19.000 --> 00:10:24.000]  根據神學家Wayne Gruden的解釋
[00:10:24.000 --> 00:10:27.000]  神蹟是什麼呢?
[00:10:27.000 --> 00:10:36.000]  神蹟是神以一種奇妙和超自然的方式
[00:10:36.000 --> 00:10:44.000]  憑著聖靈作功在有信心的信徒中
[00:10:47.000 --> 00:10:51.000]  我也在教會裡聽到很多弟兄姊妹
[00:10:51.000 --> 00:11:02.000]  分享他們如何讓聖靈在他們身上行奇蹟的見證
[00:11:02.000 --> 00:11:10.000]  當時的信徒他們存在敬畏的心
[00:11:10.000 --> 00:11:13.000]  來感謝神的救恩
[00:11:14.000 --> 00:11:17.000]  感謝聖靈所賜的能力
[00:11:17.000 --> 00:11:20.000]  以及天父的旨意
[00:11:20.000 --> 00:11:25.000]  行在地上如同行在天上
[00:11:25.000 --> 00:11:31.000]  一個敬畏神溫暖的家庭
[00:11:31.000 --> 00:11:42.000]  眾人都喜愛一個敬畏神又溫暖的家庭
[00:11:42.000 --> 00:11:49.000]  所以信徒的人數在兩個世紀之內增加了27倍
[00:11:49.000 --> 00:11:56.000]  吸引了很多信徒聚集
[00:11:56.000 --> 00:12:08.000]  這裡應該有音樂
[00:12:12.000 --> 00:12:39.000]  [音樂]
[00:12:41.000 --> 00:12:46.000]  雖然時光飛逝永不回
[00:12:46.000 --> 00:12:49.000]  往事只能回味
[00:12:49.000 --> 00:12:56.000]  讓我們回憶在敬畏神的家庭裡的溫暖
[00:12:56.000 --> 00:13:00.000]  將來有一天
[00:13:00.000 --> 00:13:06.000]  你會回味在這個家庭裡的溫暖
[00:13:09.000 --> 00:13:12.000]  從此你就可以更加親近神
[00:13:12.000 --> 00:13:15.000]  並且得到祂的安慰
[00:13:15.000 --> 00:13:20.000]  第二點
[00:13:20.000 --> 00:13:24.000]  景象漸漸變形
[00:13:24.000 --> 00:13:30.000]  信徒增加的速度因為各種原因
[00:13:30.000 --> 00:13:33.000]  漸漸慢下來
[00:13:37.000 --> 00:13:40.000]  是不是應該27倍呢
[00:13:40.000 --> 00:13:46.000]  從第二個世紀到第三個世紀只有15倍
[00:13:46.000 --> 00:13:52.000]  為什麼不是27倍呢
[00:13:52.000 --> 00:13:55.000]  原因是什麼呢
[00:13:55.000 --> 00:14:06.000]  因為當日的羅馬王用各種殘暴的方法
[00:14:07.000 --> 00:14:14.000]  來殺害不肯拜羅馬各種神靈的信徒
[00:14:14.000 --> 00:14:21.000]  在你們的右手邊那些就是羅馬
[00:14:21.000 --> 00:14:24.000]  拜的羅馬人
[00:14:24.000 --> 00:14:28.000]  拜的不同種類的偶像
[00:14:28.000 --> 00:14:30.000]  他們的神
[00:14:30.000 --> 00:14:32.000]  他們的神靈
[00:14:34.000 --> 00:14:38.000]  左邊就是羅馬人
[00:14:38.000 --> 00:14:43.000]  用各種殘酷的方法
[00:14:43.000 --> 00:14:46.000]  來殺害基督徒
[00:14:46.000 --> 00:14:53.000]  你可以看到放基督徒進去的獅子坑
[00:14:53.000 --> 00:14:58.000]  你可以看到釘死很多基督徒在十字架上
[00:15:04.000 --> 00:15:08.000]  當時的猶太人跟著猶太的信徒
[00:15:08.000 --> 00:15:15.000]  猶太的教徒迫害基督徒
[00:15:15.000 --> 00:15:19.000]  不准他們進去回堂
[00:15:19.000 --> 00:15:27.000]  結果信主的人數不斷減少
[00:15:35.000 --> 00:15:36.000]  第一
[00:15:36.000 --> 00:15:38.000]  至第三世紀
[00:15:38.000 --> 00:15:48.000]  全世界人口有3.4%是信徒
[00:15:48.000 --> 00:15:54.000]  第四世紀到第21世紀
[00:15:54.000 --> 00:15:55.000]  即是現在
[00:15:58.000 --> 00:16:04.000]  信徒只佔世界人口的1.1%
[00:16:04.000 --> 00:16:09.000]  3.4%
[00:16:09.000 --> 00:16:14.000]  慢慢到1.1%
[00:16:14.000 --> 00:16:19.000]  請大家看看為什麼
[00:16:19.000 --> 00:16:25.000]  從宗教調查的地圖
[00:16:26.000 --> 00:16:28.000]  可以看到逼迫信徒
[00:16:28.000 --> 00:16:32.000]  產生在世界各個不同的地方
[00:16:32.000 --> 00:16:37.000]  調查亦都報告
[00:16:37.000 --> 00:16:39.000]  迫害的方法
[00:16:39.000 --> 00:16:41.000]  各地不同
[00:16:41.000 --> 00:16:48.000]  亦有好像羅馬時代那麼殘忍的迫害
[00:16:48.000 --> 00:16:55.000]  加上不同的宗派
[00:16:57.000 --> 00:17:00.000]  亦有不同的信仰的觀念
[00:17:00.000 --> 00:17:05.000]  宗派的內外
[00:17:05.000 --> 00:17:09.000]  時時有爭論
[00:17:09.000 --> 00:17:14.000]  甚至不能夠和睦相處
[00:17:14.000 --> 00:17:20.000]  又因為
[00:17:20.000 --> 00:17:23.000]  好像耶穌說的
[00:17:25.000 --> 00:17:26.000]  我是葡萄樹
[00:17:26.000 --> 00:17:28.000]  你們是枝子
[00:17:28.000 --> 00:17:30.000]  常在我裡面的
[00:17:30.000 --> 00:17:32.000]  我也常在他裡面
[00:17:32.000 --> 00:17:35.000]  這人就多結果子
[00:17:35.000 --> 00:17:38.000]  人若不在我裡面
[00:17:38.000 --> 00:17:41.000]  就像枝子
[00:17:41.000 --> 00:17:43.000]  雕在外面枯乾
[00:17:43.000 --> 00:17:45.000]  人拾起來
[00:17:45.000 --> 00:17:48.000]  雕在火裡燒掉
[00:17:48.000 --> 00:17:52.000]  雕在外面枯乾
[00:17:53.000 --> 00:17:55.000]  雕在火裡燒掉
[00:17:55.000 --> 00:18:01.000]  象徵這個人在追求其他的信仰
[00:18:01.000 --> 00:18:04.000]  或者神秘的哲理
[00:18:04.000 --> 00:18:09.000]  不在主的裡面
[00:18:09.000 --> 00:18:15.000]  耶穌
