
[00:00:00.000 --> 00:00:04.000]  上個星期我們看過彼得的故事
[00:00:04.000 --> 00:00:07.000]  他三次不認主
[00:00:07.000 --> 00:00:11.000]  可以說是跌入了人生的低谷
[00:00:11.000 --> 00:00:15.000]  那段時間我相信彼得真是自怨自艾
[00:00:15.000 --> 00:00:19.000]  他嘗試回到以前那種固有生活
[00:00:19.000 --> 00:00:23.000]  嘗試忘記以前的失敗或者痛苦
[00:00:23.000 --> 00:00:26.000]  不過似乎不是很有用
[00:00:26.000 --> 00:00:29.000]  當耶穌在加利利的海旁
[00:00:29.000 --> 00:00:32.000]  第三次向門徒顯現的時候
[00:00:32.000 --> 00:00:36.000]  奇怪在於耶穌沒有責備這幫門徒
[00:00:36.000 --> 00:00:40.000]  反而在岸邊為這幫人預備早餐
[00:00:40.000 --> 00:00:44.000]  彷彿在彼得跌倒的時候
[00:00:44.000 --> 00:00:48.000]  耶穌伸出他的手幫彼得站起來
[00:00:48.000 --> 00:00:51.000]  這個是整個故事的上集
[00:00:51.000 --> 00:00:54.000]  我們今天來看這個故事的下集
[00:00:54.000 --> 00:01:00.000]  這個故事說他們吃完了早餐
[00:01:00.000 --> 00:01:04.000]  耶穌問彼得要向他兒子西門
[00:01:04.000 --> 00:01:07.000]  你愛我比這些更深嗎?
[00:01:07.000 --> 00:01:10.000]  聖經這裡所說的這些
[00:01:10.000 --> 00:01:14.000]  不是很清楚說到耶穌在說什麼
[00:01:14.000 --> 00:01:15.000]  什麼這些
[00:01:15.000 --> 00:01:17.000]  有些解經家就說
[00:01:17.000 --> 00:01:21.000]  會不會是耶穌在說那些魚啊
[00:01:21.000 --> 00:01:23.000]  餅啊等等呢
[00:01:23.000 --> 00:01:25.000]  又或者會不會是耶穌在說
[00:01:25.000 --> 00:01:28.000]  他們謀生的船啊網啊等等呢
[00:01:28.000 --> 00:01:30.000]  又或者耶穌會不會在說
[00:01:30.000 --> 00:01:32.000]  你對耶穌的愛
[00:01:32.000 --> 00:01:35.000]  大不大得過深不深得過
[00:01:35.000 --> 00:01:38.000]  其他門徒對耶穌的愛啊
[00:01:38.000 --> 00:01:41.000]  聖經沒有說彼得有追問下去
[00:01:41.000 --> 00:01:43.000]  所以我們大概可以想像
[00:01:43.000 --> 00:01:46.000]  當時面對面的交流裡面
[00:01:46.000 --> 00:01:48.000]  彼得已經知道會議到
[00:01:48.000 --> 00:01:50.000]  耶穌基督說的是什麼
[00:01:50.000 --> 00:01:53.000]  不過無論這個書所說的這些
[00:01:53.000 --> 00:01:55.000]  是指到什麼東西
[00:01:55.000 --> 00:01:57.000]  耶穌基督的這個問題呢
[00:01:57.000 --> 00:01:58.000]  可以說說
[00:01:58.000 --> 00:02:00.000]  一下子就刺中
[00:02:00.000 --> 00:02:03.000]  戳中彼得最痛的地方
[00:02:03.000 --> 00:02:04.000]  為什麼
[00:02:04.000 --> 00:02:06.000]  因為我上次也說過
[00:02:06.000 --> 00:02:08.000]  很有可能彼得其實呢
[00:02:08.000 --> 00:02:10.000]  想過無數次
[00:02:10.000 --> 00:02:11.000]  他自己都問過自己
[00:02:11.000 --> 00:02:13.000]  究竟我愛不愛這個
[00:02:13.000 --> 00:02:15.000]  我的主耶穌基督呢
[00:02:15.000 --> 00:02:16.000]  我愛不愛他呢
[00:02:16.000 --> 00:02:18.000]  我相信彼得自己知道的
[00:02:18.000 --> 00:02:20.000]  他是愛這個耶穌基督的
[00:02:20.000 --> 00:02:22.000]  不過行動做出來
[00:02:22.000 --> 00:02:24.000]  卻是三次不認主
[00:02:24.000 --> 00:02:27.000]  大家對這個情況
[00:02:27.000 --> 00:02:30.000]  有沒有一些似曾相識的感覺
[00:02:30.000 --> 00:02:31.000]  記不記得
[00:02:31.000 --> 00:02:33.000]  主耶穌自己都這樣說
[00:02:33.000 --> 00:02:34.000]  他說
[00:02:34.000 --> 00:02:36.000]  你們一定要警醒禱告
[00:02:36.000 --> 00:02:38.000]  免得入了迷惑
[00:02:38.000 --> 00:02:39.000]  因為為什麼
[00:02:39.000 --> 00:02:41.000]  你們心靈
[00:02:41.000 --> 00:02:44.000]  固然願意肉體卻軟弱了
[00:02:44.000 --> 00:02:46.000]  就是我們不是沒有心
[00:02:46.000 --> 00:02:48.000]  是有心不過沒有力
[00:02:48.000 --> 00:02:51.000]  也是使徒保羅的經驗
[00:02:51.000 --> 00:02:54.000]  使徒保羅在羅馬書第七章這樣說
[00:02:54.000 --> 00:02:55.000]  他說
[00:02:55.000 --> 00:02:56.000]  立志為善
[00:02:56.000 --> 00:02:58.000]  我想做好人就由得我
[00:02:58.000 --> 00:03:00.000]  不過行出來
[00:03:00.000 --> 00:03:02.000]  卻由不得我
[00:03:02.000 --> 00:03:04.000]  所以我所願意的善
[00:03:04.000 --> 00:03:05.000]  我又不會做
[00:03:05.000 --> 00:03:06.000]  我不想做的惡
[00:03:06.000 --> 00:03:08.000]  我反而去做
[00:03:08.000 --> 00:03:10.000]  保羅在那裡
[00:03:10.000 --> 00:03:15.000]  將他人生最無奈的事情
[00:03:15.000 --> 00:03:18.000]  就像一種吶喊一樣說出來
[00:03:18.000 --> 00:03:20.000]  不是我們不想去愛
[00:03:20.000 --> 00:03:21.000]  不過很多時候我們發覺
[00:03:21.000 --> 00:03:23.000]  我們得完美的生命
[00:03:23.000 --> 00:03:27.000]  是沒有辦法能夠活出完美的愛
[00:03:27.000 --> 00:03:30.000]  使徒約翰在約翰一書那裡
[00:03:30.000 --> 00:03:31.000]  跟我們說
[00:03:31.000 --> 00:03:33.000]  人能夠去愛
[00:03:33.000 --> 00:03:34.000]  為什麼
[00:03:34.000 --> 00:03:36.000]  因為神先愛我們
[00:03:36.000 --> 00:03:40.000]  神對人的愛彰顯了
[00:03:40.000 --> 00:03:43.000]  究竟愛是什麼一回事
[00:03:43.000 --> 00:03:45.000]  神的愛也給我們有能力
[00:03:45.000 --> 00:03:49.000]  去活出一個耶穌基督的愛
[00:03:49.000 --> 00:03:51.000]  如果我們留心看看
[00:03:51.000 --> 00:03:54.000]  耶穌和彼得這個對話當中
[00:03:54.000 --> 00:03:57.000]  其實耶穌基督是告訴我們
[00:03:57.000 --> 00:03:59.000]  愛的能力是什麼
[00:03:59.000 --> 00:04:03.000]  如果我們看這個十五到十七節
[00:04:03.000 --> 00:04:05.000]  這三節的經文
[00:04:05.000 --> 00:04:08.000]  耶穌是問了彼得三次
[00:04:08.000 --> 00:04:10.000]  你愛我嗎
[00:04:10.000 --> 00:04:11.000]  三次
[00:04:11.000 --> 00:04:13.000]  第一次彼得怎麼回答
[00:04:13.000 --> 00:04:16.000]  彼得說主啊是的
[00:04:16.000 --> 00:04:20.000]  你知道我愛你
[00:04:20.000 --> 00:04:21.000]  大家我想大家留意
[00:04:21.000 --> 00:04:24.000]  在耶穌發明的時候用的那個愛
[00:04:24.000 --> 00:04:27.000]  和彼得回答的時候那個愛
[00:04:27.000 --> 00:04:30.000]  在希臘原文是兩個不同的字
[00:04:30.000 --> 00:04:33.000]  耶穌用的那個是阿加皮
[00:04:33.000 --> 00:04:35.000]  我們翻譯中文是愛
[00:04:35.000 --> 00:04:37.000]  不過彼得回應的
[00:04:37.000 --> 00:04:39.000]  用那個希臘文那個愛
[00:04:39.000 --> 00:04:41.000]  翻譯成愛中文
[00:04:41.000 --> 00:04:43.000]  不過用的字是完全另外一個字
[00:04:43.000 --> 00:04:45.000]  兩個字有什麼不同
[00:04:45.000 --> 00:04:46.000]  如果說阿加皮
[00:04:46.000 --> 00:04:48.000]  耶穌基督用的那個愛
[00:04:48.000 --> 00:04:50.000]  是指到一個很深沉
[00:04:50.000 --> 00:04:52.000]  但是有犧牲
[00:04:52.000 --> 00:04:55.000]  是一種沒有條件的愛
[00:04:55.000 --> 00:04:57.000]  是一個很高層次的愛
[00:04:57.000 --> 00:04:59.000]  不過彼得用的那個愛
[00:04:59.000 --> 00:05:04.000]  是泛指一些兄弟之間深厚的愛
[00:05:04.000 --> 00:05:07.000]  大家看到分別了
[00:05:07.000 --> 00:05:10.000]  耶穌問彼得你願不願意對我
[00:05:10.000 --> 00:05:12.000]  是一種沒有保留
[00:05:12.000 --> 00:05:14.000]  沒有條件的愛
[00:05:14.000 --> 00:05:18.000]  而不是單是朋友兄弟之間的愛
[00:05:18.000 --> 00:05:21.000]  不過彼得的回應
[00:05:21.000 --> 00:05:24.000]  就讓我們看到
[00:05:24.000 --> 00:05:28.000]  當時彼得內心的心境是怎麼樣
[00:05:28.000 --> 00:05:34.000]  在彼得三次不認耶穌的時候
[00:05:34.000 --> 00:05:36.000]  我們可以看到
[00:05:36.000 --> 00:05:39.000]  似乎彼得從一個什麼都說出來
[00:05:39.000 --> 00:05:42.000]  什麼都第一時間就有反應的人
[00:05:42.000 --> 00:05:46.000]  慢慢變成一個很內斂的人
[00:05:46.000 --> 00:05:47.000]  他的答案
[00:05:47.000 --> 00:05:49.000]  你可以說是一個很誠實的答案
[00:05:49.000 --> 00:05:51.000]  彷彿他好像跟耶穌說
[00:05:51.000 --> 00:05:56.000]  主啊 我的失敗已經證明了
[00:05:56.000 --> 00:05:58.000]  我沒有能力對你付出一種
[00:05:58.000 --> 00:06:00.000]  沒有條件沒有保留的愛
[00:06:00.000 --> 00:06:02.000]  我現在只能夠給你
[00:06:02.000 --> 00:06:07.000]  主啊 就是一種破碎了的友誼
[00:06:07.000 --> 00:06:10.000]  很明顯彼得
[00:06:10.000 --> 00:06:12.000]  那個時候的彼得
[00:06:12.000 --> 00:06:15.000]  很明顯他沒有寬恕自己
[00:06:15.000 --> 00:06:18.000]  他仍然好像一個監牢那樣
[00:06:18.000 --> 00:06:21.000]  被他的內疚被他的羞辱所困住
[00:06:21.000 --> 00:06:23.000]  出不來
[00:06:23.000 --> 00:06:24.000]  我相信彼得是知道
[00:06:24.000 --> 00:06:26.000]  他好像在坐牢那樣
[00:06:26.000 --> 00:06:27.000]  不過無能為力
[00:06:27.000 --> 00:06:28.000]  他做不到任何事
