
[00:00:00.000 --> 00:00:05.200]  無節我們大家都應該有略略知道
[00:00:05.200 --> 00:00:07.500]  是紀念耶穌復活的
[00:00:07.500 --> 00:00:08.500]  那麼耶穌復活
[00:00:08.500 --> 00:00:11.500]  究竟在很多未信的人來說
[00:00:11.500 --> 00:00:12.800]  都不是知道太多
[00:00:12.800 --> 00:00:14.700]  經常聽到我們說什麼耶穌復活
[00:00:14.700 --> 00:00:17.800]  都不是太知道我們其實說的是什麼
[00:00:17.800 --> 00:00:21.200]  那麼我今天就給一個很大的挑戰自己
[00:00:21.200 --> 00:00:23.400]  將這個我們要傳的福音
[00:00:23.400 --> 00:00:24.800]  由頭講到尾一次
[00:00:24.800 --> 00:00:30.000]  也是借著剛剛送給大家的一份小禮物
[00:00:30.000 --> 00:00:33.600]  那麼可以聽我這裡一直講解一下
[00:00:33.600 --> 00:00:35.200]  那麼你就會更加明白
[00:00:35.200 --> 00:00:39.000]  這一份禮物裡面所講的是什麼
[00:00:39.000 --> 00:00:41.000]  那麼我們一直都在基督教裡面
[00:00:41.000 --> 00:00:43.400]  告訴大家知道這個世界是怎麼來的
[00:00:43.400 --> 00:00:47.400]  就不是自己有的
[00:00:47.400 --> 00:00:49.300]  那麼奇妙的世界
[00:00:49.300 --> 00:00:51.000]  那麼美的世界
[00:00:51.000 --> 00:00:55.500]  如果你去研究去留心這個世界各樣的事物
[00:00:55.500 --> 00:00:58.300]  無論大到星球宇宙
[00:00:58.300 --> 00:01:01.300]  無論小到生命的微生物
[00:01:01.300 --> 00:01:03.800]  一些結構、功能等等
[00:01:03.800 --> 00:01:09.000]  你都會很讚嘆這個世界各樣東西的創造
[00:01:09.000 --> 00:01:10.500]  那麼我們會告訴你
[00:01:10.500 --> 00:01:12.000]  聖經也都告訴你
[00:01:12.000 --> 00:01:14.400]  這個世界是神創造的
[00:01:14.400 --> 00:01:16.000]  那麼這個世界是神創造的
[00:01:16.000 --> 00:01:17.400]  他創造了宇宙萬物
[00:01:17.400 --> 00:01:18.400]  創造了人
[00:01:18.400 --> 00:01:22.000]  原本是一幅很美很美的圖畫
[00:01:22.000 --> 00:01:24.400]  就是神創造了萬物之後
[00:01:24.400 --> 00:01:26.500]  然後創造人他告訴人
[00:01:26.500 --> 00:01:28.600]  就是說創造了這麼多東西
[00:01:28.600 --> 00:01:33.700]  其實就是想人來去享用
[00:01:33.700 --> 00:01:37.600]  來去管理這個大地所有的東西
[00:01:37.600 --> 00:01:39.200]  都是給我們去享用
[00:01:39.200 --> 00:01:44.600]  是很好的一個事情
[00:01:44.600 --> 00:01:47.500]  但是這個這麼好的事情
[00:01:47.500 --> 00:01:48.500]  我們都知道
[00:01:48.500 --> 00:01:51.100]  創世紀如果大家都略略看過聖經
[00:01:51.100 --> 00:01:53.100]  或者聽過一些聖經故事的
[00:01:53.100 --> 00:01:58.900]  就是說人一出現了在那個舞台出來
[00:01:58.900 --> 00:02:03.100]  第一件事就是說人犯罪
[00:02:03.100 --> 00:02:04.200]  人犯罪是什麼呢
[00:02:04.200 --> 00:02:08.400]  我們就說原來人是不信神說的話
[00:02:08.400 --> 00:02:10.500]  神當日在伊利園裡面
[00:02:10.500 --> 00:02:14.300]  就創造了做了人、阿當和夏娃
[00:02:14.300 --> 00:02:15.900]  就跟他們說
[00:02:15.900 --> 00:02:17.900]  這個園裡面所有的果子
[00:02:17.900 --> 00:02:19.800]  所有的東西你都可以拿來吃
[00:02:19.800 --> 00:02:20.800]  都可以享用
[00:02:20.800 --> 00:02:23.600]  不過小心這一棵樹
[00:02:23.600 --> 00:02:25.900]  上面的果子你不要吃
[00:02:25.900 --> 00:02:28.700]  你吃的日子你必定死的
[00:02:28.700 --> 00:02:30.700]  就是這樣很簡單是不是
[00:02:30.700 --> 00:02:33.900]  全個園裡面有很多很多不同的果子
[00:02:33.900 --> 00:02:35.300]  很多東西可以吃
[00:02:35.300 --> 00:02:36.900]  一棵不能吃而已
[00:02:36.900 --> 00:02:37.700]  很鹹而已
[00:02:37.700 --> 00:02:40.700]  就等於如果你去吃自助餐
[00:02:40.700 --> 00:02:43.500]  這個大酒店的自助餐
[00:02:43.500 --> 00:02:44.500]  很多東西吃的
[00:02:44.500 --> 00:02:47.500]  如果你是小孩的話
[00:02:47.500 --> 00:02:48.500]  爸媽跟你說
[00:02:48.500 --> 00:02:50.300]  你全部東西都可以吃
[00:02:50.300 --> 00:02:52.500]  只是這一碟你不要吃
[00:02:52.500 --> 00:02:54.100]  其實也很簡單的
[00:02:54.100 --> 00:02:56.100]  這麼多東西都可以吃
[00:02:56.100 --> 00:02:57.100]  只有一碟不好吃
[00:02:57.100 --> 00:02:59.100]  你聽就OK了
[00:02:59.100 --> 00:02:59.900]  就沒有問題了
[00:02:59.900 --> 00:03:05.500]  但是人就是因著有魔鬼去試探他的時候
[00:03:05.500 --> 00:03:08.900]  他就開始懷疑神所說的話
[00:03:08.900 --> 00:03:12.500]  是不是真的對的呢
[00:03:12.500 --> 00:03:15.500]  我們歸納起來就是說
[00:03:15.500 --> 00:03:19.500]  其實當時人是不相信神所說的話
[00:03:19.500 --> 00:03:21.100]  神說你吃的日子你必定死
[00:03:21.100 --> 00:03:22.100]  他就說不是的
[00:03:22.100 --> 00:03:23.100]  這麼漂亮
[00:03:23.100 --> 00:03:24.500]  越看越漂亮
[00:03:24.500 --> 00:03:26.500]  吃了也應該挺好吃的
[00:03:26.500 --> 00:03:28.100]  魔鬼說
[00:03:28.100 --> 00:03:30.100]  吃了原來有智慧
[00:03:30.100 --> 00:03:31.500]  有智慧也挺好的
[00:03:31.500 --> 00:03:33.500]  越想越看
[00:03:33.500 --> 00:03:34.900]  就吃了
[00:03:34.900 --> 00:03:37.100]  就是沒有聽到神的說話
[00:03:37.100 --> 00:03:39.500]  所以他是不相信神所說的話
[00:03:39.500 --> 00:03:41.100]  因為這樣不相信神
[00:03:41.100 --> 00:03:43.100]  罪就進入了世界
[00:03:43.100 --> 00:03:44.500]  罪的意思是什麼呢
[00:03:44.500 --> 00:03:46.100]  罪的意思就是說
[00:03:46.100 --> 00:03:48.100]  神所叫你做的那些
[00:03:48.100 --> 00:03:50.500]  你就領外
[00:03:50.500 --> 00:03:51.500]  做另一面
[00:03:51.500 --> 00:03:53.100]  那些就是罪
[00:03:53.100 --> 00:03:54.700]  就是不聽神說的話
[00:03:54.700 --> 00:03:56.100]  就是犯罪
[00:03:56.100 --> 00:04:01.100]  不一定是大到我們覺得很大很嚴重的罪
[00:04:01.100 --> 00:04:02.100]  才是罪
[00:04:02.100 --> 00:04:04.100]  在聖經裡面所告訴我們
[00:04:04.100 --> 00:04:06.500]  就是神叫我們做的事你不會做
[00:04:06.500 --> 00:04:08.500]  神叫了你說這個不好
[00:04:08.500 --> 00:04:09.500]  你又不聽話
[00:04:09.500 --> 00:04:11.100]  那個就叫犯罪
[00:04:11.100 --> 00:04:13.900]  所以我們就說犯罪得罪了神
[00:04:13.900 --> 00:04:15.500]  這個犯罪得罪神
[00:04:15.500 --> 00:04:16.900]  人不聽神的話
[00:04:16.900 --> 00:04:19.500]  自從亞當夏娃這個事情
[00:04:19.500 --> 00:04:21.900]  就進入了人的裡面
[00:04:21.900 --> 00:04:24.900]  人就開始
[00:04:24.900 --> 00:04:30.500]  或多或少都有一種心態在裡面
[00:04:30.500 --> 00:04:31.500]  為什麼他會聽你說
[00:04:31.500 --> 00:04:32.500]  特別是父母
[00:04:32.500 --> 00:04:34.500]  如果你有子女的時候
[00:04:34.500 --> 00:04:35.500]  大部分的子女
