
[00:00:00.000 --> 00:00:03.680]  今日我同大家繼續講哥羅西書
[00:00:03.680 --> 00:00:11.980]  今日的經文裏面
[00:00:11.980 --> 00:00:15.980]  分別有三次提到一個特別的字
[00:00:15.980 --> 00:00:17.640]  就是「神的奧秘」
[00:00:17.640 --> 00:00:20.360]  所以我今日就
[00:00:20.360 --> 00:00:24.040]  跟大家去講關於這個「神的奧秘」
[00:00:24.040 --> 00:00:25.220]  這個題目
[00:00:25.220 --> 00:00:28.300]  我相信這個題目亦都是
[00:00:28.300 --> 00:00:30.960]  這一段經文裏面 保羅想
[00:00:30.960 --> 00:00:33.100]  對當時的信徒 或者
[00:00:33.100 --> 00:00:35.120]  對我們現在的信徒
[00:00:35.120 --> 00:00:37.420]  想我們知道的這個主題
[00:00:37.420 --> 00:00:41.280]  我相信
[00:00:41.280 --> 00:00:44.440]  包括我自己在內 很多的信徒
[00:00:44.440 --> 00:00:47.260]  很多人一聽見「神的奧秘」的時候
[00:00:47.260 --> 00:00:49.500]  會很緊張 會
[00:00:49.500 --> 00:00:51.100]  我想都有點興奮
[00:00:51.100 --> 00:00:53.480]  想去知道究竟是甚麼一回事
[00:00:53.480 --> 00:00:56.400]  「神的奧秘」
[00:00:56.400 --> 00:00:59.020]  意思其實就是「神的秘密」
[00:00:59.020 --> 00:01:02.560]  當然很想知道 神有甚麼秘密
[00:01:02.560 --> 00:01:04.580]  就好像我們
[00:01:04.580 --> 00:01:08.100]  我們平時都會很有興趣想知道別人的秘密
[00:01:08.100 --> 00:01:11.320]  如果別人跟我們說
[00:01:11.320 --> 00:01:14.480]  我要告訴你一些是非
[00:01:14.480 --> 00:01:17.240]  我們會說 我不想聽是非
[00:01:17.240 --> 00:01:18.640]  如果別人說
[00:01:18.640 --> 00:01:22.440]  我想 我有一些閒話告訴你
[00:01:22.440 --> 00:01:24.680]  我不聽別人閒話的
[00:01:25.080 --> 00:01:28.660]  但如果別人說 我有一些秘密告訴你
[00:01:28.660 --> 00:01:30.900]  我們馬上會很緊張
[00:01:30.900 --> 00:01:33.600]  馬上豎起耳朵想聽聽究竟有甚麼秘密
[00:01:33.600 --> 00:01:37.020]  很多時候秘密
[00:01:37.020 --> 00:01:39.280]  人說的秘密通常就是是非
[00:01:39.280 --> 00:01:43.140]  就好像《針研》 我們最近讀《針研》
[00:01:43.140 --> 00:01:44.780]  相信你都會記得這句話
[00:01:44.780 --> 00:01:47.300]  《針研》26章22節那裏說
[00:01:47.300 --> 00:01:50.420]  人的是非就如同美食
[00:01:50.420 --> 00:01:53.280]  深入人的心腹
[00:01:56.060 --> 00:02:01.540]  當然我們所說的神的秘密不是是非
[00:02:01.540 --> 00:02:04.260]  神的秘密
[00:02:04.260 --> 00:02:06.800]  是我們人人都應該要說
[00:02:06.800 --> 00:02:09.940]  人人都應該要知道 人人都應該要聽
[00:02:09.940 --> 00:02:15.400]  其實神的秘密不難知道
[00:02:15.400 --> 00:02:18.880]  因為聖經是很清楚講了出來
[00:02:18.880 --> 00:02:23.200]  但神的秘密是不容易明白
[00:02:25.100 --> 00:02:26.780]  因為是神的奧秘
[00:02:26.780 --> 00:02:30.300]  我們只能憑信心去領受
[00:02:30.300 --> 00:02:36.060]  神的奧秘有很多種
[00:02:36.060 --> 00:02:37.860]  有很多方、有很多樣
[00:02:37.860 --> 00:02:41.500]  其中幾樣我們常會講到的
[00:02:41.500 --> 00:02:44.480]  有四樣
[00:02:44.480 --> 00:02:46.840]  譬如就是
[00:02:46.840 --> 00:02:50.540]  神的三位一體這個特性
[00:02:50.540 --> 00:02:52.880]  聖經是這樣啟示
[00:02:53.280 --> 00:02:55.320]  但是我們不會明白
[00:02:55.320 --> 00:02:59.640]  三位一體的神為什麼可以三位一體這樣運作
[00:02:59.640 --> 00:03:02.860]  我們只能憑信心去接受
[00:03:02.860 --> 00:03:06.640]  另外一樣就是神的創造
[00:03:06.640 --> 00:03:12.060]  神在起初那六天的創造
[00:03:12.060 --> 00:03:16.540]  我們很難明白神是怎樣會創造出來的東西
[00:03:16.540 --> 00:03:21.480]  怎樣可以從無創造到天地萬物和人類
[00:03:22.760 --> 00:03:28.580]  就好像李思敬博士他在創世紀的講座裡面
[00:03:28.580 --> 00:03:30.040]  他舉例說
[00:03:30.040 --> 00:03:35.260]  如果就算神准許我們當時拿起攝錄機
[00:03:35.260 --> 00:03:38.980]  跟著祂後面去拍攝祂創造的過程
[00:03:38.980 --> 00:03:43.500]  很能夠滿足我們的好奇心
[00:03:43.500 --> 00:03:47.300]  但是他說就算我們拍攝到放出來看的時候
[00:03:47.300 --> 00:03:51.280]  我們一樣不會明白為什麼神可以創造到
[00:03:51.280 --> 00:03:53.360]  天地萬物和人類出來
[00:03:53.360 --> 00:03:58.460]  我們只能憑信心去接受
[00:03:58.460 --> 00:04:02.880]  另外一樣
[00:04:02.880 --> 00:04:06.300]  神的奧秘就是關於永恆那方面的事
[00:04:06.300 --> 00:04:11.580]  譬如主在來、千禧年、死人復活、審判、天堂
[00:04:11.580 --> 00:04:13.200]  各種永恆的事
[00:04:13.200 --> 00:04:16.500]  我們很難明白怎樣為之永恆
[00:04:16.500 --> 00:04:19.180]  聖經是這樣啟示
[00:04:19.780 --> 00:04:23.500]  不明白也好,但是我們需要憑信心來去接受
[00:04:23.500 --> 00:04:26.900]  還有一樣
[00:04:26.900 --> 00:04:28.900]  相信大家可能已經猜到了
[00:04:28.900 --> 00:04:31.100]  就是今天我們要講的
[00:04:31.100 --> 00:04:34.860]  就是關於神的救贖這方面的奧秘
[00:04:34.860 --> 00:04:37.840]  這個奧秘也很難明白
[00:04:37.840 --> 00:04:41.060]  神為什麼要這樣救贖我們
[00:04:41.060 --> 00:04:43.660]  神為什麼要用祂的獨生兒子
[00:04:43.660 --> 00:04:44.900]  犧牲祂的性命
[00:04:44.900 --> 00:04:48.300]  用祂的血來去救贖我們
[00:04:48.940 --> 00:04:51.140]  我們很難明白為什麼要這樣
[00:04:51.140 --> 00:04:54.860]  所以我們只能用感恩的心
[00:04:54.860 --> 00:04:58.860]  加上信心來去回應和接受神這個大愛
[00:04:58.860 --> 00:05:02.420]  很多的異端
[00:05:02.420 --> 00:05:06.500]  他們就是將這些神的奧秘誇張
[00:05:06.500 --> 00:05:09.380]  而且他們去解釋的時候就不用聖經
[00:05:09.380 --> 00:05:11.980]  他們認為他們自己有特別的領袖
[00:05:11.980 --> 00:05:16.740]  很容易就因為這樣離開聖經
[00:05:16.740 --> 00:05:18.900]  離開耶穌基督為中心
[00:05:18.900 --> 00:05:21.860]  特別是他們自己去解釋那些奧秘
[00:05:21.860 --> 00:05:23.860]  就會成為異端
[00:05:23.860 --> 00:05:28.420]  我們要小心不要被那些異端引誘信了他們
[00:05:28.420 --> 00:05:37.100]  在這幾個奧秘裡面
[00:05:37.100 --> 00:05:40.580]  其中三個跟我們沒有什麼直接關係
[00:05:40.580 --> 00:05:43.300]  跟耶穌基督就有直接的關係
[00:05:43.300 --> 00:05:44.980]  三維一體
[00:05:44.980 --> 00:05:46.500]  神的創造
[00:05:46.500 --> 00:05:48.100]  永恆的事
[00:05:48.100 --> 00:05:50.100]  都是以耶穌基督為中心
[00:05:50.100 --> 00:05:53.060]  還有一樣就是救贖的奧秘
[00:05:53.060 --> 00:05:55.060]  當然是以耶穌基督為中心
[00:05:55.060 --> 00:05:57.380]  也只有這一樣
[00:05:57.380 --> 00:05:59.780]  是我們人可以直接參與
[00:05:59.780 --> 00:06:04.180]  也都是神預計了要我們去參與
[00:06:04.180 --> 00:06:07.860]  神救贖這個奧秘
[00:06:07.860 --> 00:06:15.300]  這個也是我今天要跟大家說的題目
[00:06:15.300 --> 00:06:17.780]  在神的救贖計劃
[00:06:17.780 --> 00:06:19.780]  裡面這個奧秘
[00:06:19.780 --> 00:06:21.780]  是預計了我們要幫忙
[00:06:21.780 --> 00:06:24.340]  神預計了我們有份要幫忙
[00:06:24.340 --> 00:06:27.140]  這是多麼大的福氣和榮耀
[00:06:27.140 --> 00:06:30.820]  從今天的經文裡面
[00:06:30.820 --> 00:06:32.020]  我們也可以看到
[00:06:32.020 --> 00:06:35.860]  我們怎樣去配合神的救贖大計這個奧秘
[00:06:35.860 --> 00:06:39.860]  我等一下會簡單說一下
[00:06:39.860 --> 00:06:42.420]  經文的結構和內容
[00:06:42.420 --> 00:06:44.580]  然後我們就會說
[00:06:44.580 --> 00:06:48.420]  我們怎樣去回應神的這個奧秘
[00:06:48.420 --> 00:06:50.980]  在救贖大計這一方面的奧秘
[00:06:50.980 --> 00:06:54.660]  我們先看哥羅西書一章二十四節
[00:06:54.660 --> 00:07:11.140]  保羅在這裡很清楚指出一個真理就是
[00:07:11.140 --> 00:07:13.700]  教會就是基督的身體
[00:07:14.180 --> 00:07:17.380]  當然基督就是身體的頭
[00:07:17.380 --> 00:07:19.940]  所以基督也是教會的頭
[00:07:19.940 --> 00:07:23.300]  留意這一句
[00:07:23.300 --> 00:07:25.300]  最後那句話
[00:07:25.300 --> 00:07:32.980]  很多學者說
[00:07:32.980 --> 00:07:38.260]  這一句聖經是全卷哥羅西書最難解釋的一句
[00:07:38.260 --> 00:07:43.060]  當然有很多不同學者的意見
[00:07:43.060 --> 00:07:45.060]  我只是簡單的說
[00:07:45.060 --> 00:07:48.100]  這一句聖經從字面看來
[00:07:48.100 --> 00:07:50.100]  似乎好像說
[00:07:50.100 --> 00:07:53.060]  耶穌所受的苦
[00:07:53.060 --> 00:07:57.060]  是不足夠去拯救到所有的人
[00:07:57.060 --> 00:07:59.060]  好像有這樣的意思
[00:07:59.060 --> 00:08:02.260]  所以要找保羅來補充多少
[00:08:02.260 --> 00:08:05.220]  其實不是這樣的意思
[00:08:05.220 --> 00:08:07.220]  當我們看整卷的聖經
[00:08:07.220 --> 00:08:09.220]  看第一章前後
[00:08:09.220 --> 00:08:11.220]  或者第二章這裡
[00:08:11.220 --> 00:08:13.220]  其實保羅一直在說
[00:08:13.220 --> 00:08:15.220]  祂自己的參與
[00:08:15.220 --> 00:08:17.220]  在救贖計劃裡面
[00:08:17.220 --> 00:08:21.220]  祂典何等榮耀
