
[00:00:00.000 --> 00:00:03.540]  第七天主耶穌在這個動盪的時代
[00:00:03.540 --> 00:00:05.660]  在這個我們都問
[00:00:05.660 --> 00:00:08.320]  主啊 重要到何時的時候
[00:00:08.320 --> 00:00:09.280]  主啊 祢告訴我們
[00:00:09.280 --> 00:00:11.280]  祢是那個堅固的盆石
[00:00:11.280 --> 00:00:13.080]  唯有祢是永遠不改變
[00:00:13.080 --> 00:00:14.520]  求祢的靈
[00:00:14.520 --> 00:00:16.240]  就打開我們的心
[00:00:16.240 --> 00:00:17.680]  讓我們聽到
[00:00:17.680 --> 00:00:18.880]  讓我們看到
[00:00:18.880 --> 00:00:21.320]  並且跟隨祢去走
[00:00:21.320 --> 00:00:22.720]  我們禱告仰望
[00:00:22.720 --> 00:00:24.320]  奉我救主耶穌基督
[00:00:24.320 --> 00:00:26.360]  得勝的明智教
[00:00:26.360 --> 00:00:27.320]  Amen
[00:00:27.320 --> 00:00:28.200]  坐下的時候
[00:00:28.200 --> 00:00:29.600]  說一下今天的題目
[00:00:29.600 --> 00:00:30.800]  祝福旁邊的人
[00:00:30.800 --> 00:00:33.480]  與我們一起仰望耶穌穿越幽暗
[00:00:33.480 --> 00:00:37.280]  (仰望耶穌穿越幽暗)
[00:00:37.280 --> 00:00:39.480]  其實今天這篇道
[00:00:39.480 --> 00:00:42.680]  我是先想了一個英文名字
[00:00:42.680 --> 00:00:44.200]  那個英文名字是我有一次
[00:00:44.200 --> 00:00:46.160]  在一間教會敬拜的時候
[00:00:46.160 --> 00:00:48.320]  他說The darkest night
[00:00:48.320 --> 00:00:50.080]  will have the brightest hope
[00:00:50.080 --> 00:00:50.720]  是嗎?
[00:00:50.720 --> 00:00:54.000]  你不黑 你不會覺得那些光很光
[00:00:54.000 --> 00:00:57.680]  仰望耶穌穿越幽暗
[00:00:57.680 --> 00:00:59.440]  這段日子
[00:00:59.440 --> 00:01:01.080]  很多人跟我說另外一句話
[00:01:01.080 --> 00:01:02.240]  經常聽到的就是
[00:01:02.240 --> 00:01:04.120]  很辛苦
[00:01:04.120 --> 00:01:06.000]  很不容易
[00:01:06.000 --> 00:01:09.120]  不知道怎麼說好
[00:01:09.120 --> 00:01:11.040]  有沒有這樣的感覺?
[00:01:11.040 --> 00:01:13.800]  我相信都有
[00:01:13.800 --> 00:01:15.240]  所以在這些日子
[00:01:15.240 --> 00:01:18.800]  我有時候就喜歡拿些書來看
[00:01:18.800 --> 00:01:20.280]  在你看到這裡
[00:01:20.280 --> 00:01:21.680]  有一本叫《Richard Roar》
[00:01:21.680 --> 00:01:25.080]  他是一個社會行動家
[00:01:25.080 --> 00:01:28.480]  也同時是一個靈修學者
[00:01:28.480 --> 00:01:31.400]  他這本書叫《A Lever》
[00:01:31.400 --> 00:01:33.240]  怎麼平衡
[00:01:33.240 --> 00:01:35.520]  Place of Contemplation
[00:01:35.520 --> 00:01:37.080]  很薄的
[00:01:37.080 --> 00:01:39.000]  這幾個月我不停看完又看
[00:01:39.000 --> 00:01:43.680]  我覺得上帝都透過這本書對我說話
[00:01:43.680 --> 00:01:46.160]  他一開始的章節就說
[00:01:46.160 --> 00:01:47.840]  有兩個世界
[00:01:47.840 --> 00:01:49.920]  是兩本英文書
[00:01:49.920 --> 00:01:51.520]  你讀文學那些可能聽過
[00:01:51.520 --> 00:01:53.560]  1984 George Orwell
[00:01:53.560 --> 00:01:55.280]  有個大哥哥看著我們
[00:01:55.280 --> 00:01:57.200]  有外在的壁壩
[00:01:57.200 --> 00:01:59.560]  沒得出書 什麼都被禁
[00:01:59.560 --> 00:02:01.400]  真相沒有了
[00:02:01.400 --> 00:02:04.000]  被囚 被俘虜
[00:02:04.000 --> 00:02:05.160]  痛苦
[00:02:05.160 --> 00:02:08.280]  我們很憎恨的東西會毀滅我們
[00:02:08.280 --> 00:02:09.640]  George Orwell
[00:02:09.640 --> 00:02:11.640]  但他同時說
[00:02:11.640 --> 00:02:12.520]  在美國
[00:02:12.520 --> 00:02:14.200]  George Orwell的年代沒有出現
[00:02:14.200 --> 00:02:14.960]  出現了什麼呢
[00:02:14.960 --> 00:02:16.720]  Brave New World
[00:02:16.720 --> 00:02:19.440]  科技資訊
[00:02:19.440 --> 00:02:20.960]  愛上了科技資訊
[00:02:20.960 --> 00:02:22.080]  沒有人愛閱讀
[00:02:22.080 --> 00:02:23.360]  這個我真的很深感受
[00:02:23.360 --> 00:02:25.640]  沒有人喜歡看書
[00:02:25.640 --> 00:02:27.360]  那邊就沒得出書
[00:02:27.360 --> 00:02:29.360]  這邊沒人喜歡看書
[00:02:29.360 --> 00:02:33.040]  真相沉迷在不相關的資訊汪洋裏面
[00:02:33.040 --> 00:02:34.080]  因為太多資訊
[00:02:34.080 --> 00:02:36.040]  跟沒有資訊一樣糟糕
[00:02:36.040 --> 00:02:38.280]  瑣碎的文化遭受歡樂操控
[00:02:38.280 --> 00:02:41.200]  我們所愛的會毀滅我們
[00:02:41.200 --> 00:02:41.920]  Richard Rohr說
[00:02:41.920 --> 00:02:43.560]  我們的時代兩樣都有
[00:02:43.560 --> 00:02:45.000]  我們很怕的會毀滅我們
[00:02:45.000 --> 00:02:47.920]  我們所愛的同樣會毀滅我們
[00:02:47.920 --> 00:02:49.080]  在這本書裏面
[00:02:49.080 --> 00:02:50.480]  他就說怎樣平衡
[00:02:50.480 --> 00:02:57.080]  他說contemplative轉向耶穌是很重要的
[00:02:57.080 --> 00:02:59.720]  耶穌有沒有經歷過很黑暗的日子呢
[00:02:59.720 --> 00:03:00.320]  有
[00:03:00.320 --> 00:03:01.440]  最黑暗的日子給你看
[00:03:01.440 --> 00:03:03.480]  馬太福音27章46節
[00:03:03.480 --> 00:03:04.280]  我們一起讀
[00:03:04.280 --> 00:03:05.640]  一二三
[00:03:05.640 --> 00:03:10.240]  若在新初大聲喊著說
[00:03:10.240 --> 00:03:19.040]  以來我的神為什麼離棄我
[00:03:19.040 --> 00:03:21.640]  這裏說到耶穌釘十字架
[00:03:21.640 --> 00:03:23.480]  世人的罪都在祂身上
[00:03:23.480 --> 00:03:26.160]  於是父神好像離棄祂
[00:03:26.160 --> 00:03:27.520]  於是祂說我的神
[00:03:27.520 --> 00:03:29.000]  為什麼會離棄我
[00:03:29.000 --> 00:03:31.280]  27章55 1節都是這樣說
[00:03:31.280 --> 00:03:33.240]  說耶穌大聲喊叫
[00:03:33.240 --> 00:03:34.560]  氣就斷了
[00:03:34.560 --> 00:03:37.680]  殿內的萬子列為兩半
[00:03:37.680 --> 00:03:38.840]  很多人都說這個時候
[00:03:38.840 --> 00:03:42.480]  應該就是信仰最黑暗的時候
[00:03:42.480 --> 00:03:44.680]  以色列人覺得最迷茫的時候
[00:03:44.680 --> 00:03:46.160]  明明祢說要救我們
[00:03:46.160 --> 00:03:48.840]  為什麼會釘在十字架上呢
[00:03:48.840 --> 00:03:50.800]  當我回想這一幕的時候
[00:03:50.800 --> 00:03:52.680]  我就在想
[00:03:52.680 --> 00:03:54.280]  耶穌經歷過這麼黑暗
[00:03:54.280 --> 00:03:55.600]  在黑暗的時候
[00:03:55.600 --> 00:03:57.880]  祂周圍的人做些什麼呢
[00:03:57.880 --> 00:03:58.920]  有沒有想過
[00:03:58.920 --> 00:04:00.400]  祂周圍很多人
[00:04:00.400 --> 00:04:02.720]  於是我有一天凍起床板
[00:04:02.720 --> 00:04:04.800]  就列了一張表出來
[00:04:04.800 --> 00:04:08.560]  這張表後面同工就問我
[00:04:08.560 --> 00:04:10.200]  你想他們看到還是看不到
[00:04:10.200 --> 00:04:13.920]  我說看到和看不到之間
[00:04:13.920 --> 00:04:16.240]  不用這麼詳細看
[00:04:16.240 --> 00:04:19.040]  幾類人 冰釘
[00:04:19.040 --> 00:04:20.440]  墳墓看守妥當
[00:04:20.440 --> 00:04:22.280]  原來他們都試過被收買
[00:04:22.280 --> 00:04:25.720]  說是門徒偷了耶穌的屍體
[00:04:25.720 --> 00:04:27.400]  門徒和婦女
[00:04:27.400 --> 00:04:28.800]  又帶出賣耶穌
[00:04:28.800 --> 00:04:30.360]  彼得不認主
[00:04:30.360 --> 00:04:32.280]  不過他又試過很衝動地
[00:04:32.280 --> 00:04:35.560]  用刀斬大祭司仆人的耳朵
[00:04:35.560 --> 00:04:37.080]  自己出手
[00:04:37.080 --> 00:04:39.480]  然後門徒聽到耶穌被抓
[00:04:39.480 --> 00:04:42.160]  四散走了
[00:04:42.160 --> 00:04:43.280]  所以今天你在這裡
[00:04:43.280 --> 00:04:46.400]  坐在教會也很難得
[00:04:46.400 --> 00:04:47.280]  你跟旁邊的人說
[00:04:47.280 --> 00:04:48.320]  我很開心見到你
[00:04:48.320 --> 00:04:51.920]  真的 很開心見到你回來
[00:04:51.920 --> 00:04:55.880]  祭司長老相義要用詭計捉拿耶穌
[00:04:55.880 --> 00:04:56.920]  以前不明白
[00:04:56.920 --> 00:04:58.520]  現在明白多了
[00:04:58.520 --> 00:05:00.520]  比拉多說洗手擺脫
[00:05:00.520 --> 00:05:01.240]  不關我的事
[00:05:01.240 --> 00:05:03.160]  不要管 不關我的事
[00:05:03.160 --> 00:05:06.120]  群眾釋放殺人犯巴拉巴
[00:05:06.120 --> 00:05:08.200]  要除滅無罪的耶穌
[00:05:08.200 --> 00:05:09.680]  最有趣的是有個路人甲
[00:05:09.680 --> 00:05:10.920]  你有沒有留意
[00:05:10.920 --> 00:05:13.840]  原來走過也要說兩句話
[00:05:13.840 --> 00:05:16.800]  也要譏諷耶穌
[00:05:16.800 --> 00:05:19.880]  兩位強盜一位譏諷他一位認罪
[00:05:19.880 --> 00:05:21.320]  什麼叫個人呢
[00:05:21.320 --> 00:05:24.000]  我相信在這些動盪的時代
[00:05:24.000 --> 00:05:26.240]  我們都想做些什麼
[00:05:26.240 --> 00:05:29.200]  很多人都問有什麼可以做
[00:05:29.200 --> 00:05:30.600]  當時有的
[00:05:30.600 --> 00:05:32.520]  少年人披著麻布跟耶穌
[00:05:32.520 --> 00:05:34.040]  不過看到耶穌被抓
[00:05:34.040 --> 00:05:35.440]  閃了
[00:05:35.440 --> 00:05:37.360]  尼哥底目用香料
[00:05:37.360 --> 00:05:40.480]  包裹好耶穌的身體等等
[00:05:40.480 --> 00:05:43.960]  是不是挺有趣
[00:05:43.960 --> 00:05:45.560]  在看到與不看到之間
[00:05:45.560 --> 00:05:47.800]  你自己想吧
[00:05:47.800 --> 00:05:49.360]  我覺得很有趣
[00:05:49.360 --> 00:05:54.120]  耶穌的時代跟我們相距不遠
[00:05:54.120 --> 00:05:55.320]  在這個時候
[00:05:55.320 --> 00:05:56.720]  說轉眼仰望耶穌
[00:05:56.720 --> 00:05:58.680]  最好說什麼呢
[00:05:58.680 --> 00:06:00.480]  很想今天跟大家分享
[00:06:00.480 --> 00:06:03.000]  What did Jesus do?
[00:06:03.000 --> 00:06:04.280]  不是What would Jesus do?
[00:06:04.280 --> 00:06:06.680]  是耶穌在這些黑暗的日子
[00:06:06.680 --> 00:06:08.960]  他做了哪三件事呢
[00:06:08.960 --> 00:06:11.480]  第一件事 耶穌祈禱
[00:06:11.480 --> 00:06:14.000]  第二件事 耶穌饒恕
[00:06:14.000 --> 00:06:19.360]  第三件事 耶穌依然堅持去愛
[00:06:19.360 --> 00:06:23.480]  第一件事 耶穌祈禱
[00:06:23.480 --> 00:06:24.720]  大家都很熟悉的
[00:06:24.720 --> 00:06:27.120]  赫西瑪利的祈禱
[00:06:27.120 --> 00:06:31.880]  這裡說耶穌出來照常往橄欖山去
[00:06:31.880 --> 00:06:33.760]  即是說這個赫西瑪利的祈禱
[00:06:33.760 --> 00:06:36.640]  是耶穌一向都有做的事
[00:06:36.640 --> 00:06:37.520]  不是說突然之間
[00:06:37.520 --> 00:06:39.000]  哇 祂要釘十架 祂就去做
[00:06:39.000 --> 00:06:40.560]  No 祂一向都有做
[00:06:40.560 --> 00:06:42.000]  祂做的方式是怎樣
[00:06:42.000 --> 00:06:43.040]  如果你有看聖經
[00:06:43.040 --> 00:06:45.760]  你發覺耶穌一有群眾湧過去
[00:06:45.760 --> 00:06:46.960]  祂就怎樣
[00:06:46.960 --> 00:06:49.800]  退去抗耶祈禱
[00:06:49.800 --> 00:06:52.200]  是一個很重要的
[00:06:52.200 --> 00:06:54.240]  耶穌一向的practice
[00:06:54.240 --> 00:06:56.400]  祂這次帶了門徒
[00:06:56.400 --> 00:06:58.680]  彼得 雅各 約翰
[00:06:58.680 --> 00:07:00.520]  不是一群人 是三個
[00:07:00.520 --> 00:07:03.440]  這三個跟耶穌有什麼關係
[00:07:03.440 --> 00:07:05.240]  是祂最什麼
[00:07:05.240 --> 00:07:07.680]  最疼的 最親的
[00:07:07.680 --> 00:07:10.280]  所以有人說當耶穌在禱告
[00:07:10.280 --> 00:07:12.840]  reveal 表白祂自己的時候
[00:07:12.840 --> 00:07:16.000]  是對最親的那幾個
[00:07:16.000 --> 00:07:19.600]  接著 耶穌的心情
[00:07:19.600 --> 00:07:24.160]  憂愁 難過 憂傷
[00:07:24.160 --> 00:07:25.760]  幾乎要死
[00:07:25.760 --> 00:07:27.360]  有沒有經歷過
[00:07:27.360 --> 00:07:29.440]  很憂傷 很難過
