
[00:00:00.000 --> 00:00:07.000]  我們繼續宣講「聖靈向宗教會所說的話」
[00:00:07.000 --> 00:00:12.000]  是啟示錄七間教會的書信
[00:00:12.000 --> 00:00:17.000]  每一封信後面補充了這一句
[00:00:17.000 --> 00:00:26.000]  「聖靈向宗教會所說的話,凡有耳的應當聽」
[00:00:26.000 --> 00:00:33.000]  就是表明這七封信是聖靈向教會所說的
[00:00:33.000 --> 00:00:36.000]  而在啟示錄一開始的時候
[00:00:36.000 --> 00:00:40.000]  就告訴我們整個啟示錄的內容
[00:00:40.000 --> 00:00:45.000]  是主耶穌自己親自說的
[00:00:45.000 --> 00:00:48.000]  所以裡面的說話就是耶穌基督
[00:00:48.000 --> 00:00:52.000]  他親自向他自己所愛的教會所說的話
[00:00:52.000 --> 00:00:56.000]  今天我們要去看第五封信
[00:00:56.000 --> 00:01:03.000]  就是聖靈向撒迪教會所說的話
[00:01:03.000 --> 00:01:05.000]  你不要聽錯了教會名字
[00:01:05.000 --> 00:01:07.000]  不是撒旦教會
[00:01:07.000 --> 00:01:12.000]  是撒迪教會
[00:01:12.000 --> 00:01:17.000]  七封信裡面我們說是有一個系統的
[00:01:17.000 --> 00:01:22.000]  每一封信都有一些讚賞的說話
[00:01:22.000 --> 00:01:24.000]  或者稱讚的說話
[00:01:24.000 --> 00:01:30.000]  也有一些責備和提醒的話
[00:01:30.000 --> 00:01:34.000]  七間教會其中有兩間
[00:01:34.000 --> 00:01:36.000]  是只有讚賞的話
[00:01:36.000 --> 00:01:40.000]  是沒有責備的話
[00:01:40.000 --> 00:01:44.000]  我們說了一間就是善會立
[00:01:44.000 --> 00:01:49.000]  第二間就是下一次我們要說的是飛拉鐵飛
[00:01:49.000 --> 00:01:55.000]  七間教會裡面有兩間是沒有讚賞的說話
[00:01:55.000 --> 00:01:59.000]  只是有責備的話
[00:01:59.000 --> 00:02:03.000]  其中一間就是撒迪教會
[00:02:03.000 --> 00:02:10.000]  另外一間就是最後我們要說的是老弟家的教會
[00:02:10.000 --> 00:02:14.000]  要宣講一個責備的信息
[00:02:14.000 --> 00:02:16.000]  都挺困難的
[00:02:16.000 --> 00:02:22.000]  因為我們今天的人是不能罵的
[00:02:22.000 --> 00:02:27.000]  整封書都是要說責備的話
[00:02:27.000 --> 00:02:29.000]  怎麼說呢
[00:02:29.000 --> 00:02:34.000]  不如你上來說吧
[00:02:34.000 --> 00:02:39.000]  我們不喜歡聽一些被人責備的話
[00:02:39.000 --> 00:02:41.000]  中國人有一句說話
[00:02:41.000 --> 00:02:47.000]  宗賢就是易耳的
[00:02:47.000 --> 00:02:52.000]  要說一些適合聽的東西
[00:02:52.000 --> 00:02:54.000]  應該要聽的東西
[00:02:54.000 --> 00:02:57.000]  有時候我們都不太聽得入耳
[00:02:57.000 --> 00:03:02.000]  不太容易接受得到
[00:03:02.000 --> 00:03:05.000]  我是這樣想的
[00:03:05.000 --> 00:03:10.000]  如果還是會跟你說一些責備的話
[00:03:10.000 --> 00:03:16.000]  就是表明主耶穌對撒迪的教會還沒放棄
[00:03:16.000 --> 00:03:23.000]  他還肯花一些氣力去責備他們
[00:03:23.000 --> 00:03:26.000]  希望他們可以悔改可以回轉
[00:03:26.000 --> 00:03:30.000]  就是說神還沒放棄這間教會
[00:03:30.000 --> 00:03:33.000]  如果放棄了就不用說了
[00:03:33.000 --> 00:03:38.000]  連罵都不用罵
[00:03:38.000 --> 00:03:42.000]  我們就用一個這樣的心態
[00:03:42.000 --> 00:03:50.000]  我們要有一個自我反省的心態去看這封書
[00:03:50.000 --> 00:03:53.000]  聖靈向宗教會所說的話
[00:03:53.000 --> 00:03:56.000]  他並不只是向撒迪的教會
[00:03:56.000 --> 00:04:00.000]  是向我們今天每一間教會的信徒
[00:04:00.000 --> 00:04:03.000]  去說出這個信息
[00:04:03.000 --> 00:04:06.000]  既然這封信只是有責備的話
[00:04:06.000 --> 00:04:12.000]  內容其實很簡單很容易明白
[00:04:12.000 --> 00:04:15.000]  但在這封信裡
[00:04:15.000 --> 00:04:21.000]  都帶給我們兩個很重要的神學課題
[00:04:21.000 --> 00:04:25.000]  是我們作為基督徒需要認識的
[00:04:25.000 --> 00:04:31.000]  我就會用耶穌的責備的話和耶穌的要求
[00:04:31.000 --> 00:04:35.000]  這兩方面和我們一起去看這封書
[00:04:35.000 --> 00:04:38.000]  主耶穌對撒迪教會的責備說話
[00:04:38.000 --> 00:04:41.000]  是責備什麼呢
[00:04:41.000 --> 00:04:45.000]  只是兩方面或者一方面兩個的表現
[00:04:45.000 --> 00:04:50.000]  他責備他們就是這間教會是有名無實的
[00:04:50.000 --> 00:04:52.000]  是虛有其表的
[00:04:52.000 --> 00:04:56.000]  為什麼呢 因為他們沒有基督徒的生命
[00:04:56.000 --> 00:05:01.000]  因為他們沒有基督徒的行為
[00:05:01.000 --> 00:05:04.000]  聖經是這樣說的
[00:05:04.000 --> 00:05:08.000]  他說 我知道你們的行為
[00:05:08.000 --> 00:05:16.000]  按明你是活的 其實是死的
[00:05:16.000 --> 00:05:19.000]  我想了很久有沒有什麼動物
[00:05:19.000 --> 00:05:23.000]  你看起來是活的
[00:05:23.000 --> 00:05:26.000]  但摸起來其實是死的
[00:05:26.000 --> 00:05:29.000]  我想不到有什麼是這樣的
[00:05:29.000 --> 00:05:33.000]  中國人的殭屍可能是吧
[00:05:33.000 --> 00:05:36.000]  活著的死人
[00:05:36.000 --> 00:05:38.000]  殭屍
[00:05:38.000 --> 00:05:40.000]  你見到他會走會走
[00:05:40.000 --> 00:05:41.000]  但其實是死的
[00:05:41.000 --> 00:05:47.000]  當然有沒有殭屍就不知道了
[00:05:47.000 --> 00:05:50.000]  主耶穌去責備這間教會
[00:05:50.000 --> 00:05:59.000]  他說 你看外表是活的
[00:05:59.000 --> 00:06:04.000]  但實際上是死的
[00:06:04.000 --> 00:06:07.000]  看這間教會很興旺
[00:06:07.000 --> 00:06:11.000]  很多人聚會
[00:06:11.000 --> 00:06:13.000]  做很多的侍奉
[00:06:13.000 --> 00:06:18.000]  但這間教會是沒有生命的
[00:06:18.000 --> 00:06:20.000]  在教會聚會的信徒
[00:06:20.000 --> 00:06:23.000]  全部都是沒有生命的
[00:06:23.000 --> 00:06:26.000]  什麼叫做沒有生命呢
[00:06:26.000 --> 00:06:30.000]  在羅馬書第八章第五節第六節
[00:06:30.000 --> 00:06:33.000]  是這樣說的
[00:06:33.000 --> 00:06:34.000]  如果你看到
[00:06:34.000 --> 00:06:37.000]  或者你可以翻開自己的聖經
[00:06:37.000 --> 00:06:44.000]  在羅馬書第八章第五節第六節
[00:06:44.000 --> 00:06:45.000]  如果你看到
[00:06:45.000 --> 00:06:48.000]  不如我們一起讀這兩節的聖經
[00:06:48.000 --> 00:06:50.000]  一起讀出來
[00:06:50.000 --> 00:06:52.000]  隨從肉體的人
[00:06:52.000 --> 00:06:54.000]  體貼肉體的是
[00:06:54.000 --> 00:06:56.000]  隨從聖靈的人
[00:06:56.000 --> 00:06:58.000]  體貼聖靈的是
[00:06:58.000 --> 00:07:01.000]  體貼肉體的就是死
