
[00:00:00.000 --> 00:00:05.880]  今天我們繼續看11月份的一個講道系列
[00:00:05.880 --> 00:00:08.160]  就是講道「人生的風暴」
[00:00:08.160 --> 00:00:12.480]  今天我講的題目叫「面對人生的風暴」
[00:00:12.480 --> 00:00:17.680]  就是《馬可福音》第四章35至41節
[00:00:17.680 --> 00:00:21.760]  和修本的經文請聽我讀出聖經裡面的說話
[00:00:21.760 --> 00:00:24.080]  那天晚上 耶穌對門徒說
[00:00:24.080 --> 00:00:26.880]  我們到對岸去吧
[00:00:26.880 --> 00:00:28.320]  門徒離開眾人
[00:00:28.320 --> 00:00:29.640]  耶穌已在船上
[00:00:29.640 --> 00:00:31.800]  他們就請他一同去
[00:00:31.800 --> 00:00:35.000]  也有別的船和他同行
[00:00:35.000 --> 00:00:37.480]  忽然狂風大作
[00:00:37.480 --> 00:00:39.320]  波浪打入船內
[00:00:39.320 --> 00:00:41.560]  以至船灌滿了水
[00:00:41.560 --> 00:00:42.920]  耶穌在船尾上
[00:00:42.920 --> 00:00:45.080]  枕著枕頭睡覺
[00:00:45.080 --> 00:00:46.680]  門徒叫醒他說
[00:00:46.680 --> 00:00:48.560]  老師 我們快沒命了
[00:00:48.560 --> 00:00:49.800]  你不管嗎
[00:00:49.800 --> 00:00:51.000]  耶穌醒了
[00:00:51.000 --> 00:00:53.240]  斥責那風向海說
[00:00:53.240 --> 00:00:55.000]  注了罷 靜了罷
[00:00:55.000 --> 00:00:56.400]  風就指著
[00:00:56.400 --> 00:00:58.400]  大大平靜了
[00:00:58.400 --> 00:00:59.680]  耶穌對他們說
[00:00:59.680 --> 00:01:02.880]  為什麼膽怯你們還沒有信心
[00:01:02.880 --> 00:01:04.800]  他們就非常懼怕
[00:01:04.800 --> 00:01:05.760]  彼此說
[00:01:05.760 --> 00:01:07.200]  這到底是誰
[00:01:07.200 --> 00:01:11.040]  連風和海都聽從
[00:01:11.040 --> 00:01:12.480]  我不知道人生裡面
[00:01:12.480 --> 00:01:13.680]  你有沒有遇到一些
[00:01:13.680 --> 00:01:15.600]  你感覺到是風暴
[00:01:15.600 --> 00:01:16.800]  當然不同的人
[00:01:16.800 --> 00:01:19.920]  對不同的景況都有不同的反應
[00:01:19.920 --> 00:01:20.840]  有些人就是
[00:01:20.840 --> 00:01:22.440]  天跌下來當屁感
[00:01:22.440 --> 00:01:23.440]  有些人就是
[00:01:23.440 --> 00:01:25.440]  小小事都會有很多憂慮
[00:01:25.440 --> 00:01:26.200]  很多憂心
[00:01:26.200 --> 00:01:27.720]  很多膽怯
[00:01:27.720 --> 00:01:29.280]  但是我相信人生裡面
[00:01:29.280 --> 00:01:30.240]  一定會有機會
[00:01:30.240 --> 00:01:31.720]  你是面對過
[00:01:31.720 --> 00:01:33.400]  無論你自己個人的
[00:01:33.400 --> 00:01:34.560]  經濟方面的
[00:01:34.560 --> 00:01:36.120]  身體方面的
[00:01:36.120 --> 00:01:38.120]  你家庭裡面的
[00:01:38.120 --> 00:01:39.760]  教養子女方面的
[00:01:39.760 --> 00:01:41.880]  你和你的配偶方面的
[00:01:41.880 --> 00:01:43.240]  或者在公司裡面的
[00:01:43.240 --> 00:01:45.160]  或者甚至教會裡面的
[00:01:45.160 --> 00:01:46.040]  你都感覺到
[00:01:46.040 --> 00:01:46.920]  現在面對著
[00:01:46.920 --> 00:01:48.440]  或者曾經面對過
[00:01:48.440 --> 00:01:50.440]  一些的風暴
[00:01:50.440 --> 00:01:52.080]  但是當我們面對風暴的時候
[00:01:52.080 --> 00:01:54.520]  我們怎樣去看到
[00:01:54.520 --> 00:01:58.200]  就是上帝要我們學習的什麼功課呢
[00:01:58.200 --> 00:01:59.840]  我們今天上次從一段
[00:01:59.840 --> 00:02:01.920]  大家很熟悉的這一段經文
[00:02:01.920 --> 00:02:02.840]  去看一下
[00:02:02.840 --> 00:02:05.680]  就是究竟當那些門徒面對風暴
[00:02:05.680 --> 00:02:08.160]  以及耶穌平靜風浪的
[00:02:08.160 --> 00:02:09.120]  這件事裡面
[00:02:09.120 --> 00:02:12.440]  給我們有些什麼淑靈的功課呢
[00:02:12.440 --> 00:02:14.360]  我們首先看看一個很簡單的背景
[00:02:14.360 --> 00:02:14.880]  大家都知道
[00:02:14.880 --> 00:02:16.560]  耶穌呼召了十二個門徒
[00:02:16.560 --> 00:02:17.960]  簡述了十二個門徒之後
[00:02:17.960 --> 00:02:21.880]  就開始祂的繼續服侍的歷程
[00:02:21.880 --> 00:02:22.760]  但是如果你看
[00:02:22.760 --> 00:02:24.360]  馬可和馬太福音裡面
[00:02:24.360 --> 00:02:25.280]  記載到的就是
[00:02:25.280 --> 00:02:27.480]  這些歷程其實一步步
[00:02:27.480 --> 00:02:29.560]  都是耶穌要去
[00:02:29.560 --> 00:02:31.800]  在門徒面前表達
[00:02:31.800 --> 00:02:35.440]  表現祂是一位怎樣的上帝
[00:02:35.440 --> 00:02:37.800]  耶穌每逢行神蹟
[00:02:37.800 --> 00:02:39.640]  祂不是要來演繹
[00:02:39.640 --> 00:02:42.000]  而是祂很希望這班門徒
[00:02:42.000 --> 00:02:46.120]  能夠從祂的表現裡面
[00:02:46.120 --> 00:02:48.320]  去看到祂是誰
[00:02:48.320 --> 00:02:51.520]  這裡講到第四章
[00:02:51.520 --> 00:02:54.400]  馬可和馬太福音第三十三章說
[00:02:54.400 --> 00:02:56.240]  耶穌就有許多的比喻
[00:02:56.240 --> 00:02:57.920]  「照著他們所聽的」
[00:02:57.920 --> 00:03:00.080]  這個「他們」就是那些群眾
[00:03:00.080 --> 00:03:01.200]  不是那些門徒
[00:03:01.200 --> 00:03:02.280]  那些群眾
[00:03:02.280 --> 00:03:04.240]  「對他們說道,若不用比喻」
[00:03:04.240 --> 00:03:06.480]  「他就不對他們說」
[00:03:06.480 --> 00:03:07.480]  因為說的是
[00:03:07.480 --> 00:03:10.280]  耶穌用的傳達的方式
[00:03:10.280 --> 00:03:12.040]  當時沒有 PowerPoint
[00:03:12.040 --> 00:03:14.960]  沒有這些設備
[00:03:14.960 --> 00:03:18.640]  耶穌就用一些叫做影像法
[00:03:18.640 --> 00:03:20.680]  就用一些比喻
[00:03:20.680 --> 00:03:22.560]  把一幅圖畫形容出來
[00:03:22.560 --> 00:03:24.000]  「殺種」的比喻
[00:03:24.000 --> 00:03:27.280]  一個浪子的比喻
[00:03:27.280 --> 00:03:29.080]  一個失踐的比喻
[00:03:29.080 --> 00:03:32.440]  一個介菜種子的比喻
[00:03:32.440 --> 00:03:33.480]  用這些比喻就是
[00:03:33.480 --> 00:03:35.760]  用一個形容的影像
[00:03:35.760 --> 00:03:37.480]  讓人很容易能夠明白
[00:03:37.480 --> 00:03:39.960]  因為是跟他們生活有關的
[00:03:39.960 --> 00:03:42.560]  但是耶穌不能夠用一些很深奧的
[00:03:42.560 --> 00:03:44.160]  因為普羅大眾
[00:03:44.160 --> 00:03:45.400]  你這麼深奧
[00:03:45.400 --> 00:03:48.000]  有些人來到聽的時候
[00:03:48.000 --> 00:03:49.840]  根本他不會明白
[00:03:49.840 --> 00:03:52.400]  就像我以前去到一些教會
[00:03:52.400 --> 00:03:55.360]  沒有這些影像等等的東西
[00:03:55.360 --> 00:03:56.920]  就是有一間教會
[00:03:56.920 --> 00:03:58.880]  一上台的牧師一講道
[00:03:58.880 --> 00:04:02.080]  下面的人全部拿筆記簿出來抄
[00:04:02.080 --> 00:04:03.320]  或者用聖經裡面抄
[00:04:03.320 --> 00:04:05.000]  會怎樣就沒有了
[00:04:05.000 --> 00:04:06.560]  不會有這些了
[00:04:06.560 --> 00:04:10.840]  就是覺得這些很深奧的東西才是正事
[00:04:10.840 --> 00:04:12.200]  但是那些人不明白
[00:04:12.200 --> 00:04:13.440]  於是耶穌不會
[00:04:13.440 --> 00:04:14.840]  只是用一些很淺白的東西
[00:04:14.840 --> 00:04:16.000]  讓他們明白
[00:04:16.000 --> 00:04:17.600]  但是私底下
[00:04:17.600 --> 00:04:19.400]  抹人的時候
[00:04:19.400 --> 00:04:20.240]  這個不是抹人
[00:04:20.240 --> 00:04:21.240]  就是什麼人都沒有
[00:04:21.240 --> 00:04:23.000]  耶穌跟自己說話嗎?
[00:04:23.000 --> 00:04:23.800]  耶穌就是
[00:04:23.800 --> 00:04:26.640]  說沒有群眾的時候
[00:04:26.640 --> 00:04:28.600]  耶穌就把一切的道理
[00:04:28.600 --> 00:04:30.560]  講給門徒聽
[00:04:30.560 --> 00:04:33.640]  這就是我們所謂的門徒訓練
[00:04:33.640 --> 00:04:37.920]  門徒訓練就是一些深入的了解認識
[00:04:37.920 --> 00:04:39.000]  就是神的話語
[00:04:39.000 --> 00:04:40.280]  了解我們上帝
[00:04:40.280 --> 00:04:41.120]  那天晚上
[00:04:41.120 --> 00:04:42.080]  耶穌對門徒說
[00:04:42.080 --> 00:04:46.000]  我們到過楚船去對面岸
[00:04:46.000 --> 00:04:48.280]  門徒離開眾人
[00:04:48.280 --> 00:04:49.840]  耶穌已在船上
[00:04:49.840 --> 00:04:53.840]  他們就和他請他一同去
[00:04:53.840 --> 00:04:57.560]  也有別的船和他同行
[00:04:57.560 --> 00:04:58.720]  哇!整幅
[00:04:58.720 --> 00:05:01.440]  你看多美麗的景象
[00:05:01.440 --> 00:05:03.000]  就是當星期天
[00:05:03.000 --> 00:05:04.560]  你來教會聚會
[00:05:04.560 --> 00:05:08.200]  聽完牧師的訓練
[00:05:08.200 --> 00:05:09.920]  聽完柏瑟清的訓練之後
[00:05:09.920 --> 00:05:12.640]  接著柏瑟清就跟你做DNA
[00:05:12.640 --> 00:05:13.920]  門徒訓練
[00:05:13.920 --> 00:05:15.520]  是不是將深入的道
[00:05:15.520 --> 00:05:17.440]  再一次解釋給你聽
[00:05:17.440 --> 00:05:18.320]  說完之後
[00:05:18.320 --> 00:05:21.040]  還有就是當你離開教會的時候
[00:05:21.040 --> 00:05:22.800]  有耶穌基督與你同在
[00:05:22.800 --> 00:05:24.920]  一同在船上
[00:05:24.920 --> 00:05:26.000]  不但這樣
[00:05:26.000 --> 00:05:27.200]  還有弟兄姊妹
[00:05:27.200 --> 00:05:30.840]  有別的船陪伴你一起去
[00:05:30.840 --> 00:05:31.920]  離開這個教會
[00:05:31.920 --> 00:05:33.080]  進入你的家庭
[00:05:33.080 --> 00:05:34.400]  進入你的社區
[00:05:34.400 --> 00:05:36.240]  進入你的工作崗位
[00:05:36.240 --> 00:05:37.600]  有什麼好得過?
[00:05:37.600 --> 00:05:39.560]  有神的話語
[00:05:39.560 --> 00:05:40.680]  有門徒訓練
[00:05:40.680 --> 00:05:42.320]  有牧者的關懷
[00:05:42.320 --> 00:05:44.960]  有耶穌基督和你一同的同去
[00:05:44.960 --> 00:05:47.400]  並且有弟兄姊妹在你身邊陪伴
[00:05:47.400 --> 00:05:51.200]  一同走進離開星期日的日子
[00:05:51.200 --> 00:05:53.600]  平日的生活當中
[00:05:53.600 --> 00:05:56.920]  你說是一個多麼美麗的境界
[00:05:56.920 --> 00:05:58.640]  當你在這樣的境界裡面的時候
[00:05:58.640 --> 00:06:00.720]  你當然很想想
[00:06:00.720 --> 00:06:02.680]  教會這麼美麗的生活
[00:06:02.680 --> 00:06:05.880]  我們一定會一帆風順
[00:06:05.880 --> 00:06:07.480]  但實際上又不是
[00:06:07.480 --> 00:06:12.320]  大家知道他們遇到風浪
[00:06:12.320 --> 00:06:19.800]  在說這個之前再多說一些悉經的辯論
[00:06:19.800 --> 00:06:21.120]  有些人就說
[00:06:21.120 --> 00:06:23.000]  耶穌在船上
[00:06:23.000 --> 00:06:26.640]  他們質疑耶穌是否真的睡著了
[00:06:26.640 --> 00:06:27.960]  因為有些人就說
[00:06:27.960 --> 00:06:31.320]  耶穌是故意裝睡
[00:06:31.320 --> 00:06:33.720]  裝作是假的
[00:06:33.720 --> 00:06:36.160]  有什麼理由船上那麼吵
[00:06:36.160 --> 00:06:38.200]  風浪也睡著了
[00:06:38.200 --> 00:06:39.480]  不可能
[00:06:39.480 --> 00:06:44.760]  肯定是裝作是假睡著等門徒來找他
[00:06:44.760 --> 00:06:47.600]  老師快要死了
[00:06:47.600 --> 00:06:49.000]  請你出山吧
[00:06:49.000 --> 00:06:52.360]  於是他就出來演一次戲給你看
[00:06:52.360 --> 00:06:54.640]  等這幫人相信我
[00:06:54.640 --> 00:06:57.360]  如果你看整本聖經裡面的語文
[00:06:57.360 --> 00:07:01.040]  這個「弗雷福音」的三個「瑪太瑪可」和「路加」
[00:07:01.040 --> 00:07:03.800]  「瑪太瑪可」用的字「睡著教」
[00:07:03.800 --> 00:07:09.400]  其實在希臘文是很精準的
[00:07:09.400 --> 00:07:11.240]  在新約聖經裡面
[00:07:11.240 --> 00:07:15.240]  總共有五個字是形容睡覺的
[00:07:15.240 --> 00:07:18.040]  中國人就是睡覺就睡覺
[00:07:18.040 --> 00:07:21.080]  它有五個字形容都是不同的表現
[00:07:21.080 --> 00:07:24.760]  也有五個字是形容睡醒教的
[00:07:24.760 --> 00:07:27.120]  所以你要看看他們用什麼字
[00:07:27.120 --> 00:07:29.480]  「瑪太瑪可」用的字是一個普遍的字
[00:07:29.480 --> 00:07:30.840]  就是睡著了
[00:07:30.840 --> 00:07:33.840]  普遍這個字也用來形容那些人死了
[00:07:33.840 --> 00:07:35.760]  他們不是死了是睡著了
[00:07:35.760 --> 00:07:36.960]  這個字「睡著」
[00:07:36.960 --> 00:07:40.480]  就是形容那些人普通睡著教
[00:07:40.480 --> 00:07:44.040]  而「醒來」就是自然醒了
[00:07:44.040 --> 00:07:46.440]  就是睡著教醒了就是醒了
[00:07:46.440 --> 00:07:51.400]  但是「路加」就用兩個很特別另外兩個字
[00:07:51.400 --> 00:07:57.760]  是加深語氣去特別描述耶穌是怎樣睡覺的
[00:07:57.760 --> 00:07:59.760]  在《五路加福音》第八章二十三節
[00:07:59.760 --> 00:08:01.960]  形容整段經文裡面
[00:08:01.960 --> 00:08:04.000]  它用了另一個字
[00:08:04.000 --> 00:08:06.720]  在中文譯為「沉睡」
[00:08:06.720 --> 00:08:11.000]  就是「累到腳聲」
[00:08:11.000 --> 00:08:13.000]  就是累到「淚低」
[00:08:13.000 --> 00:08:15.120]  我們廣東話就是「淚低」
