
[00:00:00.000 --> 00:00:02.000]  這個基本上大家都明白
[00:00:02.000 --> 00:00:03.500]  是五顏六色的
[00:00:03.500 --> 00:00:04.700]  其實是五個顏色
[00:00:04.700 --> 00:00:06.700]  主要來講第一個色
[00:00:06.700 --> 00:00:10.000]  在這個五色福音第一個色就是綠色
[00:00:10.000 --> 00:00:12.000]  第二個就是黑色
[00:00:12.000 --> 00:00:13.500]  第三個就是紅色
[00:00:13.500 --> 00:00:14.500]  第四個白色
[00:00:14.500 --> 00:00:16.500]  最後那個應該是金色
[00:00:16.500 --> 00:00:18.500]  不過金色就不容易找
[00:00:18.500 --> 00:00:20.500]  金珠是有的
[00:00:20.500 --> 00:00:22.500]  我以前也買過金珠的
[00:00:22.500 --> 00:00:24.500]  不過就貴一點
[00:00:24.500 --> 00:00:26.500]  我們就沒有用白色
[00:00:26.500 --> 00:00:28.500]  用一個透明代表了
[00:00:28.500 --> 00:00:31.500]  我會簡單的再一次講講
[00:00:31.500 --> 00:00:33.500]  第一個是綠色
[00:00:33.500 --> 00:00:37.500]  在今天講道的經文裏面
[00:00:37.500 --> 00:00:44.500]  綠色其實我們一般說是可以代表和諧和平的
[00:00:44.500 --> 00:00:48.500]  其實當神創造天地萬物的時候
[00:00:48.500 --> 00:00:51.500]  和創造阿當夏娃的時候
[00:00:51.500 --> 00:00:55.500]  甚至我用天地萬物
[00:00:55.500 --> 00:01:00.500]  包括那些動物在樂園裏面
[00:01:00.500 --> 00:01:02.500]  其實他們很和諧的
[00:01:02.500 --> 00:01:07.500]  他們不會彼此在弱肉強食
[00:01:07.500 --> 00:01:12.500]  阿當夏娃他們當被犯罪被墮落的時候
[00:01:12.500 --> 00:01:15.500]  他們彼此當然是很和諧的
[00:01:15.500 --> 00:01:19.500]  但是在這個神的創造裏面
[00:01:19.500 --> 00:01:23.500]  原來是有一個叫做天使
[00:01:23.500 --> 00:01:27.500]  這個天使其中一種天使是很高層次的天使
[00:01:27.500 --> 00:01:29.500]  叫做基魯柏
[00:01:29.500 --> 00:01:31.500]  基魯柏
[00:01:31.500 --> 00:01:37.500]  基魯柏原來魔鬼本來是基魯柏
[00:01:37.500 --> 00:01:43.500]  在以西傑書第28章第14節就提及到魔鬼撒旦
[00:01:43.500 --> 00:01:45.500]  其實他是基魯柏
[00:01:45.500 --> 00:01:47.500]  而基魯柏他的層次高到怎樣呢
[00:01:47.500 --> 00:01:49.500]  就是他的私人寶座
[00:01:49.500 --> 00:01:51.500]  在致聖所裏面的私人座
[00:01:51.500 --> 00:01:53.500]  私人寶座英文叫mercy seat
[00:01:53.500 --> 00:01:55.500]  是有兩個基魯柏在裏面的
[00:01:55.500 --> 00:01:58.500]  還有當阿當夏娃犯罪的時候
[00:01:58.500 --> 00:02:01.500]  神就叫基魯柏守住那個樂園
[00:02:01.500 --> 00:02:04.500]  不讓他們再進去
[00:02:04.500 --> 00:02:06.500]  你看看基魯柏多厲害
[00:02:06.500 --> 00:02:09.500]  當然基魯柏除了私人寶座那裏有
[00:02:09.500 --> 00:02:17.500]  還有神差派了其中一個基魯柏看著樂園醫電員的門口
[00:02:17.500 --> 00:02:18.500]  還有其他基魯柏
[00:02:18.500 --> 00:02:20.500]  但他們是非常高層次的
[00:02:20.500 --> 00:02:23.500]  這個小小的背景給大家知道
[00:02:23.500 --> 00:02:25.500]  魔鬼其實是屬於基魯柏
[00:02:25.500 --> 00:02:28.500]  聖經裏有些很高層次的天使
[00:02:28.500 --> 00:02:32.500]  我們叫Archangel或者叫Chief Angel
[00:02:32.500 --> 00:02:34.500]  那些叫天使掌
[00:02:34.500 --> 00:02:37.500]  Michael和Gabriel、米加勒和加保尼
[00:02:37.500 --> 00:02:39.500]  是屬於那個層次的
[00:02:39.500 --> 00:02:40.500]  是很高層次的
[00:02:40.500 --> 00:02:42.500]  回到這裏
[00:02:42.500 --> 00:02:46.500]  簡單的說這個綠色的神創造這個世界
[00:02:46.500 --> 00:02:48.500]  在經文羅馬書一章20節
[00:02:48.500 --> 00:02:49.500]  自從造天地以來
[00:02:49.500 --> 00:02:52.500]  神的永能和神性是明明可知的
[00:02:52.500 --> 00:02:53.500]  雖然眼不能見
[00:02:53.500 --> 00:02:56.500]  但藉著所造之物就可以了解漢見
[00:02:56.500 --> 00:02:58.500]  叫人無可推諉
[00:02:58.500 --> 00:02:59.500]  因為上個主日都提過
[00:02:59.500 --> 00:03:00.500]  所以簡單的說
[00:03:00.500 --> 00:03:02.500]  神的永能和神性
[00:03:02.500 --> 00:03:05.500]  就是神那個無限的能力
[00:03:05.500 --> 00:03:07.500]  和祂的超越
[00:03:07.500 --> 00:03:13.500]  當我們看見神所創造的日月星辰
[00:03:13.500 --> 00:03:14.500]  我們會發覺
[00:03:14.500 --> 00:03:17.500]  能夠創造得出這些日月星辰
[00:03:17.500 --> 00:03:21.500]  實在要很大的能力才做得到
[00:03:21.500 --> 00:03:22.500]  我過了一個星期
[00:03:22.500 --> 00:03:23.500]  我就上網找一找
[00:03:23.500 --> 00:03:25.500]  究竟這個太陽
[00:03:25.500 --> 00:03:26.500]  上個星期我都說過
[00:03:26.500 --> 00:03:27.500]  太陽不是一直在爆炸
[00:03:27.500 --> 00:03:29.500]  爆了這麼久還在爆
[00:03:29.500 --> 00:03:33.500]  他說是每一秒鐘
[00:03:33.500 --> 00:03:35.500]  它的爆炸的威力
[00:03:35.500 --> 00:03:40.500]  好像是3.4萬億噸的炸藥
[00:03:40.500 --> 00:03:44.500]  3.4萬億噸的炸藥這樣爆
[00:03:44.500 --> 00:03:45.500]  你想想
[00:03:45.500 --> 00:03:48.500]  這是神所創造的其中一個太陽
[00:03:48.500 --> 00:03:49.500]  都有這樣的威力
[00:03:49.500 --> 00:03:51.500]  所以有一節經文
[00:03:51.500 --> 00:03:53.500]  我就沒有寫在這裡給你
[00:03:53.500 --> 00:03:55.500]  因為後來我再想起
[00:03:55.500 --> 00:03:57.500]  就是聖經有一篇第十九篇
[00:03:57.500 --> 00:03:58.500]  第一節
[00:03:58.500 --> 00:03:59.500]  有一個很熟悉的經文
[00:03:59.500 --> 00:04:04.500]  諸天述說神的榮耀 窮倉全讓他的手段
[00:04:04.500 --> 00:04:05.500]  諸天是什麼意思
[00:04:05.500 --> 00:04:06.500]  就是說
[00:04:06.500 --> 00:04:07.500]  Heaven
[00:04:07.500 --> 00:04:08.500]  為什麼叫做諸
[00:04:08.500 --> 00:04:11.500]  因為原文的字是用眾數的
[00:04:11.500 --> 00:04:12.500]  就是諸天
[00:04:12.500 --> 00:04:13.500]  天上的事
[00:04:13.500 --> 00:04:14.500]  是在說
[00:04:14.500 --> 00:04:16.500]  述說神的榮耀
[00:04:16.500 --> 00:04:19.500]  神是何等的榮耀
[00:04:19.500 --> 00:04:20.500]  還有窮倉
[00:04:20.500 --> 00:04:22.500]  其實諸天窮倉是同義詞
[00:04:22.500 --> 00:04:24.500]  全讓他的手段
[00:04:24.500 --> 00:04:27.500]  中文手段好像不太好聽
[00:04:27.500 --> 00:04:29.500]  但原文我查了一下
[00:04:29.500 --> 00:04:31.500]  其實是神所手造的功
[00:04:31.500 --> 00:04:32.500]  神所手造的功
[00:04:32.500 --> 00:04:33.500]  其實一樣
[00:04:33.500 --> 00:04:36.500]  就是說我們看見那些月亮星辰
[00:04:36.500 --> 00:04:38.500]  看見這些山 河 水
[00:04:38.500 --> 00:04:40.500]  看見正如我上個禮拜都說
[00:04:40.500 --> 00:04:41.500]  看見一隻蚊
[00:04:41.500 --> 00:04:42.500]  一隻蚊
[00:04:42.500 --> 00:04:43.500]  你都覺得
[00:04:43.500 --> 00:04:44.500]  哇 真是
[00:04:44.500 --> 00:04:45.500]  神好厲害
[00:04:45.500 --> 00:04:46.500]  一隻蚊
[00:04:46.500 --> 00:04:47.500]  這麼小隻
[00:04:47.500 --> 00:04:49.500]  會飛還會生BB
[00:04:49.500 --> 00:04:50.500]  很厲害的
[00:04:50.500 --> 00:04:53.500]  這些全部都是神的大能
[00:04:53.500 --> 00:04:55.500]  永恆的能力和神聖
[00:04:55.500 --> 00:04:57.500]  好了 跳到黑色那裡
[00:04:57.500 --> 00:04:59.500]  就是我剛才提及到
[00:04:59.500 --> 00:05:01.500]  這個基魯柏
[00:05:01.500 --> 00:05:03.500]  一個很高層次的天使
[00:05:03.500 --> 00:05:04.500]  基魯柏
[00:05:04.500 --> 00:05:06.500]  他是墮落
[00:05:06.500 --> 00:05:08.500]  成為了魔鬼
[00:05:08.500 --> 00:05:10.500]  本來他是很美麗的
[00:05:10.500 --> 00:05:11.500]  我都提過了
[00:05:11.500 --> 00:05:12.500]  在以色列書28章
[00:05:12.500 --> 00:05:13.500]  你回去慢慢看
[00:05:13.500 --> 00:05:15.500]  這個以塞俄書第14章
[00:05:15.500 --> 00:05:16.500]  你回去慢慢看
[00:05:16.500 --> 00:05:18.500]  有時候我會說到
[00:05:18.500 --> 00:05:20.500]  啟示錄七教會裡面
[00:05:20.500 --> 00:05:22.500]  都有提及到這個撒旦
[00:05:22.500 --> 00:05:23.500]  那些你慢慢回去看
[00:05:23.500 --> 00:05:25.500]  但這裡特別講到
[00:05:25.500 --> 00:05:27.500]  因為世人都犯了罪
[00:05:27.500 --> 00:05:29.500]  規決了神的榮耀
[00:05:29.500 --> 00:05:31.500]  我上個主日都用了陳永明教授
[00:05:31.500 --> 00:05:32.500]  做了一個例子
[00:05:32.500 --> 00:05:34.500]  有位長者
[00:05:34.500 --> 00:05:38.500]  當陳教授他要去美國讀書的時候
[00:05:38.500 --> 00:05:40.500]  我想他應該是美國讀書的
[00:05:40.500 --> 00:05:44.500]  這個長者跟陳永明教授說
[00:05:44.500 --> 00:05:46.500]  你去美國讀書
[00:05:46.500 --> 00:05:49.500]  人家不知道你的名字叫陳永明
[00:05:49.500 --> 00:05:51.500]  只知道你是一個中國人
[00:05:51.500 --> 00:05:52.500]  一個亞洲人
[00:05:52.500 --> 00:05:54.500]  如果你是做得好的
[00:05:54.500 --> 00:05:55.500]  表現得好的
[00:05:55.500 --> 00:05:57.500]  人家會讚賞你
[00:05:57.500 --> 00:05:58.500]  但是做得不好的
[00:05:58.500 --> 00:05:59.500]  人家會說
[00:05:59.500 --> 00:06:00.500]  你看看那些中國人
[00:06:00.500 --> 00:06:01.500]  你看看他們
[00:06:01.500 --> 00:06:02.500]  這樣的
[00:06:02.500 --> 00:06:04.500]  多沒禮貌
[00:06:04.500 --> 00:06:05.500]  這樣
[00:06:05.500 --> 00:06:06.500]  是不是
[00:06:06.500 --> 00:06:08.500]  他不會說陳永明這樣這樣
[00:06:08.500 --> 00:06:09.500]  其實就是說
[00:06:09.500 --> 00:06:10.500]  你所做的
[00:06:10.500 --> 00:06:12.500]  會令到中國人蒙羞
[00:06:12.500 --> 00:06:14.500]  我自小長大的時候
[00:06:14.500 --> 00:06:15.500]  有一件事
[00:06:15.500 --> 00:06:17.500]  如果你是被人說
[00:06:17.500 --> 00:06:19.500]  你會很不開心
[00:06:19.500 --> 00:06:21.500]  或者是李雲
[00:06:21.500 --> 00:06:22.500]  你會說什麼
[00:06:22.500 --> 00:06:24.500]  你沒有家教
[00:06:24.500 --> 00:06:25.500]  沒有家教
[00:06:25.500 --> 00:06:29.500]  他當然說這個小孩頑皮頑皮
[00:06:29.500 --> 00:06:31.500]  但是他說沒有家教
[00:06:31.500 --> 00:06:34.500]  再說得更逐一
[00:06:34.500 --> 00:06:36.500]  有爺生就沒有娘教
[00:06:36.500 --> 00:06:38.500]  大家都聽過
[00:06:38.500 --> 00:06:39.500]  其實是
[00:06:39.500 --> 00:06:43.500]  一樣是對這個家裡的明星
[00:06:43.500 --> 00:06:44.500]  對父母來說
[00:06:44.500 --> 00:06:46.500]  是真是一個
[00:06:46.500 --> 00:06:48.500]  很規絕了他們的
[00:06:48.500 --> 00:06:49.500]  很規決了他們的
[00:06:49.500 --> 00:06:52.500]  所以規決是不足
[00:06:52.500 --> 00:06:53.500]  是低於
[00:06:53.500 --> 00:06:54.500]  而榮耀這個字眼
[00:06:54.500 --> 00:06:56.500]  上一次都和大家提過
[00:06:56.500 --> 00:06:58.500]  是和光亮光輝
[00:06:58.500 --> 00:07:00.500]  是有關係的
[00:07:00.500 --> 00:07:01.500]  有關係的
[00:07:01.500 --> 00:07:02.500]  接著那一節經文
[00:07:02.500 --> 00:07:04.500]  是羅馬書三章二十五節
[00:07:04.500 --> 00:07:05.500]  就是神設立了耶穌
[00:07:05.500 --> 00:07:07.500]  作為這個贖罪祭
[00:07:07.500 --> 00:07:09.500]  或者用另外一個翻譯
[00:07:09.500 --> 00:07:11.500]  叫做挽回祭
[00:07:11.500 --> 00:07:13.500]  甚至這個字的原文
[00:07:13.500 --> 00:07:14.500]  很特別的
[00:07:14.500 --> 00:07:15.500]  這個字的原文
[00:07:15.500 --> 00:07:16.500]  這個贖罪祭
[00:07:16.500 --> 00:07:17.500]  這個字的原文
[00:07:17.500 --> 00:07:20.500]  就正正是在至聖所裡面的
[00:07:20.500 --> 00:07:22.500]  那個叫做
[00:07:22.500 --> 00:07:23.500]  中文叫什麼呢
[00:07:23.500 --> 00:07:26.500]  英文就叫mercy seat
[00:07:26.500 --> 00:07:28.500]  私人座
[00:07:28.500 --> 00:07:29.500]  那個字
[00:07:29.500 --> 00:07:30.500]  就是那個私人座
[00:07:30.500 --> 00:07:32.500]  剛才我說有兩個基路柏
[00:07:32.500 --> 00:07:34.500]  在那個私人座那裡
[00:07:34.500 --> 00:07:35.500]  那個私人座
[00:07:35.500 --> 00:07:36.500]  那個座
[00:07:36.500 --> 00:07:38.500]  mercy seat
[00:07:38.500 --> 00:07:39.500]  就是這個字的原文
[00:07:39.500 --> 00:07:40.500]  贖罪祭
[00:07:40.500 --> 00:07:41.500]  挽回祭
[00:07:41.500 --> 00:07:42.500]  意思是什麼呢
[00:07:42.500 --> 00:07:43.500]  就是說神呢
[00:07:43.500 --> 00:07:45.500]  就透過耶穌基督
[00:07:45.500 --> 00:07:48.500]  成為了這個去救贖世人的罪的一個祭
[00:07:48.500 --> 00:07:51.500]  耶穌基督是成為一個
[00:07:51.500 --> 00:07:53.500]  好像代罪羔羊那樣
[00:07:53.500 --> 00:07:55.500]  犯了罪
[00:07:55.500 --> 00:07:57.500]  要去用一隻羔羊
[00:07:57.500 --> 00:07:59.500]  獻上去贖罪
[00:07:59.500 --> 00:08:01.500]  耶穌基督就成為這個贖罪祭
[00:08:01.500 --> 00:08:03.500]  那為什麼叫挽回祭呢
[00:08:03.500 --> 00:08:04.500]  挽回祭呢
[00:08:04.500 --> 00:08:05.500]  有一個含義呢
