
[00:00:00.000 --> 00:00:02.000]  他會在這裏做了很多事情
[00:00:02.000 --> 00:00:04.600]  他在這裏做了很多事情
[00:00:04.600 --> 00:00:07.060]  他在這裏做了很多事情
[00:00:07.060 --> 00:00:11.060]  他在這裏做了很多事情
[00:00:11.060 --> 00:00:14.100]  他在這裏做了很多事情
[00:00:14.100 --> 00:00:18.100]  他在這裏做了很多事情
[00:00:18.100 --> 00:00:20.100]  他在這裏做了很多事情
[00:00:20.100 --> 00:00:23.100]  他在這裏做了很多事情
[00:00:23.100 --> 00:00:25.100]  他在這裏做了很多事情
[00:00:25.100 --> 00:00:27.100]  他在這裏做了很多事情
[00:00:27.100 --> 00:00:29.100]  他在這裏做了很多事情
[00:00:29.100 --> 00:00:31.100]  他在這裏做了很多事情
[00:00:31.100 --> 00:00:33.100]  他在這裏做了很多事情
[00:00:33.100 --> 00:00:35.100]  他在這裏做了很多事情
[00:00:35.100 --> 00:00:37.100]  他在這裏做了很多事情
[00:00:37.100 --> 00:00:39.100]  他在這裏做了很多事情
[00:00:39.100 --> 00:00:41.100]  他在這裏做了很多事情
[00:00:41.100 --> 00:00:43.100]  他在這裏做了很多事情
[00:00:43.100 --> 00:00:45.100]  他在這裏做了很多事情
[00:00:45.100 --> 00:00:47.100]  他在這裏做了很多事情
[00:00:47.100 --> 00:00:49.100]  他在這裏做了很多事情
[00:00:49.100 --> 00:00:51.100]  他在這裏做了很多事情
[00:00:51.100 --> 00:00:53.100]  他在這裏做了很多事情
[00:00:53.100 --> 00:00:55.100]  他在這裏做了很多事情
[00:00:55.100 --> 00:00:57.100]  他在這裏做了很多事情
[00:00:57.100 --> 00:00:59.100]  他在這裏做了很多事情
[00:00:59.100 --> 00:01:01.100]  他在這裏做了很多事情
[00:01:01.100 --> 00:01:03.100]  他在這裏做了很多事情
[00:01:03.100 --> 00:01:05.100]  他在這裏做了很多事情
[00:01:05.100 --> 00:01:07.100]  他在這裏做了很多事情
[00:01:07.100 --> 00:01:09.100]  他在這裏做了很多事情
[00:01:09.100 --> 00:01:11.100]  他在這裏做了很多事情
[00:01:11.100 --> 00:01:13.100]  他在這裏做了很多事情
[00:01:13.100 --> 00:01:15.100]  他在這裏做了很多事情
[00:01:15.100 --> 00:01:17.100]  他在這裏做了很多事情
[00:01:17.100 --> 00:01:19.100]  他在這裏做了很多事情
[00:01:19.100 --> 00:01:21.100]  他在這裏做了很多事情
[00:01:21.100 --> 00:01:23.100]  他在這裏做了很多事情
[00:01:23.100 --> 00:01:25.100]  他在這裏做了很多事情
[00:01:25.100 --> 00:01:27.100]  他在這裏做了很多事情
[00:01:27.100 --> 00:01:29.100]  他在這裏做了很多事情
[00:01:29.100 --> 00:01:31.100]  他在這裏做了很多事情
[00:01:31.100 --> 00:01:33.100]  他在這裏做了很多事情
[00:01:33.100 --> 00:01:35.100]  他在這裏做了很多事情
[00:01:35.100 --> 00:01:37.100]  他在這裏做了很多事情
[00:01:37.100 --> 00:01:39.100]  他在這裏做了很多事情
[00:01:39.100 --> 00:01:41.100]  他在這裏做了很多事情
[00:01:41.100 --> 00:01:43.100]  他在這裏做了很多事情
[00:01:43.100 --> 00:01:45.100]  他在這裏做了很多事情
[00:01:45.100 --> 00:01:47.100]  他在這裏做了很多事情
[00:01:47.100 --> 00:01:49.100]  他在這裏做了很多事情
[00:01:49.100 --> 00:01:51.100]  他在這裏做了很多事情
[00:01:51.100 --> 00:01:53.100]  他在這裏做了很多事情
[00:01:53.100 --> 00:01:55.100]  他在這裏做了很多事情
[00:01:55.100 --> 00:01:57.100]  他在這裏做了很多事情
[00:01:57.100 --> 00:01:59.100]  他在這裏做了很多事情
[00:01:59.100 --> 00:02:01.100]  他在這裏做了很多事情
[00:02:01.100 --> 00:02:03.100]  他在這裏做了很多事情
