
[00:00:00.000 --> 00:00:02.000]  Thank you 慰平安
[00:00:02.000 --> 00:00:05.840]  我唔知大家我諗都好感覺到
[00:00:05.840 --> 00:00:09.760]  而家呢即係我地周圍呢好多時都聽到人地講普通話㗎
[00:00:09.760 --> 00:00:10.480]  係咪?
[00:00:10.480 --> 00:00:12.600]  咁早得廿零年呢
[00:00:12.600 --> 00:00:15.600]  唔係咁多機會你聽到人講普通話
[00:00:15.600 --> 00:00:17.120]  佢嗰陣時叫國語嘅
[00:00:17.120 --> 00:00:18.920]  係咪?好多時都叫國語嘅
[00:00:18.920 --> 00:00:23.000]  咁嗰陣時我地接觸國語呢就係
[00:00:23.000 --> 00:00:25.240]  透過台灣嘅電影啦
[00:00:25.240 --> 00:00:27.720]  聽下啲流行歌啦咁樣樣
[00:00:27.720 --> 00:00:30.880]  咁好多時我地都會唱啲流行歌嘅
[00:00:30.880 --> 00:00:35.520]  咁嗰陣時我就好鍾意都唱啲國語嘅流行曲
[00:00:35.520 --> 00:00:37.880]  咁我覺得我識得講國語嘅
[00:00:37.880 --> 00:00:42.000]  咁所以呢我有一次呢就自己去咗台灣
[00:00:42.000 --> 00:00:44.160]  咁諗住應該冇問題啦
[00:00:44.160 --> 00:00:49.200]  咁見到呢有個地方呢賣一啲用紅棗做啲糕
[00:00:49.200 --> 00:00:51.240]  咁呢我就想問下幾多錢啦
[00:00:51.240 --> 00:00:52.200]  咁我就問佢
[00:00:52.200 --> 00:00:57.400]  小姐 嘲膠多少錢呀?
[00:00:57.400 --> 00:00:59.200]  原來唔係叫嘲膠喎
[00:00:59.200 --> 00:01:00.840]  嘲膠先啲啱喎
[00:01:00.840 --> 00:01:02.480]  咁但係呢啲呢就係
[00:01:02.480 --> 00:01:05.360]  因為你唱國語時代曲冇呢個字㗎嘛
[00:01:05.360 --> 00:01:06.760]  咁你唯有呢就係
[00:01:06.760 --> 00:01:07.800]  如果係咁學呢
[00:01:07.800 --> 00:01:10.440]  我哋只要一個一個字咁樣去記下
[00:01:10.440 --> 00:01:11.920]  我諗而家我容易啲啦
[00:01:11.920 --> 00:01:16.400]  而家呢我哋可以學下拼音呀
[00:01:16.400 --> 00:01:17.840]  四聲呀咁樣樣
[00:01:17.840 --> 00:01:20.160]  就算呢我哋學一個新字呢
[00:01:20.160 --> 00:01:21.800]  我哋容易記啦
[00:01:21.800 --> 00:01:22.320]  係咪呀?
[00:01:22.320 --> 00:01:25.360]  亦都呢如果佢錯我哋知道點樣錯啦
[00:01:25.360 --> 00:01:30.600]  咁所以我相信呢即係我哋去學一啲基本嘅
[00:01:30.600 --> 00:01:33.080]  一啲嘅道理呀一啲原則呀
[00:01:33.080 --> 00:01:36.440]  其實呢學任何一樣事情都係好嘅
[00:01:36.440 --> 00:01:39.960]  咁但係你如果你淨壓停喺嗰度咁咪弊啦
[00:01:39.960 --> 00:01:43.560]  其實如果我哋將語言睇成呢
[00:01:43.560 --> 00:01:46.240]  就係呢啲嘅文化就係呢啲嘅語法呢
[00:01:46.240 --> 00:01:49.040]  我諗你好快會覺得好悶嘅
[00:01:49.040 --> 00:01:51.040]  但係呢好多時我哋學語言係咁喎
[00:01:51.040 --> 00:01:51.440]  點解呀?
[00:01:51.440 --> 00:01:54.600]  因為呢我哋將語言呢睇成一種工具呀
[00:01:54.600 --> 00:01:57.680]  好多時啲人去學英文學日文
[00:01:57.680 --> 00:01:59.800]  好多時佢哋係因為呢
[00:01:59.800 --> 00:02:02.440]  我可能會容易啲搵工
[00:02:02.440 --> 00:02:05.400]  或者工作上面呢會有用
[00:02:05.400 --> 00:02:08.440]  如果我哋將語言睇成一種工具呢
[00:02:08.440 --> 00:02:10.000]  咁我哋就會停喺嗰度喇
[00:02:10.000 --> 00:02:11.720]  夠用就得㗎啦
[00:02:11.720 --> 00:02:12.960]  但係咩叫夠用呢?
[00:02:12.960 --> 00:02:17.240]  你永遠唔知道幾時會有其他嘅嘈交會出現㗎喎
[00:02:17.240 --> 00:02:17.800]  係咪呀?
[00:02:17.800 --> 00:02:19.120]  咁所以呢我哋要
[00:02:19.120 --> 00:02:23.040]  要知道語言其實最重要一樣嘢係語言溝通呀
[00:02:23.040 --> 00:02:26.560]  如果我哋冇一個嘅動力呢
[00:02:26.560 --> 00:02:29.720]  我哋去認識其他人認識其他嘅文化呢
[00:02:29.720 --> 00:02:33.120]  其實我哋好難去學好一個語言
[00:02:33.120 --> 00:02:34.600]  咁但係呢
[00:02:34.600 --> 00:02:37.000]  嗰啲嘅基礎嘅文化
[00:02:37.000 --> 00:02:39.840]  基礎嘅語音呢係幫助到我哋
[00:02:39.840 --> 00:02:41.840]  但係嗰個只不過係個開始嚟㗎
[00:02:41.840 --> 00:02:42.200]  係咪?
[00:02:42.200 --> 00:02:44.720]  亦都幫助到我哋去知道我哋係咩錯
[00:02:44.720 --> 00:02:48.000]  但好重要嘅呢就係你要真正同嗰啲人去溝通
[00:02:48.000 --> 00:02:50.440]  你真正呢喺當中呢去使用
[00:02:50.440 --> 00:02:53.160]  亦都呢最好就去模仿嗰啲
[00:02:53.160 --> 00:02:55.320]  真係粗啲都無語嘅人
[00:02:55.320 --> 00:02:57.880]  我諗呢咁樣我哋會學得好
[00:02:57.880 --> 00:02:59.440]  我唔知道大家會唔會覺得呢
[00:02:59.440 --> 00:03:02.240]  我哋學聖經都其實都係咁㗎
[00:03:02.240 --> 00:03:04.840]  你如果呢將聖經睇成一種工具嚟㗎啫
[00:03:04.840 --> 00:03:06.120]  就係即係話
[00:03:06.120 --> 00:03:09.360]  我讀聖經呢咁呢就係我有一個好嘅基督徒啦
[00:03:09.360 --> 00:03:10.840]  咁我就可以上天堂啦
[00:03:10.840 --> 00:03:14.120]  咁我諗你會好辛苦嘅你讀聖經讀得
[00:03:14.120 --> 00:03:18.320]  或者呢你認為聖經呢就係講畀你聽你做咩啱咩錯呢
[00:03:18.320 --> 00:03:20.040]  你每一樣嘢呢就係
[00:03:20.040 --> 00:03:21.880]  究竟呢樣嘢係啱定係錯
[00:03:21.880 --> 00:03:23.240]  但係你唔知道點解㗎喎
[00:03:23.240 --> 00:03:25.520]  你掌握唔到嗰個原則㗎喎
[00:03:25.520 --> 00:03:27.840]  你都會讀得好辛苦㗎
[00:03:27.840 --> 00:03:30.480]  但係呢如果你係
[00:03:30.480 --> 00:03:32.440]  出於一個就係
[00:03:32.440 --> 00:03:33.880]  你願意
[00:03:33.880 --> 00:03:37.000]  你想同神相交
[00:03:37.000 --> 00:03:39.240]  同人相交
[00:03:39.240 --> 00:03:42.560]  同呢個世界有一個和好的關係呢
[00:03:42.560 --> 00:03:44.800]  我諗呢你會讀得容易好多
[00:03:44.800 --> 00:03:48.800]  就好似呢如果你學語言嘅動力呢
[00:03:48.800 --> 00:03:52.000]  係出於你願意認識人你願意與人聯繫
[00:03:52.000 --> 00:03:54.000]  你願意認識人哋嘅文化呢
[00:03:54.000 --> 00:03:55.600]  你會讀得好開心㗎
[00:03:55.600 --> 00:03:57.440]  你會讀得好有動力㗎
[00:03:57.440 --> 00:04:00.160]  如果呢我哋係願意與神相交呢
[00:04:00.160 --> 00:04:02.520]  我哋願意係同人有和好的關係呢
[00:04:02.520 --> 00:04:04.640]  我讀聖經會讀得好有動力㗎
[00:04:04.640 --> 00:04:06.240]  我會讀得好有興趣㗎
[00:04:06.240 --> 00:04:09.680]  因為呢佢畀到我一個全新嘅眼界呢
[00:04:09.680 --> 00:04:12.680]  係去睇呢個世界
[00:04:12.680 --> 00:04:15.440]  頭先我哋所讀嘅呢一段經文呢
[00:04:15.440 --> 00:04:19.200]  寶萊一開始喺五章一節嗰度話 佢話你明明要效法神呀
[00:04:19.200 --> 00:04:22.600]  好像蒙慈愛嘅兒女一樣
[00:04:22.600 --> 00:04:29.360]  其實呢人被做呢係被以神嘅形象係被做嘅
[00:04:29.360 --> 00:04:31.480]  本來我哋就似神嘅
[00:04:31.480 --> 00:04:35.440]  但係呢寶萊喺呢度同佢哋講呢我哋要效法神喎
[00:04:35.440 --> 00:04:36.360]  點解呀
[00:04:36.360 --> 00:04:39.120]  因為我哋因為罪嘅緣故呢
[00:04:39.120 --> 00:04:43.360]  我哋已經係規決咗神嘅形象啦
[00:04:43.360 --> 00:04:47.240]  原本神以佢嘅形象嘅意思就係話
[00:04:47.240 --> 00:04:50.280]  以佢嘅一啲屬性呢係賦予咗畀我哋呀
[00:04:50.280 --> 00:04:51.880]  我哋有神嘅道德性嘅
[00:04:51.880 --> 00:04:54.560]  我哋好自然呢我哋就會係睇
[00:04:54.560 --> 00:04:57.680]  呢樣嘢係啱呢樣嘢係錯呢樣嘢唔好嘅
[00:04:57.680 --> 00:04:59.360]  我哋呢會有智慧嘅
[00:04:59.360 --> 00:05:03.080]  我哋呢係有意志嘅有能力嘅可以做決定嘅
[00:05:03.080 --> 00:05:07.200]  呢啲全部都係神賦予我哋嘅屬性
[00:05:07.200 --> 00:05:09.120]  一啲佢嘅屬性
[00:05:09.120 --> 00:05:11.360]  因為我哋係似佢有佢嘅形象
[00:05:11.360 --> 00:05:14.800]  但係正正因為罪嘅緣故呢我哋係規決咗
[00:05:14.800 --> 00:05:17.680]  所以呢我哋要重新去效法神呀
[00:05:17.680 --> 00:05:20.280]  我哋要攞返呢一個榮耀嘅形象嘅時候
[00:05:20.280 --> 00:05:22.240]  我哋要效法山神
[00:05:22.240 --> 00:05:25.200]  我哋要知道呢究竟神係點樣樣
[00:05:25.200 --> 00:05:26.640]  佢嘅形象係點樣樣
[00:05:26.640 --> 00:05:28.200]  然後呢我哋去效法佢
[00:05:28.200 --> 00:05:30.800]  好似蒙慈愛嘅兒女一樣
[00:05:30.800 --> 00:05:33.440]  就係呢我哋係蒙慈愛嘅
[00:05:33.440 --> 00:05:38.240]  被神所創造亦都被神所珍愛
[00:05:38.240 --> 00:05:41.080]  特別係基督徒我哋係蒙神嘅恩典
[00:05:41.080 --> 00:05:42.280]  而被揀選
[00:05:42.280 --> 00:05:47.160]  我哋就要係似返一個咁樣嘅身份
[00:05:47.160 --> 00:05:52.200]  而實質上我哋點樣樣去表達呢個身份呢
[00:05:52.200 --> 00:05:54.520]  呢個身份係要滿有愛心嘅
[00:05:54.520 --> 00:05:58.240]  就好似呢五章二節講到
[00:05:58.240 --> 00:05:59.920]  要憑愛心行善
[00:05:59.920 --> 00:06:03.800]  好似基督愛我哋為了捨了自己
[00:06:03.800 --> 00:06:09.400]  我哋好多時呢我哋要同人去交往嘅時候
[00:06:09.400 --> 00:06:11.240]  其實最重要一樣嘢呢
[00:06:11.240 --> 00:06:15.040]  你真係要出於一個你願意與人交往
[00:06:15.040 --> 00:06:19.440]  有好多嘅書籍教我哋點樣樣去同人建立關係
[00:06:19.440 --> 00:06:21.400]  其實有一個好簡單嘅一樣嘢就係
[00:06:21.400 --> 00:06:23.640]  你要讓人感覺到你願意
[00:06:23.640 --> 00:06:25.480]  你想係同佢建立關係
[00:06:25.480 --> 00:06:28.240]  你就好自然會同人建立到關係
[00:06:28.240 --> 00:06:29.760]  如果呢你諗好多方法啦
[00:06:29.760 --> 00:06:33.000]  但係呢你係好表面嘅
[00:06:33.000 --> 00:06:34.520]  我哋係建立唔到關係嘅
[00:06:34.520 --> 00:06:36.360]  關係要出於真心
[00:06:36.360 --> 00:06:38.840]  所以聖經一路同我哋講
[00:06:38.840 --> 00:06:41.840]  愛係關係嘅連結
[00:06:41.840 --> 00:06:44.360]  而我哋唯有從基督身上
[00:06:44.360 --> 00:06:46.800]  我哋先至睇到真正嘅係咩叫愛
[00:06:46.800 --> 00:06:49.280]  係耶穌嗰種捨己嘅愛
[00:06:49.280 --> 00:06:52.120]  我哋先至真正認識咩叫愛
[00:06:52.120 --> 00:06:54.400]  而呢一種咁樣嘅生命
[00:06:54.400 --> 00:06:56.480]  係好似舊約裏面
[00:06:56.480 --> 00:06:58.040]  你去燒嘅祭物
[00:06:58.040 --> 00:06:59.800]  呢啲輕香嘅氣
[00:06:59.800 --> 00:07:01.720]  係被神所閱納
[00:07:01.720 --> 00:07:03.920]  耶穌呢一種捨己嘅生命
[00:07:03.920 --> 00:07:06.760]  就好似呢一種輕香嘅供物
[00:07:06.760 --> 00:07:11.400]  係被神所閱納
[00:07:11.400 --> 00:07:15.080]  但係啦我哋作為一個嘅
[00:07:15.080 --> 00:07:16.800]  我哋叫做聖徒
[00:07:16.800 --> 00:07:20.960]  我哋係被神所蒙愛嘅兒女啦
[00:07:20.960 --> 00:07:22.560]  我哋要表現出
[00:07:22.560 --> 00:07:24.360]  我哋真係一個咁樣嘅人
[00:07:24.360 --> 00:07:26.320]  我哋係效法神嘅
[00:07:26.320 --> 00:07:28.560]  蒙慈愛嘅兒女啦
[00:07:28.560 --> 00:07:29.800]  我哋有我哋嘅體統
[00:07:29.800 --> 00:07:30.480]  換句話講呢
[00:07:30.480 --> 00:07:31.720]  你有番嗰個樣
[00:07:31.720 --> 00:07:37.080]  你哋要合乎嗰個嘅樣嗰個嘅體統
[00:07:37.080 --> 00:07:39.280]  如果話我哋要似神嘅
[00:07:39.280 --> 00:07:41.480]  但係啦我哋反而
[00:07:41.480 --> 00:07:42.960]  我哋嘅行事為人呢
[00:07:42.960 --> 00:07:47.240]  係好似五章三至到五節所講嘅
[00:07:47.240 --> 00:07:49.120]  係淫亂嘅污穢嘅
[00:07:49.120 --> 00:07:51.840]  我哋講嘅說話係唔合宜嘅
[00:07:51.840 --> 00:07:53.880]  我哋係貪心嘅
[00:07:53.880 --> 00:07:57.120]  呢啲唔係神嘅屬性嚟嘅
[00:07:57.120 --> 00:07:58.720]  我哋唔可以話我哋效法神
[00:07:58.720 --> 00:08:03.000]  我哋有呢啲咁樣樣嘅表現咗出嚟
[00:08:03.000 --> 00:08:05.720]  所以我哋效法神呢
[00:08:05.720 --> 00:08:07.640]  係要知道我哋效法啲咩
[00:08:07.640 --> 00:08:11.840]  我哋所效法嘅係神嘅屬性
[00:08:11.840 --> 00:08:14.200]  寶萊亦都同我哋講到呢
[00:08:14.200 --> 00:08:16.840]  呢啲嘅
[00:08:16.840 --> 00:08:19.520]  係作為一個聖徒呢
[00:08:19.520 --> 00:08:22.000]  係嗰個嘅體統嚟嘅
[00:08:22.000 --> 00:08:23.920]  而且呢我哋要知道呢
[00:08:23.920 --> 00:08:25.880]  我哋喺呢個群體裏面呢
[00:08:25.880 --> 00:08:29.520]  我哋要接納嘅係啲乜嘢人
[00:08:29.520 --> 00:08:32.760]  喺五章六至七節
[00:08:32.760 --> 00:08:33.400]  寶萊話呢
[00:08:33.400 --> 00:08:36.200]  佢話你唔好畀虛浮嘅話去欺控
[00:08:36.200 --> 00:08:37.560]  因為呢啲
[00:08:37.560 --> 00:08:39.440]  姐姐事神嘅憤怒呢
[00:08:39.440 --> 00:08:41.520]  必臨到那叛逆之子
[00:08:41.520 --> 00:08:44.600]  所以你哋不要與他門同夥
[00:08:44.600 --> 00:08:46.880]  你唔好同嗰啲人一齊
[00:08:46.880 --> 00:08:49.800]  我哋心諗如果話呢個世界呢
[00:08:49.800 --> 00:08:53.600]  呢啲亂噏嘢嘅人
[00:08:53.600 --> 00:08:55.840]  呢個世界就太多啦
[00:08:55.840 --> 00:08:56.680]  你話呢
[00:08:56.680 --> 00:08:58.680]  即係貪心嘅
[00:08:58.680 --> 00:08:59.720]  所有呢啲嘅
[00:08:59.720 --> 00:09:01.480]  我哋都唔同佢哋交往啦
[00:09:01.480 --> 00:09:04.400]  我諗真係要呢喺深山先至得
[00:09:04.400 --> 00:09:06.200]  但係保羅所講嘅就唔係話
[00:09:06.200 --> 00:09:08.000]  我哋喺社會裏面呢
[00:09:08.000 --> 00:09:09.840]  要同其他嘅人呢
[00:09:09.840 --> 00:09:11.240]  係完全呢
[00:09:11.240 --> 00:09:12.760]  係割切
[00:09:12.760 --> 00:09:15.760]  唔睬佢哋唔理佢哋唔同佢哋交往
[00:09:15.760 --> 00:09:17.240]  你諗吓如果我哋唔同呢啲人交往
[00:09:17.240 --> 00:09:20.440]  我哋點樣可以帶佢上耶穌
[00:09:20.440 --> 00:09:22.120]  佢係講緊呢
[00:09:22.120 --> 00:09:23.720]  係同夥
[00:09:23.720 --> 00:09:25.800]  係喺我哋裏面
[00:09:25.800 --> 00:09:29.680]  嘅同一群體裏面嘅人
[00:09:29.680 --> 00:09:31.800]  所以喺五章五節
[00:09:31.800 --> 00:09:32.840]  保羅話呢
[00:09:32.840 --> 00:09:34.160]  佢話呢啲人呢
[00:09:34.160 --> 00:09:36.640]  係喺基督同埋神嘅國裏面呢
[00:09:36.640 --> 00:09:39.280]  係冇份嘅
[00:09:39.280 --> 00:09:40.680]  係冇份嘅
[00:09:40.680 --> 00:09:42.000]  即係換句話講呢
[00:09:42.000 --> 00:09:44.400]  如果喺基督嘅國裏面有份呢
