
[00:00:00.000 --> 00:00:04.000]  容我一齊來祈禱
[00:00:04.000 --> 00:00:07.000]  我們親愛的天父
[00:00:07.000 --> 00:00:12.000]  我們懇求你打開我們的眼睛
[00:00:12.000 --> 00:00:14.000]  讓我們能夠明白你的話語
[00:00:14.000 --> 00:00:20.000]  不單止讓我們明白
[00:00:20.000 --> 00:00:22.000]  更加讓我們能夠行出來
[00:00:22.000 --> 00:00:26.000]  願一切榮耀和徵贊歸給你
[00:00:28.000 --> 00:00:30.000]  奉主耶穌名禱
[00:00:30.000 --> 00:00:42.000]  這個麥克風自己會下來
[00:00:42.000 --> 00:00:51.000]  我們看詩篇
[00:00:51.000 --> 00:00:55.000]  讓我們能夠進入神的節奏
[00:00:55.000 --> 00:00:57.000]  有時候我們看到詩篇的時候
[00:00:57.000 --> 00:00:59.000]  講到應該做的事情
[00:00:59.000 --> 00:01:01.000]  或者不應該做的事情
[00:01:01.000 --> 00:01:08.000]  但是詩篇幫助我們進入神的節奏
[00:01:08.000 --> 00:01:15.000]  最終的目的是
[00:01:15.000 --> 00:01:20.000]  能夠形成神的生命進入他自己
[00:01:20.000 --> 00:01:26.000]  無論我們有高有低
[00:01:26.000 --> 00:01:28.000]  我們都能夠活出那種生命
[00:01:28.000 --> 00:01:36.000]  但是關於詩篇的話
[00:01:36.000 --> 00:01:39.000]  有一些規條可以幫助我們
[00:01:39.000 --> 00:01:48.000]  如果我們看詩篇十九篇的時候
[00:01:48.000 --> 00:01:51.000]  我們談論到關於神的律法
[00:01:55.000 --> 00:01:59.000]  詩篇就等於我們如何學習駕駛
[00:01:59.000 --> 00:02:06.000]  你開始開車之前
[00:02:06.000 --> 00:02:10.000]  你必須知道開車的規矩
[00:02:10.000 --> 00:02:21.000]  最終目的除了知道規矩和駕車之後
[00:02:21.000 --> 00:02:25.000]  你要學習如何去本能性地學習開車
[00:02:25.000 --> 00:02:31.000]  當然你必須要跟著規矩來開車
[00:02:31.000 --> 00:02:38.000]  這次兩個禮拜前
[00:02:38.000 --> 00:02:40.000]  特別是對我來說有意義
[00:02:40.000 --> 00:02:43.000]  因為我們這次去了法國這個地方
[00:02:43.000 --> 00:02:50.000]  我們租了一輛車在法國周圍遊玩
[00:02:52.000 --> 00:02:58.000]  所有的路標和規矩都有所改變
[00:02:58.000 --> 00:03:06.000]  很多時候標誌都是用法文來寫
[00:03:06.000 --> 00:03:08.000]  我本身就不懂法文
[00:03:08.000 --> 00:03:16.000]  首先我們看到這是我第一個學會的標誌
[00:03:19.000 --> 00:03:23.000]  當然這個標誌就是叫我們不要進入這條街
[00:03:23.000 --> 00:03:30.000]  但是我不是太明白
[00:03:30.000 --> 00:03:33.000]  直到有一次我進了一條這樣的路
[00:03:33.000 --> 00:03:39.000]  慢慢我就習慣了
[00:03:39.000 --> 00:03:41.000]  每當我看到同樣的標誌的時候
[00:03:41.000 --> 00:03:43.000]  我就知道我不應該進入這條路
[00:03:47.000 --> 00:03:52.000]  另外一個標誌可能對我來說比較容易明白
[00:03:52.000 --> 00:03:59.000]  當然這個標誌就說
[00:03:59.000 --> 00:04:03.000]  那裡有個雷達來參測我們有沒有超速
[00:04:03.000 --> 00:04:14.000]  我明白這個標誌
[00:04:14.000 --> 00:04:16.000]  但是我直覺上還沒有習慣
[00:04:16.000 --> 00:04:18.000]  所以我終於有一次撞板
[00:04:18.000 --> 00:04:30.000]  當我做過一次錯誤的時候
[00:04:30.000 --> 00:04:32.000]  每次我看到這個標誌的時候
[00:04:32.000 --> 00:04:34.000]  我就明白當我看到的時候
[00:04:34.000 --> 00:04:37.000]  接著那幾里我就不應該來超速了
[00:04:47.000 --> 00:04:52.000]  就是說所有的標誌幫助很多的規矩
[00:04:52.000 --> 00:04:54.000]  我們可能知道
[00:04:54.000 --> 00:04:56.000]  但是直到我們有個直覺性
[00:04:56.000 --> 00:04:58.000]  有習慣這個標誌的時候
[00:04:58.000 --> 00:05:00.000]  我們就不知道該怎麼做
[00:05:00.000 --> 00:05:08.000]  詩篇就好像這樣
[00:05:08.000 --> 00:05:11.000]  有些規矩我們可以學習
[00:05:11.000 --> 00:05:16.000]  但是直到我們學習到讓我們的性格
[00:05:16.000 --> 00:05:18.000]  能夠明白神的意思之後
[00:05:18.000 --> 00:05:20.000]  我們才真的知道
[00:05:20.000 --> 00:05:28.000]  有一種我最喜歡的詩篇的形式
[00:05:28.000 --> 00:05:30.000]  就是一種哀歌的形式
[00:05:30.000 --> 00:05:38.000]  其中我喜愛的原因就是說
[00:05:38.000 --> 00:05:42.000]  多過一半的詩歌都是這類型的詩歌
[00:05:42.000 --> 00:05:54.000]  這種哀歌的形式可以幫助
[00:05:54.000 --> 00:05:58.000]  好像一個模板可以幫助我們去認識詩篇
[00:05:58.000 --> 00:06:06.000]  在這個哀歌的形式裡面
[00:06:06.000 --> 00:06:12.000]  大概是跟著這幾樣東西來寫的
[00:06:12.000 --> 00:06:20.000]  其實這五點的話
[00:06:20.000 --> 00:06:24.000]  也是很多其他詩篇所跟著的一個模式
[00:06:24.000 --> 00:06:34.000]  就如一個讚美的詩歌的時候
[00:06:34.000 --> 00:06:36.000]  它可能是根據所有的模板
[00:06:36.000 --> 00:06:38.000]  但是其中有一兩樣東西
[00:06:38.000 --> 00:06:41.000]  它們可能就沒有加入
[00:06:41.000 --> 00:06:48.000]  我們今天所看的詩篇第二章
[00:06:48.000 --> 00:06:51.000]  不是屬於一個哀歌式的詩篇
[00:06:51.000 --> 00:07:01.000]  它可能是沒有完全是根據這個模板來表達
[00:07:04.000 --> 00:07:06.000]  但是我們看到雖然如此
[00:07:06.000 --> 00:07:09.000]  但是詩篇第二篇的時候
[00:07:09.000 --> 00:07:11.000]  都有這個類似的形式
[00:07:11.000 --> 00:07:14.000]  我會將這個幻燈片
[00:07:14.000 --> 00:07:16.000]  繼續放在這裡
[00:07:16.000 --> 00:07:18.000]  讓大家來作為一個參考
[00:07:18.000 --> 00:07:29.000]  在這個詩篇第二篇的時候
[00:07:29.000 --> 00:07:31.000]  我們可以看到
[00:07:31.000 --> 00:07:34.000]  第一個就是向神這個模板
[00:07:34.000 --> 00:07:37.000]  第一個可能是沒有存在的
[00:07:37.000 --> 00:07:46.000]  它在第四篇第二篇
[00:07:46.000 --> 00:07:48.000]  沒有一開始就說到神
[00:07:48.000 --> 00:07:51.000]  這一類的講明對象
[00:07:51.000 --> 00:07:59.000]  上一次我和大家一起
[00:07:59.000 --> 00:08:01.000]  分享的時候
[00:08:01.000 --> 00:08:03.000]  在詩篇第一篇的時候
[00:08:03.000 --> 00:08:05.000]  是一個智慧的詩歌
[00:08:05.000 --> 00:08:11.000]  對我們一種的教導
[00:08:11.000 --> 00:08:13.000]  叫我們怎樣來敬拜神
[00:08:13.000 --> 00:08:19.000]  或者是某些詩篇說
[00:08:19.000 --> 00:08:21.000]  某類的人是神所祝福的
[00:08:28.000 --> 00:08:30.000]  可以看詩篇第一篇
[00:08:30.000 --> 00:08:32.000]  說到被神祝福的人
[00:08:32.000 --> 00:08:34.000]  是怎樣去跟隨神的路
[00:08:34.000 --> 00:08:36.000]  而另外一種人
[00:08:36.000 --> 00:08:38.000]  是怎樣沒有跟隨神的路
[00:08:38.000 --> 00:08:49.000]  我們可以跳到第二篇最後的時候
[00:08:49.000 --> 00:08:51.000]  我們看到說
[00:08:51.000 --> 00:08:53.000]  凡是投靠神的人就是有福的
[00:08:53.000 --> 00:08:57.000]  遲些我們就會談論到這個
[00:08:59.000 --> 00:09:01.000]  這篇詩篇怎樣來開始呢
[00:09:01.000 --> 00:09:07.000]  這個就是用一個
[00:09:07.000 --> 00:09:09.000]  投訴的形式來說
[00:09:09.000 --> 00:09:16.000]  寫詩篇的人就說
[00:09:16.000 --> 00:09:18.000]  為什麼這個情況是這樣
[00:09:18.000 --> 00:09:20.000]  在第一節那裡
[00:09:27.000 --> 00:09:29.000]  就譬如說在二三節那裡提到
[00:09:29.000 --> 00:09:31.000]  為什麼所有的
[00:09:31.000 --> 00:09:33.000]  列邦都來反對神
[00:09:33.000 --> 00:09:40.000]  為什麼昆王和神宰都來
[00:09:40.000 --> 00:09:42.000]  想來爭奪他的捆綁
[00:09:42.000 --> 00:09:55.000]  譬如說詩篇那裡不是
[00:09:55.000 --> 00:09:57.000]  特意想到某一個昆王
[00:09:57.000 --> 00:10:05.000]  不是特意說到某一種民族
[00:10:05.000 --> 00:10:07.000]  來反對神
[00:10:07.000 --> 00:10:13.000]  詩篇是一般的形式
[00:10:13.000 --> 00:10:15.000]  是普及的形式
[00:10:15.000 --> 00:10:17.000]  讓我們都能夠一起明白
[00:10:25.000 --> 00:10:27.000]  如果我們想到某些人
[00:10:27.000 --> 00:10:29.000]  或某些國家來反對神
[00:10:29.000 --> 00:10:31.000]  這篇詩篇就可能
