
[00:00:00.000 --> 00:00:01.880]  在這個感恩的季節
[00:00:01.880 --> 00:00:04.320]  讓我們對神的愛的回應
[00:00:04.320 --> 00:00:05.920]  對人愛的負擔
[00:00:05.920 --> 00:00:09.320]  我們相信這個愛心會散發出來
[00:00:09.320 --> 00:00:13.920]  所以今天要來跟大家分享一個感恩的力量
[00:00:13.920 --> 00:00:16.600]  事實上感恩好像是一個很柔弱
[00:00:16.600 --> 00:00:18.520]  或是一個很溫柔的一件事情
[00:00:18.520 --> 00:00:21.640]  但是感恩的力量是不得了的
[00:00:21.640 --> 00:00:25.800]  我們來看透過路加福音十七章十一到十九節
[00:00:25.800 --> 00:00:30.040]  這邊講到一個麻風病人得着醫治
[00:00:30.040 --> 00:00:31.920]  然後他帶着感恩的態度
[00:00:31.920 --> 00:00:34.920]  而經歷生命永遠不再一樣的故事
[00:00:34.920 --> 00:00:37.240]  由我來唸給大家聽
[00:00:37.240 --> 00:00:39.280]  路加福音十一章第一節
[00:00:39.280 --> 00:00:40.640]  耶穌往耶路撒冷去
[00:00:40.640 --> 00:00:42.840]  經過撒瑪利亞和伽利利
[00:00:42.840 --> 00:00:44.040]  進入一個村子
[00:00:44.040 --> 00:00:46.720]  有十個長大麻風的迎面而來
[00:00:46.720 --> 00:00:48.200]  遠遠地站着
[00:00:48.200 --> 00:00:50.760]  高聲說 耶穌父子可憐我們吧
[00:00:50.760 --> 00:00:52.560]  耶穌看見就對他們說
[00:00:52.560 --> 00:00:55.200]  你們去把身體給祭司查看
[00:00:55.200 --> 00:00:57.800]  他們去的時候就竭盡了
[00:00:57.800 --> 00:01:00.880]  那中有一個見自己已經好了
[00:01:00.880 --> 00:01:03.960]  就回來大聲歸榮耀與神
[00:01:03.960 --> 00:01:07.040]  又俯伏在耶穌腳前感謝他
[00:01:07.040 --> 00:01:10.680]  這人是撒瑪利亞人
[00:01:10.680 --> 00:01:13.240]  耶穌說 竭盡了的不是十個人嗎
[00:01:13.240 --> 00:01:14.800]  那九個人在哪裏呢
[00:01:14.800 --> 00:01:16.400]  除了這外族人
[00:01:16.400 --> 00:01:19.800]  再沒有別人回來歸榮耀與神嗎
[00:01:19.800 --> 00:01:22.160]  就對那人說 起來 走吧
[00:01:22.160 --> 00:01:24.480]  你的信救了你
[00:01:24.480 --> 00:01:27.000]  這故事簡單的一個描述就是
[00:01:27.000 --> 00:01:30.400]  耶穌祈禱醫好了十個麻風病人
[00:01:30.400 --> 00:01:32.520]  麻風病在當年就好像COVID
[00:01:32.520 --> 00:01:33.880]  是需要隔離的
[00:01:33.880 --> 00:01:34.920]  只是與COVID不同的是
[00:01:34.920 --> 00:01:37.120]  你隔離只要14天
[00:01:37.120 --> 00:01:40.720]  但是他們可能是一輩子都要與世隔絕
[00:01:40.720 --> 00:01:42.240]  並且他們的身體是
[00:01:42.240 --> 00:01:45.160]  皮膚五官會開始脫落
[00:01:45.160 --> 00:01:46.600]  這非常恐怖的事情
[00:01:46.600 --> 00:01:48.680]  如果他們需要去辦一些事情的話
[00:01:48.680 --> 00:01:50.000]  他們需要掛個牌子
[00:01:50.000 --> 00:01:51.120]  身上戴着鈴鐺
[00:01:51.120 --> 00:01:53.200]  還要大聲的自己的喊着說
[00:01:53.200 --> 00:01:55.480]  對不起 麻風病人要經過
[00:01:55.480 --> 00:01:56.960]  請你們先離開
[00:01:56.960 --> 00:01:57.440]  你知道嗎
[00:01:57.440 --> 00:02:00.880]  這樣的一個人生是多麼痛苦
[00:02:00.880 --> 00:02:03.360]  身心靈 各方面的一個
[00:02:03.360 --> 00:02:05.480]  好像一個無奇圖形一樣
[00:02:05.480 --> 00:02:08.760]  但是耶穌祈禱醫好了十個麻風病人
[00:02:08.760 --> 00:02:10.600]  其中有九個是猶太人
[00:02:10.600 --> 00:02:12.200]  猶太人是什麼樣的人呢
[00:02:12.200 --> 00:02:14.960]  是所謂的神的選民
[00:02:14.960 --> 00:02:18.000]  是他們認爲是聖潔的國度
[00:02:18.000 --> 00:02:21.480]  是神要來特別使用的族羣
[00:02:21.480 --> 00:02:22.800]  而因此他們覺得
[00:02:22.800 --> 00:02:24.480]  所謂的撒馬里亞人
[00:02:24.480 --> 00:02:27.280]  猶太人和外邦人混血的
[00:02:27.280 --> 00:02:29.240]  就是比較低人一等
[00:02:29.240 --> 00:02:30.320]  在猶太人心中
[00:02:30.320 --> 00:02:31.600]  他們比較高級
[00:02:31.600 --> 00:02:33.800]  撒馬里亞人就是比較
[00:02:33.800 --> 00:02:36.440]  與他們要有所分別的
[00:02:36.440 --> 00:02:38.600]  可是耶穌醫好了這十個人
[00:02:38.600 --> 00:02:40.480]  可能九個都是猶太人
[00:02:40.480 --> 00:02:43.640]  可是卻只有一位外族人
[00:02:43.640 --> 00:02:45.400]  回來歸榮耀與神
[00:02:45.400 --> 00:02:47.720]  所以耶穌祂很顯然
[00:02:47.720 --> 00:02:49.480]  挺在意這件事情的
[00:02:49.480 --> 00:02:51.240]  因爲祂有特別說
[00:02:51.240 --> 00:02:53.160]  除了這位外族人
[00:02:53.160 --> 00:02:55.480]  再也沒有別人回來了嗎
[00:02:55.480 --> 00:02:57.080]  那可能我想一個誇褒
[00:02:57.080 --> 00:02:59.160]  那這些所謂的神的
[00:02:59.160 --> 00:03:01.720]  選民在哪裏
[00:03:01.720 --> 00:03:03.080]  那我們看見這位
[00:03:03.080 --> 00:03:07.400]  蠻有感恩的撒馬里亞人
[00:03:07.400 --> 00:03:09.400]  他因爲回來到耶穌面前
[00:03:09.400 --> 00:03:10.520]  接下來就是
[00:03:10.520 --> 00:03:14.240]  他經歷了一系列感恩的力量
[00:03:14.240 --> 00:03:17.960]  首先感恩使你富足
[00:03:17.960 --> 00:03:23.240]  幫我跟旁邊的人說感恩使你富足
[00:03:23.240 --> 00:03:24.640]  剛纔路加福音十七章十五節
[00:03:24.640 --> 00:03:26.120]  這邊說這個人呢
[00:03:26.120 --> 00:03:27.640]  他見自己好了就回來
[00:03:27.640 --> 00:03:29.720]  大聲歸榮耀與神
[00:03:29.720 --> 00:03:31.040]  請問一個富足的人
[00:03:31.040 --> 00:03:32.600]  是什麼樣的人
[00:03:32.600 --> 00:03:35.720]  有些人看似富足一時不缺
[00:03:35.720 --> 00:03:40.280]  可是卻時常哀聲嘆氣
[00:03:40.280 --> 00:03:42.600]  可是有些人好像有的東西不多
[00:03:42.600 --> 00:03:45.760]  就像這個麻風病人一樣
[00:03:45.760 --> 00:03:47.560]  可是他看似什麼都沒有
[00:03:47.560 --> 00:03:50.360]  卻能夠從內心大聲的來
[00:03:50.360 --> 00:03:52.480]  讚美歸榮耀給神
[00:03:52.480 --> 00:03:53.960]  請問什麼樣的人
[00:03:53.960 --> 00:03:57.160]  纔是真正富足的人呢
[00:03:57.160 --> 00:03:59.520]  哇 你可以很富有
[00:03:59.520 --> 00:04:02.040]  但是你不一定很富足啊
[00:04:02.040 --> 00:04:04.560]  當你嘴巴出來的話語
[00:04:04.560 --> 00:04:05.960]  是哀聲嘆氣
[00:04:05.960 --> 00:04:07.200]  還是可以真的發自內心
[00:04:07.200 --> 00:04:08.920]  說我太富足了
[00:04:08.920 --> 00:04:11.520]  我身邊太美好了
[00:04:11.520 --> 00:04:12.960]  我太值得感恩了
[00:04:12.960 --> 00:04:15.000]  然後大聲歸榮耀給神
[00:04:15.000 --> 00:04:19.760]  爲什麼這個剛被醫好病的麻風病人
[00:04:19.760 --> 00:04:21.000]  他可以突然之間
[00:04:21.000 --> 00:04:23.480]  成爲一個富足的人呢
[00:04:23.480 --> 00:04:24.840]  答案就是因爲
[00:04:24.840 --> 00:04:28.360]  他是一個數算恩典的人
[00:04:28.360 --> 00:04:29.640]  你看到他
[00:04:29.640 --> 00:04:32.880]  當他見自己已經好了
[00:04:32.880 --> 00:04:34.520]  就歸榮耀給神
[00:04:34.520 --> 00:04:35.720]  可是如果是我們
[00:04:35.720 --> 00:04:38.360]  見自己已經好了 不錯
[00:04:38.360 --> 00:04:41.440]  可是我銀行存款還是不行
[00:04:41.440 --> 00:04:43.600]  可是 哎呀 這隔離這麼久
[00:04:43.600 --> 00:04:44.720]  我太太還會不會理我
[00:04:44.720 --> 00:04:47.800]  可是 我的沒有保險
[00:04:47.800 --> 00:04:49.560]  雖然病好了
[00:04:49.560 --> 00:04:51.160]  可是之後有別的病怎麼辦
[00:04:51.160 --> 00:04:52.240]  哇 你就開始
[00:04:52.240 --> 00:04:55.440]  瞬間馬上又哀聲嘆氣了
[00:04:55.440 --> 00:04:57.000]  他是感謝主上恩典
[00:04:57.000 --> 00:04:57.920]  他沒有啊
[00:04:57.920 --> 00:04:59.240]  他見自己病好了
[00:04:59.240 --> 00:05:01.480]  他定金在神的恩典上面
[00:05:01.480 --> 00:05:02.960]  他數算恩典
[00:05:02.960 --> 00:05:05.960]  哇 他就開始歸榮耀給上帝
[00:05:05.960 --> 00:05:06.720]  丁宏姐妹
[00:05:06.720 --> 00:05:08.400]  其實你的心態的轉變
[00:05:08.400 --> 00:05:10.400]  可以是一瞬之間的
[00:05:10.400 --> 00:05:13.640]  只要當你開始數算恩典
[00:05:13.640 --> 00:05:17.000]  你馬上可以成爲富足的人
[00:05:17.000 --> 00:05:18.400]  Amen
[00:05:18.400 --> 00:05:20.720]  有一個故事就是講到一個
[00:05:20.720 --> 00:05:22.200]  非洲的宣教師
[00:05:22.200 --> 00:05:23.880]  其實他的侍奉很久
[00:05:23.880 --> 00:05:24.960]  可是沒有什麼果效
[00:05:24.960 --> 00:05:25.680]  這不是我
[00:05:25.680 --> 00:05:26.640]  也不是我們教會的人
[00:05:26.640 --> 00:05:28.280]  這是一個故事
[00:05:28.280 --> 00:05:31.200]  那他沒有果效
[00:05:31.200 --> 00:05:35.000]  有一天他到了晚上在沙灘上走路
[00:05:35.000 --> 00:05:36.720]  他覺得他想要放棄了
[00:05:36.720 --> 00:05:37.760]  他就跟上帝對話
[00:05:37.760 --> 00:05:40.360]  好苦啊 好難啊
[00:05:40.360 --> 00:05:42.680]  一切都是沒有盼望
[00:05:42.680 --> 00:05:44.000]  就上帝就對這宣教師說
[00:05:44.000 --> 00:05:45.160]  你抬頭看
