
[00:00:00.000 --> 00:00:03.080]  今天的講題是由愛而愛
[00:00:03.080 --> 00:00:05.560]  不知道一邊聽《一行一書》
[00:00:05.560 --> 00:00:08.680]  你對愛這個題目的領受有多少
[00:00:08.680 --> 00:00:11.640]  或者你自己的體會是怎樣的呢
[00:00:11.640 --> 00:00:13.680]  剛才志偉大師很好
[00:00:13.680 --> 00:00:17.680]  他唱了好幾首關於愛的詩歌
[00:00:17.680 --> 00:00:22.280]  我想愛在每個人生命中都有不同的定義
[00:00:22.280 --> 00:00:24.280]  但愛這東西很奇妙
[00:00:24.280 --> 00:00:26.280]  有時候不需要說話
[00:00:26.280 --> 00:00:29.080]  不需要任何的表示
[00:00:29.080 --> 00:00:34.080]  你能夠感受到身邊人給你的那份愛
[00:00:34.080 --> 00:00:36.080]  我有一次看書的時候
[00:00:36.080 --> 00:00:39.080]  看到一個故事
[00:00:39.080 --> 00:00:41.080]  那個題目很吸引我
[00:00:41.080 --> 00:00:44.080]  它說愛只需要八秒鐘
[00:00:44.080 --> 00:00:48.080]  八秒你就可以有那份的愛
[00:00:48.080 --> 00:00:52.080]  原來這個是一個育兒的專家
[00:00:52.080 --> 00:00:56.080]  他說你要給小朋友或者給嬰兒
[00:00:56.080 --> 00:01:00.080]  感受到一份愛很簡單
[00:01:00.080 --> 00:01:01.080]  只是八秒鐘
[00:01:01.080 --> 00:01:07.080]  他完全感受到你是否真正的去愛他
[00:01:07.080 --> 00:01:10.080]  他說有一次他坐飛機的時候
[00:01:10.080 --> 00:01:15.080]  前座的座位有一個女士
[00:01:15.080 --> 00:01:19.080]  帶著一個出生了五十天的嬰兒
[00:01:19.080 --> 00:01:23.080]  坐了一架很長途的飛機
[00:01:23.080 --> 00:01:27.080]  那個嬰兒整晚都在哭
[00:01:27.080 --> 00:01:30.080]  媽媽做過所有的工作
[00:01:30.080 --> 00:01:32.080]  檢查他有沒有濕漉漉
[00:01:32.080 --> 00:01:34.080]  有沒有不舒服
[00:01:34.080 --> 00:01:36.080]  衣服也幫他換過了
[00:01:36.080 --> 00:01:38.080]  乾淨整齊
[00:01:38.080 --> 00:01:40.080]  奶也餵了
[00:01:40.080 --> 00:01:42.080]  有足夠的溫暖
[00:01:42.080 --> 00:01:44.080]  各樣的事情他都做齊了
[00:01:44.080 --> 00:01:46.080]  這個媽媽都很懊惱
[00:01:46.080 --> 00:01:48.080]  為什麼這個嬰兒
[00:01:48.080 --> 00:01:50.080]  整晚都靜不下來
[00:01:50.080 --> 00:01:52.080]  你知道坐飛機長途機
[00:01:52.080 --> 00:01:55.080]  晚上你的小朋友在哭
[00:01:55.080 --> 00:01:57.080]  身邊的嬰兒睡不著
[00:01:57.080 --> 00:02:01.080]  那種目光那種壓力很大
[00:02:01.080 --> 00:02:04.080]  但是這個育兒專家
[00:02:04.080 --> 00:02:08.080]  看到他媽媽手足無措的時候
[00:02:08.080 --> 00:02:10.080]  他就走到前面
[00:02:10.080 --> 00:02:12.080]  跟這個媽媽說
[00:02:12.080 --> 00:02:15.080]  不如你讓我試一下
[00:02:15.080 --> 00:02:19.080]  這個育兒專家將嬰兒緊緊的
[00:02:19.080 --> 00:02:22.080]  抱在他胸口那裡
[00:02:22.080 --> 00:02:25.080]  只需要八秒鐘
[00:02:25.080 --> 00:02:29.080]  那個嬰兒慢慢平靜下來
[00:02:29.080 --> 00:02:31.080]  他後來再解釋
[00:02:31.080 --> 00:02:32.080]  他說在飛機上
[00:02:32.080 --> 00:02:34.080]  其實有很多事情在身邊發生
[00:02:34.080 --> 00:02:36.080]  氣壓的改變
[00:02:36.080 --> 00:02:38.080]  很多事情很陌生
[00:02:38.080 --> 00:02:39.080]  最重要是氣壓
[00:02:39.080 --> 00:02:42.080]  可能他耳朵有點不舒服
[00:02:42.080 --> 00:02:45.080]  但是嬰兒不懂得告訴你
[00:02:45.080 --> 00:02:47.080]  他因為這些改變的時候
[00:02:47.080 --> 00:02:49.080]  可能失去了一份安全感
[00:02:49.080 --> 00:02:51.080]  所以當他緊緊的
[00:02:51.080 --> 00:02:53.080]  將這個嬰兒抱在胸口那裡
[00:02:53.080 --> 00:02:55.080]  只是八秒鐘
[00:02:55.080 --> 00:02:59.080]  他感受到這個育兒專家
[00:02:59.080 --> 00:03:01.080]  給他的那份愛
[00:03:01.080 --> 00:03:03.080]  給他那份安穩
[00:03:03.080 --> 00:03:06.080]  他能夠平靜下來
[00:03:06.080 --> 00:03:08.080]  愛就是這麼奇妙
[00:03:08.080 --> 00:03:10.080]  《約翰一書》裏面
[00:03:10.080 --> 00:03:12.080]  約翰一路去講愛
[00:03:12.080 --> 00:03:14.080]  愛有很多的特質
[00:03:14.080 --> 00:03:16.080]  很多的內容
[00:03:16.080 --> 00:03:17.080]  第二章的時候
[00:03:17.080 --> 00:03:19.080]  他講到愛
[00:03:19.080 --> 00:03:21.080]  是和真光相連
[00:03:21.080 --> 00:03:24.080]  你有愛就行在光中
[00:03:24.080 --> 00:03:27.080]  你就不在黑暗裏面走
[00:03:27.080 --> 00:03:29.080]  愛在第三章的時候
[00:03:29.080 --> 00:03:32.080]  他說是和永生相連
[00:03:32.080 --> 00:03:36.080]  有愛就能夠出死入生
[00:03:36.080 --> 00:03:38.080]  有永恆的生命
[00:03:38.080 --> 00:03:40.080]  這份愛很特別
[00:03:40.080 --> 00:03:42.080]  在約翰的描述下
[00:03:42.080 --> 00:03:43.080]  它不是純粹情感
[00:03:43.080 --> 00:03:46.080]  剛才我講的故事是在情感上
[00:03:46.080 --> 00:03:47.080]  在感受上
[00:03:47.080 --> 00:03:50.080]  你感受到這一份的愛
[00:03:50.080 --> 00:03:52.080]  但原來在約翰的世界裏面
[00:03:52.080 --> 00:03:54.080]  愛不是這麼簡單
[00:03:54.080 --> 00:03:56.080]  愛是和真光相連
[00:03:56.080 --> 00:03:58.080]  和永生相連
[00:03:58.080 --> 00:04:00.080]  去到第四章這個部分的時候
[00:04:00.080 --> 00:04:02.080]  他以神的本性
[00:04:02.080 --> 00:04:04.080]  去到講這份的愛
[00:04:04.080 --> 00:04:08.080]  是在神愛的源頭裏面
[00:04:08.080 --> 00:04:11.080]  如果我們有這份的愛的時候
[00:04:11.080 --> 00:04:13.080]  就在基督裏面
[00:04:13.080 --> 00:04:15.080]  基督亦與我們相連
[00:04:15.080 --> 00:04:18.080]  所以去到第四章這個部分的時候
[00:04:18.080 --> 00:04:20.080]  約翰更深層次的
[00:04:20.080 --> 00:04:22.080]  不單止將光
[00:04:22.080 --> 00:04:23.080]  將生
[00:04:23.080 --> 00:04:25.080]  連繫在同愛上
[00:04:25.080 --> 00:04:27.080]  而且用神的本性
[00:04:27.080 --> 00:04:30.080]  連繫在這份的愛裏面
[00:04:30.080 --> 00:04:32.080]  所以今天和大家一起去看
[00:04:32.080 --> 00:04:34.080]  在神的愛裏面的時候
[00:04:34.080 --> 00:04:37.080]  我們就和神結連在一起
[00:04:37.080 --> 00:04:39.080]  我們一起去讀
[00:04:39.080 --> 00:04:41.080]  約翰一書第四章
[00:04:41.080 --> 00:04:43.080]  七到十二節
[00:04:43.080 --> 00:04:45.080]  已經帶了powerpoint
[00:04:45.080 --> 00:04:47.080]  我們一起讀
[00:04:47.080 --> 00:04:49.080]  親愛的
[00:04:49.080 --> 00:04:51.080]  我們要彼此相愛
[00:04:51.080 --> 00:04:53.080]  因為愛是從神來的
[00:04:53.080 --> 00:04:55.080]  凡有愛的
[00:04:55.080 --> 00:04:57.080]  都是由神而生
[00:04:57.080 --> 00:04:59.080]  並且認識神
[00:04:59.080 --> 00:05:01.080]  沒有愛的
[00:05:01.080 --> 00:05:03.080]  就不認識神
[00:05:03.080 --> 00:05:05.080]  因為神就是愛
[00:05:05.080 --> 00:05:07.080]  神差他獨生的兒子
[00:05:07.080 --> 00:05:09.080]  來世上來
[00:05:09.080 --> 00:05:12.080]  使我們藉著他得生命
[00:05:12.080 --> 00:05:17.080]  由此神對我們的愛就顯明了
[00:05:17.080 --> 00:05:19.080]  不是我們愛神
[00:05:19.080 --> 00:05:21.080]  而是神愛我們
[00:05:21.080 --> 00:05:23.080]  差他的兒子
[00:05:23.080 --> 00:05:26.080]  為我們的罪作了贖罪制
[00:05:26.080 --> 00:05:28.080]  這就是愛
[00:05:28.080 --> 00:05:29.080]  親愛的
[00:05:29.080 --> 00:05:32.080]  既然神這樣愛我們
[00:05:32.080 --> 00:05:35.080]  我們也要彼此相愛
[00:05:35.080 --> 00:05:38.080]  從來沒有人見過神
[00:05:38.080 --> 00:05:40.080]  我們要彼此相愛
[00:05:40.080 --> 00:05:43.080]  神住在我們裏面
[00:05:43.080 --> 00:05:46.080]  他的愛在我裏面
[00:05:46.080 --> 00:05:48.080]  得以圓滿了
[00:05:48.080 --> 00:05:49.080]  到這裏
[00:05:49.080 --> 00:05:51.080]  這個段落你發現
[00:05:51.080 --> 00:05:53.080]  讀下去的時候
[00:05:53.080 --> 00:05:56.080]  出現了很多次的愛
[00:05:56.080 --> 00:05:59.080]  一直那個重點
[00:05:59.080 --> 00:06:01.080]  你讀約翰一書的時候
[00:06:01.080 --> 00:06:03.080]  你發現他有時候
[00:06:03.080 --> 00:06:05.080]  講一段落又回來
[00:06:05.080 --> 00:06:07.080]  講一段落又回來
[00:06:07.080 --> 00:06:09.080]  剛才跟大家重溫
[00:06:09.080 --> 00:06:11.080]  二章講到愛和光的關係
[00:06:11.080 --> 00:06:14.080]  三章講到愛和永恆生命的關係
[00:06:14.080 --> 00:06:17.080]  這裏講到愛和神
[00:06:17.080 --> 00:06:21.080]  神的本性的關係
[00:06:21.080 --> 00:06:23.080]  特別是第九第十節
[00:06:23.080 --> 00:06:24.080]  他這樣說
[00:06:24.080 --> 00:06:26.080]  神差他獨生的兒子
[00:06:26.080 --> 00:06:27.080]  來世上來
[00:06:27.080 --> 00:06:29.080]  使我們藉著他得生命
[00:06:29.080 --> 00:06:34.080]  由此神對我們的愛就顯明了
[00:06:34.080 --> 00:06:35.080]  不是我們愛神
[00:06:35.080 --> 00:06:37.080]  乃是神愛我們
[00:06:37.080 --> 00:06:40.080]  差他的兒子為我們的罪
[00:06:40.080 --> 00:06:42.080]  作了贖罪制
[00:06:42.080 --> 00:06:44.080]  這就是愛了
[00:06:44.080 --> 00:06:47.080]  這裏他分別用幾個層次
[00:06:47.080 --> 00:06:49.080]  講到神的本性
[00:06:49.080 --> 00:06:50.080]  那份的愛
[00:06:50.080 --> 00:06:51.080]  怎樣去彰顯出來
[00:06:51.080 --> 00:06:53.080]  第一個部份想跟大家講
[00:06:53.080 --> 00:06:55.080]  是由愛而生
[00:06:55.080 --> 00:06:57.080]  第九第十節講到
[00:06:57.080 --> 00:07:01.080]  神的愛是差派他的兒子
[00:07:01.080 --> 00:07:03.080]  來到這個世界
[00:07:03.080 --> 00:07:05.080]  差派的意思很簡單
