
[00:00:00.000 --> 00:00:06.000]  早晨 不知道在座的弟兄姊妹
[00:00:06.000 --> 00:00:08.000]  你們坐過高鐵沒有
[00:00:08.000 --> 00:00:09.500]  我沒有坐過
[00:00:09.500 --> 00:00:14.000]  不過聽說好像挺舒服的
[00:00:14.000 --> 00:00:17.000]  高鐵相信大家都知道
[00:00:17.000 --> 00:00:22.000]  它比一般的鐵路速度高一點
[00:00:22.000 --> 00:00:29.000]  其實在美國 歐洲 日本 甚至中國大陸
[00:00:29.000 --> 00:00:34.000]  這個都是一個越來越普遍的交通工具
[00:00:34.000 --> 00:00:41.000]  一般來說 它的速度都會超過每小時200公里
[00:00:41.000 --> 00:00:46.000]  如果在歐洲一些比較新的高鐵系統
[00:00:46.000 --> 00:00:49.000]  平均速度甚至超過250
[00:00:49.000 --> 00:00:53.000]  或者可以去到300公里這麼快
[00:00:53.000 --> 00:00:56.000]  不過坐過的人都會說
[00:00:56.000 --> 00:01:00.000]  就算開得這麼快 是很穩定的
[00:01:00.000 --> 00:01:03.000]  你不會很察覺
[00:01:03.000 --> 00:01:07.000]  而且由於它不像飛機一樣
[00:01:07.000 --> 00:01:12.000]  會很容易受到惡劣的天氣影響
[00:01:12.000 --> 00:01:15.000]  它的載客量又高
[00:01:15.000 --> 00:01:23.000]  所以這個都是一個越來越普遍的集體運輸系統
[00:01:23.000 --> 00:01:26.000]  不過幾個星期前
[00:01:26.000 --> 00:01:28.000]  不知道大家有沒有留意一段新聞
[00:01:28.000 --> 00:01:31.000]  在香港的高鐵段
[00:01:31.000 --> 00:01:41.000]  因為中電有兩條超過13萬伏特的電纜出現故障
[00:01:41.000 --> 00:01:44.000]  所以由西九站去到福田
[00:01:44.000 --> 00:01:49.000]  有18班列車因為這樣取消了
[00:01:49.000 --> 00:01:54.000]  結果搞了幾個小時才能搞定
[00:01:54.000 --> 00:01:58.000]  其實列車快又如何呢
[00:01:58.000 --> 00:02:05.000]  如果沒有了推動列車動力的來源
[00:02:05.000 --> 00:02:06.000]  即是沒有電
[00:02:06.000 --> 00:02:09.000]  結果都是硬的
[00:02:09.000 --> 00:02:12.000]  基本上什麼都不用說
[00:02:12.000 --> 00:02:15.000]  新的一年又來到了
[00:02:15.000 --> 00:02:20.000]  神又給我們再一次有機會有新的開始
[00:02:20.000 --> 00:02:24.000]  究竟我們怎樣才能夠走得穩妥
[00:02:24.000 --> 00:02:26.000]  走得有力
[00:02:26.000 --> 00:02:31.000]  當中我們的得力資源又在哪裡來呢
[00:02:31.000 --> 00:02:38.000]  今年教會主要都會和大家分享使徒行傳
[00:02:38.000 --> 00:02:45.000]  講到這班使徒怎樣來建立教會
[00:02:45.000 --> 00:02:50.000]  在過程當中有重要的人物
[00:02:50.000 --> 00:02:53.000]  主要是彼得和保羅
[00:02:53.000 --> 00:02:59.000]  在初期時他們面對很多困難
[00:02:59.000 --> 00:03:02.000]  究竟他們這些經歷
[00:03:02.000 --> 00:03:06.000]  對於今天我們去實踐我們的信仰
[00:03:06.000 --> 00:03:10.000]  有什麼學習和教導呢
[00:03:10.000 --> 00:03:16.000]  今天因為是第一次和大家分享使徒行傳
[00:03:16.000 --> 00:03:20.000]  所以我只選了八節經文這麼短
[00:03:20.000 --> 00:03:25.000]  第一章的第一至八節和大家一起分享
[00:03:25.000 --> 00:03:28.000]  我們先讀一讀這段聖經
[00:03:28.000 --> 00:03:29.000]  預備起
[00:03:29.000 --> 00:03:33.000]  提阿非羅,我已經作了前書
[00:03:33.000 --> 00:03:37.000]  論到耶穌開頭一切所行所教訓的
[00:03:37.000 --> 00:03:39.000]  直到他藉著聖靈
[00:03:39.000 --> 00:03:41.000]  吩咐所揀選的使徒
[00:03:41.000 --> 00:03:44.000]  以後被接上升的日子為止
[00:03:44.000 --> 00:03:46.000]  他受害之後
[00:03:46.000 --> 00:03:47.000]  用許多的憑據
[00:03:47.000 --> 00:03:50.000]  將自己活活地顯給使徒看
[00:03:50.000 --> 00:03:53.000]  四十天之久向他們顯現
[00:03:53.000 --> 00:03:55.000]  講述神國的事
[00:03:55.000 --> 00:03:58.000]  耶穌和他們聚集的時候
[00:03:58.000 --> 00:03:59.000]  祝福他們說
[00:03:59.000 --> 00:04:01.000]  不要離開耶路撒冷
[00:04:01.000 --> 00:04:03.000]  要等候父所應許的
[00:04:03.000 --> 00:04:06.000]  就是你們聽見我說過的
[00:04:06.000 --> 00:04:08.000]  約翰賜用水施洗
[00:04:08.000 --> 00:04:12.000]  但不多幾日你們要受聖靈的洗
[00:04:12.000 --> 00:04:14.000]  他們聚集的時候
[00:04:14.000 --> 00:04:15.000]  問耶穌說
[00:04:15.000 --> 00:04:19.000]  主啊,你復興以色列國就在這時候嗎?
[00:04:19.000 --> 00:04:21.000]  耶穌對他們說
[00:04:21.000 --> 00:04:23.000]  父憑著自己的權柄
[00:04:23.000 --> 00:04:25.000]  鎖定的時候日期
[00:04:25.000 --> 00:04:27.000]  不是你們可以知道的
[00:04:27.000 --> 00:04:30.000]  但聖靈降臨在你們身上
[00:04:30.000 --> 00:04:32.000]  你們就必得著能力
[00:04:32.000 --> 00:04:34.000]  並要在耶路撒冷
[00:04:34.000 --> 00:04:37.000]  猶太寸地和撒瑪利亞
[00:04:37.000 --> 00:04:38.000]  直到地極
[00:04:38.000 --> 00:04:40.000]  作我的見證
[00:04:40.000 --> 00:04:44.000]  經文一開始在第一節的時候
[00:04:44.000 --> 00:04:46.000]  提到提亞非羅
[00:04:46.000 --> 00:04:48.000]  我已經作了前書
[00:04:48.000 --> 00:04:51.000]  單單這個短句
[00:04:51.000 --> 00:04:54.000]  其實就告訴我們
[00:04:54.000 --> 00:04:55.000]  裡面是涉及
[00:04:55.000 --> 00:04:58.000]  作者和修信人兩方面
[00:04:58.000 --> 00:05:01.000]  我,很明顯
[00:05:01.000 --> 00:05:04.000]  這裡就是說作者本身
[00:05:04.000 --> 00:05:07.000]  由於路加福音第一章一至四節
[00:05:07.000 --> 00:05:09.000]  和司徒行傳的開頭
[00:05:09.000 --> 00:05:11.000]  第一章一至二節
[00:05:11.000 --> 00:05:14.000]  無論在格式和措辭上
[00:05:14.000 --> 00:05:16.000]  都很相似
[00:05:16.000 --> 00:05:19.000]  兼且在一章第三節
[00:05:19.000 --> 00:05:24.000]  有說到前書的內容是什麼
[00:05:24.000 --> 00:05:27.000]  所以很多聖經學者都會同意
[00:05:27.000 --> 00:05:30.000]  其實司徒行傳和路加福音
[00:05:30.000 --> 00:05:34.000]  是出自同一位作者的手筆
[00:05:34.000 --> 00:05:35.000]  什麼意思呢?
[00:05:35.000 --> 00:05:40.000]  司徒行傳就是路加福音的續篇
[00:05:40.000 --> 00:05:44.000]  究竟作者是誰?
[00:05:44.000 --> 00:05:46.000]  如果我們去看路加福音
[00:05:46.000 --> 00:05:48.000]  那裡就說得很清楚
[00:05:48.000 --> 00:05:50.000]  作者是路加
[00:05:50.000 --> 00:05:52.000]  不過如果大家留意
[00:05:52.000 --> 00:05:55.000]  剛才讀的那段聖經
[00:05:55.000 --> 00:06:00.000]  到司徒行傳就沒有說是誰
[00:06:00.000 --> 00:06:02.000]  如果我們將司徒行傳
[00:06:02.000 --> 00:06:05.000]  是路加福音的續篇
[00:06:05.000 --> 00:06:08.000]  這個立論放在一邊的話
[00:06:08.000 --> 00:06:12.000]  究竟還有沒有其他的蛛絲馬跡
[00:06:12.000 --> 00:06:14.000]  可以告訴我們
[00:06:14.000 --> 00:06:17.000]  司徒行傳究竟是誰寫的?
[00:06:17.000 --> 00:06:21.000]  如果大家曾經有機會
[00:06:21.000 --> 00:06:24.000]  讀過司徒行傳的話
[00:06:24.000 --> 00:06:26.000]  你就會發現
[00:06:26.000 --> 00:06:28.000]  它的後半節
[00:06:28.000 --> 00:06:31.000]  由第十三章開始
[00:06:31.000 --> 00:06:38.000]  其實是說到保羅如何在外邦人當中工作
[00:06:38.000 --> 00:06:42.000]  所以我們就有理由去推斷
[00:06:42.000 --> 00:06:44.000]  這個作者本身
[00:06:44.000 --> 00:06:46.000]  他自己就是一個外邦人
[00:06:46.000 --> 00:06:51.000]  如果我們再看俄羅斯書第四章十四節
[00:06:51.000 --> 00:06:56.000]  其實那裡提到保羅在第四次宣教旅程
[00:06:56.000 --> 00:07:00.000]  當時他就在羅馬坐牢
[00:07:00.000 --> 00:07:03.000]  陪著他的就是路加
[00:07:03.000 --> 00:07:05.000]  因為這樣的緣故
[00:07:05.000 --> 00:07:07.000]  我們就能夠得出一個結論
[00:07:07.000 --> 00:07:12.000]  路加本身就是司徒行傳的作者
[00:07:12.000 --> 00:07:15.000]  提提飛羅究竟是誰
[00:07:15.000 --> 00:07:18.000]  這個名字其實在主前三百年
[00:07:18.000 --> 00:07:20.000]  是一個很普通的名字
[00:07:20.000 --> 00:07:22.000]  意思就是愛臣
[00:07:22.000 --> 00:07:24.000]  又或者是蒙愛
[00:07:24.000 --> 00:07:29.000]  但這裡所說的人其實不是普通人
[00:07:29.000 --> 00:07:33.000]  因為如果我們再看路加開頭的時候
[00:07:33.000 --> 00:07:37.000]  就形容提提飛羅是大人
[00:07:37.000 --> 00:07:40.000]  而司徒行傳在第二十三
[00:07:40.000 --> 00:07:43.000]  二十四和二十六章
[00:07:43.000 --> 00:07:46.000]  都很多次提到提提飛羅
[00:07:46.000 --> 00:07:49.000]  其實是一個羅馬的高官
[00:07:49.000 --> 00:07:53.000]  究竟這兩個人是不是同一個人
[00:07:53.000 --> 00:07:54.000]  無論如何
[00:07:54.000 --> 00:07:58.000]  我們會知道這個人住在安提屋
[00:07:58.000 --> 00:08:01.000]  兼且是一個很出名
[00:08:01.000 --> 00:08:02.000]  有影響力
[00:08:02.000 --> 00:08:06.000]  並且聽過關於耶穌事蹟的人
[00:08:06.000 --> 00:08:09.000]  剛才路加這樣說
[00:08:09.000 --> 00:08:12.000]  我已經作了前書
[00:08:12.000 --> 00:08:15.000]  究竟前書裡面說什麼呢
[00:08:15.000 --> 00:08:21.000]  第一章一節下半節到第三節再繼續說
[00:08:21.000 --> 00:08:25.000]  論到耶穌開頭一切所行所教訓的
[00:08:25.000 --> 00:08:27.000]  直到他藉著聖靈
[00:08:27.000 --> 00:08:29.000]  吩咐所揀選的仕途
[00:08:29.000 --> 00:08:32.000]  以後被接上升的日子為止
[00:08:32.000 --> 00:08:33.000]  他受害之後
[00:08:33.000 --> 00:08:35.000]  用許多的憑據
[00:08:35.000 --> 00:08:37.000]  將自己活活的顯給仕途看
[00:08:37.000 --> 00:08:39.000]  四十天之久
[00:08:39.000 --> 00:08:40.000]  向他們顯現
[00:08:40.000 --> 00:08:42.000]  講說神覺的事
[00:08:42.000 --> 00:08:45.000]  剛才說了
[00:08:45.000 --> 00:08:48.000]  前書基本上就是講耶穌的一生
[00:08:48.000 --> 00:08:49.000]  他的教訓
[00:08:49.000 --> 00:08:51.000]  一直到他升天為止
[00:08:51.000 --> 00:08:54.000]  而在這一段經文
[00:08:54.000 --> 00:08:56.000]  第三節就告訴我們
[00:08:56.000 --> 00:09:00.000]  他受害並且從死裡復活
[00:09:00.000 --> 00:09:03.000]  然後跟著那四十天
[00:09:03.000 --> 00:09:06.000]  就顯現給仕途看
[00:09:06.000 --> 00:09:10.000]  我不知道大家有沒有想過
[00:09:10.000 --> 00:09:12.000]  如果主耶穌
[00:09:12.000 --> 00:09:15.000]  是單單為了顯現給仕途看
[00:09:15.000 --> 00:09:17.000]  這件事
[00:09:17.000 --> 00:09:19.000]  為什麼要搞四十天這麼久呢
[00:09:19.000 --> 00:09:21.000]  顯現見到就行了
[00:09:21.000 --> 00:09:25.000]  要不要顯現顯現又顯現四十天呢
[00:09:25.000 --> 00:09:30.000]  為什麼要停留在地上四十天這麼長的時間
[00:09:30.000 --> 00:09:35.000]  其實答案是在第三節最後那一句
[00:09:35.000 --> 00:09:36.000]  那裡這樣說
[00:09:36.000 --> 00:09:39.000]  主耶穌是趁著這個時間
[00:09:39.000 --> 00:09:45.000]  去跟仕途講說神覺的事
[00:09:45.000 --> 00:09:47.000]  當我們一直看紹行傳
[00:09:47.000 --> 00:09:48.000]  繼續看下去的時候
[00:09:48.000 --> 00:09:49.000]  我們就會發覺
[00:09:49.000 --> 00:09:52.000]  神的國這個主題
[00:09:52.000 --> 00:09:58.000]  正正就是要彰顯門徒的使命所在
[00:09:58.000 --> 00:10:03.000]  他要告訴猶太人和世人知道
[00:10:03.000 --> 00:10:06.000]  其實跟他們所想
[00:10:06.000 --> 00:10:08.000]  原本那個復國的觀念
[00:10:08.000 --> 00:10:10.000]  是不同的
[00:10:10.000 --> 00:10:11.000]  一直以來
[00:10:11.000 --> 00:10:12.000]  這一群猶太人
[00:10:12.000 --> 00:10:17.000]  很希望能夠恢復他們的夢想
[00:10:17.000 --> 00:10:19.000]  有他們的以色列國
[00:10:19.000 --> 00:10:22.000]  但是主耶穌在十字架上寫生
[00:10:22.000 --> 00:10:25.000]  當他來到世間
[00:10:25.000 --> 00:10:26.000]  他就要告訴他們
[00:10:26.000 --> 00:10:29.000]  他的國要臨到
[00:10:29.000 --> 00:10:31.000]  如果我們回到舊約去看
[00:10:31.000 --> 00:10:34.000]  其實以色列這個民族
[00:10:34.000 --> 00:10:36.000]  由開始的時候
[00:10:36.000 --> 00:10:39.000]  一直上帝都是他們的王
[00:10:39.000 --> 00:10:40.000]  直到什麼時候呢
[00:10:40.000 --> 00:10:43.000]  撒慕爾記上八章第七節
[00:10:43.000 --> 00:10:44.000]  那裡就說到
[00:10:44.000 --> 00:10:45.000]  這群以色列民
[00:10:45.000 --> 00:10:49.000]  他們不是厭棄你乃是厭棄我
[00:10:49.000 --> 00:10:52.000]  不要我作他們的王
[00:10:52.000 --> 00:10:53.000]  由那時候開始
[00:10:53.000 --> 00:10:56.000]  人就成為了以色列國
[00:10:56.000 --> 00:11:00.000]  以色列民去抬舉的對象
[00:11:00.000 --> 00:11:02.000]  當他們這樣做
[00:11:02.000 --> 00:11:04.000]  結果只有一個
[00:11:04.000 --> 00:11:06.000]  就是亡國
[00:11:06.000 --> 00:11:09.000]  不過即使是經歷亡國
[00:11:09.000 --> 00:11:11.000]  去到新約的時候
[00:11:11.000 --> 00:11:13.000]  這一群的以色列民
[00:11:13.000 --> 00:11:15.000]  仍然是死不信邪
[00:11:15.000 --> 00:11:19.000]  他們希望那種君臨城下
[00:11:19.000 --> 00:11:22.000]  重新復國的政治力量
[00:11:22.000 --> 00:11:23.000]  能夠再次興起
[00:11:23.000 --> 00:11:25.000]  所以剛才大家讀的時候
[00:11:25.000 --> 00:11:26.000]  你就會發現
[00:11:26.000 --> 00:11:30.000]  第六節門徒仍然是帶著這樣錯誤的觀念
[00:11:30.000 --> 00:11:32.000]  他們聚集的時候
[00:11:32.000 --> 00:11:34.000]  耶穌說主啊
[00:11:34.000 --> 00:11:37.000]  你復興以色列國就在這時候嗎
