
[00:00:00.000 --> 00:00:04.880]  其實究竟返教會是甚麼一回事呢?
[00:00:04.880 --> 00:00:11.380]  二十年了,星期六、日都很忙
[00:00:11.380 --> 00:00:14.920]  究竟返教會其實是做甚麼的呢?
[00:00:14.920 --> 00:00:17.540]  我都會再重新想這個問題
[00:00:17.540 --> 00:00:20.500]  當然我們都知道返教會是敬拜神
[00:00:20.500 --> 00:00:22.540]  這個一定是大家都知道的
[00:00:22.540 --> 00:00:26.260]  但另外一個重要的地方
[00:00:26.260 --> 00:00:29.680]  我們返教會所有弟兄姊妹聚集在一起
[00:00:29.680 --> 00:00:32.800]  其實還有一個很重要的目的
[00:00:32.800 --> 00:00:34.800]  就是我們一起在聚會裏面
[00:00:34.800 --> 00:00:38.140]  一起在敬拜神裏面互相成長
[00:00:38.140 --> 00:00:39.140]  不是無端端成長
[00:00:39.140 --> 00:00:41.800]  而是在神的道、神的話語裏面成長
[00:00:41.800 --> 00:00:45.460]  我們聚在一起可以操練我們的信仰
[00:00:45.460 --> 00:00:49.180]  以我們的信仰一起成長
[00:00:49.180 --> 00:00:50.680]  以致我們一起成長
[00:00:50.680 --> 00:00:55.920]  在這個世界用我們的生命去見證基督耶穌
[00:00:55.920 --> 00:01:00.000]  但事實告訴我們返教會都不容易
[00:01:00.000 --> 00:01:01.760]  不是時間上的不容易
[00:01:01.760 --> 00:01:04.460]  而是很多時候返到教會
[00:01:04.460 --> 00:01:06.800]  原來教會都不少問題
[00:01:06.800 --> 00:01:08.420]  不知道大家弟兄姊妹有沒有聽過
[00:01:08.420 --> 00:01:11.640]  教會裏面的一些是非也好
[00:01:11.640 --> 00:01:13.800]  或者真是發生的問題也好
[00:01:13.800 --> 00:01:16.600]  其實真的有很多問題
[00:01:16.600 --> 00:01:21.140]  而這些問題往往有時都會令人很灰心
[00:01:21.140 --> 00:01:23.600]  教會都這樣
[00:01:23.600 --> 00:01:24.920]  不返教會算了
[00:01:24.920 --> 00:01:26.380]  就好像我上星期放假一樣
[00:01:26.380 --> 00:01:29.460]  吃吃東西、看看書、看看世界盃、看看足球
[00:01:29.460 --> 00:01:33.000]  為什麼要花這麼多時間在教會生活裏面呢
[00:01:33.000 --> 00:01:35.420]  算了,我不返教會了
[00:01:35.420 --> 00:01:37.960]  我們一直看那麼多前書
[00:01:37.960 --> 00:01:40.760]  我們去到最尾,看了十六章的經文
[00:01:40.760 --> 00:01:44.460]  那麼多教會其實都是一間這樣的教會
[00:01:44.460 --> 00:01:47.760]  我們看過裏面其實都很多很多問題的教會
[00:01:47.760 --> 00:01:50.060]  我們都看過很多問題
[00:01:50.060 --> 00:01:53.100]  但去到這封書信的結尾
[00:01:53.100 --> 00:01:56.640]  保羅是否要我們放棄這間教會呢
[00:01:56.640 --> 00:01:58.600]  是否要哥倫多的信徒
[00:01:58.600 --> 00:02:01.420]  我們放棄了,你們不要回這間教會了
[00:02:01.420 --> 00:02:03.720]  你們不要再有教會生活了
[00:02:03.720 --> 00:02:06.920]  不是的,保羅去到信的結尾
[00:02:06.920 --> 00:02:12.560]  仍然用很多勸勉、甚至是命令
[00:02:12.560 --> 00:02:15.920]  鼓勵弟兄姊妹繼續在主裏面成長
[00:02:15.920 --> 00:02:19.180]  繼續在神的話語裏面去成長
[00:02:19.180 --> 00:02:21.140]  即使哥倫多教會出現那麼多問題
[00:02:21.140 --> 00:02:25.700]  保羅去到信的結尾仍然去鼓勵教會
[00:02:25.700 --> 00:02:29.220]  所以讓我們透過哥倫多前書這段結尾
[00:02:29.220 --> 00:02:35.640]  去想想我們的教會生活應該是怎樣
[00:02:35.640 --> 00:02:39.060]  我們先看十三至十四節
[00:02:39.060 --> 00:02:41.720]  我們一起讀一次,十三、十四節
[00:02:41.720 --> 00:02:43.720]  預備,一、二、三
[00:02:52.020 --> 00:02:56.020]  我們先看十三節
[00:02:56.020 --> 00:02:59.340]  十三節你會發現很多個「要什麼什麼」
[00:02:59.340 --> 00:03:03.940]  大家讀開聖經都知道這些是命令的詞語
[00:03:03.940 --> 00:03:05.940]  保羅都很常用這些詞語
[00:03:05.940 --> 00:03:10.940]  一些很重要的事情,信徒一定要去做
[00:03:10.940 --> 00:03:16.740]  在十三節,保羅鼓勵哥倫多教會要做四件事
[00:03:16.740 --> 00:03:20.740]  要警醒、要站穩、要勇敢、要剛強
[00:03:20.740 --> 00:03:23.740]  先說頭兩個字,警醒、站穩
[00:03:23.740 --> 00:03:26.740]  其實在保羅的其他書信,保羅都有用過這兩個字
[00:03:26.740 --> 00:03:34.240]  往往保羅用這兩個字,通常都是關於主要再回來
[00:03:34.240 --> 00:03:36.740]  主要的審判會臨到這個世界
[00:03:36.740 --> 00:03:39.740]  所以每一個基督徒要醒醒定定
[00:03:39.740 --> 00:03:41.740]  站穩在信律上
[00:03:41.740 --> 00:03:44.740]  要警醒,主要會回來審判
[00:03:44.740 --> 00:03:50.240]  特別在第一世紀,哥倫多教會身處的那個時代
[00:03:50.240 --> 00:03:52.740]  很多的試探和引誘
[00:03:52.740 --> 00:03:57.740]  特別哥倫多這個地方,很多的試探和引誘
[00:03:57.740 --> 00:04:00.740]  面對這些事情是不容易的
[00:04:00.740 --> 00:04:05.740]  在當地的信徒,哥倫多教會的信徒面對這些試探是不容易的
[00:04:05.740 --> 00:04:09.740]  我在去年有機會去到哥倫多這個地方
[00:04:09.740 --> 00:04:14.740]  當時有個導遊帶著我們去走一個圈,在城裏面
[00:04:14.740 --> 00:04:21.740]  有介紹這裏是以前的街市,這裏是以前百姓住的地方
[00:04:21.740 --> 00:04:28.740]  那裏有些運河,這裏是一個公開審判的地方
[00:04:28.740 --> 00:04:34.740]  即是有甚麼大小事,在城裏面有人主持,好像法庭一樣審判那些事情
[00:04:34.740 --> 00:04:36.740]  就是這個地方
[00:04:36.740 --> 00:04:39.740]  介紹哥倫多這個地方
[00:04:39.740 --> 00:04:43.740]  另外有個特色,哥倫多這個地方有很多神廟
[00:04:43.740 --> 00:04:46.740]  大家可能在一些書或者資料裏面都看過
[00:04:46.740 --> 00:04:48.740]  真的有很多的
[00:04:48.740 --> 00:04:53.740]  那些神廟如果在建築的角度是很宏偉的
[00:04:53.740 --> 00:04:57.740]  他們的柱很高,通常十幾層樓高的神殿
[00:04:57.740 --> 00:04:59.740]  大大小小有很多個
[00:04:59.740 --> 00:05:03.740]  通常都是在一些山或者山丘上面
[00:05:03.740 --> 00:05:08.740]  所以你站在城裏面,你抬頭看周圍都會有很多不同的神廟
[00:05:08.740 --> 00:05:14.740]  以前第一世紀,神廟裏面就會有一個很大的神像
[00:05:14.740 --> 00:05:18.740]  那些神像都是希臘神的神像
[00:05:18.740 --> 00:05:22.740]  當時很多很多人敬拜這些神像
[00:05:22.740 --> 00:05:28.740]  特別在第一世紀,哥倫多教會都有很多人敬拜這些神
[00:05:28.740 --> 00:05:32.740]  在那些廟裏面原來有個地牢
[00:05:32.740 --> 00:05:38.740]  原來地牢裏面有那些所謂的廟祭
[00:05:38.740 --> 00:05:43.740]  透過和廟祭有些活動,就會參與在偶像敬拜裏面
[00:05:43.740 --> 00:05:48.740]  所以對哥倫多人來說,這些的試探是很大的
[00:05:48.740 --> 00:05:51.740]  身邊的人個個都是這樣生活的
[00:05:51.740 --> 00:05:56.740]  個個都拜偶像,個個都跟這些拜偶像的活動
[00:05:56.740 --> 00:06:02.740]  特別對哥倫多教會這些衝擊,文化上的試探是很大
[00:06:02.740 --> 00:06:06.740]  所以保羅在這裏一開始信的結尾,再提醒哥倫多教會
[00:06:06.740 --> 00:06:09.740]  你們要警醒,在信仰上要站穩
[00:06:09.740 --> 00:06:13.740]  因為你們面對的試探是很大
[00:06:13.740 --> 00:06:20.740]  除了要警醒,要站穩,保羅就繼續勸勉哥倫多人要勇敢,要剛強
[00:06:20.740 --> 00:06:24.740]  要勇敢在舊的和合盤裏,就要作大丈夫
[00:06:24.740 --> 00:06:27.740]  這是作男人的意思
[00:06:27.740 --> 00:06:36.740]  據一些資料,因為這個字在新約出現過一次
[00:06:36.740 --> 00:06:40.740]  所以在猜測,大概想指甚麼意思呢
[00:06:40.740 --> 00:06:46.740]  當時男人是一家之主,要承擔整個家庭的事
[00:06:46.740 --> 00:06:52.740]  所以作男人要勇敢,這個字要在信仰上承擔
[00:06:52.740 --> 00:06:55.740]  要實踐真理的意思
[00:06:55.740 --> 00:06:58.740]  和之後的字一樣,要剛強,其實都很接近
[00:06:58.740 --> 00:07:01.740]  剛強的意思就是要強壯起來
[00:07:01.740 --> 00:07:06.740]  就是說哥倫多教會的信徒,你們的信仰不要再不成熟了
[00:07:06.740 --> 00:07:09.740]  你們要成長,要成為一個成熟的信徒
[00:07:09.740 --> 00:07:11.740]  要強壯起來,要剛強
[00:07:11.740 --> 00:07:15.740]  因為他們面對的試探是非常非常之大
[00:07:15.740 --> 00:07:18.740]  事實上保羅為甚麼這麼沉悶呢
[00:07:18.740 --> 00:07:26.740]  去到信的結尾,又要多用四個詞語去勸勉哥倫多的信徒呢
[00:07:26.740 --> 00:07:30.740]  如果我們回望十六章的經文
[00:07:30.740 --> 00:07:33.740]  我們看看哥倫多教會面對的問題
[00:07:33.740 --> 00:07:37.740]  的確哥倫多教會是一個重重危機的裏面
[00:07:37.740 --> 00:07:42.740]  我很快地和大家重溫一次哥倫多教會面對的問題
[00:07:42.740 --> 00:07:47.740]  在第一至第三章,他們面對分黨分派的問題
[00:07:47.740 --> 00:07:50.740]  我跟這個老師強一點,你跟這個老師差一點
[00:07:50.740 --> 00:07:52.740]  面對這些分黨分派的問題
[00:07:52.740 --> 00:07:57.740]  在第四第九章,哥倫多有信徒質疑保羅的教導也好
[00:07:57.740 --> 00:07:59.740]  他的身份,師父的身份也好
[00:07:59.740 --> 00:08:02.740]  對保羅有很多的質疑
[00:08:02.740 --> 00:08:05.740]  第五章教會出現淫亂的事
[00:08:05.740 --> 00:08:08.740]  而這些淫亂的事在外邦的世界都沒有發生過
[00:08:08.740 --> 00:08:11.740]  竟然在教會裏面發生
[00:08:11.740 --> 00:08:15.740]  第六章關於弟兄姊妹互相在法庭裏面訴訟的問題
[00:08:15.740 --> 00:08:18.740]  第七章關於處理夫婦的問題
[00:08:18.740 --> 00:08:23.740]  八至十章,他們很多弟兄姊妹高舉知識
[00:08:23.740 --> 00:08:27.740]  以為我現在有知識,我就厲害了,我就搞定了
[00:08:27.740 --> 00:08:29.740]  有很多這些問題
[00:08:29.740 --> 00:08:33.740]  十一章他們守住餐都出現很多淫亂的問題
[00:08:33.740 --> 00:08:37.740]  記不記得有人吃飽,醉了,有人餓住沒東西吃
[00:08:37.740 --> 00:08:39.740]  但他們接著就要守住餐
