
[00:00:00.000 --> 00:00:02.500]  我們上一次是復活的主日
[00:00:02.500 --> 00:00:03.800]  所以我們有堂慶
[00:00:03.800 --> 00:00:06.560]  以及我們去慶祝我們的Easter
[00:00:06.560 --> 00:00:08.560]  但是我們很多時候
[00:00:08.560 --> 00:00:12.620]  就會停留在這個地步
[00:00:12.620 --> 00:00:13.660]  接著我們覺得
[00:00:13.660 --> 00:00:16.420]  上個星期是Easter Sunday
[00:00:16.420 --> 00:00:18.720]  然後我們就繼續Move On
[00:00:18.720 --> 00:00:19.920]  我們就不理了
[00:00:19.920 --> 00:00:21.420]  我們已經過了復活節
[00:00:21.420 --> 00:00:23.120]  我們可能你有小孩的
[00:00:23.120 --> 00:00:24.560]  我看到你們很多相片
[00:00:24.560 --> 00:00:25.660]  去拿雞蛋
[00:00:25.660 --> 00:00:27.860]  去做Egg Hunt等等
[00:00:27.860 --> 00:00:31.820]  我們很多時候就停留了
[00:00:31.820 --> 00:00:33.120]  Easter Sunday Celebrate了
[00:00:33.120 --> 00:00:35.260]  然後我們Put It Behind
[00:00:35.260 --> 00:00:37.060]  然後我們就不記得
[00:00:37.060 --> 00:00:38.760]  到底發生什麼事
[00:00:38.760 --> 00:00:40.360]  很多時候我們想
[00:00:40.360 --> 00:00:42.020]  我們基督教的信仰的時候
[00:00:42.020 --> 00:00:43.560]  想起聖經的信仰的時候
[00:00:43.560 --> 00:00:45.220]  我們都有這樣的感覺
[00:00:45.220 --> 00:00:47.220]  我們很多時候就是
[00:00:47.220 --> 00:00:49.460]  會想十字架
[00:00:49.460 --> 00:00:51.260]  The Cross
[00:00:51.260 --> 00:00:52.660]  這個沒有錯的
[00:00:52.660 --> 00:00:55.760]  上帝的愛在十字架上表明出來
[00:00:55.760 --> 00:00:56.760]  是不是
[00:00:56.760 --> 00:00:58.960]  耶穌基督在十字架上為我們犧牲
[00:00:58.960 --> 00:01:00.120]  這個沒有錯的
[00:01:00.120 --> 00:01:02.260]  不過很多時候我們只想起十字架
[00:01:02.260 --> 00:01:03.960]  就是耶穌為我們犧牲
[00:01:03.960 --> 00:01:05.560]  就停留在那裡
[00:01:05.560 --> 00:01:07.760]  如果你看看四福音書
[00:01:07.760 --> 00:01:09.560]  馬太、馬可、路加
[00:01:09.560 --> 00:01:10.960]  以及約翰
[00:01:10.960 --> 00:01:14.560]  再看新約的書卷的話
[00:01:14.560 --> 00:01:16.460]  你會知道基督教的信仰
[00:01:16.460 --> 00:01:21.760]  不只是基於上帝的愛
[00:01:21.760 --> 00:01:23.860]  往往初期教會
[00:01:23.860 --> 00:01:27.860]  只能夠可以傳揚主的福音
[00:01:27.860 --> 00:01:29.660]  能夠周圍去建立教會
[00:01:29.660 --> 00:01:32.560]  並且在歷史歷代是不敗的
[00:01:32.560 --> 00:01:35.160]  不只是因為上帝的愛
[00:01:35.160 --> 00:01:40.960]  而是因為上帝的義子復活
[00:01:40.960 --> 00:01:41.760]  復活的主人
[00:01:41.760 --> 00:01:43.160]  不是單單一
[00:01:43.160 --> 00:01:45.960]  五十二個禮拜裡面一個的主人
[00:01:45.960 --> 00:01:47.760]  不是單單一個的節旗
[00:01:47.760 --> 00:01:49.960]  我們守完就完了
[00:01:49.960 --> 00:01:52.260]  而是一個的基礎
[00:01:52.260 --> 00:01:55.360]  正因為耶穌在死裡復活
[00:01:55.360 --> 00:01:58.760]  所以為什麼初期教會能夠有這樣的勇氣
[00:01:58.760 --> 00:02:00.260]  能夠有這樣的能力
[00:02:00.260 --> 00:02:02.560]  可以去周圍
[00:02:02.560 --> 00:02:04.560]  穿州過省
[00:02:04.560 --> 00:02:07.060]  去傳揚主的福音建立上帝的教會
[00:02:07.060 --> 00:02:09.560]  所以在今個主日開始
[00:02:09.560 --> 00:02:11.360]  我想跟大家想一想
[00:02:11.360 --> 00:02:14.360]  到底復活節是一回什麼事
[00:02:14.360 --> 00:02:15.660]  你說不是復活節過了
[00:02:15.660 --> 00:02:17.660]  我們還說復活節做什麼
[00:02:17.660 --> 00:02:19.460]  就是因為復活節結束了
[00:02:19.460 --> 00:02:21.860]  我們先應該說復活節
[00:02:21.860 --> 00:02:23.160]  我們先想起
[00:02:23.160 --> 00:02:28.560]  新約裡面講到我們基督的信仰
[00:02:28.560 --> 00:02:31.260]  那個的基礎
[00:02:31.260 --> 00:02:34.560]  就是耶穌基督的復活
[00:02:34.560 --> 00:02:35.560]  所以今天很簡單
[00:02:35.560 --> 00:02:38.360]  我想有兩點跟大家分享
[00:02:38.360 --> 00:02:39.760]  但是未分享之前
[00:02:39.760 --> 00:02:44.060]  我們先讀聖經裡面記載
[00:02:44.060 --> 00:02:46.760]  第一個復活的主日到底發生什麼事
[00:02:46.760 --> 00:02:49.160]  是不是很有感覺
[00:02:49.160 --> 00:02:49.760]  過了復活節
[00:02:49.760 --> 00:02:52.160]  我們還在看復活節的經文
[00:02:52.160 --> 00:02:53.860]  你看看新約裡面很多事
[00:02:53.860 --> 00:02:54.860]  就是不放手
[00:02:54.860 --> 00:02:58.160]  不是耶穌在十字教裡面死就完了
[00:02:58.160 --> 00:03:00.360]  是有主從死裡面復活
[00:03:00.360 --> 00:03:01.360]  我們看看這個故事
[00:03:01.360 --> 00:03:04.360]  約翰福音第二十章第一節
[00:03:04.360 --> 00:03:06.460]  七日的第一日清晨
[00:03:06.460 --> 00:03:08.060]  天還黑的時候
[00:03:08.060 --> 00:03:11.060]  莫大拉的瑪利亞來到墳墓
[00:03:11.060 --> 00:03:14.460]  看見石頭已從墳墓挪開了
[00:03:14.460 --> 00:03:16.160]  就跑去見西門彼得
[00:03:16.160 --> 00:03:17.760]  和耶穌所愛的哪個門徒
[00:03:17.760 --> 00:03:19.160]  這個應該是約翰
[00:03:19.160 --> 00:03:20.160]  對他們說
[00:03:20.160 --> 00:03:24.360]  有人從墳墓裡面把柱移走了
[00:03:24.360 --> 00:03:28.560]  我們不知道他們把他放在那裡
[00:03:28.560 --> 00:03:31.360]  彼得和哪個門徒就出去往墳墓去
[00:03:31.360 --> 00:03:32.860]  兩個人同跑
[00:03:32.860 --> 00:03:36.460]  哪個門徒比彼得跑得更快
[00:03:36.460 --> 00:03:39.360]  這個可能約翰比彼得跑得更快
[00:03:39.360 --> 00:03:40.260]  可能他年輕一點
[00:03:40.260 --> 00:03:41.360]  應該他年輕一點
[00:03:41.360 --> 00:03:43.060]  年輕人應該跑得更快
[00:03:43.060 --> 00:03:45.160]  老傢伙在後面
[00:03:45.160 --> 00:03:46.760]  到了墳墓了
[00:03:46.760 --> 00:03:50.060]  低頭往裡面看
[00:03:50.060 --> 00:03:52.760]  看見西馬布還放在那裡
[00:03:52.760 --> 00:03:54.260]  指示沒有進去
[00:03:54.260 --> 00:03:54.960]  西門彼得
[00:03:54.960 --> 00:03:56.260]  這個老一點的
[00:03:56.260 --> 00:04:00.160]  隨後的終於喘氣地到了
[00:04:00.160 --> 00:04:01.060]  進了墳墓
[00:04:01.060 --> 00:04:02.760]  看見西馬布放在那裡
[00:04:02.760 --> 00:04:05.260]  又看見耶穌的果頭根
[00:04:05.260 --> 00:04:08.060]  沒有跟西馬布放在一起
[00:04:08.060 --> 00:04:09.960]  是另一處捲起的
[00:04:09.960 --> 00:04:12.460]  摺起了的
[00:04:12.460 --> 00:04:14.260]  然後先到墳墓的哪門徒
[00:04:14.260 --> 00:04:16.760]  叫了約翰也進去
[00:04:16.760 --> 00:04:20.060]  他看見就信了
[00:04:20.060 --> 00:04:22.060]  他們還不明白聖經所說
[00:04:22.060 --> 00:04:25.660]  耶穌必須從死人中復活的意思
[00:04:25.660 --> 00:04:30.360]  於是兩個門徒回自己的住處去了
[00:04:30.360 --> 00:04:33.760]  瑪利亞卻站在墳墓外面哭
[00:04:33.760 --> 00:04:35.160]  他哭的時候
[00:04:35.160 --> 00:04:37.960]  低頭往墳墓裡面看
[00:04:37.960 --> 00:04:39.860]  看見兩個天使穿著白衣
[00:04:39.860 --> 00:04:42.160]  在安放耶穌身體的地方坐著
[00:04:42.160 --> 00:04:43.760]  一個在頭一個在腳
[00:04:43.760 --> 00:04:44.660]  天使對他說
[00:04:44.660 --> 00:04:46.660]  「夫人,你為什麼哭?」
[00:04:46.660 --> 00:04:48.060]  他對他們說
[00:04:48.060 --> 00:04:51.360]  「因為有人把我主移走了」
[00:04:51.360 --> 00:04:54.160]  「我不知道他們把他放在那裡」
[00:04:54.160 --> 00:04:56.660]  「書裡的小姐說他轉過身來」
[00:04:56.660 --> 00:04:58.860]  「看見耶穌站在那裡」
[00:04:58.860 --> 00:05:02.560]  「卻不知道他是耶穌」
[00:05:02.560 --> 00:05:03.860]  耶穌問他
[00:05:03.860 --> 00:05:06.360]  「夫人,你為什麼哭?你找誰?」
[00:05:06.360 --> 00:05:09.660]  瑪利亞以為他是看完子的
[00:05:09.660 --> 00:05:10.760]  就對他說
[00:05:10.760 --> 00:05:14.560]  「先生,若是你把他移了去」
[00:05:14.560 --> 00:05:17.360]  「請告訴我,你把他放在那裡」
[00:05:17.360 --> 00:05:19.760]  「我去把他移回來」
[00:05:19.760 --> 00:05:21.660]  耶穌對他說
[00:05:21.660 --> 00:05:23.660]  瑪利亞轉過身來
[00:05:23.660 --> 00:05:26.560]  用希伯利語對他說
[00:05:26.560 --> 00:05:27.560]  拉玻璃
[00:05:27.560 --> 00:05:30.460]  拉玻璃就是老師拉比的意思
[00:05:30.460 --> 00:05:31.160]  耶穌對他說
[00:05:31.160 --> 00:05:32.060]  「不要拉著我」
[00:05:32.060 --> 00:05:35.560]  「因為我還沒有升上去見我的父」
[00:05:35.560 --> 00:05:38.660]  「請你到我的弟兄那裡」
[00:05:38.660 --> 00:05:40.460]  「去告訴他們」
[00:05:40.460 --> 00:05:42.660]  「我要升上去見我的父」
[00:05:42.660 --> 00:05:44.960]  「也是你們的父」
[00:05:44.960 --> 00:05:47.760]  「見我的上帝也是你們的上帝」
[00:05:47.760 --> 00:05:51.160]  穆達拉的瑪利亞就向門徒報信
[00:05:51.160 --> 00:05:54.460]  「我已經看見了主」
[00:05:54.460 --> 00:05:57.960]  他又把主對他說的話
[00:05:57.960 --> 00:06:00.360]  告訴門徒
[00:06:00.360 --> 00:06:03.560]  這個就是第一個主日
[00:06:03.560 --> 00:06:06.160]  清晨發生的事
[00:06:06.160 --> 00:06:07.760]  今天我想和你們分享兩點
[00:06:07.760 --> 00:06:09.260]  第一點
[00:06:09.260 --> 00:06:12.460]  如果你作為一個好學生
[00:06:12.460 --> 00:06:14.560]  我們大家都是好學生
[00:06:14.560 --> 00:06:16.460]  我們看一段文字的時候
[00:06:16.460 --> 00:06:19.060]  我們學學如何看
[00:06:19.060 --> 00:06:21.560]  看一些復活的記載
[00:06:21.560 --> 00:06:23.660]  復活的主日的故事
[00:06:23.660 --> 00:06:24.760]  裡面的技術
[00:06:24.760 --> 00:06:26.760]  裡面的細節等等
[00:06:26.760 --> 00:06:30.660]  我們發現這些復活的主日的記載
[00:06:30.660 --> 00:06:34.360]  都有那種歷史的寫實性
[00:06:34.360 --> 00:06:37.660]  就好像你看一個新聞報導一樣
[00:06:37.660 --> 00:06:39.660]  上兩個星期
[00:06:39.660 --> 00:06:41.660]  我們一個多星期前
[00:06:41.660 --> 00:06:44.760]  這附近有大火
[00:06:44.760 --> 00:06:46.560]  在阿卓那裡有大火
[00:06:46.560 --> 00:06:49.060]  你看看不同的新聞報導
[00:06:49.060 --> 00:06:51.460]  那些細節都不一樣的
[00:06:51.460 --> 00:06:52.960]  但是所報導的東西
[00:06:52.960 --> 00:06:54.660]  都是有共通點
[00:06:54.660 --> 00:06:58.060]  你就發現有件事發生了
