
[00:00:00.000 --> 00:00:01.720]  各位電視姊妹 早晨
[00:00:01.720 --> 00:00:07.800]  金庸先生的武俠小說繪隻人口
[00:00:07.800 --> 00:00:10.840]  有些拍成電影 電視劇
[00:00:10.840 --> 00:00:15.520]  包括天龍八部 倚天屠龍記 鹿鼎記等等
[00:00:15.520 --> 00:00:18.760]  我不知道你對金庸小說有多認識
[00:00:18.760 --> 00:00:21.440]  知不知道金庸先生寫了多少個小說
[00:00:21.440 --> 00:00:25.040]  總共有十四部小說
[00:00:25.240 --> 00:00:30.880]  如果我們將每一部小說的書名第一個字串聯起來
[00:00:30.880 --> 00:00:33.080]  其實都幾似一首詩
[00:00:33.080 --> 00:00:35.080]  這句話這樣說
[00:00:35.080 --> 00:00:42.480]  「飛雪連天射白鹿 笑書神俠以碧淵」
[00:00:42.480 --> 00:00:45.960]  可能你說我比較年輕
[00:00:45.960 --> 00:00:47.360]  我沒有看過
[00:00:47.360 --> 00:00:52.760]  我有看過羅琳所寫的《哈利波特小說》
[00:00:53.280 --> 00:00:56.320]  有沒有人看過《哈利波特小說》
[00:00:56.320 --> 00:00:59.640]  應該年輕的電視姊妹有機會看過
[00:00:59.640 --> 00:01:04.360]  羅琳總共寫了七本小說的書名
[00:01:04.360 --> 00:01:07.240]  如果我們將第一個字串聯起來
[00:01:07.240 --> 00:01:08.560]  大家又知不知道是什麼
[00:01:08.560 --> 00:01:12.560]  就是「哈哈哈哈哈哈哈哈」
[00:01:12.560 --> 00:01:17.520]  有人喜歡金庸的武俠小說
[00:01:17.520 --> 00:01:20.080]  有人又喜歡羅琳的《哈利波特》
[00:01:20.080 --> 00:01:22.000]  但我不知道你有沒有發現
[00:01:22.000 --> 00:01:25.240]  他們在小說裏面的劇情裏面
[00:01:25.240 --> 00:01:27.560]  都有一個共通之處
[00:01:27.560 --> 00:01:31.080]  都是圍繞著報仇
[00:01:31.080 --> 00:01:35.000]  人與人之間所產生的一些誤會
[00:01:35.000 --> 00:01:37.600]  導致關係出現的問題
[00:01:37.600 --> 00:01:39.240]  產生很多的罪
[00:01:39.240 --> 00:01:44.000]  使徒保羅當面對哥倫多教會的時候
[00:01:44.000 --> 00:01:46.920]  亦都用了最大的忍耐
[00:01:46.920 --> 00:01:51.400]  讓弟兄姊妹明白他自己的用心
[00:01:51.840 --> 00:01:53.560]  他用了最大的愛
[00:01:53.560 --> 00:01:56.640]  去表達他內裏面的情感
[00:01:56.640 --> 00:01:59.240]  他坦然地向他們表白
[00:01:59.240 --> 00:02:01.960]  自己一切所做的所講的
[00:02:01.960 --> 00:02:04.000]  都是為著他們
[00:02:04.000 --> 00:02:08.680]  縱使哥倫多教會對他有很多的誤會
[00:02:08.680 --> 00:02:13.280]  但保羅沒有選擇以另一種方式
[00:02:13.280 --> 00:02:15.680]  一種報復的方式回應
[00:02:15.680 --> 00:02:18.880]  他卻是繼續地去接納
[00:02:18.880 --> 00:02:20.400]  一種不放棄
[00:02:20.400 --> 00:02:22.240]  一種堅持的愛
[00:02:22.240 --> 00:02:24.080]  一種負代價力的愛
[00:02:24.080 --> 00:02:25.920]  來去愛他們愛到底
[00:02:25.920 --> 00:02:29.000]  作為哥倫多教會的創辦者
[00:02:29.000 --> 00:02:31.000]  這位的Church Founder
[00:02:31.000 --> 00:02:33.200]  我們可以看到
[00:02:33.200 --> 00:02:35.760]  這位的屬靈領袖
[00:02:35.760 --> 00:02:39.160]  怎樣繼續以一個堅定不移的愛
[00:02:39.160 --> 00:02:42.760]  來去以生命去感染他們
[00:02:42.760 --> 00:02:46.440]  成為他們生命的建造者
[00:02:46.440 --> 00:02:47.800]  Life Builder
[00:02:47.800 --> 00:02:50.120]  藉著今日這段經文
[00:02:50.480 --> 00:02:52.080]  我們可以看到一位
[00:02:52.080 --> 00:02:54.760]  建造生命的僕人領袖
[00:02:54.760 --> 00:02:56.960]  有三方面的特質
[00:02:56.960 --> 00:03:00.080]  很值得我們一齊學習
[00:03:00.080 --> 00:03:01.480]  第一
[00:03:01.480 --> 00:03:06.520]  他是一位不介意自甘作餘忘人
[00:03:06.520 --> 00:03:09.720]  在第十一和第十二節
[00:03:09.720 --> 00:03:11.720]  剛才我們也讀過
[00:03:11.720 --> 00:03:15.040]  相信我們很多人也試過為自己
[00:03:15.040 --> 00:03:17.240]  去寫自己的履歷
[00:03:17.240 --> 00:03:18.800]  我們的履歷
[00:03:19.040 --> 00:03:21.600]  可能你有子女的話
[00:03:21.600 --> 00:03:22.920]  可能你也很努力地
[00:03:22.920 --> 00:03:25.000]  來幫他寫他的履歷
[00:03:25.000 --> 00:03:26.400]  現在越來越早了
[00:03:26.400 --> 00:03:29.480]  我不知道在履歷裏面
[00:03:29.480 --> 00:03:31.080]  你會寫些什麼
[00:03:31.080 --> 00:03:35.560]  我們通常都會將自己
[00:03:35.560 --> 00:03:38.640]  最優秀的地方寫出來
[00:03:38.640 --> 00:03:41.120]  包括我們的學歷
[00:03:41.120 --> 00:03:43.000]  包括我們的工作經驗
[00:03:43.000 --> 00:03:44.560]  拿過什麼獎
[00:03:44.560 --> 00:03:47.000]  有多厲害就寫多厲害
[00:03:47.000 --> 00:03:48.680]  為的事要證明給別人看
[00:03:48.840 --> 00:03:50.520]  我們是可以的
[00:03:50.520 --> 00:03:54.160]  如果在第十一節裏面
[00:03:54.160 --> 00:03:57.200]  這一班最大的使徒
[00:03:57.200 --> 00:03:59.840]  我們有另一個名稱
[00:03:59.840 --> 00:04:01.240]  叫做超級使徒
[00:04:01.240 --> 00:04:02.760]  其實他們沒什麼
[00:04:02.760 --> 00:04:05.960]  只不過他們是一班假使徒
[00:04:05.960 --> 00:04:07.480]  當時就在當中
[00:04:07.480 --> 00:04:08.680]  在教會裏面
[00:04:08.680 --> 00:04:12.840]  製造很多的妖言惑眾
[00:04:12.840 --> 00:04:14.720]  說保羅有什麼不是不是
[00:04:14.720 --> 00:04:16.920]  如果我們拿這班人的履歷
[00:04:16.920 --> 00:04:20.720]  去和保羅的履歷相比的話
[00:04:20.720 --> 00:04:24.200]  保羅一定是不得了
[00:04:24.200 --> 00:04:26.920]  一路寫下去都寫不盡
[00:04:26.920 --> 00:04:30.120]  保羅覺得要這樣
[00:04:30.120 --> 00:04:33.280]  去和那班所謂的超級使徒
[00:04:33.280 --> 00:04:36.280]  在使徒身份上直接比較
[00:04:36.280 --> 00:04:38.920]  是很愚昧的一件事情
[00:04:38.920 --> 00:04:42.520]  但是他都甘於愚昧
[00:04:42.520 --> 00:04:45.520]  因為他體會
[00:04:46.240 --> 00:04:49.240]  哥倫多教會是一間軟弱的教會
[00:04:49.240 --> 00:04:53.000]  他們是用這些東西去評量
[00:04:53.000 --> 00:04:55.920]  其實在第十一節裏面
[00:04:55.920 --> 00:04:58.600]  保羅說我本來該被你們
[00:04:58.600 --> 00:05:00.480]  證明才是
[00:05:00.480 --> 00:05:04.480]  如今保羅卻是要自薦
[00:05:04.480 --> 00:05:06.800]  保羅說是你們逼我
[00:05:06.800 --> 00:05:09.280]  用這個方法證明
[00:05:09.280 --> 00:05:11.400]  使徒的憑據
[00:05:11.400 --> 00:05:15.840]  保羅在教祖前第十一章裏面
[00:05:15.960 --> 00:05:19.440]  他借用愚昧人的愚妄話這樣說
[00:05:19.440 --> 00:05:23.040]  保羅說我說的話不是奉主明說的
[00:05:23.040 --> 00:05:26.280]  乃是讓愚妄人放膽自誇
[00:05:26.280 --> 00:05:29.000]  既有好些人憑著血氣自誇
[00:05:29.000 --> 00:05:31.000]  我也要自誇了
[00:05:31.000 --> 00:05:34.240]  我說這話是羞辱自己
[00:05:34.240 --> 00:05:37.920]  他們是基督的僕人麼
[00:05:37.920 --> 00:05:41.680]  我說句狂話我更是
[00:05:43.440 --> 00:05:47.600]  保羅另一方面也攔阻自己過分自誇
[00:05:47.600 --> 00:05:48.800]  他也這樣說
[00:05:48.800 --> 00:05:51.320]  他說除了我的軟弱以外
[00:05:51.320 --> 00:05:53.320]  我並不誇厚
[00:05:53.320 --> 00:05:57.120]  我就是願意誇厚也不算狂
[00:05:57.120 --> 00:05:59.120]  因為我必說實話
[00:05:59.120 --> 00:06:01.440]  只是我禁止不說
[00:06:01.440 --> 00:06:04.000]  恐怕有人把我看高了
[00:06:04.000 --> 00:06:08.640]  過於他在我身上所看見所聽見的
[00:06:10.400 --> 00:06:16.760]  我們看到保羅這個很弔詭的心情
[00:06:16.760 --> 00:06:18.760]  左右為難的心情
[00:06:18.760 --> 00:06:20.760]  我們很體會到出來
[00:06:20.760 --> 00:06:24.400]  如果我們一直有去讀保羅的書信
[00:06:24.400 --> 00:06:27.000]  我們就很知道、很明白
[00:06:27.000 --> 00:06:30.560]  保羅他是怎樣去看自己
[00:06:30.560 --> 00:06:32.560]  在第十一節
[00:06:32.560 --> 00:06:33.760]  其中一句說話
[00:06:33.760 --> 00:06:37.360]  保羅說我雖算不了甚麼
[00:06:38.080 --> 00:06:40.480]  如果在NIV的譯本
[00:06:40.480 --> 00:06:43.640]  Even though I am nothing
[00:06:43.640 --> 00:06:47.840]  保羅說他自己我甚麼都不是
[00:06:47.840 --> 00:06:50.840]  I am nothing
[00:06:50.840 --> 00:06:54.640]  在肥臘比書三章八節
[00:06:54.640 --> 00:06:55.920]  保羅曾經這樣說
[00:06:55.920 --> 00:06:59.000]  我以認識我主基督耶穌為至寶
[00:06:59.000 --> 00:07:03.040]  我為他已經凋棄萬事
[00:07:03.040 --> 00:07:08.400]  項作奮土 為要得著基督
[00:07:08.400 --> 00:07:14.120]  保羅很知道他自己的身份
[00:07:14.120 --> 00:07:18.360]  他很知道他是屬於上帝
[00:07:18.360 --> 00:07:20.760]  在上帝的眼裏面
[00:07:20.760 --> 00:07:25.880]  他很知道他是寶貴獨特和美麗
[00:07:25.880 --> 00:07:29.560]  他的身份不再被外在
[00:07:29.560 --> 00:07:33.480]  你去到去定他是一個怎樣的人
[00:07:33.480 --> 00:07:39.360]  他很知道他的身份是屬神的意志
[00:07:39.360 --> 00:07:44.920]  同時間他亦都知道他的保障究竟在哪裏
[00:07:44.920 --> 00:07:50.640]  他很知道他的保障就在主耶穌基督裏面
[00:07:50.640 --> 00:07:56.480]  他的保障不再是在世界裏面所擁有
[00:07:59.880 --> 00:08:02.880]  今日當我們仍然活在一個
[00:08:02.880 --> 00:08:07.880]  覺得自己很不錯、很天資獨特
[00:08:07.880 --> 00:08:10.800]  覺得自己很優秀的時候
[00:08:10.800 --> 00:08:15.160]  可能我們都會換上一個沉重的代價
[00:08:15.160 --> 00:08:19.920]  我們不斷地追求履歷表上
[00:08:19.920 --> 00:08:24.080]  每一個去到給自己的肯定
[00:08:24.080 --> 00:08:28.000]  今日很多時候都聽到弟兄姊妹說
[00:08:28.000 --> 00:08:32.760]  我在工作裏面很辛苦、很累
[00:08:32.760 --> 00:08:36.280]  很明白這的確是事實
[00:08:36.280 --> 00:08:41.360]  但如果我們看回保羅在他的處境裏面
[00:08:41.360 --> 00:08:45.800]  為何他仍然有一個這麼活潑的靈在裏面
[00:08:45.800 --> 00:08:50.080]  縱使外裏面受著很多的迫不及待、挑戰
[00:08:50.080 --> 00:08:54.520]  他仍然可以很喜樂、很有力量
[00:08:54.520 --> 00:08:58.440]  很有感染力地去面對他的人生
[00:08:58.440 --> 00:09:02.920]  因為他看自己甚麼都不是
[00:09:02.920 --> 00:09:08.600]  他知道他的身份在上帝裏面
[00:09:08.600 --> 00:09:11.800]  他知道他的保障在上帝裏面
[00:09:11.800 --> 00:09:18.920]  今日上帝就是要使用軟弱的變成剛強
[00:09:18.920 --> 00:09:22.760]  保羅在十二節裏面說
[00:09:22.760 --> 00:09:26.040]  我在你們中間用百般的忍耐
[00:09:26.040 --> 00:09:29.240]  藉著神蹟、騎士、異能
[00:09:29.240 --> 00:09:32.040]  顯出使徒的憑據來
[00:09:32.040 --> 00:09:34.840]  保羅在此表述的
[00:09:34.840 --> 00:09:39.720]  不單止過去他也施展過神蹟、騎士、異能
[00:09:39.720 --> 00:09:43.600]  但如果我們一路去看哥林多前後書裏面
[00:09:43.600 --> 00:09:47.520]  保羅所著重的不是這些
[00:09:47.520 --> 00:09:51.360]  而是耶穌基督十字架
[00:09:52.080 --> 00:09:54.240]  你是一個侍奉神的人
[00:09:54.240 --> 00:09:57.360]  如何去流露他們的生命
[00:09:57.360 --> 00:10:04.320]  使徒的憑據並不是在一些外在
[00:10:04.320 --> 00:10:07.640]  不是學識、不是有甚麼豐功偉績
[00:10:07.640 --> 00:10:12.160]  更加重要的是生命裏面那種內涵
[00:10:12.160 --> 00:10:16.240]  那種在神裏面百般的忍耐
[00:10:16.240 --> 00:10:20.080]  當我們侍奉主的時候
[00:10:20.080 --> 00:10:22.080]  其實我們也很明白
[00:10:22.080 --> 00:10:26.280]  有時候也會面對很多的艱難、逆境、挑戰
[00:10:26.280 --> 00:10:30.200]  保羅在此告訴我們
[00:10:30.200 --> 00:10:32.400]  他以忍耐
[00:10:32.400 --> 00:10:34.520]  縱使面對哥林多教會
[00:10:34.520 --> 00:10:37.320]  多麼的不散盛、烏煙瘴氣、亂七八糟
[00:10:37.320 --> 00:10:40.720]  甚至不領他情、誤會他也好
[00:10:40.720 --> 00:10:43.080]  他也沒有放棄過他們
[00:10:43.080 --> 00:10:47.800]  保羅對教會這份肉緊的愛
[00:10:47.800 --> 00:10:52.400]  就像愛自己親生的兒女一樣
[00:10:52.400 --> 00:10:57.240]  當我們見到其他人的子女
[00:10:57.240 --> 00:10:59.040]  很可愛、很可愛的時候
[00:10:59.040 --> 00:11:01.720]  我們也覺得「真是好了」
[00:11:01.720 --> 00:11:04.040]  當我們見到他不可愛的一面
[00:11:04.040 --> 00:11:06.400]  我們可以選擇看不到
[00:11:06.400 --> 00:11:07.880]  我們可以選擇走開
[00:11:07.880 --> 00:11:12.400]  甚至可以交回給他的父母處理
[00:11:12.400 --> 00:11:14.720]  但自己那個呢?
[00:11:14.720 --> 00:11:17.680]  我們總不會因為這樣
[00:11:17.680 --> 00:11:19.200]  而放棄他
[00:11:19.200 --> 00:11:22.240]  我們就是需要用百般的忍耐
[00:11:22.240 --> 00:11:25.760]  來陪著他們成長
[00:11:25.760 --> 00:11:27.840]  陪著他們去面對
[00:11:27.840 --> 00:11:32.760]  他們的生命裏面的困難、挑戰
[00:11:32.760 --> 00:11:35.960]  聖誕節很快就來了
[00:11:35.960 --> 00:11:38.840]  讓我們也能夠再一次去思想
[00:11:38.840 --> 00:11:41.840]  耶穌基督來到這個世界上
[00:11:41.840 --> 00:11:45.840]  當我們看回耶穌他整個人生的歷程
[00:11:45.840 --> 00:11:48.600]  到最後他走上一條孤獨的苦路裏面
[00:11:48.600 --> 00:11:52.440]  承擔一切的痛苦、受刑、受死
[00:11:52.440 --> 00:11:55.680]  為的是什麼呢?
[00:11:55.680 --> 00:12:00.080]  為的是愛我們、愛教會
[00:12:00.080 --> 00:12:07.520]  他甘心、忍耐、取了奴僕的樣式
[00:12:07.520 --> 00:12:08.760]  可能你會想
[00:12:08.760 --> 00:12:12.560]  為什麼保羅要這麼傻
[00:12:12.560 --> 00:12:15.480]  要自吹自擂去自辯
[00:12:15.480 --> 00:12:19.080]  其實是不是只不過是想為了哥倫多教會
[00:12:19.080 --> 00:12:21.360]  不要讓他們偏離真道
[00:12:21.360 --> 00:12:24.800]  不想他們在信仰的道路上走歪
[00:12:24.800 --> 00:12:26.800]  所以為了愛他們的緣故
[00:12:26.800 --> 00:12:32.560]  他甘心、忍耐做一個慾望人
