
[00:00:00.000 --> 00:00:03.200]  好生姐妹仍然是在聆聽主導熱線
[00:00:03.200 --> 00:00:04.060]  不是禱告
[00:00:04.060 --> 00:00:05.820]  接著才禱告
[00:00:05.820 --> 00:00:09.200]  有少少澄清有關於上次的
[00:00:09.200 --> 00:00:10.640]  上個主日的講道
[00:00:10.640 --> 00:00:12.240]  感謝有位姐妹
[00:00:12.240 --> 00:00:14.360]  完了崇拜之後告訴我
[00:00:14.360 --> 00:00:17.560]  牧師你讀得快那一段
[00:00:17.560 --> 00:00:19.320]  錯了一點點
[00:00:19.320 --> 00:00:22.000]  有時講道都是sleep tongues
[00:00:22.000 --> 00:00:24.240]  講關於有關於這個
[00:00:24.240 --> 00:00:27.240]  蛇和女人的對話
[00:00:27.240 --> 00:00:30.160]  我就將女人的對話講了
[00:00:30.160 --> 00:00:31.840]  是蛇講的說話
[00:00:31.840 --> 00:00:33.960]  但是當我們看回
[00:00:33.960 --> 00:00:37.800]  《創世紀》的第三章裡面
[00:00:37.800 --> 00:00:38.880]  第一節
[00:00:38.880 --> 00:00:42.280]  對女人講的說話正式是這樣講
[00:00:42.280 --> 00:00:45.680]  她說神喜是真說不許你們
[00:00:45.680 --> 00:00:49.640]  吃園中所有樹上的果子嗎
[00:00:49.640 --> 00:00:52.680]  接著那句是女人上次我講了
[00:00:52.680 --> 00:00:55.160]  那個經文書上
[00:00:55.160 --> 00:00:56.960]  園中樹上所有果子你們
[00:00:56.960 --> 00:00:57.840]  我們都可以吃
[00:00:57.840 --> 00:01:01.320]  唯有在園中那棵樹上的果子
[00:01:01.320 --> 00:01:03.840]  上帝說你不可吃也不可摸
[00:01:03.840 --> 00:01:05.240]  免得你們死
[00:01:05.240 --> 00:01:07.680]  澄清這裡的對話
[00:01:07.680 --> 00:01:08.520]  不過同樣
[00:01:08.520 --> 00:01:10.720]  蛇對女人的說話
[00:01:10.720 --> 00:01:13.840]  也是對女人的第一次
[00:01:13.840 --> 00:01:15.840]  傳回上帝的說話
[00:01:15.840 --> 00:01:18.760]  不過用了一個問題的形式
[00:01:18.760 --> 00:01:25.240]  來誘發女人去自我創作
[00:01:25.240 --> 00:01:27.200]  所以在這段聖經裡面
[00:01:27.200 --> 00:01:29.040]  多謝姊妹的提醒
[00:01:29.040 --> 00:01:31.840]  也在這裡講給大家大英姊妹知道
[00:01:31.840 --> 00:01:34.240]  好 讓我們在今天回到
[00:01:34.240 --> 00:01:38.040]  我們《馬太福音》第二十三章的經文
[00:01:38.040 --> 00:01:39.480]  讓我們在聆聽主導義先
[00:01:39.480 --> 00:01:43.640]  我們一起同心低頭禱告
[00:01:43.640 --> 00:01:44.640]  慈悲父臣 多謝你
[00:01:44.640 --> 00:01:46.320]  讓我們可以再次回來
[00:01:46.320 --> 00:01:48.480]  在你說話的面前學習
[00:01:48.480 --> 00:01:51.280]  讓我們能夠在主理裡面
[00:01:51.280 --> 00:01:54.240]  可以繼續認識你
[00:01:54.240 --> 00:01:56.240]  為此獻上感恩
[00:01:56.240 --> 00:01:59.920]  求聖靈降鑄在我們每一個人身上
[00:01:59.920 --> 00:02:03.640]  無論是聽的 說的
[00:02:03.640 --> 00:02:06.920]  在線上的 或者在實體的
[00:02:06.920 --> 00:02:09.800]  每一個追求主導的人
[00:02:09.800 --> 00:02:12.520]  都可以同盟主理的恩福
[00:02:12.520 --> 00:02:16.120]  我們禱告奉靠主耶穌得聖的名字而求
[00:02:16.120 --> 00:02:17.160]  阿們
[00:02:17.160 --> 00:02:20.640]  很多時候
[00:02:20.640 --> 00:02:22.920]  我們這些做得耐目者的
[00:02:22.920 --> 00:02:26.480]  有不少信徒都認識我
[00:02:26.480 --> 00:02:31.680]  當他們突然有一天打電話要跟我聊天
[00:02:31.680 --> 00:02:36.040]  我就會很歡迎他們來找我
[00:02:36.040 --> 00:02:38.040]  我通常會問他們
[00:02:38.040 --> 00:02:39.160]  什麼事啊 找我
[00:02:39.160 --> 00:02:40.160]  他們就會說
[00:02:40.160 --> 00:02:44.720]  牧師 我要找你做一些參考
[00:02:44.720 --> 00:02:48.680]  因為我要申請入神學院讀書
[00:02:48.680 --> 00:02:49.920]  OK
[00:02:49.920 --> 00:02:51.760]  然後我說
[00:02:51.760 --> 00:02:55.440]  是嗎 他說我要奉獻成為傳道人
[00:02:55.440 --> 00:03:00.360]  做這個全時間侍奉主的傳道人
[00:03:00.360 --> 00:03:04.680]  其實首先這個陳述本身是一個
[00:03:04.680 --> 00:03:09.080]  我們叫做簡單的一個偽命題
[00:03:09.080 --> 00:03:13.320]  什麼做傳道人才叫做全時間奉獻的
[00:03:13.320 --> 00:03:14.640]  在聖經裡面說
[00:03:14.640 --> 00:03:19.160]  侍奉其實由信主那一刻就是全時間的
[00:03:19.160 --> 00:03:22.400]  為什麼要做傳道人才叫做全時間奉獻
[00:03:22.400 --> 00:03:24.560]  不做傳道人好像是部分時間
[00:03:24.560 --> 00:03:26.480]  有時做信徒有時不做信徒
[00:03:26.480 --> 00:03:27.960]  是不是這樣的意思呢
[00:03:27.960 --> 00:03:31.200]  的確這個陳述又造成了很多信徒
[00:03:31.200 --> 00:03:33.200]  不回教會就不像信徒
[00:03:33.200 --> 00:03:37.880]  回到教會就突然好像聆聽耶穌上身一樣
[00:03:37.880 --> 00:03:41.120]  算我用一種比較世俗的陳述
[00:03:41.120 --> 00:03:43.800]  這種狀態其實是不太對的
[00:03:43.800 --> 00:03:46.280]  不過通常如果有代言人跟我說
[00:03:46.280 --> 00:03:49.640]  他說 牧師我想找你做reference
[00:03:49.640 --> 00:03:52.240]  然後去做申請神學院
[00:03:52.240 --> 00:03:56.280]  全時間奉獻 做傳道人
[00:03:56.280 --> 00:03:58.920]  我通常當然我會感謝主
[00:03:58.920 --> 00:04:01.520]  但是第一件事我不是說
[00:04:01.520 --> 00:04:05.160]  哦 真的大起色信息這樣跟他說
[00:04:05.160 --> 00:04:09.280]  我會反而問他一條問題
[00:04:09.280 --> 00:04:10.880]  這條問題是什麼呢
[00:04:10.880 --> 00:04:18.880]  我說 為什麼你會願意成為一個傳道人呢
[00:04:18.880 --> 00:04:22.200]  是什麼原因或者什麼方法
[00:04:22.200 --> 00:04:23.880]  上帝讓你知道
[00:04:23.880 --> 00:04:30.480]  你是要去全職來侍奉上主呢
[00:04:30.480 --> 00:04:35.240]  因為侍奉主作為一個牧者或者一個傳道人
[00:04:35.240 --> 00:04:43.560]  不是只是一個身份 牧師 傳道 宣教士這個名堂
[00:04:43.560 --> 00:04:49.320]  侍奉其實是一個整個人那種投入的態度
[00:04:49.320 --> 00:04:52.760]  你對於上帝這份特殊 額外
[00:04:52.760 --> 00:04:55.040]  再加在你身上的職訓
[00:04:55.040 --> 00:04:57.480]  你是怎樣看得到呢
[00:04:57.480 --> 00:05:00.040]  這個反而是最重要
[00:05:00.040 --> 00:05:01.480]  在過去在加拿大
[00:05:01.480 --> 00:05:03.680]  我所認識的人當中
[00:05:03.680 --> 00:05:05.360]  甚至在香港也是
[00:05:05.360 --> 00:05:07.120]  很多做傳道人的
[00:05:07.120 --> 00:05:12.080]  都是說了一些令我抹冷汗的事情
[00:05:12.080 --> 00:05:15.760]  就是很多時候他們會覺得
[00:05:15.760 --> 00:05:17.600]  上帝做了一些事情
[00:05:17.600 --> 00:05:20.560]  所以我要神蹟在我身上
[00:05:20.560 --> 00:05:23.920]  於是乎我就做傳道人
[00:05:23.920 --> 00:05:26.840]  又或者有些人就會說
[00:05:26.840 --> 00:05:30.400]  哦 因為我嚮往在教會做些什麼
[00:05:30.400 --> 00:05:32.320]  上帝讓我很想做這件事
[00:05:32.320 --> 00:05:35.400]  所以我就做傳道人
[00:05:35.400 --> 00:05:37.800]  但如果當你們仔細去問一下
[00:05:37.800 --> 00:05:43.680]  一些真心傳道的弟兄姊妹 宣教士
[00:05:43.680 --> 00:05:46.320]  其實他們不著重那個名聲
[00:05:46.320 --> 00:05:48.560]  就是那個名銜
[00:05:48.560 --> 00:05:51.720]  你叫他們做什麼都沒有所謂
[00:05:51.720 --> 00:05:55.400]  最重要是他們對上主的教託
[00:05:55.400 --> 00:05:56.360]  有沒有做好
[00:05:56.360 --> 00:05:59.720]  譬如以我自己做一個牧者為例
[00:05:59.720 --> 00:06:00.720]  我很記得的
[00:06:00.720 --> 00:06:06.040]  我最初去預備入神學院讀神學的時候
[00:06:06.040 --> 00:06:09.120]  都用回基督教很喜歡用的那個做法
[00:06:09.120 --> 00:06:10.840]  你去全職侍奉
[00:06:10.840 --> 00:06:13.480]  全時間侍奉
[00:06:13.480 --> 00:06:17.960]  我就和當時的牧者去傾談
[00:06:17.960 --> 00:06:22.880]  我說牧師 我沒有好像很多傳道人那些
[00:06:22.880 --> 00:06:27.040]  老牧者那種有神蹟奇事發生在上面
[00:06:27.040 --> 00:06:29.240]  於是乎就立了個願
[00:06:29.240 --> 00:06:30.400]  你救回我
[00:06:30.400 --> 00:06:31.640]  我就解決了我的問題
[00:06:31.640 --> 00:06:33.880]  我就做傳道人了
[00:06:33.880 --> 00:06:35.800]  我沒有這些
[00:06:35.800 --> 00:06:36.760]  那是不是假的呢
[00:06:36.760 --> 00:06:38.240]  上帝叫我
[00:06:38.240 --> 00:06:40.880]  當時我的牧者也都說
[00:06:40.880 --> 00:06:43.680]  我自己都沒有這樣的情況
[00:06:43.680 --> 00:06:44.880]  沒有一個神蹟
[00:06:44.880 --> 00:06:47.160]  不過在那個討好過程當中
[00:06:47.160 --> 00:06:50.040]  有一個很大的掙扎
[00:06:50.040 --> 00:06:54.680]  我知道可能當時我和那位牧者伍牧師
[00:06:54.680 --> 00:06:57.160]  他都可能會聽這堂課
[00:06:57.160 --> 00:06:59.520]  所以他都是這樣說
[00:06:59.520 --> 00:07:03.080]  我全時間奉獻之前做傳道人
[00:07:03.080 --> 00:07:04.200]  我都有很大的掙扎
[00:07:04.200 --> 00:07:05.560]  我經常禱告
[00:07:05.560 --> 00:07:09.640]  禱告很掙扎是不是真的呢
[00:07:09.640 --> 00:07:12.240]  其實對於我來講也都有這份掙扎
[00:07:12.240 --> 00:07:14.000]  所以我說 是的 我都有這份掙扎
[00:07:14.000 --> 00:07:16.040]  因為這份掙扎就是
[00:07:16.040 --> 00:07:19.840]  我究竟什麼因由上帝會叫我走這條
[00:07:19.840 --> 00:07:22.880]  多一個這樣的位份去做
[00:07:22.880 --> 00:07:26.040]  我已經在這個世界上有很多角色了
[00:07:26.040 --> 00:07:26.920]  做人的兒子
[00:07:26.920 --> 00:07:27.960]  現在做人的爸爸
