
[00:00:00.000 --> 00:00:02.000]  今天姐妹早安
[00:00:02.000 --> 00:00:04.000]  天氣比較冷
[00:00:04.000 --> 00:00:06.000]  天氣比較冷
[00:00:06.000 --> 00:00:08.000]  有些人感冒
[00:00:08.000 --> 00:00:10.000]  有人感冒
[00:00:10.000 --> 00:00:12.000]  有些人喉嚨痛
[00:00:12.000 --> 00:00:14.000]  有人喉嚨疼
[00:00:14.000 --> 00:00:16.000]  有些人很害怕
[00:00:16.000 --> 00:00:18.000]  因為講到
[00:00:18.000 --> 00:00:20.000]  因為今天要講到
[00:00:20.000 --> 00:00:22.000]  所以需要你們的祈禱
[00:00:22.000 --> 00:00:24.000]  所以需要大家的帶導
[00:00:24.000 --> 00:00:26.000]  近年來世界各地
[00:00:26.000 --> 00:00:28.000]  都出現超級颱風
[00:00:28.000 --> 00:00:30.000]  近年來世界各地
[00:00:30.000 --> 00:00:32.000]  都出現了超級颱風
[00:00:32.000 --> 00:00:34.000]  但由於現代科學進步
[00:00:34.000 --> 00:00:36.000]  但由於現代科學進步
[00:00:36.000 --> 00:00:38.000]  但因為現代科學進步
[00:00:38.000 --> 00:00:40.000]  天文台從氣象衛星
[00:00:40.000 --> 00:00:42.000]  天文台從氣象衛星
[00:00:42.000 --> 00:00:44.000]  搜集到氣象資料
[00:00:44.000 --> 00:00:46.000]  天文台從氣象衛星
[00:00:46.000 --> 00:00:48.000]  搜集到氣象資料
[00:00:48.000 --> 00:00:50.000]  搜集到氣象資料
[00:00:50.000 --> 00:00:52.000]  經過精密的電腦分析
[00:00:52.000 --> 00:00:54.000]  經過精密的電腦分析
[00:00:54.000 --> 00:00:56.000]  經過精密的電腦分析
[00:00:56.000 --> 00:00:58.000]  可以相當準確的預測到颱風的強度和移動方向
[00:00:58.000 --> 00:01:00.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:00.000 --> 00:01:02.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:02.000 --> 00:01:04.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:04.000 --> 00:01:06.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:06.000 --> 00:01:08.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:08.000 --> 00:01:10.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:10.000 --> 00:01:12.000]  可以相當準確的預測到颱風的強度和移動方向
[00:01:12.000 --> 00:01:14.000]  使人可以作出防備
[00:01:14.000 --> 00:01:16.000]  使人可以作出防備
[00:01:16.000 --> 00:01:18.000]  使人可以作出防備
[00:01:18.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
[00:01:32.000 --> 00:01:32.000]  例如上次我們經歷了強颱風山竹的侵襲
