
[00:00:00.000 --> 00:00:04.160]  想和大家看「市圖行傳」第二章
[00:00:04.160 --> 00:00:07.880]  而且透過「市圖行傳」第二章思想一個題目
[00:00:07.880 --> 00:00:09.680]  「大日子」
[00:00:09.680 --> 00:00:14.800]  我看到上個星期
[00:00:14.800 --> 00:00:17.800]  我們港島有一個文件夾
[00:00:17.800 --> 00:00:19.640]  是我們港島大綱放上去
[00:00:19.640 --> 00:00:21.760]  Frank 我們的Communication Director
[00:00:21.760 --> 00:00:28.160]  上個星期寫了「11月9日Big Day」
[00:00:28.160 --> 00:00:29.240]  「大日子」
[00:00:29.240 --> 00:00:32.200]  上個星期的確是「大日子」
[00:00:32.200 --> 00:00:34.760]  因為我們教會25週年
[00:00:34.760 --> 00:00:36.200]  其實做任何事情
[00:00:36.200 --> 00:00:38.360]  無論大小事小
[00:00:38.360 --> 00:00:41.320]  都是我們花很多時間去選擇一個良辰吉日
[00:00:41.320 --> 00:00:43.640]  其實想了很久為何選擇11月9日
[00:00:43.640 --> 00:00:45.680]  不詳細解釋了
[00:00:45.680 --> 00:00:47.600]  大家想像一下
[00:00:47.600 --> 00:00:50.880]  很多時候我們是爬格子動物
[00:00:50.880 --> 00:00:54.080]  花很多時間填滿我們的格子
[00:00:54.080 --> 00:00:56.440]  剛過去這個星期日
[00:00:56.440 --> 00:00:59.960]  我們舉辦會點教會25週年
[00:00:59.960 --> 00:01:03.160]  感恩聯合崇拜和按摩典禮
[00:01:03.160 --> 00:01:06.640]  其實銀禧紀念真是一個大日子
[00:01:06.640 --> 00:01:08.560]  之後還有晚宴
[00:01:08.560 --> 00:01:11.320]  大家都看到有七十多台
[00:01:11.320 --> 00:01:14.440]  單是聖誕節我看到有十八台
[00:01:14.440 --> 00:01:16.920]  不過大日子有時候
[00:01:16.920 --> 00:01:19.280]  不只是24小時一天
[00:01:19.280 --> 00:01:20.560]  過一個月
[00:01:20.560 --> 00:01:24.880]  我們已經有好幾個25週年的特別聚會
[00:01:24.880 --> 00:01:26.240]  一浪接一浪
[00:01:26.240 --> 00:01:27.400]  越來越大浪
[00:01:27.400 --> 00:01:29.440]  Pleasanton打開第一炮
[00:01:29.440 --> 00:01:31.200]  大家記得10月12日的時候
[00:01:31.200 --> 00:01:32.520]  有一個家庭同樂日
[00:01:32.520 --> 00:01:34.800]  超過200人參加
[00:01:34.800 --> 00:01:37.760]  之後19日Millpeters
[00:01:37.760 --> 00:01:39.320]  另外一個家庭同樂日
[00:01:39.320 --> 00:01:41.360]  參加人數超過400
[00:01:41.360 --> 00:01:44.400]  之後10月24日星期五晚
[00:01:44.400 --> 00:01:48.160]  在Millpeters聯合國語音樂的報道會
[00:01:48.160 --> 00:01:50.960]  感到幸福就應該要拍拍手
[00:01:50.960 --> 00:01:52.880]  傷害弟兄大領
[00:01:52.880 --> 00:01:55.800]  我在會點的記憶當中
[00:01:55.800 --> 00:01:58.640]  這是參加人數最多的國語聚會
[00:01:58.640 --> 00:02:02.080]  坐滿Millpeters堂350人
[00:02:02.080 --> 00:02:03.640]  更值得感恩的是
[00:02:03.640 --> 00:02:07.760]  有26位朋友缺志信耶穌
[00:02:07.760 --> 00:02:09.760]  10月31日晚
[00:02:09.760 --> 00:02:11.720]  聖誕節我們壓軸
[00:02:11.720 --> 00:02:12.880]  家庭同樂日
[00:02:12.880 --> 00:02:14.960]  參加人數超過500
[00:02:14.960 --> 00:02:19.880]  所以其實無論個人家庭教會
[00:02:19.880 --> 00:02:21.960]  當我們想起我們的歷史的時候
[00:02:21.960 --> 00:02:26.080]  都是圍繞著這些大日子而寫成
[00:02:26.080 --> 00:02:28.080]  史徒行傳第二章
[00:02:28.080 --> 00:02:30.400]  五旬節聖靈降臨
[00:02:30.400 --> 00:02:31.600]  其實是一個大日子
[00:02:31.600 --> 00:02:34.840]  是新約教會出世的大日子
[00:02:34.840 --> 00:02:40.400]  亦可以說是整體人類死去活來
[00:02:40.400 --> 00:02:42.400]  翻番生的大日子
[00:02:42.400 --> 00:02:45.200]  對大部分人來說
[00:02:45.200 --> 00:02:48.720]  我想在座當中已經成為記憶圖
[00:02:48.720 --> 00:02:51.200]  其實史徒行傳一定已經看過
[00:02:51.200 --> 00:02:53.200]  第二章尤其是
[00:02:53.200 --> 00:02:56.800]  我其實今年之前六月已經說過
[00:02:56.800 --> 00:03:00.680]  史徒行傳第二章42到47節主題是
[00:03:00.680 --> 00:03:03.360]  教會的團體生活
[00:03:03.360 --> 00:03:05.880]  所以其實我們經常說
[00:03:05.880 --> 00:03:07.880]  譬如說你想想
[00:03:07.880 --> 00:03:11.120]  史徒行傳第二章尾的時候
[00:03:11.120 --> 00:03:14.120]  說到這個教會
[00:03:14.120 --> 00:03:17.800]  其實說到那時候最初的初期教會
[00:03:17.800 --> 00:03:19.520]  是一個很健康的教會
[00:03:19.520 --> 00:03:23.720]  健康的教會肯定有很好的團體生活
[00:03:23.720 --> 00:03:26.880]  表明在他們的屬靈角度來說
[00:03:26.880 --> 00:03:29.240]  這群信徒是真的信徒
[00:03:29.240 --> 00:03:31.640]  他們真是已經復興
[00:03:31.640 --> 00:03:33.640]  真是已經死去活來
[00:03:33.640 --> 00:03:37.960]  所以當我們說這個港獨系列的時候
[00:03:37.960 --> 00:03:41.480]  復興就看這個史徒行傳第二章
[00:03:41.480 --> 00:03:43.480]  是一個很重要的部分
[00:03:43.480 --> 00:03:48.280]  不過我們想復興這個題目的時候
[00:03:48.280 --> 00:03:52.040]  又要分清楚復興的結果和成因
[00:03:52.040 --> 00:03:55.160]  如果你看一下史徒行傳第二章的時候
[00:03:55.160 --> 00:03:58.160]  說之後42到47節尾的
[00:03:58.160 --> 00:03:59.880]  是說一些團體生活
[00:03:59.880 --> 00:04:01.280]  是結果來的
[00:04:01.280 --> 00:04:02.880]  成因在哪裡呢
[00:04:02.880 --> 00:04:06.640]  我想就要看之前第一到第41節
[00:04:06.640 --> 00:04:11.480]  找到這個復興的團體生活的原因
[00:04:11.480 --> 00:04:14.840]  所以要準確的去了解
[00:04:14.840 --> 00:04:19.040]  這些經文史徒行傳第二章的時候
[00:04:19.040 --> 00:04:23.040]  尤其是我們想復興這個話題的時候
[00:04:23.040 --> 00:04:24.400]  也要留心一下
[00:04:24.400 --> 00:04:28.680]  這裡說的復興是甚麼復興
[00:04:28.680 --> 00:04:31.120]  其實如果我們大家都看過
[00:04:31.120 --> 00:04:33.120]  很多人看過史徒行傳第二章
[00:04:33.120 --> 00:04:35.000]  其實所描述的是甚麼
[00:04:35.000 --> 00:04:39.960]  是基督 耶穌 死去 復活 升天 聖靈降臨
[00:04:39.960 --> 00:04:43.360]  帶來的一連串的事情
[00:04:43.360 --> 00:04:46.080]  是否只是說一個地方教會的復興
[00:04:46.080 --> 00:04:47.520]  耶路撒冷教會的復興
[00:04:47.520 --> 00:04:48.440]  其實不是
[00:04:48.440 --> 00:04:50.120]  其實說的復興是甚麼
[00:04:50.120 --> 00:04:52.120]  是全人類的復興
[00:04:52.120 --> 00:04:55.440]  全人類的死去 復活 升天 聖靈降臨
[00:04:55.440 --> 00:05:00.960]  不過全人類的復興的確是從教會興旺開始
[00:05:00.960 --> 00:05:02.640]  你看看美國的教會
[00:05:02.640 --> 00:05:05.160]  其實是經歷過幾次的大復興
[00:05:05.160 --> 00:05:09.760]  每次都不只是一小撮教會的孤立事件
[00:05:09.760 --> 00:05:12.560]  而是你看到福音廣傳
[00:05:12.560 --> 00:05:14.720]  很多人悔改 信主
[00:05:14.720 --> 00:05:17.840]  延伸到整個地區 整個國家
[00:05:17.840 --> 00:05:20.560]  持續幾個月甚至幾年
[00:05:20.560 --> 00:05:23.640]  影響一整代的信徒
[00:05:23.640 --> 00:05:27.880]  造成整個國家不同階層 不同的領域
[00:05:27.880 --> 00:05:29.880]  很大的改變
[00:05:29.880 --> 00:05:33.280]  所以當我們去討論復興的時候
[00:05:33.280 --> 00:05:36.400]  我覺得一個很重要的提醒就是
[00:05:36.400 --> 00:05:39.520]  我們不能夠太過只是看著自己
[00:05:39.520 --> 00:05:41.720]  只是有一個山頭主義
[00:05:41.720 --> 00:05:43.920]  我們要討論復興的時候要明白
[00:05:43.920 --> 00:05:46.320]  有一個更廣闊的視野
[00:05:46.320 --> 00:05:49.680]  眼光要超越只是你的小組
[00:05:49.680 --> 00:05:51.680]  你的分堂 你的教會
[00:05:51.680 --> 00:05:54.200]  我們需要為整個
[00:05:54.200 --> 00:05:58.440]  整代的萬國萬民的復興去祈求
[00:05:58.440 --> 00:06:00.920]  要有宏觀的想法
[00:06:00.920 --> 00:06:02.920]  但同時也要認識到
[00:06:02.920 --> 00:06:06.800]  其實你說要散其實不是這麼容易
[00:06:06.800 --> 00:06:09.760]  因為神武將人都做到一模一樣
[00:06:09.760 --> 00:06:13.560]  我們有語言 有文化 有地域的隔膜
[00:06:13.560 --> 00:06:15.560]  而且有時代的距離
[00:06:15.560 --> 00:06:21.560]  時移世易很多時候就產生一代和另一代的距離
[00:06:21.560 --> 00:06:24.480]  有時候兩代中的距離比同代人之中
[00:06:24.480 --> 00:06:27.680]  不同文化的隔膜更加大
[00:06:27.680 --> 00:06:32.560]  所以當我們討論這個大日子的時候
[00:06:32.560 --> 00:06:33.840]  重要性是什麼
[00:06:33.840 --> 00:06:35.520]  很多時候這個大日子
[00:06:35.520 --> 00:06:38.920]  就是不同時代的分水嶺
[00:06:38.920 --> 00:06:41.560]  不同時代的交匯點
[00:06:41.560 --> 00:06:46.600]  所以今天想和大家去圍繞這個日子這個觀念
[00:06:46.600 --> 00:06:51.160]  去分析一下這個《仕途行傳》第二章
[00:06:51.160 --> 00:06:53.520]  想和大家留心這段經文裡面
[00:06:53.520 --> 00:06:55.760]  一些時間的標籤
[00:06:55.760 --> 00:06:58.240]  第一個就是那日
[00:06:58.240 --> 00:06:59.760]  That day
[00:06:59.760 --> 00:07:00.840]  這個是單數的
[00:07:00.840 --> 00:07:02.960]  第二個就是那些日子
[00:07:02.960 --> 00:07:03.960]  Those days
[00:07:03.960 --> 00:07:05.360]  那些日子
[00:07:05.360 --> 00:07:06.480]  那段日子
[00:07:06.480 --> 00:07:09.000]  第三個標籤就是天天
[00:07:09.000 --> 00:07:10.280]  Everyday
[00:07:10.280 --> 00:07:12.680]  所以我們如果用文法來說
[00:07:12.680 --> 00:07:15.560]  就是單數 中數和全數
[00:07:15.560 --> 00:07:19.160]  想和大家一起讀《仕途行傳》第二章的時候
[00:07:19.160 --> 00:07:23.760]  特別是會在這裡圈點一下這些時間的標籤
[00:07:23.760 --> 00:07:28.280]  時間關係饒恕我要跳過一些節數
[00:07:28.280 --> 00:07:30.760]  所以鼓勵大家如果手機有在你面前
[00:07:30.760 --> 00:07:33.080]  就拿過來打開來看看《仕途行傳》第二章
[00:07:33.080 --> 00:07:34.960]  那你就可以看一些上文下理
[00:07:34.960 --> 00:07:37.640]  因為真的很小看不到這麼多字
[00:07:37.640 --> 00:07:40.320]  《仕途行傳》第二章第一節
[00:07:40.320 --> 00:07:41.480]  五巡節那日到了
[00:07:41.480 --> 00:07:43.160]  他們全都聚集在一起
[00:07:43.160 --> 00:07:45.360]  忽然有響聲從天上下來
[00:07:45.360 --> 00:07:47.120]  好像一陣大風吹過
[00:07:47.120 --> 00:07:47.840]  第四節
[00:07:47.840 --> 00:07:49.480]  他們都被聖靈充滿
[00:07:49.480 --> 00:07:53.280]  就按著聖靈所賜的口才說起別國的話來
[00:07:53.280 --> 00:07:55.240]  那時有從天下各國來的
[00:07:55.240 --> 00:07:57.640]  虔誠的猶太人住在耶路撒冷
[00:07:57.640 --> 00:07:58.360]  第六節
[00:07:58.360 --> 00:08:01.560]  各人因為聽見門徒用他們各自的香談說話
[00:08:01.560 --> 00:08:02.880]  就甚納悶
[00:08:02.880 --> 00:08:03.560]  第七節
[00:08:03.560 --> 00:08:05.280]  都詫異驚奇說:看!
[00:08:05.280 --> 00:08:07.720]  這些說話的不都是加里里人嗎?
[00:08:07.720 --> 00:08:11.960]  我們每個人怎麼聽見他們說我們生來所用的香談呢?
[00:08:11.960 --> 00:08:13.200]  第十二節
[00:08:13.200 --> 00:08:17.560]  眾人就驚其困惑彼此說:
[00:08:17.560 --> 00:08:18.920]  這是什麼意思呢?
[00:08:18.920 --> 00:08:20.360]  還有人譏笑說:
[00:08:20.360 --> 00:08:22.520]  他們是灌滿了新酒吧
[00:08:22.520 --> 00:08:23.960]  第十四節
[00:08:23.960 --> 00:08:26.520]  彼得就高聲向眾人說
[00:08:26.520 --> 00:08:27.720]  第五十五節他說
[00:08:27.720 --> 00:08:30.760]  這些人並不像你們所想的喝醉了
[00:08:30.760 --> 00:08:33.720]  因為現在才早晨九時
[00:08:33.720 --> 00:08:37.320]  這正是先知若意所說的
[00:08:37.320 --> 00:08:39.440]  神說:在末後的日子
[00:08:39.440 --> 00:08:40.680]  我要將我的靈
[00:08:40.680 --> 00:08:43.080]  曉冠凡血肉之軀的
[00:08:43.080 --> 00:08:44.920]  你們的兒女要說預言
[00:08:44.920 --> 00:08:46.840]  你們的少年人要見異象
[00:08:46.840 --> 00:08:49.240]  你們的老年人要做異夢
[00:08:49.240 --> 00:08:50.400]  在那些日子
[00:08:50.400 --> 00:08:51.960]  我要把我的靈
[00:08:51.960 --> 00:08:53.240]  曉冠
[00:08:53.240 --> 00:08:55.720]  甚至給我的僕人和婢女
[00:08:55.720 --> 00:08:57.160]  他們要說預言
[00:08:57.160 --> 00:08:59.080]  在天上我要顯出其事
[00:08:59.080 --> 00:09:01.160]  在地下我要顯出神蹟
[00:09:01.160 --> 00:09:03.400]  有血有火有焰霧
[00:09:03.400 --> 00:09:05.400]  太陽要變為黑暗
[00:09:05.400 --> 00:09:06.760]  月亮要變為血
[00:09:06.760 --> 00:09:11.000]  這都在主大而光榮的日子未到以前
[00:09:11.000 --> 00:09:13.560]  那時凡求告主明的
[00:09:13.560 --> 00:09:14.840]  道別不久
[00:09:14.840 --> 00:09:15.880]  二十二節
[00:09:15.880 --> 00:09:18.600]  以色列人你們要聽我這些話
[00:09:18.600 --> 00:09:20.600]  那剎那耶穌就是神
[00:09:20.600 --> 00:09:23.560]  以異能其事神蹟向你們證明出來的人
[00:09:23.560 --> 00:09:27.320]  這些事是神藉著他在你們中間施行
[00:09:27.320 --> 00:09:29.320]  正如你們自己知道的
[00:09:29.320 --> 00:09:32.680]  他既按著神確定的旨意和預知被教於人
[00:09:32.680 --> 00:09:36.840]  你們就藉著不法之人的手把他釘在十字架上
[00:09:36.840 --> 00:09:37.720]  殺了
[00:09:37.720 --> 00:09:40.600]  但卻將死的痛苦解除
