
[00:00:00.000 --> 00:00:05.000]  在教會的唐慶的崇拜當中
[00:00:05.000 --> 00:00:08.000]  讓我們一起去敬畏神
[00:00:08.000 --> 00:00:11.000]  一起專注神
[00:00:11.000 --> 00:00:13.000]  一起相通
[00:00:13.000 --> 00:00:16.000]  一起領受異象
[00:00:16.000 --> 00:00:19.000]  明白神的心意
[00:00:19.000 --> 00:00:21.000]  這兩天的教會的感恩崇拜
[00:00:21.000 --> 00:00:24.000]  由星期六到今天
[00:00:24.000 --> 00:00:28.000]  主題是「恩典的傳承」
[00:00:28.000 --> 00:00:30.000]  我們都記得就是曾幾何時
[00:00:30.000 --> 00:00:33.000]  在八十五年的期間
[00:00:33.000 --> 00:00:38.000]  我們的先賢與我們是亦師亦友
[00:00:38.000 --> 00:00:42.000]  引導我們踏上朝聖的道路
[00:00:42.000 --> 00:00:45.000]  讓我們一起去靠近神
[00:00:45.000 --> 00:00:47.000]  去到錫安
[00:00:47.000 --> 00:00:50.000]  所以今天在我們的感恩崇拜
[00:00:50.000 --> 00:00:52.000]  這個講道的環節
[00:00:52.000 --> 00:00:55.000]  我們會講到聖徒相通
[00:00:55.000 --> 00:00:58.000]  「恩典傳承」
[00:00:58.000 --> 00:01:00.000]  我們動心禱告
[00:01:00.000 --> 00:01:04.000]  親愛的主
[00:01:04.000 --> 00:01:08.000]  你的教會著實是盤石
[00:01:08.000 --> 00:01:11.000]  我們是如此的去禱告
[00:01:11.000 --> 00:01:14.000]  如此去相信
[00:01:14.000 --> 00:01:16.000]  我們很感謝你
[00:01:16.000 --> 00:01:20.000]  在八十五年來對成浸家的恩寧
[00:01:20.000 --> 00:01:23.000]  今天我們要重新再看見
[00:01:23.000 --> 00:01:26.000]  重新去相信
[00:01:26.000 --> 00:01:30.000]  繼續的去起行
[00:01:30.000 --> 00:01:33.000]  榮耀你的名字
[00:01:33.000 --> 00:01:37.000]  成為一間使人得到福氣的教會
[00:01:37.000 --> 00:01:41.000]  因為你著實臨在錫安
[00:01:41.000 --> 00:01:44.000]  賜人永遠的生命
[00:01:44.000 --> 00:01:46.000]  我們仰望你
[00:01:46.000 --> 00:01:48.000]  我們求你讓我們眾弟兄姐妹們
[00:01:48.000 --> 00:01:51.000]  在今天快樂的日子當中
[00:01:51.000 --> 00:01:53.000]  我們聽見你的話語
[00:01:53.000 --> 00:01:55.000]  我們深深的相信
[00:01:55.000 --> 00:01:58.000]  心裡就更加的滿足
[00:01:58.000 --> 00:02:01.000]  就更加的喜樂
[00:02:01.000 --> 00:02:04.000]  我們的禱告是奉主耶穌基督命之求
[00:02:04.000 --> 00:02:06.000]  阿們
[00:02:06.000 --> 00:02:08.000]  我們一起看詩篇
[00:02:08.000 --> 00:02:11.000]  一百三十三篇
[00:02:11.000 --> 00:02:14.000]  看那弟兄和睦同居
[00:02:14.000 --> 00:02:17.000]  是何等地善
[00:02:17.000 --> 00:02:19.000]  何等地美
[00:02:19.000 --> 00:02:22.000]  這好比那貴重的油
[00:02:22.000 --> 00:02:25.000]  澆在阿倫的頭上
[00:02:25.000 --> 00:02:28.000]  流到胡蘇又流到他的衣襟
[00:02:28.000 --> 00:02:31.000]  又好比黑門的甘露
[00:02:31.000 --> 00:02:33.000]  降在錫安山
[00:02:33.000 --> 00:02:37.000]  因為在那裡有耶和華所命定的福
[00:02:37.000 --> 00:02:41.000]  就是永遠的生命
[00:02:41.000 --> 00:02:46.000]  有一位演員在一套著名的喜劇
[00:02:46.000 --> 00:02:49.000]  是重要的角色
[00:02:49.000 --> 00:02:52.000]  這套喜劇叫《老友記》
[00:02:52.000 --> 00:02:56.000]  他那種愚蠢的笑容是好搞笑的
[00:02:56.000 --> 00:02:59.000]  世人見到他那麼愚蠢的樣子
[00:02:59.000 --> 00:03:02.000]  但是見到就開心了
[00:03:02.000 --> 00:03:04.000]  其實在他生命裡面
[00:03:04.000 --> 00:03:08.000]  他是常常的瘀酒和濫藥
[00:03:08.000 --> 00:03:11.000]  後來他誠實的表現一切
[00:03:11.000 --> 00:03:13.000]  他講出他的心聲
[00:03:13.000 --> 00:03:17.000]  他說我大部分的時間我的靈魂是孤獨的
[00:03:17.000 --> 00:03:22.000]  名氣並沒有將我和人的關係
[00:03:22.000 --> 00:03:24.000]  能夠加深
[00:03:24.000 --> 00:03:26.000]  沒有的
[00:03:26.000 --> 00:03:28.000]  我需要的是一些朋友
[00:03:28.000 --> 00:03:31.000]  我需要的朋友在我生命的轉折當中
[00:03:31.000 --> 00:03:34.000]  能夠靜靜地坐在我的身邊
[00:03:34.000 --> 00:03:37.000]  能夠安慰我
[00:03:37.000 --> 00:03:41.000]  在我感覺到艱難的時候
[00:03:41.000 --> 00:03:44.000]  他和我一起去哀嘆
[00:03:44.000 --> 00:03:46.000]  在我疲憊
[00:03:46.000 --> 00:03:49.000]  在我發火的時候
[00:03:49.000 --> 00:03:53.000]  他驚訝地仍然在我的身邊
[00:03:53.000 --> 00:03:54.000]  支持我
[00:03:54.000 --> 00:03:57.000]  甚至愛我
[00:03:57.000 --> 00:04:00.000]  今天的詩篇133篇
[00:04:00.000 --> 00:04:05.000]  就是講出那種友情的美善
[00:04:05.000 --> 00:04:07.000]  看吧
[00:04:07.000 --> 00:04:11.000]  弟兄和睦同居是何等地善
[00:04:11.000 --> 00:04:13.000]  何等地美
[00:04:13.000 --> 00:04:16.000]  第一節是一個諏言
[00:04:16.000 --> 00:04:20.000]  講出了這個好像有家那樣
[00:04:20.000 --> 00:04:24.000]  所以詩人將這個家的圖畫
[00:04:24.000 --> 00:04:28.000]  就擺進在朝聖的群體當中
[00:04:28.000 --> 00:04:30.000]  這幫人是朝聖的
[00:04:30.000 --> 00:04:33.000]  不過一幅圖畫就是給大家知道
[00:04:33.000 --> 00:04:38.000]  我們這幫朝聖的人是家人
[00:04:38.000 --> 00:04:42.000]  因為我們和耶和華所立的誓約
[00:04:42.000 --> 00:04:46.000]  我們成為家人
[00:04:46.000 --> 00:04:48.000]  第二節
[00:04:48.000 --> 00:04:50.000]  第三節
[00:04:50.000 --> 00:04:52.000]  這好比那貴重的油
[00:04:52.000 --> 00:04:55.000]  澆在阿倫的頭上
[00:04:55.000 --> 00:04:56.000]  流到胡蘇
[00:04:56.000 --> 00:04:58.000]  又流到他的衣襟
[00:04:58.000 --> 00:05:02.000]  又好比黑門的金爐
[00:05:02.000 --> 00:05:04.000]  降在石安山
[00:05:04.000 --> 00:05:08.000]  因為在那裡有耶和華所命定的福
[00:05:08.000 --> 00:05:11.000]  就是永遠的生命
[00:05:11.000 --> 00:05:13.000]  第二節和第三節
[00:05:13.000 --> 00:05:16.000]  我們說是名譽
[00:05:16.000 --> 00:05:20.000]  就是去描述第一節這個的諏言
[00:05:20.000 --> 00:05:24.000]  講出為什麼是何等地善
[00:05:24.000 --> 00:05:26.000]  何等地美
[00:05:26.000 --> 00:05:29.000]  第二節第三節講到的油
[00:05:29.000 --> 00:05:31.000]  和露水
[00:05:31.000 --> 00:05:33.000]  就講到家人
[00:05:33.000 --> 00:05:37.000]  一個蒙福家人那種的喜樂和滿足
[00:05:37.000 --> 00:05:39.000]  芬芳的高油
[00:05:39.000 --> 00:05:41.000]  是流到阿倫的胡蘇
[00:05:41.000 --> 00:05:42.000]  流到他的衣襟
[00:05:42.000 --> 00:05:46.000]  在祭司長袍的衣領的上面
[00:05:46.000 --> 00:05:49.000]  濕潤的露水
[00:05:49.000 --> 00:05:52.000]  是叫朝聖者想起石安
[00:05:52.000 --> 00:05:53.000]  就在石安
[00:05:53.000 --> 00:05:55.000]  神就臨在石安
[00:05:55.000 --> 00:06:01.000]  在石安賜予福氣和永遠的生命
[00:06:01.000 --> 00:06:02.000]  簡單來說
[00:06:02.000 --> 00:06:04.000]  詩篇一百三十三篇
[00:06:04.000 --> 00:06:07.000]  就講到朋友那種的相交
[00:06:07.000 --> 00:06:09.000]  就好像親人
[00:06:09.000 --> 00:06:11.000]  美好的親人一樣
[00:06:11.000 --> 00:06:13.000]  能夠團結一起
[00:06:13.000 --> 00:06:15.000]  一起的生活
[00:06:15.000 --> 00:06:19.000]  是何等地美善
[00:06:19.000 --> 00:06:21.000]  真實的友情
[00:06:21.000 --> 00:06:24.000]  是神聖的友情
[00:06:24.000 --> 00:06:26.000]  帶來福樂
[00:06:26.000 --> 00:06:29.000]  帶來永遠的生命
[00:06:29.000 --> 00:06:32.000]  所以培養友情
[00:06:32.000 --> 00:06:35.000]  好像家人那種友情
[00:06:35.000 --> 00:06:38.000]  是一種信仰的實踐
[00:06:38.000 --> 00:06:40.000]  信仰的行為
[00:06:40.000 --> 00:06:41.000]  在聖經當中
[00:06:41.000 --> 00:06:45.000]  有不少談及到神聖的友情的故事
[00:06:45.000 --> 00:06:47.000]  大衛和約拿丹
[00:06:47.000 --> 00:06:50.000]  路德和拿奧米
[00:06:50.000 --> 00:06:54.000]  沙德拉和米薩和阿伯尼哥
[00:06:54.000 --> 00:06:57.000]  瑪利亞和伊利沙伯
[00:06:57.000 --> 00:07:01.000]  耶穌基督和十二個的門徒
[00:07:01.000 --> 00:07:05.000]  保羅和西拉
[00:07:05.000 --> 00:07:07.000]  大家記不記得三位朋友
[00:07:07.000 --> 00:07:10.000]  一起站在黃面前的故事呢
[00:07:10.000 --> 00:07:13.000]  三位朋友站在黃的面前
[00:07:13.000 --> 00:07:18.000]  他們不是孤獨地站在黃的面前
[00:07:18.000 --> 00:07:24.000]  他們是一起去抵抗彼此的支持
[00:07:24.000 --> 00:07:28.000]  拒絕跪拜金像
[00:07:28.000 --> 00:07:29.000]  尼布格利薩
[00:07:29.000 --> 00:07:32.000]  耶穌就將他們三人放在火窯裡面
[00:07:32.000 --> 00:07:35.000]  但是尼布格利薩又見到一個異象
[00:07:35.000 --> 00:07:37.000]  尼布格利薩就說
[00:07:37.000 --> 00:07:40.000]  我不是把三個人放在火窯裡面嗎
[00:07:40.000 --> 00:07:42.000]  為什麼有第四個呢
[00:07:42.000 --> 00:07:45.000]  第四個好像是神
[00:07:45.000 --> 00:07:47.000]  所以他就說
[00:07:47.000 --> 00:07:52.000]  沙德拉、米薩、阿伯尼哥的上帝是應當稱重的
[00:07:52.000 --> 00:07:55.000]  這位是至高的真神
[00:07:55.000 --> 00:07:57.000]  他們所敬拜的真神
[00:07:57.000 --> 00:08:01.000]  是真是獨一真實的
[00:08:01.000 --> 00:08:03.000]  因為神的恩典
[00:08:03.000 --> 00:08:07.000]  三位的朋友是能夠聖徒相通
[00:08:07.000 --> 00:08:10.000]  享受神聖的友誼
[00:08:10.000 --> 00:08:13.000]  經歷豐盛的生命
[00:08:13.000 --> 00:08:16.000]  永遠的生命
[00:08:16.000 --> 00:08:18.000]  在這裡我們也想起另一幅圖畫
[00:08:18.000 --> 00:08:21.000]  就是耶穌基督在耶路撒冷
[00:08:21.000 --> 00:08:27.000]  和門徒一起吃最後的一頓愉悅節的晚餐
[00:08:27.000 --> 00:08:32.000]  在那時候暴力是瓶在周圍
[00:08:32.000 --> 00:08:34.000]  躲在周圍
[00:08:34.000 --> 00:08:36.000]  但是耶穌基督和門徒做什麼呢
[00:08:36.000 --> 00:08:38.000]  一起吃飯
[00:08:38.000 --> 00:08:42.000]  祂和祂的追隨者是不分男女
[00:08:42.000 --> 00:08:44.000]  不分貧賤
[00:08:44.000 --> 00:08:46.000]  坐在一起
[00:08:46.000 --> 00:08:49.000]  他們都被耶穌基督的教導所感動
[00:08:49.000 --> 00:08:53.000]  被耶穌基督的溫柔所感動
[00:08:53.000 --> 00:08:57.000]  被耶穌基督的正派所挑戰
[00:08:57.000 --> 00:09:00.000]  耶穌基督就和他們一起去擦餅
[00:09:00.000 --> 00:09:02.000]  就將當日的壺酒
[00:09:02.000 --> 00:09:05.000]  傳到房間的閣樓的時候
[00:09:05.000 --> 00:09:07.000]  耶穌基督就宣佈
[00:09:07.000 --> 00:09:09.000]  祂說
[00:09:09.000 --> 00:09:12.000]  我以後不會叫你們是僕人
[00:09:12.000 --> 00:09:15.000]  我稱你們為朋友
[00:09:15.000 --> 00:09:20.000]  耶穌基督要成為門徒永遠的朋友
[00:09:20.000 --> 00:09:24.000]  耶穌基督愛他們無條件地接受他們成為朋友
[00:09:24.000 --> 00:09:34.000]  是幫助他們能夠經歷美善福樂永遠的生命
[00:09:34.000 --> 00:09:37.000]  我不稱你們為僕人
[00:09:37.000 --> 00:09:40.000]  我稱你們為朋友
[00:09:40.000 --> 00:09:47.000]  這是耶穌基督在祂施工的結束之後所說的重要的說話
[00:09:47.000 --> 00:09:49.000]  耶穌基督的意思就是說
[00:09:49.000 --> 00:09:52.000]  我成為你永遠的朋友
[00:09:52.000 --> 00:09:54.000]  我救贖你們
[00:09:54.000 --> 00:09:58.000]  你們都要成為別人的朋友
[00:09:58.000 --> 00:10:01.000]  讓那些朋友成為我的朋友
[00:10:01.000 --> 00:10:03.000]  讓我成為你的朋友
[00:10:03.000 --> 00:10:06.000]  救贖他們
[00:10:06.000 --> 00:10:11.000]  所以你們是要邀請人到教會當中
[00:10:11.000 --> 00:10:14.000]  叫他們成為耶穌基督的朋友
[00:10:14.000 --> 00:10:16.000]  成為你們的朋友
[00:10:16.000 --> 00:10:21.000]  在這裡有聖徒相通
[00:10:21.000 --> 00:10:26.000]  領受那個神聖的友情
[00:10:26.000 --> 00:10:30.000]  什麼叫做聖徒相通呢
[00:10:30.000 --> 00:10:34.000]  聖徒相通的希臘文colonia
[00:10:34.000 --> 00:10:38.000]  可以翻譯為共融communion
[00:10:38.000 --> 00:10:42.000]  翻譯為團結
[00:10:42.000 --> 00:10:44.000]  意思就是說
[00:10:44.000 --> 00:10:47.000]  在colonia裡面
[00:10:47.000 --> 00:10:54.000]  你和神和人有很深刻的團結和關係
[00:10:54.000 --> 00:10:56.000]  大家是擁有共同的東西
[00:10:56.000 --> 00:11:02.000]  也是投入和共同的東西有份
[00:11:02.000 --> 00:11:06.000]  保羅在哥倫多後書十三章十三節的祝福就這樣說
[00:11:06.000 --> 00:11:10.000]  願主耶穌基督的恩惠
[00:11:10.000 --> 00:11:12.000]  神的慈愛
[00:11:12.000 --> 00:11:13.000]  聖靈的感動
[00:11:13.000 --> 00:11:16.000]  常與你們眾人同在
[00:11:16.000 --> 00:11:21.000]  在哥倫多後書的背景當中
[00:11:21.000 --> 00:11:25.000]  教會是要參與聖靈
[00:11:25.000 --> 00:11:29.000]  參與聖靈就是和聖靈有份
[00:11:29.000 --> 00:11:33.000]  當教會在聖靈裡面有份的時候
[00:11:33.000 --> 00:11:36.000]  教會就變得特別
[00:11:36.000 --> 00:11:39.000]  在聖靈的群體裡面
[00:11:39.000 --> 00:11:42.000]  就是猶太人和外邦人
[00:11:42.000 --> 00:11:44.000]  奴隸和自由的人
[00:11:44.000 --> 00:11:47.000]  男人和女人是可以坐在一起
[00:11:47.000 --> 00:11:48.000]  一起吃飯
[00:11:48.000 --> 00:11:49.000]  一起聊天
[00:11:49.000 --> 00:11:51.000]  一起分享食物
[00:11:51.000 --> 00:11:55.000]  一起分享物品
[00:11:55.000 --> 00:11:59.000]  所以他們不單止是彼此的相愛
[00:11:59.000 --> 00:12:03.000]  並且也會愛外面的人
[00:12:03.000 --> 00:12:07.000]  這種新生命的表現
[00:12:07.000 --> 00:12:13.000]  就會吸引鄰舍和新朋友的注意
[00:12:13.000 --> 00:12:16.000]  當然我們也要記得
[00:12:16.000 --> 00:12:19.000]  在哥倫多後書的背景之下
[00:12:19.000 --> 00:12:22.000]  我們知道這種新的生活
[00:12:22.000 --> 00:12:25.000]  這種改變的生命
[00:12:25.000 --> 00:12:28.000]  不是你做出來的
[00:12:28.000 --> 00:12:30.000]  只有聖靈
[00:12:30.000 --> 00:12:33.000]  才可以將你變成新的人
[00:12:33.000 --> 00:12:36.000]  叫你有新的行為
[00:12:36.000 --> 00:12:38.000]  聖靈給你能力
[00:12:38.000 --> 00:12:42.000]  不會受到周圍的習俗和文化管轄
[00:12:42.000 --> 00:12:45.000]  能夠有新的方式去行動
[00:12:45.000 --> 00:12:51.000]  因為你按照神的價值去生活
