
[00:00:00.000 --> 00:00:01.600]  我們再次祈禱
[00:00:01.600 --> 00:00:03.320]  主耶穌再次多謝祢
[00:00:03.320 --> 00:00:05.320]  因為祢的奇妙
[00:00:05.320 --> 00:00:06.920]  因為祢的大愛
[00:00:06.920 --> 00:00:10.400]  我們可以聚集在教會裡面
[00:00:10.400 --> 00:00:11.640]  一起敬拜祢
[00:00:11.640 --> 00:00:12.800]  一起侍奉
[00:00:12.800 --> 00:00:15.160]  一起給予祢的鼓勵
[00:00:15.160 --> 00:00:16.520]  在祢的話語裡面
[00:00:16.520 --> 00:00:18.080]  我們得著力量
[00:00:18.080 --> 00:00:21.120]  得著祢所指給我們的亮光
[00:00:21.120 --> 00:00:24.320]  求聖靈在我們每一個人的心裡面
[00:00:24.320 --> 00:00:26.240]  繼續的運行
[00:00:26.240 --> 00:00:27.720]  繼續的工作
[00:00:27.720 --> 00:00:31.160]  以致我們更加明白
[00:00:31.160 --> 00:00:32.680]  祢是怎樣的神
[00:00:32.680 --> 00:00:35.240]  也明白我們是怎樣的人
[00:00:35.240 --> 00:00:37.480]  求聖靈幫助教導我們
[00:00:37.480 --> 00:00:39.320]  祈禱奉耶穌基督的名
[00:00:39.320 --> 00:00:42.480]  阿們
[00:00:42.480 --> 00:00:47.800]  這個時代是很動盪的時代
[00:00:47.800 --> 00:00:50.480]  我們每一次祈禱的時候
[00:00:50.480 --> 00:00:53.160]  都紀念這個世代
[00:00:53.160 --> 00:00:54.760]  我們都很感恩
[00:00:54.760 --> 00:00:57.040]  弟兄姊妹真是很有愛心
[00:00:57.040 --> 00:01:01.600]  這一幅照片是在土耳其的安提屋
[00:01:01.600 --> 00:01:03.520]  安提屋大家都很知道
[00:01:03.520 --> 00:01:08.360]  在《舌頭紅磚》裡面提到
[00:01:08.360 --> 00:01:10.920]  基督徒第一次被稱為基督徒
[00:01:10.920 --> 00:01:12.640]  就在安提屋這個地方
[00:01:12.640 --> 00:01:17.800]  就在現在的土耳其地震的地方
[00:01:17.800 --> 00:01:19.880]  弟兄姊妹很有愛心
[00:01:19.880 --> 00:01:22.040]  如果大家看到那個報告
[00:01:22.040 --> 00:01:24.440]  知道我們過去那兩個主日
[00:01:24.440 --> 00:01:26.000]  有特別的奉獻
[00:01:26.000 --> 00:01:29.720]  我們教會有七千多元
[00:01:29.720 --> 00:01:34.000]  會拿去給宣教的機構
[00:01:34.000 --> 00:01:36.880]  幫助當地的震災
[00:01:36.880 --> 00:01:40.360]  這裡另外一張我在網上看到
[00:01:40.360 --> 00:01:42.880]  當地一個安提屋基督教會
[00:01:42.880 --> 00:01:47.160]  這一位是他們的傳道人
[00:01:47.160 --> 00:01:50.680]  教會是因為地震所以倒塌了
[00:01:50.680 --> 00:01:54.480]  他們什麼時候可以重建都不知道
[00:01:54.480 --> 00:01:57.160]  這些都是令我們想
[00:01:57.160 --> 00:02:01.160]  聖經是形容地震會越來越多
[00:02:01.160 --> 00:02:03.040]  越來越頻繁
[00:02:03.040 --> 00:02:06.560]  究竟我們離開世界末日的時間
[00:02:06.560 --> 00:02:08.600]  還有多少呢
[00:02:08.600 --> 00:02:10.840]  年初的時候我都提過
[00:02:10.840 --> 00:02:15.600]  末日時鐘又快了兩分鐘
[00:02:15.600 --> 00:02:18.960]  作為基督徒我們相信的神
[00:02:18.960 --> 00:02:21.720]  他究竟對於這個世界
[00:02:21.720 --> 00:02:25.840]  對於我們有什麼計劃什麼旨意
[00:02:25.840 --> 00:02:27.880]  我們作為祂的門徒
[00:02:27.880 --> 00:02:30.320]  作為天父祂的兒女
[00:02:30.320 --> 00:02:32.200]  作為天國的子民
[00:02:32.200 --> 00:02:37.800]  我們應該如何在這個末世時代生活呢
[00:02:37.800 --> 00:02:44.200]  這一張大家都可能在網上有見過
[00:02:44.200 --> 00:02:48.680]  很多的提到在美國一間大學
[00:02:48.680 --> 00:02:52.920]  似乎是一個復興運動
[00:02:52.920 --> 00:02:56.840]  有些人覺得是真的
[00:02:56.840 --> 00:03:04.200]  有些人覺得是他們情緒高漲時發生的事
[00:03:04.200 --> 00:03:06.480]  究竟是什麼事呢
[00:03:06.480 --> 00:03:12.240]  星期五晚我都有去聽包維君博士的培靈會
[00:03:12.240 --> 00:03:15.080]  他說今晚先說少少
[00:03:15.080 --> 00:03:16.880]  星期六晚再說多些
[00:03:16.880 --> 00:03:18.840]  但星期六晚我又沒有空去
[00:03:18.840 --> 00:03:20.920]  所以我又不知道他在說什麼
[00:03:20.920 --> 00:03:25.960]  但星期五晚聽他少少這樣說
[00:03:25.960 --> 00:03:32.880]  他看到在美國原來不單止這間艾斯伯利大學
[00:03:32.880 --> 00:03:35.520]  原來在很多校園裏面
[00:03:35.520 --> 00:03:40.680]  都是同時出現一種類似的復興
[00:03:40.680 --> 00:03:43.400]  會不會真的是一個復興運動呢
[00:03:43.400 --> 00:03:45.280]  要長遠一點才知道
[00:03:45.280 --> 00:03:48.560]  但是那晚包博士都提到
[00:03:48.560 --> 00:03:55.680]  復興的開始一定是認罪痛悔會悔改
[00:03:55.680 --> 00:03:59.480]  這是必然在教會的歷史裏面
[00:03:59.480 --> 00:04:02.280]  在聖經所記載的歷史裏面
[00:04:02.280 --> 00:04:06.200]  都是必定會發生的事
[00:04:06.200 --> 00:04:09.520]  究竟我們應該看這個世代怎樣看呢
[00:04:09.520 --> 00:04:11.800]  我在看這些的時候
[00:04:11.800 --> 00:04:17.880]  我在網上看到有一條片是很有趣的
[00:04:17.880 --> 00:04:27.680]  講到有一個穆斯林的教師
[00:04:27.680 --> 00:04:31.880]  這個穆斯林的教師有個電視台訪問他
[00:04:31.880 --> 00:04:37.520]  怎樣看這些地震這些天災這樣的事
[00:04:37.520 --> 00:04:42.160]  這個穆斯林的教師開始講
[00:04:42.160 --> 00:04:45.200]  講了兩句然後他就說
[00:04:45.200 --> 00:04:47.520]  魯益師都這樣講
[00:04:47.520 --> 00:04:48.800]  魯益師知不知道是誰
[00:04:48.800 --> 00:04:53.800]  姓魯的這個梁師益友
[00:04:53.800 --> 00:04:59.520]  所以就叫魯益師 CS Lewis
[00:04:59.520 --> 00:05:03.280]  他講過一句話其實真的很多人都引用過
[00:05:03.280 --> 00:05:06.480]  我最奇怪的就是這位穆斯林的教師
[00:05:06.480 --> 00:05:09.920]  他都引用這位基督徒的文學家
[00:05:09.920 --> 00:05:13.960]  所講的關於神的一句說話
[00:05:13.960 --> 00:05:15.160]  魯益師講什麼呢
[00:05:15.160 --> 00:05:18.480]  他說很多時神是在我們的耳邊
[00:05:18.480 --> 00:05:20.840]  小小聲和我們講話
[00:05:20.840 --> 00:05:23.240]  但是講的我們都不聽的話
[00:05:23.240 --> 00:05:27.720]  神就會很大聲地叫你吵醒你
[00:05:27.720 --> 00:05:31.480]  因為你聽著聽著道就睡著了
[00:05:31.480 --> 00:05:33.640]  讀讀達聖經又睡著了
[00:05:33.640 --> 00:05:37.840]  祈祈下道又睡著了神輕輕地跟你講
[00:05:37.840 --> 00:05:40.200]  很溫柔地提醒你的時候
[00:05:40.200 --> 00:05:41.800]  你硬是不聽的時候
[00:05:41.800 --> 00:05:47.160]  神就會很大聲地用大聲公在你的耳邊叫你
[00:05:47.160 --> 00:05:49.880]  這個我意譯而已
[00:05:49.880 --> 00:05:53.480]  但最奇怪就是這位穆斯林的教師
[00:05:53.480 --> 00:05:56.000]  他引用魯益師的說話
[00:05:56.000 --> 00:06:00.960]  來講我們怎樣回應這個世代
[00:06:00.960 --> 00:06:06.080]  這些需要天災人禍
[00:06:06.080 --> 00:06:10.800]  今天我跟大家講的是三個人的故事
[00:06:10.800 --> 00:06:16.440]  這三個人的故事又幫助我們去想一個迴旋處
[00:06:16.440 --> 00:06:18.840]  迴旋處大家都很熟悉的
[00:06:18.840 --> 00:06:24.600]  通常正常的迴旋處有四個出口
[00:06:24.600 --> 00:06:28.920]  有些比較複雜的我見過有五個出口
[00:06:28.920 --> 00:06:34.440]  以前我在坎培拉教會有一位姊妹
[00:06:34.440 --> 00:06:38.200]  她告訴我們她去考車牌
[00:06:38.200 --> 00:06:42.000]  她說我進了迴旋處不知道怎麼辦
[00:06:42.000 --> 00:06:45.200]  因為在坎培拉的迴旋處
[00:06:45.200 --> 00:06:49.520]  你去過就知道有幾個很大的迴旋處
[00:06:49.520 --> 00:06:53.480]  大到你進去之後不懂得出來
[00:06:53.480 --> 00:06:56.400]  這位姊妹說我那天考牌的時候
[00:06:56.400 --> 00:07:01.040]  我進了迴旋處我出不來
[00:07:01.040 --> 00:07:04.000]  於是當然考不到了
[00:07:04.000 --> 00:07:10.120]  所以我特意找了這三條線的迴旋處
[00:07:10.120 --> 00:07:13.000]  真的很容易進去不懂得出來
[00:07:13.000 --> 00:07:16.040]  最容易你走左邊就可以轉左
[00:07:16.040 --> 00:07:18.440]  走右邊就可以走右
[00:07:18.440 --> 00:07:21.520]  走中間的如果你直走就很簡單
[00:07:21.520 --> 00:07:22.720]  可不可以轉左的呢
[00:07:22.720 --> 00:07:23.920]  可不可以轉右的呢
[00:07:23.920 --> 00:07:30.120]  真的很容易不懂得找回那條出路
[00:07:30.120 --> 00:07:33.040]  在這迴旋處說什麼呢
[00:07:33.040 --> 00:07:35.680]  迴旋處是有適當的出口
[00:07:35.680 --> 00:07:39.160]  不過因為有很多時候我們不專一
[00:07:39.160 --> 00:07:41.960]  好像上個月我說到的時候
[00:07:41.960 --> 00:07:43.160]  因為我們不專一
[00:07:43.160 --> 00:07:45.000]  我們找不清楚那條路
[00:07:45.000 --> 00:07:49.000]  我們不知道怎樣是跟從主耶穌的那條路
[00:07:49.000 --> 00:07:53.880]  所以進了迴旋處不知道應該在哪一個出口
[00:07:53.880 --> 00:08:02.240]  如果你聽那些車或者你的電話的GPS
[00:08:02.240 --> 00:08:05.720]  你知道它叫你出第一個出口
[00:08:05.720 --> 00:08:06.840]  或者第二個出口
[00:08:06.840 --> 00:08:08.280]  第三個出口
[00:08:08.280 --> 00:08:09.920]  第四個出口是什麼呢
[00:08:09.920 --> 00:08:12.320]  第四個出口就是回頭
[00:08:12.320 --> 00:08:14.400]  我們很多時候想回頭的
[00:08:14.400 --> 00:08:19.440]  都去找一個迴旋處來迴頭是比較安全的
[00:08:19.440 --> 00:08:24.000]  我們知道第四個出口就是回轉的意思
[00:08:24.000 --> 00:08:27.440]  在屬靈上面我們都明白什麼叫做回轉
[00:08:27.440 --> 00:08:30.560]  所以我們時時在這些迴旋處
[00:08:30.560 --> 00:08:33.680]  不是真的在開車的時候
[00:08:33.680 --> 00:08:37.280]  就是我們要求神讓我們知道
[00:08:37.280 --> 00:08:43.560]  哪一個出口是我們可以迴轉返轉頭的一個出口
[00:08:43.560 --> 00:08:46.920]  一條的出路
[00:08:46.920 --> 00:08:51.040]  今天是御虎期已經開始了十天
[00:08:51.040 --> 00:08:53.760]  御虎期都是時時提醒我們
[00:08:53.760 --> 00:08:56.720]  要在紀念主耶穌
[00:08:56.720 --> 00:08:59.320]  祂的釘在十字架
[00:08:59.320 --> 00:09:00.440]  祂的受死
[00:09:00.440 --> 00:09:01.440]  祂的埋葬
[00:09:01.440 --> 00:09:03.400]  祂的復活的時候
[00:09:03.400 --> 00:09:06.760]  是給我們有特別的機會
[00:09:06.760 --> 00:09:08.360]  特別一些的時刻
[00:09:08.360 --> 00:09:12.280]  安靜下來思想主耶穌祂的救恩
[00:09:12.280 --> 00:09:18.600]  所以我很喜歡剛才Viva他們唱的這幾首詩歌
[00:09:18.600 --> 00:09:21.240]  特別投入
[00:09:21.240 --> 00:09:27.840]  尤其是我經常都跟我們的敬拜隊的弟兄姊妹說
[00:09:27.840 --> 00:09:30.840]  尤其是祖堂的第一首詩歌
[00:09:30.840 --> 00:09:33.960]  不要唱一些這麼墨想式的詩歌
[00:09:33.960 --> 00:09:36.040]  不然我們很容易睡著了
[00:09:36.040 --> 00:09:40.000]  又要神拿個大聲公來叫醒我們
[00:09:40.000 --> 00:09:42.000]  所以我經常都提議說
[00:09:42.000 --> 00:09:45.440]  最好第一首歌是唱一些快一點的歌
[00:09:45.440 --> 00:09:47.800]  而且是要站起來來唱的
[00:09:47.800 --> 00:09:49.800]  不然很容易睡著
[00:09:49.800 --> 00:09:53.680]  剛剛起床都還沒醒過來
[00:09:53.680 --> 00:09:55.920]  所以剛才特別開心
[00:09:55.920 --> 00:09:57.040]  我不知道大家是否一樣
[00:09:57.040 --> 00:09:58.320]  我是這樣的
[00:09:58.320 --> 00:10:01.080]  我會特別容易投入敬拜
[00:10:01.080 --> 00:10:02.880]  特別唱得開心
[00:10:02.880 --> 00:10:06.000]  特別在讚美神的時候
[00:10:06.000 --> 00:10:08.120]  我會手舞足蹈的
[00:10:08.120 --> 00:10:10.760]  我不知道大家有沒有特意看看我
[00:10:10.760 --> 00:10:12.480]  你以後不要特意看我
[00:10:12.480 --> 00:10:14.040]  讚美的時候就讚美
[00:10:14.040 --> 00:10:15.440]  不要特意看我
[00:10:15.440 --> 00:10:19.440]  但是我真的很難控制自己
[00:10:19.440 --> 00:10:22.200]  不去動動手動動腳
[00:10:22.200 --> 00:10:23.560]  我不是真的跳舞
[00:10:23.560 --> 00:10:26.160]  不過會動動
[00:10:26.160 --> 00:10:28.120]  特別容易投入
[00:10:28.120 --> 00:10:33.240]  這就是在遇虎期的時候
[00:10:33.240 --> 00:10:36.120]  特別給我們有這樣的機會
[00:10:36.120 --> 00:10:41.800]  去看看我們屬靈的生命狀況
[00:10:41.800 --> 00:10:47.080]  有時候我們要再次調教焦點
[00:10:47.080 --> 00:10:50.200]  好像我們以前舊式的電話
[00:10:50.200 --> 00:10:52.520]  你要調教焦點
[00:10:52.520 --> 00:10:55.640]  不然拍出來就會很模糊
[00:10:55.640 --> 00:10:58.840]  所以遇虎期亦是一個機會
[00:10:58.840 --> 00:11:00.840]  讓我們可以安靜下來
[00:11:00.840 --> 00:11:02.800]  調教焦點
[00:11:02.800 --> 00:11:07.240]  聚焦看清楚神的恩典是怎樣
[00:11:07.240 --> 00:11:08.960]  祂的救贖是怎樣
[00:11:08.960 --> 00:11:12.200]  祂在你身上的工作是甚麼
[00:11:12.200 --> 00:11:16.360]  所以今天和大家看看這三個王
[00:11:16.360 --> 00:11:20.840]  接著上一次我們看歷代之下
[00:11:20.840 --> 00:11:23.640]  我們上次是看亞馬遮這個王
[00:11:23.640 --> 00:11:25.080]  這個亞馬遮這個王
[00:11:25.080 --> 00:11:28.480]  我們很感恩的是
[00:11:28.480 --> 00:11:29.520]  他有跌倒
[00:11:29.520 --> 00:11:31.880]  但是他知道回轉
[00:11:31.880 --> 00:11:39.240]  他真的回轉到神的正道上
[00:11:39.240 --> 00:11:41.720]  這兩本書
[00:11:41.720 --> 00:11:45.120]  中文那本可能比較多大兄姊妹
[00:11:45.120 --> 00:11:49.520]  有看過靈命的操練禮讚
[00:11:49.520 --> 00:11:51.960]  其實這本書是幾十年前的書
[00:11:51.960 --> 00:11:55.360]  後來他再出新版的時候
