
[00:00:00.000 --> 00:00:07.360]  聖經裏面怎樣討論教會和社會
[00:00:07.360 --> 00:00:11.000]  不是直接講今日
[00:00:11.000 --> 00:00:16.260]  但聖經是很詳細解給我們聽
[00:00:16.260 --> 00:00:22.400]  上帝選召以色列十二支派
[00:00:22.400 --> 00:00:24.500]  他們是教會
[00:00:24.500 --> 00:00:28.240]  他們是上帝所揀選的
[00:00:28.240 --> 00:00:31.180]  我們今日也是上帝所揀選
[00:00:31.180 --> 00:00:33.660]  一脈相承
[00:00:33.660 --> 00:00:35.920]  聖承耶路撒冷
[00:00:35.920 --> 00:00:38.440]  十二支派
[00:00:38.440 --> 00:00:41.000]  十二使徒
[00:00:41.000 --> 00:00:48.400]  舊約聖經將以色列的歷史從開始
[00:00:48.400 --> 00:00:50.840]  不是到結束
[00:00:50.840 --> 00:00:55.000]  不過在舊約的歷史記載裏面
[00:00:55.000 --> 00:01:00.300]  他不但將一些事件記載下來
[00:01:00.300 --> 00:01:07.060]  最寶貴的是聖經解釋給我們聽
[00:01:07.060 --> 00:01:09.940]  上帝在做什麼
[00:01:09.940 --> 00:01:14.580]  譬如剛纔我們所讀的
[00:01:14.580 --> 00:01:21.220]  《爾賽亞書》四十九章第一節到第六節
[00:01:21.220 --> 00:01:24.460]  我們從尾看回頭
[00:01:24.460 --> 00:01:27.200]  最後的兩句話
[00:01:27.200 --> 00:01:31.860]  上帝說:我還要使你作外邦人的光
[00:01:31.860 --> 00:01:38.860]  叫你施行我的救恩直到地極
[00:01:38.860 --> 00:01:40.780]  這句話我們很熟悉
[00:01:40.780 --> 00:01:43.720]  不過我們熟悉的經文是
[00:01:43.720 --> 00:01:46.780]  《使徒行傳》第一章第八節
[00:01:46.780 --> 00:01:49.460]  「但聖靈降臨在你們身上」
[00:01:49.460 --> 00:01:50.740]  懂得背嗎?
[00:01:50.740 --> 00:01:52.300]  沒理由不懂
[00:01:52.300 --> 00:01:54.400]  「你們就必得着能力
[00:01:54.400 --> 00:02:00.360]  並要在耶路撒冷、猶太泉地、撒瑪利亞
