
[00:00:00.000 --> 00:00:02.360]  我們今天繼續去到《羅馬書》第十二章
[00:00:02.360 --> 00:00:05.120]  由第三節到第八節的經文
[00:00:05.120 --> 00:00:08.960]  當然我們很多時候想起司徒保羅
[00:00:08.960 --> 00:00:10.680]  特別在神學界裏面
[00:00:10.680 --> 00:00:12.480]  我們也不會否定
[00:00:12.480 --> 00:00:14.960]  保羅的書信當中
[00:00:14.960 --> 00:00:18.080]  其實是夾雜了他很多很多
[00:00:18.080 --> 00:00:20.320]  他自己的神學思想
[00:00:20.320 --> 00:00:22.360]  所以如果我們要研究聖經神學
[00:00:22.360 --> 00:00:23.880]  或者研究系統神學
[00:00:23.880 --> 00:00:26.840]  我們絕對不能夠沒有了保羅書信
[00:00:26.840 --> 00:00:28.960]  而當然保羅書信裏面的
[00:00:28.960 --> 00:00:31.240]  特別《羅馬書》和《迦太太書》
[00:00:31.240 --> 00:00:33.040]  很多人都說這兩本書信
[00:00:33.040 --> 00:00:35.080]  其實是保羅的神學觀
[00:00:35.080 --> 00:00:36.760]  所以研究神學的人
[00:00:36.760 --> 00:00:38.920]  我們絕對不能夠否定
[00:00:38.920 --> 00:00:42.000]  《羅馬書》第一章到第十一章的重要性
[00:00:42.000 --> 00:00:44.680]  和《迦太太書》整卷的重要性
[00:00:44.680 --> 00:00:47.760]  當然所以很多學者就說
[00:00:47.760 --> 00:00:49.240]  保羅是一個神學家
[00:00:49.240 --> 00:00:51.160]  絕對絕對是正確
[00:00:51.160 --> 00:00:54.320]  因為他真的要很深入地
[00:00:54.320 --> 00:00:56.560]  也要很清晰地去分析
[00:00:56.560 --> 00:00:58.560]  他對神的一個觀點
[00:00:58.560 --> 00:01:01.520]  但同樣很多學者都會認為
[00:01:01.520 --> 00:01:03.520]  保羅不單止是一個神學家
[00:01:03.520 --> 00:01:06.440]  他也是一個很出色的牧者
[00:01:06.440 --> 00:01:08.640]  因為有三封書信
[00:01:08.640 --> 00:01:11.120]  就是提摩太前後書和提多書
[00:01:11.120 --> 00:01:13.280]  我們稱之為教牧書信
[00:01:13.280 --> 00:01:14.360]  換言之
[00:01:14.360 --> 00:01:17.080]  當保羅他除了是一個神學家之外
[00:01:17.080 --> 00:01:21.680]  他同樣是能夠教導很多年輕的牧者
[00:01:21.680 --> 00:01:23.840]  我們怎樣去管治教會
[00:01:23.840 --> 00:01:25.560]  我們怎樣去看執事
[00:01:25.560 --> 00:01:27.040]  怎樣去看長老
[00:01:27.040 --> 00:01:28.240]  怎樣去看監督
[00:01:28.240 --> 00:01:32.160]  怎樣去架構教會的使命是甚麼
[00:01:32.160 --> 00:01:34.560]  以至到他作為一個前輩
[00:01:34.560 --> 00:01:35.800]  他對一些晚輩
[00:01:35.800 --> 00:01:37.120]  一些年輕傳道人
[00:01:37.120 --> 00:01:38.480]  一些很多的提醒
[00:01:38.480 --> 00:01:41.280]  所以他絕對是一個出色的牧者
[00:01:41.280 --> 00:01:44.400]  同樣他也是一個偉大的宣教士
[00:01:44.400 --> 00:01:48.760]  在當日這麼貧乏的交通工具當中
[00:01:48.760 --> 00:01:51.560]  可以說他只有一個行路的視野
[00:01:51.560 --> 00:01:53.280]  他居然可以在土耳其
[00:01:53.280 --> 00:01:55.840]  即是現今的土耳其的地方
[00:01:55.840 --> 00:01:58.840]  去建立好幾間的教會
[00:01:58.840 --> 00:01:59.800]  換言之
[00:01:59.800 --> 00:02:02.560]  他是一個很出色的宣教士
[00:02:02.560 --> 00:02:03.560]  換言之
[00:02:03.560 --> 00:02:06.880]  如果我們將這三個身份放在一起的時候
[00:02:06.880 --> 00:02:08.000]  我們很深信
[00:02:08.000 --> 00:02:12.000]  我們的保羅絕對不只是單單認識神
[00:02:12.000 --> 00:02:13.680]  只是認知我們的神
[00:02:13.680 --> 00:02:16.480]  他不只是單單知道甚麼叫做神學
[00:02:16.480 --> 00:02:17.800]  但是他同樣
[00:02:17.800 --> 00:02:19.160]  用今天來說
[00:02:19.160 --> 00:02:22.000]  他是一個很落地的神學家
[00:02:22.000 --> 00:02:23.960]  他絕對不是堅尼地
[00:02:23.960 --> 00:02:25.160]  他絕對是落地
[00:02:25.160 --> 00:02:27.240]  以致到今天我們很多時候
[00:02:27.240 --> 00:02:28.800]  我們作為教會
[00:02:28.800 --> 00:02:31.600]  甚至我們同福有間聖經學院
[00:02:31.600 --> 00:02:32.880]  叫做同福聖經學院
[00:02:32.880 --> 00:02:34.680]  縱然我們是一間很小的神學院
[00:02:34.680 --> 00:02:37.160]  我們也都很少在外面宣傳
[00:02:37.160 --> 00:02:38.440]  但是我們的目標
[00:02:38.440 --> 00:02:40.240]  我們自己的意象就是說
[00:02:40.240 --> 00:02:43.040]  我們怎樣去建立一些傳道人
[00:02:43.040 --> 00:02:46.720]  他可以不只是單單知道神
[00:02:46.720 --> 00:02:49.200]  他同樣可以將他所學的神學
[00:02:49.200 --> 00:02:52.360]  在他生命裏面去實踐出來
[00:02:52.360 --> 00:02:55.640]  真正的神學是絕對是落地
[00:02:55.640 --> 00:02:58.520]  真正的神學絕對是可以在我們的生命裏面
[00:02:58.520 --> 00:03:02.240]  去活現聖經的話語
[00:03:02.240 --> 00:03:04.240]  所以《羅馬書》第十二章
[00:03:04.240 --> 00:03:05.600]  一開始的時候
[00:03:05.600 --> 00:03:07.720]  保羅用了兩個很精彩的字
[00:03:07.720 --> 00:03:09.480]  他說「所以」
[00:03:09.480 --> 00:03:12.920]  「所以我用慈悲來勸你們」
[00:03:12.920 --> 00:03:16.120]  「你們要將身體獻上當作活祭」
[00:03:16.120 --> 00:03:18.080]  這個「所以」兩個字的重要
[00:03:18.080 --> 00:03:20.480]  是因為它是一個承先啟後
[00:03:20.480 --> 00:03:23.200]  保羅就說如果我們明白神學
[00:03:23.200 --> 00:03:26.880]  我們明白由第一章到第十一章的神學觀
[00:03:26.880 --> 00:03:30.360]  他說我們應該打後
[00:03:30.360 --> 00:03:32.320]  由第十二章到第十五章
[00:03:32.320 --> 00:03:36.760]  就是怎樣將這些神學去實踐在教會
[00:03:36.760 --> 00:03:39.240]  怎樣實踐在我們的生命當中
[00:03:39.240 --> 00:03:41.680]  所以他就用了「所以」兩個字
[00:03:41.680 --> 00:03:44.280]  所以《羅馬書》十二章到第十五章
[00:03:44.280 --> 00:03:47.320]  可以說也是保羅怎樣將他的神學
[00:03:47.320 --> 00:03:49.400]  實踐在我們的信徒身上
[00:03:49.400 --> 00:03:53.280]  怎樣實踐在他所建立的羅馬教會那邊
[00:03:53.280 --> 00:03:54.280]  去到第十六章
[00:03:54.280 --> 00:03:56.200]  可以說是一封信的結尾
[00:03:56.200 --> 00:03:58.120]  他作了很多的問安
[00:03:58.120 --> 00:04:00.240]  來帶出一個結論
[00:04:00.240 --> 00:04:03.440]  所以保羅在第十二章到第十五章的重要性
[00:04:03.440 --> 00:04:06.480]  就是怎樣去實踐神學
[00:04:06.480 --> 00:04:09.400]  而十二章第一、第二節的重要性
[00:04:09.400 --> 00:04:10.520]  就是剛才說過
[00:04:10.520 --> 00:04:12.200]  一個承先啟後
[00:04:12.200 --> 00:04:17.480]  讓我們知道怎樣成為一個
[00:04:17.480 --> 00:04:20.240]  合乎神心意的傳道人
[00:04:20.240 --> 00:04:25.200]  我自己在七十年代去蒙召
[00:04:25.200 --> 00:04:27.640]  當時牧師提醒我們
[00:04:27.640 --> 00:04:29.640]  今天我們做蒙召的人
[00:04:29.640 --> 00:04:31.480]  我們一定要毀身
[00:04:31.480 --> 00:04:33.520]  每當說到毀身的時候
[00:04:33.520 --> 00:04:35.720]  《羅馬書》十二章第一、第二節
[00:04:35.720 --> 00:04:37.640]  絕對不可以忽略
[00:04:37.640 --> 00:04:40.720]  因為我們要成為一個活祭
[00:04:40.720 --> 00:04:42.560]  我們想起獻祭
[00:04:42.560 --> 00:04:44.120]  通常想起舊約的獻祭
[00:04:44.120 --> 00:04:47.600]  一定要殺一些動物來獻給我們的神
[00:04:47.600 --> 00:04:51.280]  但保羅很強調是一個活祭
[00:04:51.280 --> 00:04:54.800]  今天我們不是要將我們殺死來獻給上帝
[00:04:54.800 --> 00:04:56.600]  而是我們要將我們的行為
[00:04:56.600 --> 00:04:59.120]  我們的生活都成為獻祭
[00:04:59.120 --> 00:05:00.760]  所以我們今天的獻祭
[00:05:00.760 --> 00:05:04.080]  不是一年一次獻一隻羊羔去殺死祂
[00:05:04.080 --> 00:05:06.360]  來將我們的罪得以赦免
[00:05:06.360 --> 00:05:08.960]  我們今天的獻祭是一個活的獻祭
[00:05:08.960 --> 00:05:12.160]  以致我們可以在每一天的生活當中
[00:05:12.160 --> 00:05:14.520]  其實都是來獻祭
[00:05:14.520 --> 00:05:15.640]  所以我們要護身山
[00:05:15.640 --> 00:05:17.320]  我們的生命的獻祭
[00:05:17.320 --> 00:05:19.560]  但是當我們說到毀身的時候
[00:05:19.560 --> 00:05:20.920]  我們想起七十年代
[00:05:20.920 --> 00:05:23.440]  我的牧師呼召我們的時候
[00:05:23.440 --> 00:05:27.120]  當時我們蒙召要做一個傳道人
[00:05:27.120 --> 00:05:28.400]  當時有一本書
[00:05:28.400 --> 00:05:29.520]  我以前也說過
[00:05:29.520 --> 00:05:31.440]  這本書《小冊子》
[00:05:31.440 --> 00:05:33.080]  是很出名的
[00:05:33.080 --> 00:05:36.360]  是風靡當時教會的一本小冊子
[00:05:36.360 --> 00:05:39.520]  叫做《獻給無名的傳道者》
[00:05:39.520 --> 00:05:42.800]  是編雲波弟兄放下一切
[00:05:42.800 --> 00:05:46.080]  他走去中國的邊疆傳福音
[00:05:46.080 --> 00:05:48.320]  他說我要一生要成為一個
[00:05:48.320 --> 00:05:50.440]  一個去到邊疆傳福音的人
[00:05:50.440 --> 00:05:51.440]  縱然沒有人認識我
[00:05:51.440 --> 00:05:56.320]  但他說我想向前回應上帝的呼召
[00:05:56.320 --> 00:05:58.480]  當中他有幾句說話這樣說
[00:05:58.480 --> 00:05:59.920]  我嘗試讀給大家聽
