
[00:00:00.000 --> 00:00:04.180]  現在我們就一起禱告
[00:00:04.180 --> 00:00:08.340]  多謝主禰讓我們今天有機會再思想上帝的話
[00:00:08.340 --> 00:00:11.780]  上帝你的話實在是何等的寶貴
[00:00:11.780 --> 00:00:14.980]  求禰讓我們今天在禰的道里面能夠
[00:00:14.980 --> 00:00:18.080]  深深地聽到上帝禰的心意
[00:00:18.080 --> 00:00:23.580]  以致我們能夠更有力地活出禰的見證
[00:00:23.580 --> 00:00:26.880]  成爲這個世上的炎和光
[00:00:26.880 --> 00:00:28.880]  多謝禰聽我們的禱告
[00:00:28.880 --> 00:00:32.500]  奉基督耶穌的名
[00:00:32.500 --> 00:00:36.680]  今天我要講的經文就是馬太福音剛纔講的讀的經文
[00:00:36.680 --> 00:00:39.380]  22章1至14節
[00:00:39.380 --> 00:00:42.180]  我給的題目就是福慧門開
[00:00:42.180 --> 00:00:45.280]  跟查經的經文
[00:00:45.280 --> 00:00:47.780]  查經資料所給的題目
[00:00:47.780 --> 00:00:51.380]  是明智的選擇不同了
[00:00:51.380 --> 00:00:53.480]  請大家留意
[00:00:53.480 --> 00:00:58.080]  22章福慧門開
[00:00:58.080 --> 00:01:02.480]  馬太福音22章大家知道這個比喻
[00:01:02.480 --> 00:01:05.780]  但是我要跟大家先看一看
[00:01:05.780 --> 00:01:09.880]  這個比喻要講之前要講一下
[00:01:09.880 --> 00:01:12.680]  它裏面的背景是怎樣的
[00:01:12.680 --> 00:01:14.880]  置身於什麼場景
[00:01:14.880 --> 00:01:19.480]  耶穌一般講比喻就是一般的教導等等
[00:01:19.480 --> 00:01:25.680]  但是22章1至14節這個比喻
[00:01:25.680 --> 00:01:29.980]  其實是身處於什麼場景呢
[00:01:29.980 --> 00:01:34.380]  就是耶穌在世上最後一個禮拜
[00:01:34.380 --> 00:01:36.080]  進入耶路撒冷
[00:01:36.080 --> 00:01:38.180]  有學者不少人都講
[00:01:38.180 --> 00:01:40.680]  是耶穌在地上
[00:01:40.680 --> 00:01:42.980]  和文氏弗裏塞人
[00:01:42.980 --> 00:01:48.080]  長老祭司長的埋身肉搏
[00:01:48.080 --> 00:01:50.280]  我們一定要留意這個背景
[00:01:50.280 --> 00:01:53.280]  才能夠更解得通這個比喻
[00:01:53.280 --> 00:01:57.680]  不給大家看,但是很快的看看
[00:01:57.680 --> 00:01:59.680]  上文的第21章
[00:01:59.680 --> 00:02:01.680]  進入耶路撒冷的時候
[00:02:01.680 --> 00:02:05.480]  祭司、文氏和他們弗裏塞人
[00:02:05.480 --> 00:02:07.480]  向耶穌發了一招
[00:02:07.480 --> 00:02:11.880]  就是說耶穌你仗着什麼權並行這些事
[00:02:11.880 --> 00:02:13.680]  這招很重
[00:02:13.680 --> 00:02:16.880]  耶穌就反過來問
[00:02:16.880 --> 00:02:18.280]  一個年少大打
[00:02:18.280 --> 00:02:20.680]  耶穌就說我不回答你
[00:02:20.680 --> 00:02:22.080]  你要回答我
[00:02:22.080 --> 00:02:26.280]  你們認爲約翰憑着什麼權並
[00:02:26.280 --> 00:02:30.480]  你知不知道約翰的權並是來自於地還是來自於天
[00:02:30.480 --> 00:02:36.080]  他們說約翰的權並來自於天來自於地
[00:02:36.080 --> 00:02:38.080]  這個答案都不行
[00:02:38.080 --> 00:02:42.280]  因爲來自於天或者來自於地
[00:02:42.280 --> 00:02:45.680]  猶太人覺得這個答案都有問題
[00:02:45.680 --> 00:02:48.080]  所以猶太人厲害
[00:02:48.080 --> 00:02:53.280]  用一招四兩撥千斤就去應付耶穌
[00:02:53.280 --> 00:02:57.480]  他說我不知道
[00:02:57.480 --> 00:02:59.480]  耶穌就
[00:02:59.480 --> 00:03:01.880]  你既然用四兩撥千斤
[00:03:01.880 --> 00:03:03.880]  耶穌就用一招什麼
[00:03:03.880 --> 00:03:07.680]  比斯己道還諸己身
[00:03:07.680 --> 00:03:08.880]  知道是什麼嗎
[00:03:08.880 --> 00:03:12.280]  慕容家的權法
[00:03:12.280 --> 00:03:15.680]  懂就懂,不懂就算
[00:03:15.680 --> 00:03:20.080]  耶穌說你說不知道,我也不知道
[00:03:20.080 --> 00:03:23.680]  接着耶穌就連發三招
[00:03:23.680 --> 00:03:27.080]  第一招就是兩個兒子的比喻
[00:03:27.080 --> 00:03:29.280]  原來這個比喻這麼精彩
[00:03:29.280 --> 00:03:30.680]  不是一般的比喻
[00:03:30.680 --> 00:03:32.480]  耶穌的第一招就是說
[00:03:32.480 --> 00:03:34.080]  兩個兒子的比喻
[00:03:34.080 --> 00:03:35.880]  誰聽話誰不聽話
[00:03:35.880 --> 00:03:38.680]  大家上幾個禮拜都應該有聽過
[00:03:38.680 --> 00:03:42.080]  這個比喻的第一招所偏重的
[00:03:42.080 --> 00:03:45.880]  就是在那個人的聽話與不聽話上
[00:03:45.880 --> 00:03:48.480]  完了第一招再發的第二招
[00:03:48.480 --> 00:03:50.480]  就是上次大家所聽的
[00:03:50.480 --> 00:03:52.680]  兇惡緣故的比喻
[00:03:52.680 --> 00:03:55.080]  兇惡緣故就是說
[00:03:55.080 --> 00:03:57.280]  一個緣故很兇惡
[00:03:57.280 --> 00:03:59.280]  以至當交障的時候
[00:03:59.280 --> 00:04:01.080]  神差他的僕人來
[00:04:01.080 --> 00:04:03.280]  他們不僅不交還殺害
[00:04:03.280 --> 00:04:07.080]  連上帝的兒子都會殺害
[00:04:07.080 --> 00:04:11.280]  這個去譴責那些猶太人
[00:04:11.280 --> 00:04:13.680]  這個比喻所着重的
[00:04:13.680 --> 00:04:19.680]  就是人神之間的互動
[00:04:19.680 --> 00:04:20.680]  第三招
[00:04:20.680 --> 00:04:24.680]  就是22章1至14節的第三招
[00:04:24.680 --> 00:04:26.080]  這個比喻
[00:04:26.080 --> 00:04:28.680]  由偏重於人
[00:04:28.680 --> 00:04:32.080]  去到人神之間的互動
[00:04:32.080 --> 00:04:34.280]  接着22章1至14節
[00:04:34.280 --> 00:04:36.680]  就去到上帝那方面
[00:04:36.680 --> 00:04:41.880]  主要是說上帝的一些情況
[00:04:41.880 --> 00:04:46.080]  主要是由人慢慢去到上帝那裏
[00:04:46.080 --> 00:04:47.280]  大家知道
[00:04:47.280 --> 00:04:51.280]  這個是耶穌連發三招的比喻
[00:04:51.280 --> 00:04:52.680]  接着
[00:04:52.680 --> 00:04:55.480]  我們一看下去
[00:04:55.480 --> 00:04:56.280]  下一個
[00:04:56.280 --> 00:04:59.080]  猶太人立刻還回一招
[00:04:59.080 --> 00:05:03.280]  就是耶穌應不應該納粹給他殺
[00:05:03.280 --> 00:05:08.680]  不過今天不和大家看猶太人的出招
[00:05:08.680 --> 00:05:10.680]  我們看回第三招
[00:05:10.680 --> 00:05:12.680]  22章1至14節
[00:05:12.680 --> 00:05:16.880]  但是我要和大家思想前前後後
[00:05:16.880 --> 00:05:19.280]  目的一個
[00:05:19.280 --> 00:05:21.280]  我要大家留意
[00:05:21.280 --> 00:05:24.880]  這個比喻不是一般的教導
[00:05:24.880 --> 00:05:28.480]  而是裏面充滿了
[00:05:28.480 --> 00:05:35.080]  耶穌對一些敵擋上帝的人的一些責備
[00:05:35.080 --> 00:05:36.880]  的一些規勸
[00:05:36.880 --> 00:05:38.280]  的一些教訓
[00:05:38.280 --> 00:05:40.280]  的一些憤怒
[00:05:40.280 --> 00:05:41.680]  我們要明白
[00:05:41.680 --> 00:05:43.280]  這個比喻是這樣的場景
[00:05:43.280 --> 00:05:44.080]  好了
[00:05:44.080 --> 00:05:47.680]  22章1至14節
[00:05:47.680 --> 00:05:49.880]  我們來看看這段經文
[00:05:49.880 --> 00:05:52.480]  福爲民開
[00:05:52.480 --> 00:05:57.080]  我用了三個段落和大家說
[00:05:57.080 --> 00:06:00.280]  第一點是1至8節
[00:06:00.280 --> 00:06:02.480]  1至8節
[00:06:02.480 --> 00:06:09.680]  福爲民開是建基於上帝的公義的屬性
[00:06:09.680 --> 00:06:15.480]  福爲民開是建基於上帝公義的屬性之上
[00:06:15.480 --> 00:06:16.480]  行不行
[00:06:16.480 --> 00:06:18.880]  1至8節
[00:06:18.880 --> 00:06:22.280]  第二點是9至10節
[00:06:22.280 --> 00:06:29.280]  福爲民開是建基於上帝恩典之上
[00:06:29.280 --> 00:06:36.680]  是建基於上帝恩典的屬性之上
[00:06:36.680 --> 00:06:37.880]  第三點
[00:06:37.880 --> 00:06:41.880]  第11至14節
[00:06:41.880 --> 00:06:49.280]  是福爲民開建基於上帝美善的屬性之上
[00:06:49.280 --> 00:06:51.080]  11至14節
[00:06:51.080 --> 00:06:57.480]  福爲民開是建基於上帝美善的屬性之上
[00:06:57.480 --> 00:07:00.080]  現在我們來詳細看一下
[00:07:00.080 --> 00:07:02.080]  1至8節
[00:07:02.080 --> 00:07:06.280]  福爲民開建基於上帝什麼的屬性
[00:07:06.280 --> 00:07:07.480]  聽到了
[00:07:07.480 --> 00:07:09.680]  公義的屬性之上
[00:07:09.680 --> 00:07:11.480]  我們看到這裏
[00:07:11.480 --> 00:07:13.680]  說到有個王娶妻
[00:07:13.680 --> 00:07:14.880]  我們要知道
[00:07:14.880 --> 00:07:16.280]  當時猶太人
[00:07:16.280 --> 00:07:18.080]  他們的擺酒
[00:07:18.080 --> 00:07:19.280]  是在晚上擺的
[00:07:19.280 --> 00:07:20.680]  好像我們中國人那樣
[00:07:20.680 --> 00:07:22.680]  所以你看到第13節
[00:07:22.680 --> 00:07:24.480]  大家看一下第13節
[00:07:24.480 --> 00:07:26.480]  那個沒穿禮服的
[00:07:26.480 --> 00:07:28.880]  就被人扔到哪裏了
[00:07:28.880 --> 00:07:29.680]  外面
[00:07:29.680 --> 00:07:31.480]  那個什麼地方
[00:07:31.480 --> 00:07:32.480]  黑暗
[00:07:32.480 --> 00:07:34.480]  黑暗就是在說什麼
[00:07:34.480 --> 00:07:37.680]  在說屋裏面是光燦燦的
[00:07:37.680 --> 00:07:39.680]  是點了燈的
[00:07:39.680 --> 00:07:41.080]  很光明的
[00:07:41.080 --> 00:07:42.480]  當時是這樣的
[00:07:42.480 --> 00:07:44.280]  是晚上來的
[00:07:44.280 --> 00:07:46.280]  還有我們要知道
[00:07:46.280 --> 00:07:47.680]  當時的情況
[00:07:47.680 --> 00:07:48.680]  你有沒有留意
[00:07:48.680 --> 00:07:49.480]  很有趣的
[00:07:49.480 --> 00:07:51.080]  我們中國人其實不熟悉的
[00:07:51.080 --> 00:07:53.080]  但是我們看聖經有時候不留意
[00:07:53.080 --> 00:07:54.880]  原來當時是這樣的
[00:07:54.880 --> 00:07:55.880]  派帖
[00:07:55.880 --> 00:07:57.280]  派給了那些人
