
[00:00:00.000 --> 00:00:06.000]  今日我們繼續思想有關做個成熟的基督徒的問題
[00:00:06.000 --> 00:00:08.000]  我們講過了
[00:00:08.000 --> 00:00:16.000]  妨礙我們成長最大的因素就是專顧自己
[00:00:16.000 --> 00:00:19.000]  主耶穌其實都知道這個問題
[00:00:19.000 --> 00:00:21.000]  所以祂曾經說
[00:00:21.000 --> 00:00:24.000]  如果有人要跟從我
[00:00:24.000 --> 00:00:26.000]  就得捨棄自己
[00:00:26.000 --> 00:00:31.000]  天天背負他的十字架來跟從我
[00:00:31.000 --> 00:00:37.000]  司徒保羅在加拉太書第二章第二十節這樣說
[00:00:37.000 --> 00:00:40.000]  現在活著的不再是我自己
[00:00:40.000 --> 00:00:43.000]  而是基督在我生命裡面活著
[00:00:43.000 --> 00:00:48.000]  我現在活著是藉著信上帝的兒子而活
[00:00:48.000 --> 00:00:52.000]  他愛我 為我捨棄
[00:00:52.000 --> 00:00:57.000]  似乎保羅已經做到了主耶穌的要求
[00:00:57.000 --> 00:01:01.000]  完全捨棄跟隨耶穌
[00:01:01.000 --> 00:01:04.000]  不過有一個基督徒
[00:01:04.000 --> 00:01:09.000]  他似乎過著一種多面人的生活
[00:01:09.000 --> 00:01:12.000]  來到教會有一個面孔
[00:01:12.000 --> 00:01:15.000]  回到家裡有另外一個面孔
[00:01:15.000 --> 00:01:21.000]  出到社會和同事和朋友相處又有另外一個面孔
[00:01:21.000 --> 00:01:25.000]  為什麼會有這樣的情況出現呢?
[00:01:25.000 --> 00:01:33.000]  我想大概跟福音派的教會強調因信清義
[00:01:33.000 --> 00:01:39.000]  而沒有講清楚究竟信耶穌是應該怎樣信的
[00:01:39.000 --> 00:01:41.000]  有關係
[00:01:41.000 --> 00:01:44.000]  我不反對因信清義
[00:01:44.000 --> 00:01:47.000]  但是我們要明白
[00:01:47.000 --> 00:01:49.000]  在十六世紀的時候
[00:01:49.000 --> 00:01:53.000]  羅馬天主教是非常強調
[00:01:53.000 --> 00:01:57.000]  人是要靠行為得救
[00:01:57.000 --> 00:02:04.000]  而馬丁路德當他不斷地注意自己的行為
[00:02:04.000 --> 00:02:07.000]  想靠自己的行為
[00:02:07.000 --> 00:02:10.000]  清義被上帝接納的時候
[00:02:10.000 --> 00:02:14.000]  他就發現自己很痛苦
[00:02:14.000 --> 00:02:16.000]  為什麼呢?
[00:02:16.000 --> 00:02:21.000]  因為當他努力行善的時候
[00:02:21.000 --> 00:02:27.000]  他發現自己不是由於愛上帝而行善
[00:02:27.000 --> 00:02:32.000]  而是由於怕上帝而行事
[00:02:32.000 --> 00:02:35.000]  他怕被上帝審判
[00:02:35.000 --> 00:02:38.000]  他怕落地獄
[00:02:38.000 --> 00:02:43.000]  有些人信耶穌都是由於怕落地獄
[00:02:43.000 --> 00:02:47.000]  所以這些人其實信耶穌信得很勉強
[00:02:47.000 --> 00:02:50.000]  只是為了怕落地獄而信的人
[00:02:50.000 --> 00:02:53.000]  很可能都會好像馬丁路德那樣
[00:02:53.000 --> 00:02:58.000]  心裡面其實他不單只是不愛上帝
[00:02:58.000 --> 00:03:00.000]  他還很憎恨上帝
[00:03:00.000 --> 00:03:01.000]  很恨上帝
[00:03:01.000 --> 00:03:04.000]  憎恨上帝為什麼要設立地獄呢?
[00:03:04.000 --> 00:03:07.000]  不斷要別人做好人呢?
[00:03:07.000 --> 00:03:11.000]  而做好人是這麼難的
[00:03:11.000 --> 00:03:13.000]  很難的
[00:03:13.000 --> 00:03:15.000]  所以他就很苦
[00:03:15.000 --> 00:03:18.000]  他越努力想做好人
[00:03:18.000 --> 00:03:20.000]  恨行善的時候
[00:03:20.000 --> 00:03:22.000]  他就越憎恨上帝
[00:03:22.000 --> 00:03:26.000]  所以他發現
[00:03:26.000 --> 00:03:29.000]  當他發現聖經講的真理
[00:03:29.000 --> 00:03:31.000]  是恩順清儀
[00:03:31.000 --> 00:03:33.000]  不是靠行為
[00:03:33.000 --> 00:03:35.000]  不用靠行為
[00:03:35.000 --> 00:03:37.000]  他就完全改變了
[00:03:37.000 --> 00:03:40.000]  他變成一個開心快活的人了
[00:03:40.000 --> 00:03:44.000]  從此他就變成愛上帝
[00:03:44.000 --> 00:03:49.000]  但不知道你們大家信耶穌的時候
[00:03:49.000 --> 00:03:52.000]  是由於怕落地獄
[00:03:52.000 --> 00:03:55.000]  還是由於明白自己
[00:03:55.000 --> 00:03:59.000]  在上帝面前是一個罪人
[00:03:59.000 --> 00:04:03.000]  明白主耶穌為我們的罪
[00:04:03.000 --> 00:04:05.000]  寫在十字架上
[00:04:05.000 --> 00:04:12.000]  以致我們願意將我們的生命奉獻給上帝
[00:04:12.000 --> 00:04:14.000]  讓上帝幫助我們
[00:04:14.000 --> 00:04:16.000]  活出生命的光輝
[00:04:16.000 --> 00:04:20.000]  活出豐盛的人生
[00:04:20.000 --> 00:04:25.000]  假如一個人由於怕入地獄而信耶穌
[00:04:25.000 --> 00:04:29.000]  就不會愛上帝
[00:04:29.000 --> 00:04:30.000]  不愛上帝
[00:04:30.000 --> 00:04:34.000]  他就很難去學習聖經的教導
[00:04:34.000 --> 00:04:36.000]  去改變自己
[00:04:36.000 --> 00:04:40.000]  以致信耶穌只是一種知識
[00:04:40.000 --> 00:04:42.000]  知道自己要回教會
[00:04:42.000 --> 00:04:44.000]  將來就不會落地獄
[00:04:44.000 --> 00:04:48.000]  但在生活上就會依然顧我
[00:04:48.000 --> 00:04:52.000]  按照未信主之前的方式生活
[00:04:52.000 --> 00:04:56.000]  今日的經文和話書六章第一節
[00:04:56.000 --> 00:04:59.000]  就提出這個問題
[00:04:59.000 --> 00:05:03.000]  我們該繼續生活在罪裡
[00:05:03.000 --> 00:05:09.000]  去讓上帝的恩典顯得更豐富嗎?
[00:05:09.000 --> 00:05:13.000]  這個問題本身就暗示了
[00:05:13.000 --> 00:05:15.000]  有人可能會由於
[00:05:15.000 --> 00:05:19.000]  因信清義的道理而產生誤解
[00:05:19.000 --> 00:05:22.000]  因為保羅在羅馬書第五章
[00:05:22.000 --> 00:05:23.000]  他講到
[00:05:23.000 --> 00:05:27.000]  法律的制定使過犯增多
[00:05:27.000 --> 00:05:32.000]  但是罪越增多
[00:05:32.000 --> 00:05:34.000]  上帝的恩典也更豐富
[00:05:34.000 --> 00:05:38.000]  正如罪借著死亡來管轄
[00:05:38.000 --> 00:05:41.000]  上帝的恩典也借著公義來統治
[00:05:41.000 --> 00:05:43.000]  使我們借著我們的主耶穌基督
[00:05:43.000 --> 00:05:47.000]  得到永恆的生命
[00:05:47.000 --> 00:05:51.000]  法律的制定使過犯增多的意思
[00:05:51.000 --> 00:05:55.000]  就是由於有新的法例去懲罰人
[00:05:55.000 --> 00:06:00.000]  於是就會使犯法的情況多了
[00:06:00.000 --> 00:06:02.000]  舉一個例子
[00:06:02.000 --> 00:06:04.000]  不知道大家知不知道
[00:06:04.000 --> 00:06:07.000]  最近我們的交通法例有修改
[00:06:07.000 --> 00:06:10.000]  你如果一面開車
