
[00:00:00.000 --> 00:00:01.320]  多謝各位平安
[00:00:01.320 --> 00:00:03.120]  我們先一切祈禱
[00:00:03.120 --> 00:00:05.520]  多謝天父感謝贊美主的恩典
[00:00:05.520 --> 00:00:08.360]  讓我們可以一同來到這裡聚集見拜祢
[00:00:08.360 --> 00:00:10.360]  由祢的聖靈在我們當中
[00:00:10.360 --> 00:00:11.200]  帶領我們
[00:00:11.200 --> 00:00:14.800]  幫助我們時常在祢的面前歡喜快樂
[00:00:14.800 --> 00:00:16.720]  奉耶穌基督的名祈禱
[00:00:16.720 --> 00:00:17.360]  阿們
[00:00:17.360 --> 00:00:21.440]  今天我們繼續看《路加福音》
[00:00:21.440 --> 00:00:24.320]  《與我的王同行一路》的系列
[00:00:24.320 --> 00:00:27.440]  今天我想先問問大家
[00:00:27.560 --> 00:00:30.400]  你今天來參加崇拜心情是怎樣的呢?
[00:00:30.400 --> 00:00:33.160]  有沒有人覺得歡喜快樂的請舉手
[00:00:33.160 --> 00:00:34.320]  歡喜快樂
[00:00:34.320 --> 00:00:35.920]  也有的
[00:00:35.920 --> 00:00:37.040]  歡喜快樂
[00:00:37.040 --> 00:00:39.640]  有沒有人覺得憂愁煩悶的
[00:00:39.640 --> 00:00:41.280]  今天來到很煩
[00:00:41.280 --> 00:00:42.440]  心裡受煩
[00:00:42.440 --> 00:00:43.800]  沒有嗎?
[00:00:43.800 --> 00:00:44.160]  是
[00:00:44.160 --> 00:00:44.880]  感謝主
[00:00:44.880 --> 00:00:47.360]  有沒有人覺得平常心
[00:00:47.360 --> 00:00:49.040]  又不是很歡喜
[00:00:49.040 --> 00:00:50.400]  又不是很受煩呢?
[00:00:50.400 --> 00:00:51.000]  有沒有?
[00:00:51.000 --> 00:00:52.440]  有沒有這樣?
[00:00:52.440 --> 00:00:54.760]  又剛剛去完旅行回來
[00:00:57.600 --> 00:01:00.920]  今天的講題叫做「理應歡喜」
[00:01:00.920 --> 00:01:03.680]  不是「我理他個理」
[00:01:03.680 --> 00:01:07.760]  不過跟「理」字是同音的
[00:01:07.760 --> 00:01:09.800]  我也鼓勵大家要歡喜
[00:01:09.800 --> 00:01:12.280]  我們有生命氣息
[00:01:12.280 --> 00:01:16.000]  有機會來到這裡跟大家一起參加崇拜
[00:01:16.000 --> 00:01:19.240]  真的應當歡歡喜喜
[00:01:19.240 --> 00:01:22.480]  我記得去年聖誕節前夕
[00:01:22.480 --> 00:01:24.160]  因為搶賭室進了醫院
[00:01:24.160 --> 00:01:27.280]  結果聖誕節也不能夠跟大家一起崇拜
[00:01:27.840 --> 00:01:29.880]  今年二月二十七號星期五
[00:01:29.880 --> 00:01:32.320]  又搶賭室進了醫院
[00:01:32.320 --> 00:01:35.200]  三月六號又不能夠跟大家一起崇拜
[00:01:35.200 --> 00:01:37.640]  只能夠參加網上崇拜
[00:01:37.640 --> 00:01:40.240]  這樣就不是很歡喜了
[00:01:40.240 --> 00:01:42.400]  在醫院裡面一個人
[00:01:42.400 --> 00:01:44.800]  這次被我單人房
[00:01:44.800 --> 00:01:47.360]  因為我體弱
[00:01:47.360 --> 00:01:51.280]  今天的講題
[00:01:51.280 --> 00:01:52.640]  「理應歡喜」
[00:01:52.640 --> 00:01:55.880]  就是來自今天的經文最後一節
[00:01:55.880 --> 00:01:56.840]  最後一句話
[00:01:57.360 --> 00:02:02.000]  所以我們理當歡喜慶祝
[00:02:02.000 --> 00:02:05.400]  我們是上帝的兒女
[00:02:05.400 --> 00:02:09.280]  上帝藉主耶穌救贖了我們
[00:02:09.280 --> 00:02:11.440]  使我們脫離罪惡
[00:02:11.440 --> 00:02:13.760]  使我們恩順正義
[00:02:13.760 --> 00:02:16.880]  又給了我們上帝兒女的身份
[00:02:16.880 --> 00:02:19.720]  又賜下聖靈與我們同在
[00:02:19.720 --> 00:02:21.480]  引導我們的人生
[00:02:21.480 --> 00:02:25.200]  保證我們永遠與上帝同在
[00:02:25.720 --> 00:02:28.200]  與主耶穌同享永生
[00:02:28.200 --> 00:02:31.920]  我們真是理當歡喜慶祝
[00:02:31.920 --> 00:02:34.000]  有這麼多好東西
[00:02:34.000 --> 00:02:36.320]  是不是理當歡喜慶祝呢?
[00:02:36.320 --> 00:02:37.920]  尤其是主日
[00:02:37.920 --> 00:02:40.440]  是主耶穌復活的日子
[00:02:40.440 --> 00:02:42.560]  如果有人不知道
[00:02:42.560 --> 00:02:45.040]  基督徒為什麼星期日崇拜
[00:02:45.040 --> 00:02:46.800]  我簡單講一講
[00:02:46.800 --> 00:02:50.760]  主要的原因不是由於主日不用上班
[00:02:50.760 --> 00:02:53.400]  大家有空就星期日崇拜
[00:02:53.400 --> 00:02:54.800]  不是這個原因
[00:02:56.000 --> 00:02:59.120]  由於主日是主耶穌復活的日子
[00:02:59.120 --> 00:03:04.600]  因此我們不再跟猶太人的舊約
[00:03:04.600 --> 00:03:06.120]  去守安息日
[00:03:06.120 --> 00:03:08.320]  而改為守主日
[00:03:08.320 --> 00:03:10.240]  在主日裡面崇拜
[00:03:10.240 --> 00:03:12.920]  有些基督徒不了解
[00:03:12.920 --> 00:03:15.680]  他們與上帝建立關係
[00:03:15.680 --> 00:03:18.920]  是透過主耶穌的血所納的新約
[00:03:18.920 --> 00:03:22.400]  以為既然是新舊約
[00:03:22.400 --> 00:03:26.000]  都是聖經上帝的啟示
[00:03:26.000 --> 00:03:29.320]  我們應該守一下舊約的規定
[00:03:29.320 --> 00:03:31.640]  應該守安息日為聖日
[00:03:31.640 --> 00:03:35.760]  有些人還搞了一個安息日會的宗派
[00:03:35.760 --> 00:03:38.520]  認為他們是好的基督徒
[00:03:38.520 --> 00:03:40.920]  遵守聖經的教導
[00:03:40.920 --> 00:03:45.520]  遵守聖經的教導固然好
[00:03:45.520 --> 00:03:48.520]  但是清楚認識信仰的基礎
[00:03:48.520 --> 00:03:51.240]  然後遵守聖經的教導
[00:03:51.240 --> 00:03:52.520]  就是更好
[00:03:52.520 --> 00:03:55.560]  又要一提思想主耶穌
[00:03:55.560 --> 00:03:58.600]  在前往耶路撒冷的路上
[00:03:58.600 --> 00:04:01.800]  所說的這三個比喻
[00:04:01.800 --> 00:04:04.960]  我們要思想比喻的內容
[00:04:04.960 --> 00:04:07.440]  以及我們從中學到的教訓
[00:04:07.440 --> 00:04:12.000]  《路加方》十五章記載了三個比喻
[00:04:12.000 --> 00:04:15.200]  耶穌一口氣說了三個比喻
[00:04:15.200 --> 00:04:18.600]  這三個比喻其實都有些共同點
[00:04:18.880 --> 00:04:21.760]  就是「失而復得」
[00:04:21.760 --> 00:04:25.680]  並且三個比喻的結尾
[00:04:25.680 --> 00:04:28.720]  都是主角和其他人
[00:04:28.720 --> 00:04:32.560]  一起歡歡喜喜地結束
[00:04:32.560 --> 00:04:36.400]  為何主耶穌這麼嘮叨呢?
[00:04:36.400 --> 00:04:37.800]  要說三次的嗎?
[00:04:37.800 --> 00:04:41.760]  十五章一到二節
[00:04:41.760 --> 00:04:43.560]  就交代了原因
[00:04:43.560 --> 00:04:45.880]  在第十四章裡
[00:04:45.880 --> 00:04:48.280]  我們看到有一大群的群眾
[00:04:48.280 --> 00:04:51.400]  跟著耶穌一起去耶路撒冷
[00:04:51.400 --> 00:04:54.160]  其中也有法利塞人
[00:04:54.160 --> 00:04:58.120]  更加有法利塞人的領袖
[00:04:58.120 --> 00:04:59.800]  大排筵席
[00:04:59.800 --> 00:05:01.200]  請耶穌吃飯
[00:05:01.200 --> 00:05:05.320]  今天的經文也有提及法利塞人
[00:05:05.320 --> 00:05:08.440]  不過第一節才提到
[00:05:08.440 --> 00:05:11.200]  「稅利和聚人」
[00:05:11.200 --> 00:05:16.160]  「稅利和聚人」不是兩種人
[00:05:16.480 --> 00:05:21.680]  而是從兩個角度去形容同一類的人
[00:05:21.680 --> 00:05:26.080]  「稅利」是形容這些人的工作
[00:05:26.080 --> 00:05:32.040]  「聚人」就是他們社會上的地位
[00:05:32.040 --> 00:05:34.920]  從前中國古代的社會
[00:05:34.920 --> 00:05:37.680]  也有將人分級
[00:05:37.680 --> 00:05:40.360]  分為士農工商
[00:05:40.360 --> 00:05:42.800]  商人的地位是最低的
[00:05:45.480 --> 00:05:48.720]  在耶穌時代的社會裡
[00:05:48.720 --> 00:05:52.880]  是羅馬政府掌權
[00:05:52.880 --> 00:05:54.560]  是羅馬的時代
[00:05:54.560 --> 00:05:56.840]  所有政府
[00:05:56.840 --> 00:05:58.520]  無論古今中外
[00:05:58.520 --> 00:06:00.960]  都一定要人民交稅
[00:06:00.960 --> 00:06:02.120]  你要交稅
[00:06:02.120 --> 00:06:03.960]  不需要覺得奇怪
[00:06:03.960 --> 00:06:05.760]  到處都是一樣的
[00:06:05.760 --> 00:06:09.920]  從來沒有一個政府或者政治家
[00:06:09.920 --> 00:06:13.840]  出錢來管理人民
[00:06:13.840 --> 00:06:16.400]  洋務一定是出自洋人身上
[00:06:16.400 --> 00:06:17.920]  不過
[00:06:17.920 --> 00:06:21.080]  羅馬政府的收稅辦法
[00:06:21.080 --> 00:06:23.200]  是非常聰明的
[00:06:23.200 --> 00:06:26.840]  他們不像我們現代人的政府
[00:06:26.840 --> 00:06:30.680]  請一批公務員來負責收稅
[00:06:30.680 --> 00:06:34.920]  而是將收稅的權
[00:06:34.920 --> 00:06:38.640]  用招標的形式拍賣
[00:06:38.640 --> 00:06:40.680]  給私人去經營的
[00:06:41.680 --> 00:06:44.760]  大概是先統計某個地方的人口
[00:06:44.760 --> 00:06:47.160]  然後公開招標
[00:06:47.160 --> 00:06:50.160]  有錢投標的人就估計一下
[00:06:50.160 --> 00:06:53.160]  你收到多少稅就出多少錢去招標
[00:06:53.160 --> 00:06:58.280]  羅馬政府就節省一批公務員
[00:06:58.280 --> 00:07:02.040]  何必養一批公務員那麼麻煩呢
[00:07:02.040 --> 00:07:03.320]  每個月要出糧
[00:07:03.320 --> 00:07:05.200]  可能每天都要出糧給他們
[00:07:05.200 --> 00:07:06.400]  很麻煩
[00:07:06.400 --> 00:07:07.960]  不僅如此
[00:07:07.960 --> 00:07:09.720]  一早就收了稅
[00:07:09.720 --> 00:07:13.880]  誰能夠投標就馬上給錢政府
[00:07:13.880 --> 00:07:16.720]  那些稅本就馬上植入國庫
[00:07:16.720 --> 00:07:21.840]  但是中了標負責收稅的人
[00:07:21.840 --> 00:07:24.240]  他是商人
[00:07:24.240 --> 00:07:26.720]  他們要賺錢的
[00:07:26.720 --> 00:07:30.080]  他們就欺負老百姓
[00:07:30.080 --> 00:07:31.920]  收高了一些稅
[00:07:31.920 --> 00:07:36.480]  於是那些百姓就叫那些稅來
[00:07:36.480 --> 00:07:38.200]  這些是罪人
[00:07:38.200 --> 00:07:39.800]  好像我們叫商人
[00:07:39.800 --> 00:07:41.120]  奸商來的
[00:07:41.120 --> 00:07:43.120]  無商不奸
[00:07:43.120 --> 00:07:47.960]  在猶太人的眼中
[00:07:47.960 --> 00:07:50.160]  稅吏就一定是罪人
[00:07:50.160 --> 00:07:54.240]  但是我們看到這句話
[00:07:54.240 --> 00:07:55.360]  有些稅吏
[00:07:55.360 --> 00:07:58.520]  他們很喜歡聽耶穌講道理
[00:07:58.520 --> 00:08:03.120]  可能耶穌喜歡用比喻
[00:08:03.120 --> 00:08:04.320]  講故事
[00:08:04.320 --> 00:08:05.640]  聽故事
[00:08:06.720 --> 00:08:09.640]  比喻其實是一個短故事
[00:08:09.640 --> 00:08:11.560]  但是藉著那個故事
[00:08:11.560 --> 00:08:13.440]  講出一些真理
[00:08:13.440 --> 00:08:15.080]  使聽到的人
[00:08:15.080 --> 00:08:16.400]  容易記得
[00:08:16.400 --> 00:08:18.240]  也容易明白
[00:08:18.240 --> 00:08:22.040]  我相信這些稅吏和罪人
[00:08:22.040 --> 00:08:25.480]  都一樣會請耶穌吃飯的
[00:08:25.480 --> 00:08:29.840]  而耶穌也不介意跟他們去吃飯的
[00:08:29.840 --> 00:08:33.560]  於是十五章二節就告訴我們
[00:08:33.560 --> 00:08:38.520]  「法利賽人和文士私下已論說
[00:08:38.520 --> 00:08:41.200]  這個人接納罪人
[00:08:41.200 --> 00:08:43.600]  又跟他們吃飯」
[00:08:43.600 --> 00:08:46.680]  這句是批評的說話
[00:08:46.680 --> 00:08:49.880]  其實這句批評說話
[00:08:49.880 --> 00:08:54.440]  表明那些人心裡不太開心
[00:08:54.440 --> 00:08:56.240]  不太滿意
[00:08:56.240 --> 00:08:57.480]  他們可能認為
[00:08:57.480 --> 00:09:01.520]  耶穌也是一個懂得律法的人
[00:09:01.520 --> 00:09:05.240]  壞壞的也是一個律法教師
[00:09:05.240 --> 00:09:09.640]  他們認為耶穌和他們是同等的
[00:09:09.640 --> 00:09:12.120]  起碼是同階層的人
[00:09:12.120 --> 00:09:17.160]  但是覺得耶穌令他們失望
[00:09:17.160 --> 00:09:20.480]  在他們的想法當中
[00:09:20.480 --> 00:09:24.920]  他們認為耶穌應該像他們這樣
[00:09:24.920 --> 00:09:27.840]  要鄙視罪人
[00:09:27.840 --> 00:09:31.840]  怎麼可以跟罪人去吃飯呢?
[00:09:31.840 --> 00:09:34.200]  這樣的事情怎會發生呢?
[00:09:34.200 --> 00:09:40.600]  耶穌才說了三個比喻
[00:09:40.600 --> 00:09:42.360]  來指責他們
[00:09:42.360 --> 00:09:43.960]  或者教導他們
[00:09:43.960 --> 00:09:47.760]  使他們要去反省自己的價值觀
[00:09:47.760 --> 00:09:50.560]  也要認識上帝的心
[00:09:50.560 --> 00:09:54.240]  在這三個比喻裡
[00:09:54.240 --> 00:09:56.160]  頭兩個比較短
