
[00:00:00.000 --> 00:00:02.000]  好 靜姐妹 大家好
[00:00:02.000 --> 00:00:04.000]  諮講道之聲 我們一齊禱告
[00:00:04.000 --> 00:00:09.120]  主耶穌我們是禱告主
[00:00:09.120 --> 00:00:12.420]  讓我們今天在這段時間
[00:00:12.420 --> 00:00:16.360]  能夠去跨越我們的空間
[00:00:16.360 --> 00:00:17.560]  我們一齊
[00:00:17.560 --> 00:00:19.800]  每一個在祢的裏邊
[00:00:19.800 --> 00:00:22.860]  能夠一起去敬拜主
[00:00:22.860 --> 00:00:24.300]  願祢在這當中
[00:00:24.300 --> 00:00:25.600]  祢說領我們每一個
[00:00:25.600 --> 00:00:27.000]  讓我們在祢面前
[00:00:27.000 --> 00:00:29.920]  能夠有一個專心
[00:00:29.920 --> 00:00:31.920]  能夠聽主祢的說話
[00:00:31.920 --> 00:00:33.480]  願主祢去使用
[00:00:33.480 --> 00:00:35.000]  求主祢幫助
[00:00:35.000 --> 00:00:36.800]  我們就在祢面前禱告
[00:00:36.800 --> 00:00:38.600]  奉靠耶穌基督的名字
[00:00:38.600 --> 00:00:39.600]  阿門
[00:00:39.600 --> 00:00:47.080]  我們在疫情裏面
[00:00:47.080 --> 00:00:49.600]  只有幾天的時間到了農曆新年
[00:00:49.600 --> 00:00:52.600]  今年可能大家都會覺得
[00:00:52.600 --> 00:00:55.720]  我們都沒有辦法像過往那樣
[00:00:55.720 --> 00:00:57.520]  可以彼此拜年
[00:00:57.520 --> 00:00:59.360]  可以逛花市
[00:00:59.360 --> 00:01:02.120]  我們都是很祈求主
[00:01:02.120 --> 00:01:04.600]  幫助我們在新的一年裏面
[00:01:04.600 --> 00:01:05.920]  能夠一步一步
[00:01:05.920 --> 00:01:10.520]  社區能夠走出疫情
[00:01:10.520 --> 00:01:16.680]  不過從一個比較積極的角度去看
[00:01:16.680 --> 00:01:19.600]  疫情或者都令到我們一些
[00:01:19.600 --> 00:01:22.320]  多了一份珍惜的生活
[00:01:22.320 --> 00:01:23.320]  不知道大家覺不覺得
[00:01:23.320 --> 00:01:25.520]  過往可能我們都會覺得
[00:01:25.520 --> 00:01:27.800]  每年的逛花市
[00:01:27.800 --> 00:01:29.160]  看煙花
[00:01:29.160 --> 00:01:30.760]  每年都是
[00:01:30.760 --> 00:01:32.800]  我們都會有一種覺得
[00:01:32.800 --> 00:01:35.000]  變成了例行公事
[00:01:35.000 --> 00:01:37.960]  過了兩年
[00:01:37.960 --> 00:01:39.560]  兩年的疫情
[00:01:39.560 --> 00:01:42.080]  今年我們會發現
[00:01:42.080 --> 00:01:45.760]  去年都可以有花市
[00:01:45.760 --> 00:01:47.440]  有花可以看
[00:01:47.440 --> 00:01:49.640]  今年我們連花
[00:01:49.640 --> 00:01:52.760]  在花市那裏都沒有空
[00:01:52.760 --> 00:01:57.400]  我們有時候走過一些地區
[00:01:57.400 --> 00:01:59.880]  過往是一些很熱鬧的
[00:01:59.880 --> 00:02:02.240]  一些年宵市場花市
[00:02:02.240 --> 00:02:06.200]  現在變成了一些檢測的地方
[00:02:06.200 --> 00:02:10.760]  有時候都會覺得有些很懷念
[00:02:10.760 --> 00:02:14.040]  過往可以逛花市的日子
[00:02:14.040 --> 00:02:15.960]  除了逛花市
[00:02:15.960 --> 00:02:18.160]  我想新年的時間
[00:02:18.160 --> 00:02:20.000]  我們去招呼人
[00:02:20.000 --> 00:02:21.760]  去家裏
[00:02:21.760 --> 00:02:24.480]  或者是我們的一個習俗
[00:02:24.480 --> 00:02:26.560]  今年不知道大家打不打算
[00:02:26.560 --> 00:02:29.000]  是會互相拜年
[00:02:29.000 --> 00:02:32.680]  我們今天都定了一個主題
[00:02:32.680 --> 00:02:34.040]  今天的主題就是
[00:02:34.040 --> 00:02:38.240]  「接待的福氣」
[00:02:38.240 --> 00:02:41.400]  今天是和大家去講一個
[00:02:41.400 --> 00:02:44.720]  一個比較少講的書卷
[00:02:44.720 --> 00:02:46.080]  叫「寒三書」
[00:02:46.080 --> 00:02:47.840]  真的比較少講的
[00:02:47.840 --> 00:02:53.520]  在外面都比較少見人去講這一卷的書信
[00:02:53.520 --> 00:02:55.920]  這一封是一封很短的書信
[00:02:55.920 --> 00:02:58.040]  只是有十五節
[00:02:58.040 --> 00:03:03.160]  我們先大家一起讀這段聖經
[00:03:03.160 --> 00:03:06.640]  作長老的寫信及親愛的歌友
[00:03:06.640 --> 00:03:11.360]  就像我誠心所愛的親愛的兄弟呀
[00:03:11.360 --> 00:03:13.640]  我願你凡事興盛
[00:03:13.640 --> 00:03:15.000]  身體健壯
[00:03:15.000 --> 00:03:18.280]  正如你的靈魂興盛一樣
[00:03:18.280 --> 00:03:22.600]  有弟兄來證明你心裏全的真理
[00:03:22.600 --> 00:03:25.280]  正如你按真理而行
[00:03:25.280 --> 00:03:27.120]  我就甚喜樂
[00:03:27.120 --> 00:03:30.720]  我聽見我的兒女們按真理而行
[00:03:30.720 --> 00:03:34.320]  我的喜樂就沒有比這過大的
[00:03:34.320 --> 00:03:36.080]  親愛的兄弟呀
[00:03:36.080 --> 00:03:39.960]  凡你向作客裡之弟兄所行的
[00:03:39.960 --> 00:03:42.240]  都是眾心的
[00:03:42.240 --> 00:03:44.000]  他們在教會面前
[00:03:44.000 --> 00:03:45.840]  證明了你的愛
[00:03:45.840 --> 00:03:47.600]  你若配得過神
[00:03:47.600 --> 00:03:50.160]  幫助他們往前行
[00:03:50.160 --> 00:03:52.880]  這就好了
[00:03:52.880 --> 00:03:54.080]  第七節
[00:03:54.080 --> 00:03:56.960]  因他們是為主的名出外
[00:03:56.960 --> 00:03:59.760]  對於外邦人一無所取
[00:03:59.760 --> 00:04:03.240]  所以我們應該接待這樣的人
[00:04:03.240 --> 00:04:07.160]  叫我們與他們一同為真理做工
[00:04:07.160 --> 00:04:10.560]  我曾略略地寫信給教會
[00:04:10.560 --> 00:04:17.760]  但在教會中好為首的丁特肥不接待我們
[00:04:17.760 --> 00:04:22.040]  所以我若去必要提說他所行的事
[00:04:22.040 --> 00:04:25.120]  就是他用惡言妄論我們
[00:04:25.120 --> 00:04:26.920]  還不以此為俗
[00:04:26.920 --> 00:04:30.000]  他自己不接待弟兄
[00:04:30.000 --> 00:04:33.160]  有人願意接待他也禁止
[00:04:33.160 --> 00:04:39.240]  並且將接待的弟兄的人趕出教會
[00:04:39.240 --> 00:04:40.800]  親愛的兄弟
[00:04:40.800 --> 00:04:42.760]  不要效法惡
[00:04:42.760 --> 00:04:44.440]  只要效法善
[00:04:44.440 --> 00:04:46.640]  行善的屬符神
[00:04:46.640 --> 00:04:49.440]  行惡的未曾見過神
[00:04:49.440 --> 00:04:51.280]  抵米雕行善
[00:04:51.280 --> 00:04:53.800]  有眾人給他作見證
[00:04:53.800 --> 00:04:56.480]  又有真理給他作見證
[00:04:56.480 --> 00:04:59.600]  就是我們也給他作見證
[00:04:59.600 --> 00:05:03.640]  你也知道我們的見證是真的
[00:05:03.640 --> 00:05:05.680]  我仍有許多事要寫給你
[00:05:05.680 --> 00:05:08.800]  卻不願意用筆墨寫給你
[00:05:08.800 --> 00:05:11.800]  但盼望快快見你
[00:05:11.800 --> 00:05:15.320]  我們就當面談論
[00:05:15.320 --> 00:05:16.800]  願你平安
[00:05:16.800 --> 00:05:19.000]  眾位朋友都問你安
[00:05:19.000 --> 00:05:21.240]  請契你安著
[00:05:21.240 --> 00:05:25.680]  聖明問眾位朋友安
[00:05:25.680 --> 00:05:30.160]  我們在這段時間崇拜都講約翰書信
[00:05:30.160 --> 00:05:33.800]  我們講到這幾個星期的時間
[00:05:33.800 --> 00:05:36.840]  大家如果有一路去聽的時間
[00:05:36.840 --> 00:05:38.120]  一路一起崇拜
[00:05:38.120 --> 00:05:40.600]  大家都有些印象
[00:05:40.600 --> 00:05:43.200]  三封的約翰書信
