
[00:00:00.000 --> 00:00:07.000]  每一個禮拜天,你相信主與我們同在嗎?
[00:00:07.000 --> 00:00:11.000]  你相信這是主耶穌復活得勝的日子嗎?
[00:00:11.000 --> 00:00:15.000]  不是上禮拜纔是爲耶穌復活,耶穌一直活着。
[00:00:15.000 --> 00:00:19.000]  禮拜天是紀念祂復活的日子。
[00:00:19.000 --> 00:00:21.000]  所以不要哭着領,好不好?
[00:00:21.000 --> 00:00:26.000]  跟你旁邊說不要哭着領。
[00:00:26.000 --> 00:00:31.000]  不管你有再多難處,你有準備,我們的神是得勝的。
[00:00:31.000 --> 00:00:36.000]  我們的神能夠帶領我們得勝。
[00:00:36.000 --> 00:00:44.000]  你知道這個世界常常給我們很多灰心,很多負面的東西,是不是?
[00:00:44.000 --> 00:00:54.000]  好萊塢出產的這些影片,票房收入最高的大多數都是什麼影片,你知道嗎?
[00:00:54.000 --> 00:01:04.000]  都是科幻片,都是什麼惡獸一堆的惡獸打來打去,你知道嗎?
[00:01:04.000 --> 00:01:11.000]  這一類的科幻片,恐怖片,魔鬼的片子,驅魔的片子。
[00:01:11.000 --> 00:01:21.000]  在2019年有19部的恐怖片等着你去看,你不要去看。
[00:01:21.000 --> 00:01:33.000]  有一部恐怖片子叫做鬼修理,這還算是比較稍微,我覺得還可以讓大家看一下。
[00:01:33.000 --> 00:01:37.000]  有些人真的連看都不要看。
[00:01:37.000 --> 00:01:49.000]  它的製作成本只有大概兩千萬,可是它的票房是3.65億美金。
[00:01:49.000 --> 00:01:59.000]  甚至有的只有一千多萬的成本,還有我還看了一部片子只有一萬多的成本,但是它卻賺到上億的美金。
[00:01:59.000 --> 00:02:04.000]  這種事情好不好看?
[00:02:04.000 --> 00:02:14.000]  所以難怪好萊塢一大批,這個真是風起雲湧,大家真是屈之若鶩地在拍這種片子。
[00:02:14.000 --> 00:02:21.000]  爲什麼今天美國人,甚至我們可以說全世界的人,爲什麼喜歡看這種片子?
[00:02:21.000 --> 00:02:30.000]  你會發現,美國人從傳統的信仰,也就是從基督教,漸漸地失去了對基督教的信仰。
[00:02:30.000 --> 00:02:42.000]  可是他們心裏面仍然在追求,他們仍然相信這個世界有鬼神的存在。
[00:02:42.000 --> 00:02:47.000]  丟死唄,這個世界有沒有鬼?
[00:02:47.000 --> 00:02:51.000]  我們中國人都知道有鬼,是不是?
[00:02:51.000 --> 00:02:54.000]  死鬼。
[00:02:54.000 --> 00:03:00.000]  我們中國人最喜歡罵人家鬼。
[00:03:00.000 --> 00:03:10.000]  什麼都要嫁給鬼,日本嫁給鬼,洋也嫁給鬼。
[00:03:10.000 --> 00:03:12.000]  所以說罵孩子也罵鬼,是不是?
[00:03:12.000 --> 00:03:16.000]  那他是鬼,你是什麼?
[00:03:16.000 --> 00:03:21.000]  跟你旁邊說,不要再亂罵鬼。
[00:03:21.000 --> 00:03:26.000]  丟死唄,我們的話語要改變,我們的話語要改變。
[00:03:26.000 --> 00:03:35.000]  現在丟死唄,這個世界你可以看見,魔鬼他知道他自己運氣不多了,所以他加緊地在那邊工作。
[00:03:35.000 --> 00:03:45.000]  透過電影,透過媒體,他不斷地要把這些負面的、恐怖的、懼怕的、憂慮的這些思想注入到我們裏面。
[00:03:45.000 --> 00:03:49.000]  那丟死唄,這是魔鬼的軌跡。
[00:03:49.000 --> 00:03:56.000]  請你看剛纔《以父所書》第六章這邊,十一節,十一節這裏提到什麼?
[00:03:56.000 --> 00:04:03.000]  他說要穿戴神所冊的全部軍裝,就能抵擋魔鬼的軌跡,看到沒有?
[00:04:03.000 --> 00:04:06.000]  魔鬼的軌跡是什麼呢?
[00:04:06.000 --> 00:04:15.000]  魔鬼的軌跡,接着你再看十三節。
[00:04:15.000 --> 00:04:19.000]  十三節這裏說要抵擋仇敵,看到沒有?
[00:04:19.000 --> 00:04:23.000]  那魔鬼的軌跡,仇敵在做什麼工作呢?
[00:04:23.000 --> 00:04:27.000]  你注意看我們剛纔讀的這裏十六節,好不好?
[00:04:27.000 --> 00:04:29.000]  十六節我們再來唸,預備起!
[00:04:29.000 --> 00:04:39.000]  此外,又有拿着信德當作臀牌,可以滅盡那惡者一切的火箭。
[00:04:39.000 --> 00:04:47.000]  今天我們要講到拿起信心的臀牌,滅盡惡者一切的火箭。
[00:04:47.000 --> 00:04:55.000]  我們知道古代戰爭,他們有一個戰俗叫做"劍語"。
[00:04:55.000 --> 00:05:02.000]  就是弓箭手,逼迫弓箭手先拿着劍,甚至在劍的上面點上火,有沒有?
[00:05:02.000 --> 00:05:06.000]  然後每一個斷弓齊發,出去。
[00:05:06.000 --> 00:05:16.000]  然後就把,如果是要攻城的話,城那邊凡是木頭的東西,一下射過去就被燒起來了。
[00:05:16.000 --> 00:05:23.000]  這個有點像我們這個現代戰爭是怎麼樣?
[00:05:23.000 --> 00:05:25.000]  先派轟炸機,對不對?
[00:05:25.000 --> 00:05:37.000]  先轟炸機,好像那個彈就這樣子一根一根落下去,把它先炸了,一個大部分都炸死了,是不是?
[00:05:37.000 --> 00:05:39.000]  然後再進行地面攻擊。
[00:05:39.000 --> 00:05:50.000]  就是你看不見真正的敵人,但是你會發現那個劍語會過來,那個火箭會過來,那個劍語會過來。
[00:05:50.000 --> 00:05:57.000]  仇敵今天也同樣的在藉着這些的火箭要來攻擊我們,什麼呢?
[00:05:57.000 --> 00:06:07.000]  仇敵控告我們,仇敵他想要恐嚇我們,仇敵他想要用這些思想,
[00:06:07.000 --> 00:06:16.000]  他說你,你看看你,你有什麼了不起?你信耶穌,你有比我好嗎?
[00:06:16.000 --> 00:06:22.000]  你看看,你怎麼樣?他用這些控告,你過去做些什麼事情?
[00:06:22.000 --> 00:06:29.000]  你看你過去是一個壞蛋,你做了這麼多壞事情,上帝不會原諒你的。
[00:06:29.000 --> 00:06:31.000]  魔鬼會控告我們,會不會?
[00:06:31.000 --> 00:06:38.000]  仙竺師妹,如果你信了耶穌之後,魔鬼還在那邊控告你,你該怎麼辦?
[00:06:38.000 --> 00:06:40.000]  你該怎麼辦?
[00:06:40.000 --> 00:06:44.000]  要抵擋他。
[00:06:44.000 --> 00:06:53.000]  記住一件事情,只要我們裏面帶着無愧的良心,魔鬼就不會控告。
[00:06:53.000 --> 00:06:57.000]  魔鬼的控告就不會在我們身上有缺失,懂我意思嗎?
[00:06:57.000 --> 00:07:03.000]  如果我們裏面良心本來就虧欠,那你該怎麼解決這個問題呢?
[00:07:03.000 --> 00:07:08.000]  魔鬼控告你怎麼辦?怎麼辦?
[00:07:08.000 --> 00:07:14.000]  你良心有虧欠怎麼辦?認罪悔改,是不是?
[00:07:14.000 --> 00:07:20.000]  如果我認罪悔改了,魔鬼再多的控告我都可以不怕,爲什麼?
[00:07:20.000 --> 00:07:24.000]  是不是?因爲神已經赦免我了。
[00:07:24.000 --> 00:07:33.000]  魔鬼會通過各式各樣的方式欺騙、迷惑,通過這些卑劣、驕傲,把這些嫉妒的思想放在我們裏面。
[00:07:33.000 --> 00:07:43.000]  你看看,人家隔壁我們那個同團系的誰誰誰,你看,他又被Promo了,他又升了一級了,他的薪水又增加了。
[00:07:43.000 --> 00:07:54.000]  你看,我們那個誰家的小孩子,哎呀,他們考上了Columbia誒。
[00:07:54.000 --> 00:08:02.000]  你看,我們家兒子。
[00:08:02.000 --> 00:08:07.000]  你會發現,天天我們都在面臨仇敵的控告。
[00:08:07.000 --> 00:08:17.000]  天天我們都在面臨仇敵把這些思想放在我們裏面,把這個嫉妒的思想、比較的思想放在我們裏面。
[00:08:17.000 --> 00:08:27.000]  我們今天沒有時間講這麼多,但是我們今天要特別提到幾個。
[00:08:27.000 --> 00:08:39.000]  這是我們最近常常發生的,魔鬼會把這種批評論斷、諧言、懸疑的思想放在我們裏面。
[00:08:39.000 --> 00:08:47.000]  你會發現哪個地方有人,哪個地方就會有批評論斷。
[00:08:47.000 --> 00:08:58.000]  所以喫飯的時候,特別是到外面餐廳喫飯,千萬不要談教會的事情。
[00:08:58.000 --> 00:09:13.000]  有時候到外面的餐廳去,我就發現每個人講話的聲音都很大,我們這邊南灣的餐廳也不太大。
[00:09:13.000 --> 00:09:22.000]  早上剛上完竹籌拜,大家在一起聚餐的時候就說,哎呀,今天葛牧師講什麼東西啊。
[00:09:22.000 --> 00:09:27.000]  哎呀,就是嘛,我就知道葛牧師就是這樣子的。
[00:09:27.000 --> 00:09:35.000]  然後有一天餐廳老闆說,哎呀,葛牧師啊,你不叫我你娘她都在談論你啊。
[00:09:35.000 --> 00:09:40.000]  開玩笑,我知道你每天都講故事很好。
[00:09:40.000 --> 00:09:48.000]  就準備你的批評論斷,這不是從神來的,是從哪裏來的?
[00:09:48.000 --> 00:09:52.000]  從魔鬼來的,你記不記得?
[00:09:52.000 --> 00:09:57.000]  不要在背後閒言閒語,因爲這不是從神來的,是從哪裏來的?
[00:09:57.000 --> 00:10:01.000]  從魔鬼來的。
[00:10:01.000 --> 00:10:08.000]  魔鬼在我們的生命當中,他更喜歡透過什麼呢?
[00:10:08.000 --> 00:10:12.000]  讓你懷疑神的話。
[00:10:12.000 --> 00:10:18.000]  亞當夏娃犯罪一個最大的問題是什麼原因造成的?
[00:10:18.000 --> 00:10:21.000]  就是她懷疑神的話。
[00:10:21.000 --> 00:10:27.000]  上帝幾次真說,你們不一定死,是不是?
[00:10:27.000 --> 00:10:34.000]  我有一點不太相信,上帝真的能夠醫治病人嗎?
[00:10:34.000 --> 00:10:43.000]  我這個病比她嚴重誒,她只是一期,所以她的乳癌一期得醫治,我是四期誒!
[00:10:43.000 --> 00:10:48.000]  乳癌有沒有四期?有,就是最後一個stage,是不是?
[00:10:48.000 --> 00:10:55.000]  四期的乳癌,上帝可不可以醫治?可以!
[00:10:55.000 --> 00:11:01.000]  上帝會不會醫治,那是上帝的事情,但是上帝能不能醫治?能!
[00:11:01.000 --> 00:11:05.000]  親愛的妹妹,魔鬼就是告訴你說,不可能的!
[00:11:05.000 --> 00:11:16.000]  他要你用合理化,理性思考,因爲照一般來講,醫生說99.9%一定死。
[00:11:16.000 --> 00:11:23.000]  親愛的妹妹,魔鬼說一定死,上帝說不死就不死,Amen?
[00:11:23.000 --> 00:11:28.000]  所以你不要聽魔鬼的話,你要聽上帝的話。
[00:11:28.000 --> 00:11:36.000]  另外,我想這個世代,可能今天不單單對這個世界上的人,對基督徒也是如此,
[00:11:36.000 --> 00:11:45.000]  最厲害的其中一個,他的火箭就是歸心取殺。
[00:11:45.000 --> 00:11:53.000]  我們看見全美國有四千萬的人,佔了18%的比例,
[00:11:53.000 --> 00:12:06.000]  有depression,或者anxiety,這種mental problem,越來越多了。
[00:12:06.000 --> 00:12:16.000]  可能就在你周遭的朋友,甚至你自己,都多少少有depression,有沒有?
[00:12:16.000 --> 00:12:31.000]  有沒有?depression已經成爲現在全世界除了cancer之外,第二大殺手。
[00:12:31.000 --> 00:12:39.000]  也就是說,很多得depression的人,後來最後怎麼樣?就會自殺。
[00:12:39.000 --> 00:12:48.000]  但depression是不是隻有非基督徒纔會有depression?基督徒會不會有depression?會!
[00:12:48.000 --> 00:12:59.000]  Redwaller牧師自己的兒子,我們都知道,因爲depression,抑鬱症,最後自殺。
[00:12:59.000 --> 00:13:07.000]  所以Redwaller牧師爲了這個緣故,他成立了一個基金,專門去幫助那些有depression的人。
[00:13:07.000 --> 00:13:16.000]  他自己,常受到喪子之痛,聽不聽得懂?
[00:13:16.000 --> 00:13:26.000]  我們上次曾經提過,根據統計,每一天在我們的思想裏面會出現一萬兩千到六萬個思想,對不對?
[00:13:26.000 --> 00:13:40.000]  其中百分之八十都是消極的念頭。哇!你一天當中百分之八十都是消極的念頭。
[00:13:40.000 --> 00:13:57.000]  你可以看見全世界這一個depression最嚴重的國家,排行榜的前十名在這裏,我就講前面三個,哪三個?
[00:13:57.000 --> 00:14:17.000]  第一名是中國,第二名是印度,第三名是美國。如果你從中國來,你又住在美國嗎?一雙頭中獎。
[00:14:17.000 --> 00:14:27.000]  爲什麼在中國的人這麼多的depression呢?中國不是很好嗎?喫的好,住的都好啊。
[00:14:27.000 --> 00:14:37.000]  所以你可以看見,今天很多的人憂鬱啊,很多人低鬱啊,憂鬱是一個很可怕的事情。
[00:14:37.000 --> 00:14:53.000]  憂鬱使得一個人什麼都不想做,憂鬱使得一個人他放棄要活着的理由,憂鬱會使得人臉上常常不快樂,臉上這個苦瓜臉,你看着他的時候你也變成抑鬱。
[00:14:53.000 --> 00:15:03.000]  以前我認識,我自己教會里面有一對年長的夫婦,太太有抑鬱症,每天要喫兩顆三顆安眠藥才能夠睡覺,正經經。
[00:15:03.000 --> 00:15:09.000]  先生本來都ok的,過了幾年之後我看他也被depression了。
[00:15:09.000 --> 00:15:23.000]  你想想你跟一個depression的人天天在一起,他天天跟你說,哎呀,我完了,人慘,人間真沒有盼望,跟你講的都是這些東西,你會不會depress?
[00:15:23.000 --> 00:15:33.000]  所以你看仇敵很厲害,他就是用劍雲一個一個劍射過來,他depression用各式各樣的方式想要使我們思想裏面充滿了負面。
[00:15:33.000 --> 00:15:55.000]  親愛的同志們,這是不是上帝的新衣?沒有,聖經上說什麼,應當衣物掛綠,所以耶穌告訴我們應當衣物掛綠,聖經告訴我們應當衣物掛綠,耶穌說不要爲明天喫什麼穿什麼,爲這些事情憂慮,耶穌說不要憂慮。
[00:15:55.000 --> 00:16:10.000]  所以你如果爲喫什麼喝什麼的憂慮,耶穌說不要憂慮,跟你旁邊說不要憂慮。
[00:16:10.000 --> 00:16:32.000]  有時候我們的憂慮太多了,小孩子小的時候我們憂慮他,我們擔心他聽到報紙上報猝死症,擔心我小孩會不會睡覺就猝死了。
[00:16:32.000 --> 00:16:46.000]  以前我們在澳大利亞的時候,西方人喜歡讓孩子趴着睡,所以就有一些猝死,就是呼吸不快就死了。
[00:16:46.000 --> 00:17:14.000]  一聽到這個,兒子怎麼辦呢?把他翻過來睡。小孩子不知道你這個方式。所以我們很多人擔心等他慢慢到了青春期的時候怎麼樣?又怕他變壞了,又怕女孩子交到不好的朋友了。
[00:17:14.000 --> 00:17:33.000]  所以我們青春期擔心他半死,等他上大學放心了吧?又不放心。爲什麼不放心?因爲到大學去又怕他去參加那些party,又怕他在那邊搞亂搞一些東西。
[00:17:33.000 --> 00:17:54.000]  我們很多人不放心,結婚該放心了吧?還是不放心?什麼時候不放心?死了才放心。死了當然放心,死了心都沒有了。
[00:17:54.000 --> 00:18:06.000]  丟什麼憂慮,真是很可怕。丟什麼憂慮不但可怕,憂慮是一個罪啊。不要憂慮,所以主耶穌說不要憂慮。
[00:18:06.000 --> 00:18:24.000]  憂慮這個字在原文裏面是兩個字合在一起,這兩個希臘文合在一起就是分化跟心。耶穌說一個憂慮的人他的心被分開了,是不是?
[00:18:24.000 --> 00:18:45.000]  所以耶穌提醒我們不要爲這些事情憂慮,但是我們人生當中事實上都會面臨到很多的難處,而且梁啓超說人生十之八九都是歷經,所以換句話說,十之八九都是什麼會讓你憂慮的事情,是不是?
[00:18:45.000 --> 00:18:58.000]  那你說,哎呀,應該牧師都不會憂慮,會不會?你只看到禮拜天的人牧師。
