
[00:00:00.000 --> 00:00:01.840]  我仍然在用馬可福音
[00:00:01.840 --> 00:00:03.000]  因為我們同福
[00:00:03.000 --> 00:00:05.000]  我們一班同工講道的時候
[00:00:05.000 --> 00:00:07.600]  我們說今年我們一起的
[00:00:07.600 --> 00:00:09.800]  來分享馬可福音
[00:00:09.800 --> 00:00:11.200]  希望能夠每一次
[00:00:11.200 --> 00:00:13.000]  同俄灣同俄同工講道的時候
[00:00:13.000 --> 00:00:15.080]  都是帶著馬可福音的訊息
[00:00:15.080 --> 00:00:16.920]  來跟弟兄姊妹分享
[00:00:16.920 --> 00:00:18.960]  而今天我要分享的
[00:00:18.960 --> 00:00:21.200]  就是第二章由二十三節
[00:00:21.200 --> 00:00:24.280]  一直到第三章第六節
[00:00:24.280 --> 00:00:27.760]  當然馬可福音是四卷福音書的其中一卷
[00:00:27.760 --> 00:00:30.320]  在不同的學者去分析
[00:00:30.320 --> 00:00:32.880]  為什麼要有四卷福音書的時候
[00:00:32.880 --> 00:00:35.960]  特別是提到馬可這個作者
[00:00:35.960 --> 00:00:37.960]  去看耶穌的生平的時候
[00:00:37.960 --> 00:00:42.080]  他特別是探討耶穌的生平裡面
[00:00:42.080 --> 00:00:44.800]  他作為一個僕人的角色
[00:00:44.800 --> 00:00:46.320]  他怎樣成為一個僕人
[00:00:46.320 --> 00:00:48.280]  我們揀選馬可福音
[00:00:48.280 --> 00:00:49.760]  就是因為我們很深信
[00:00:49.760 --> 00:00:51.240]  今天我們侍奉的人
[00:00:51.240 --> 00:00:53.280]  無論我們的角色是什麼也好
[00:00:53.280 --> 00:00:54.600]  無論今天我做牧師也好
[00:00:54.600 --> 00:00:56.040]  大家做信徒也好
[00:00:56.040 --> 00:00:57.200]  或者做組長也好
[00:00:57.200 --> 00:00:58.440]  我們有不同的角色
[00:00:58.440 --> 00:00:59.840]  但是我們很深信
[00:00:59.840 --> 00:01:01.880]  耶穌基督給我們一個榜樣
[00:01:01.880 --> 00:01:03.600]  一個僕人的榜樣
[00:01:03.600 --> 00:01:05.400]  怎樣用一個僕人的榜樣
[00:01:05.400 --> 00:01:07.520]  來服侍我們的天父
[00:01:07.520 --> 00:01:09.160]  來服侍弟兄姊妹
[00:01:09.160 --> 00:01:11.680]  所以我們看回馬可福音的作者
[00:01:11.680 --> 00:01:13.320]  一開始介紹耶穌
[00:01:13.320 --> 00:01:15.640]  是比較平淡、比較低調
[00:01:15.640 --> 00:01:18.760]  他沒有像馬太將耶穌的家譜
[00:01:18.760 --> 00:01:20.040]  推到大衛王
[00:01:20.040 --> 00:01:23.200]  他沒有像盧迦宣講耶穌的誕生的時候
[00:01:23.200 --> 00:01:26.240]  有天君、天使報道大氣的訊息
[00:01:26.240 --> 00:01:28.920]  他只是透過一個名不經傳的人
[00:01:28.920 --> 00:01:29.800]  施洗約翰
[00:01:29.800 --> 00:01:32.120]  在一個沒有人去的地方曠野
[00:01:32.120 --> 00:01:35.040]  他就很簡單地介紹了耶穌出來
[00:01:35.040 --> 00:01:37.640]  這個就是耶穌的開始
[00:01:37.640 --> 00:01:40.520]  以致當馬可福音看到這個僕人
[00:01:40.520 --> 00:01:42.960]  一直在侍奉
[00:01:42.960 --> 00:01:43.880]  甚至去到一個地步
[00:01:43.880 --> 00:01:46.400]  他說我們不是要受人服侍
[00:01:46.400 --> 00:01:47.720]  乃是要服侍人
[00:01:47.720 --> 00:01:50.440]  並且要成為多人的贖駕
[00:01:50.440 --> 00:01:53.880]  要願意為人死在十字架上面
[00:01:53.880 --> 00:01:55.280]  一個僕人的榜樣
[00:01:55.280 --> 00:01:58.640]  今天我們未必一定學習得到全部
[00:01:58.640 --> 00:02:00.120]  但這個是我們的榜樣
[00:02:00.120 --> 00:02:01.600]  我們作為神的僕人
[00:02:01.600 --> 00:02:04.320]  我們是否願意繼續去思考
[00:02:04.320 --> 00:02:07.480]  耶穌基督怎樣成為一個僕人的角色
[00:02:07.480 --> 00:02:11.600]  成為我們的榜樣
[00:02:11.600 --> 00:02:13.200]  在馬可福音第二章
[00:02:13.200 --> 00:02:16.720]  由第一節一直到第三章、第六節
[00:02:16.720 --> 00:02:18.800]  作者其實是記載了
[00:02:18.800 --> 00:02:21.400]  耶穌生命當中有五件事
[00:02:21.400 --> 00:02:26.600]  這五件事我們稱之為負爭議性的五件事
[00:02:26.600 --> 00:02:28.360]  當中我們看到
[00:02:28.360 --> 00:02:31.640]  耶穌怎樣去醫治一個癱子
[00:02:31.640 --> 00:02:33.840]  他用他的方法醫治癱子
[00:02:33.840 --> 00:02:35.960]  耶穌呼召一個瑞麗
[00:02:35.960 --> 00:02:37.600]  瑞麗用今天來說
[00:02:37.600 --> 00:02:39.480]  可以說是一個漢奸
[00:02:39.480 --> 00:02:40.520]  這個魏巍
[00:02:40.520 --> 00:02:43.040]  跟著他探討甚麼叫禁食
[00:02:43.040 --> 00:02:44.560]  然後最後兩件事
[00:02:44.560 --> 00:02:46.160]  都是發生在安息日
[00:02:46.160 --> 00:02:48.160]  一樣就是那班門徒
[00:02:48.160 --> 00:02:51.080]  在蜜田那邊摘一些蜜水吃
[00:02:51.080 --> 00:02:51.680]  第二
[00:02:51.680 --> 00:02:53.160]  耶穌在安息日
[00:02:53.160 --> 00:02:57.480]  醫好一個手枯乾的病患者
[00:02:57.480 --> 00:02:58.600]  這五件事
[00:02:58.600 --> 00:03:01.240]  其實按照很多學者的分析
[00:03:01.240 --> 00:03:02.680]  他說這五件事
[00:03:02.680 --> 00:03:05.520]  並不是一件事接著一件事
[00:03:05.520 --> 00:03:06.560]  接著一件事
[00:03:06.560 --> 00:03:07.920]  是這五件事
[00:03:07.920 --> 00:03:09.880]  或許是耶穌生命當中
[00:03:09.880 --> 00:03:11.560]  裡面他抽出來
[00:03:11.560 --> 00:03:12.680]  放在一起
[00:03:12.680 --> 00:03:14.760]  給我們去看的五件事
[00:03:14.760 --> 00:03:15.640]  這五件事
[00:03:15.640 --> 00:03:17.400]  是帶來了當時
[00:03:17.400 --> 00:03:19.800]  一班有地位的猶太人
[00:03:19.800 --> 00:03:21.120]  包括是文士
[00:03:21.120 --> 00:03:24.320]  一班所謂對律法很清楚
[00:03:24.320 --> 00:03:27.840]  甚至是教導律法的一班律法師
[00:03:27.840 --> 00:03:29.000]  和法理錯人
[00:03:29.000 --> 00:03:31.520]  是一班嚴守律法的猶太人
[00:03:31.520 --> 00:03:33.440]  帶來一些抗拒
[00:03:33.440 --> 00:03:34.440]  很明顯
[00:03:34.440 --> 00:03:35.960]  為甚麼會受人抗拒
[00:03:35.960 --> 00:03:37.600]  就是因為這班猶太人
[00:03:37.600 --> 00:03:40.440]  絕對不會像耶穌那樣做
[00:03:40.440 --> 00:03:41.840]  所以如果耶穌那樣做
[00:03:41.840 --> 00:03:44.240]  就帶來了這班法理錯人
[00:03:44.240 --> 00:03:46.240]  和這班文士
[00:03:46.240 --> 00:03:48.520]  一些心裡面的抗拒
[00:03:48.520 --> 00:03:50.600]  甚至到了第三章第六節
[00:03:50.600 --> 00:03:54.640]  說怎樣可以除滅耶穌
[00:03:54.640 --> 00:03:55.520]  去到一個地步
[00:03:55.520 --> 00:03:56.800]  耶穌做的事情
[00:03:56.800 --> 00:03:59.720]  是想置耶穌於死地
[00:03:59.720 --> 00:04:00.960]  第一姐妹
[00:04:00.960 --> 00:04:02.320]  為甚麼這麼嚴重?
[00:04:02.320 --> 00:04:04.120]  為甚麼這五件事這麼嚴重?
[00:04:04.120 --> 00:04:04.760]  當然
[00:04:04.760 --> 00:04:05.880]  頭三件事
[00:04:05.880 --> 00:04:07.080]  我們前個週末
[00:04:07.080 --> 00:04:08.240]  有兩位同工
[00:04:08.240 --> 00:04:09.520]  來分享了
[00:04:09.520 --> 00:04:10.840]  由第二章第一節
[00:04:10.840 --> 00:04:13.440]  去到第二章的二十二節
[00:04:13.440 --> 00:04:14.080]  當然
[00:04:14.080 --> 00:04:15.520]  我們星期六和星期日
[00:04:15.520 --> 00:04:17.640]  是不同的同工講道的時候
[00:04:17.640 --> 00:04:19.120]  我都鼓勵大家
[00:04:19.120 --> 00:04:20.680]  可以去聽
[00:04:20.680 --> 00:04:22.880]  另一個同工的講道
[00:04:22.880 --> 00:04:24.880]  因為我們在不同的同工
[00:04:24.880 --> 00:04:26.760]  說去看同一段聖經的時候
[00:04:26.760 --> 00:04:29.280]  我們都可能有不同的上帝
[00:04:29.280 --> 00:04:30.440]  給我們的領受
[00:04:30.440 --> 00:04:31.840]  就因為聖經
[00:04:31.840 --> 00:04:34.000]  是何等的豐富
[00:04:34.000 --> 00:04:35.240]  就是我們年年
