
[00:00:00.000 --> 00:00:02.880]  天父我們求主你幫助我們一起學習
[00:00:02.880 --> 00:00:05.880]  願祢的話去打開我們的眼睛
[00:00:05.880 --> 00:00:08.380]  祢的聖靈幫助我們明白
[00:00:08.380 --> 00:00:10.520]  祢要我們所學習的功課
[00:00:10.520 --> 00:00:13.120]  我們這樣祈禱奉主耶穌基督的名
[00:00:13.120 --> 00:00:14.680]  阿門
[00:00:14.680 --> 00:00:18.880]  今天也是我們教會的一起學習
[00:00:18.880 --> 00:00:22.940]  一個我們說是傳恩慰禮的主日
[00:00:22.940 --> 00:00:25.760]  其實就是我們過去七月八月
[00:00:25.760 --> 00:00:27.520]  到現在第九月
[00:00:27.520 --> 00:00:31.280]  我們每個月的第一個星期都有一個訊息
[00:00:31.280 --> 00:00:37.760]  鼓勵大家多些整個教會一齊參與傳福音的工作
[00:00:37.760 --> 00:00:41.200]  第一次我們說到
[00:00:41.200 --> 00:00:45.120]  保羅說到福音是一個神託付給我們的責任
[00:00:45.120 --> 00:00:46.960]  如果我們不傳我們就有禍了
[00:00:46.960 --> 00:00:50.640]  這是哥倫多前書第九章裡面的經文我們學的
[00:00:50.640 --> 00:00:53.800]  接著我們說傳福音不是一個基督徒
[00:00:53.800 --> 00:00:55.320]  我自己一個人這樣做
[00:00:55.320 --> 00:00:57.640]  我們要整個教會一齊
[00:00:57.640 --> 00:01:02.600]  所以我們看了菲律賓書第一章27節到第二章4節
[00:01:02.600 --> 00:01:08.000]  說到教會是「隨心合力努力的一同彼此互愛」
[00:01:08.000 --> 00:01:10.320]  一同將福音傳講
[00:01:10.320 --> 00:01:12.240]  這次是第三次
[00:01:12.240 --> 00:01:15.280]  我們說到其實去到核心
[00:01:15.280 --> 00:01:17.960]  無論我們個人也好整個教會也好
[00:01:17.960 --> 00:01:20.040]  我們福音傳出去
[00:01:20.040 --> 00:01:24.400]  其實生命的源頭在主耶穌基督自己本身
[00:01:24.400 --> 00:01:26.360]  所以我們這次的講題
[00:01:26.360 --> 00:01:29.400]  就是講到結果之人生其實在主裡面
[00:01:29.400 --> 00:01:33.800]  我們和主結連就有生命的流露
[00:01:33.800 --> 00:01:36.480]  或者我們講一下今天現代人
[00:01:36.480 --> 00:01:40.120]  我們很多時候我們會依靠神或者依靠人
[00:01:40.120 --> 00:01:44.720]  我們越來越好像不是那麼重要
[00:01:44.720 --> 00:01:48.360]  我們發覺現在今天的香港社會很多很先進
[00:01:48.360 --> 00:01:51.200]  很多東西都是很隨手可得的
[00:01:51.200 --> 00:01:53.880]  以前我們去圖書館找一些書
[00:01:53.880 --> 00:01:57.160]  現在你在家裡有部電腦什麼都搞定
[00:01:57.160 --> 00:01:58.960]  你買東西都不用外出
[00:01:58.960 --> 00:02:01.200]  現在買衣服都不用什麼都不用
[00:02:01.200 --> 00:02:02.840]  你可以很多都可以的
[00:02:02.840 --> 00:02:04.760]  上網購物等等
[00:02:04.760 --> 00:02:07.000]  你去外國你不知道訂
[00:02:07.000 --> 00:02:08.320]  有Google Map
[00:02:08.320 --> 00:02:09.360]  你都不用問人
[00:02:09.360 --> 00:02:10.840]  我們以前說口在路邊
[00:02:10.840 --> 00:02:12.800]  現在不是口在手機
[00:02:12.800 --> 00:02:15.640]  你就算不懂得說話
[00:02:15.640 --> 00:02:18.920]  有些叫做Google去翻譯的
[00:02:18.920 --> 00:02:20.600]  很厲害
[00:02:20.600 --> 00:02:26.040]  很多自助式的文化在今天的社會裡面是很常有
[00:02:26.040 --> 00:02:27.200]  要我們去依靠人
[00:02:27.200 --> 00:02:30.720]  甚至基督徒處處去依靠神
[00:02:30.720 --> 00:02:35.520]  我們都可能未必馬上意識到或者意會得到
[00:02:35.520 --> 00:02:38.480]  有一個美國人是一個政界的人物
[00:02:38.480 --> 00:02:40.080]  叫George Lee
[00:02:40.080 --> 00:02:41.960]  他講過一句話
[00:02:41.960 --> 00:02:45.680]  他說在我裡面我所有的東西什麼都有齊
[00:02:45.680 --> 00:02:48.280]  以後的東西我都包括了
[00:02:48.280 --> 00:02:50.280]  我是一個非常有自信的人
[00:02:50.280 --> 00:02:52.600]  而我的自信在誰的身上呢
[00:02:52.600 --> 00:02:54.040]  就是在我自己身上
[00:02:54.040 --> 00:02:57.360]  這個George Lee
[00:02:57.360 --> 00:03:00.680]  然後我絕對不會令自己失望的
[00:03:00.680 --> 00:03:04.000]  你聽到這些話是不是狂人來的呢
[00:03:04.000 --> 00:03:05.640]  我們都會點頭
[00:03:05.640 --> 00:03:09.000]  就算很厲害都不是這樣說話
[00:03:09.000 --> 00:03:11.840]  如果我們看看這個George Lee
[00:03:11.840 --> 00:03:16.160]  其實他講這句話可能都有些原因
[00:03:16.160 --> 00:03:17.920]  因為他很有才藝
[00:03:17.920 --> 00:03:21.400]  做過廣播員 做過演員
[00:03:21.400 --> 00:03:27.920]  在1957年他拿了法律學院的證書
[00:03:27.920 --> 00:03:30.280]  那些文憑等等
[00:03:30.280 --> 00:03:33.560]  還參加了政界
[00:03:33.560 --> 00:03:36.160]  他跟一個人物非常有關
[00:03:36.160 --> 00:03:38.160]  就是尼克遜
[00:03:38.160 --> 00:03:42.960]  你想一下他越來越去到總統那裡
[00:03:42.960 --> 00:03:46.960]  越來越他的地位很厲害
[00:03:46.960 --> 00:03:49.360]  這個人物很有自信
[00:03:49.360 --> 00:03:53.200]  很想追求名利 很努力
[00:03:53.200 --> 00:03:56.880]  結果他就在一件事情上
[00:03:56.880 --> 00:03:58.840]  他要做一個很大的計劃
[00:03:58.840 --> 00:04:00.240]  這個計劃是什麼呢
[00:04:00.240 --> 00:04:05.200]  就是當尼克遜再連任總統競選的時候
[00:04:05.200 --> 00:04:07.800]  他想到一些策劃
[00:04:07.800 --> 00:04:09.360]  就想著什麼呢
[00:04:09.360 --> 00:04:15.440]  就走進去對手民主黨的大本營
[00:04:15.440 --> 00:04:20.440]  總部那裡有些手下一起混進去
[00:04:20.440 --> 00:04:23.520]  然後就進行擺一些竊聽的裝置
[00:04:23.520 --> 00:04:27.800]  然後拿一些文件來影印 拿一些資料
[00:04:27.800 --> 00:04:30.280]  希望能夠擊敗對手
[00:04:30.280 --> 00:04:33.760]  結果真是尼克遜連任了
[00:04:33.760 --> 00:04:35.920]  結果我們就知道怎樣了
[00:04:35.920 --> 00:04:37.400]  接著就被人揭發了這個
[00:04:37.400 --> 00:04:40.600]  這個就是非常出名的水門的醜聞
[00:04:40.600 --> 00:04:43.120]  叫做水門事件
[00:04:43.120 --> 00:04:47.120]  喬治·莉蒂很有雄心壯志
[00:04:47.120 --> 00:04:50.000]  她覺得自己只是靠自己
[00:04:50.000 --> 00:04:53.040]  但如果我們看到一個人靠自己
[00:04:53.040 --> 00:04:56.760]  然後他的人生方向是這樣走的時候
[00:04:56.760 --> 00:04:58.600]  表面上好像很成功
[00:04:58.600 --> 00:05:03.600]  但是最後我們知道是一個很敗壞的生命
[00:05:03.600 --> 00:05:07.320]  被抓了就判了20年監禁
[00:05:07.320 --> 00:05:09.560]  但是美國的法律很有趣的
