
[00:00:00.000 --> 00:00:04.000]  今天很開心要跟大家分享詩篇一百一十九篇
[00:00:04.000 --> 00:00:07.000]  詩篇一百一十九篇有參加成島英雄姐妹
[00:00:07.000 --> 00:00:10.000]  大概知道我們進行了兩個多禮拜的時間
[00:00:10.000 --> 00:00:11.000]  在讀這個詩篇
[00:00:11.000 --> 00:00:14.000]  詩篇一百一十九篇它一個很特別的地方是什麼呢
[00:00:14.000 --> 00:00:16.000]  它是一個字母詩
[00:00:16.000 --> 00:00:20.000]  就像我們英文ABC一樣ABCDEFG
[00:00:20.000 --> 00:00:23.000]  每一個字母都有八節
[00:00:23.000 --> 00:00:26.000]  這個所以二十二乘上八是多少呢
[00:00:26.000 --> 00:00:28.000]  一百七十六節
[00:00:28.000 --> 00:00:31.000]  趙老師說每一節都是禱告確實是
[00:00:31.000 --> 00:00:34.000]  今天我們所讀的這個經文每一節都是禱告
[00:00:34.000 --> 00:00:35.000]  所以好不好
[00:00:35.000 --> 00:00:39.000]  我們用禱告的心來聽神的話
[00:00:39.000 --> 00:00:42.000]  這時候我們一同再來做個禱告
[00:00:42.000 --> 00:00:44.000]  親愛的天父我們來到你面前
[00:00:44.000 --> 00:00:46.000]  主啊這是你自己寶貴的話語
[00:00:46.000 --> 00:00:51.000]  使你寶貴的信息藉着這個詩人向我們展開來
[00:00:51.000 --> 00:00:53.000]  主啊幫助我們弟兄姐妹
[00:00:53.000 --> 00:00:55.000]  讓我們渴望你的話
[00:00:55.000 --> 00:00:58.000]  渴望在今天主啊你給我們一個新造的心
[00:00:58.000 --> 00:01:00.000]  用你的話語來襲擊你的教會
[00:01:00.000 --> 00:01:03.000]  主啊用你的聖靈來更新我們的生命
[00:01:03.000 --> 00:01:08.000]  主啊讓我們在你的家中有道可聽
[00:01:08.000 --> 00:01:09.000]  就必有路可走
[00:01:09.000 --> 00:01:11.000]  謝謝主與我們同在
[00:01:11.000 --> 00:01:14.000]  垂聽我們的禱告奉靠耶穌的名
[00:01:14.000 --> 00:01:15.000]  Amen
[00:01:15.000 --> 00:01:17.000]  今天我所聽的題目是
[00:01:17.000 --> 00:01:20.000]  爲道活出五顆星
[00:01:20.000 --> 00:01:22.000]  我們常說活出愛對不對
[00:01:22.000 --> 00:01:24.000]  我們常唱這首歌
[00:01:24.000 --> 00:01:27.000]  我想我就要用這個題目來總結
[00:01:27.000 --> 00:01:32.000]  或者是來回顧一下詩篇一百一十九篇
[00:01:32.000 --> 00:01:33.000]  當我們認識這五顆星的時候
[00:01:33.000 --> 00:01:35.000]  你去看每一個段落
[00:01:35.000 --> 00:01:37.000]  你都能夠哦原來是這樣
[00:01:37.000 --> 00:01:39.000]  哦原來是這一顆星
[00:01:39.000 --> 00:01:40.000]  原來是那一顆星
[00:01:40.000 --> 00:01:42.000]  當我們讀了這麼多顆星
[00:01:42.000 --> 00:01:43.000]  這個五顆星
[00:01:43.000 --> 00:01:44.000]  那我們要想想看
[00:01:44.000 --> 00:01:47.000]  我們有沒有這個五顆星在我們的裏面
[00:01:47.000 --> 00:01:49.000]  其實這五顆星是幾顆星啊
[00:01:49.000 --> 00:01:52.000]  一顆星
[00:01:52.000 --> 00:01:55.000]  但是我想我不要把它濃縮成
[00:01:55.000 --> 00:01:57.000]  好像只有一顆星而已
[00:01:57.000 --> 00:01:59.000]  我想讓每一個詩人的禱告
[00:01:59.000 --> 00:02:02.000]  他的心思意念也成爲我們的禱告
[00:02:02.000 --> 00:02:07.000]  也成爲我們來到神面前的一個盼望和呼求
[00:02:07.000 --> 00:02:08.000]  這個圖我想大家
[00:02:08.000 --> 00:02:11.000]  可能你沒有辦法在別的地方看到
[00:02:11.000 --> 00:02:13.000]  它是獨特的爲什麼呢
[00:02:13.000 --> 00:02:17.000]  它是我下指令給AI機器人畫的
[00:02:17.000 --> 00:02:19.000]  所以你在別處看不見
[00:02:19.000 --> 00:02:20.000]  我跟他說什麼
[00:02:20.000 --> 00:02:23.000]  我跟他說你要畫希伯來文的字母
[00:02:23.000 --> 00:02:24.000]  要有字母
[00:02:24.000 --> 00:02:26.000]  要有22個字母在那裏
[00:02:26.000 --> 00:02:28.000]  然後呢後面要有解釋
[00:02:28.000 --> 00:02:29.000]  所以你看不見那個解釋
[00:02:29.000 --> 00:02:31.000]  我說有一個詩人他拿着一本聖經
[00:02:31.000 --> 00:02:33.000]  他在跟神對話
[00:02:33.000 --> 00:02:34.000]  有沒有看見
[00:02:34.000 --> 00:02:35.000]  有光
[00:02:35.000 --> 00:02:36.000]  有沒有看見
[00:02:36.000 --> 00:02:37.000]  有敵人
[00:02:37.000 --> 00:02:38.000]  有沒有看見
[00:02:38.000 --> 00:02:40.000]  那些走獸
[00:02:40.000 --> 00:02:42.000]  那些獸是在他的對岸
[00:02:42.000 --> 00:02:43.000]  他沒有辦法靠近他
[00:02:43.000 --> 00:02:46.000]  可是數量很多
[00:02:46.000 --> 00:02:49.000]  這是一個很有盼望很有力量的一個畫面
[00:02:49.000 --> 00:02:50.000]  我就想
[00:02:50.000 --> 00:02:55.000]  如果我們用一個圖案來代表這首詩歌的話
[00:02:55.000 --> 00:02:58.000]  我想這個是一個很美的一個榮耀的畫面
[00:02:58.000 --> 00:03:01.000]  詩人所盼望的是一個榮耀的道路
[00:03:01.000 --> 00:03:03.000]  一個公義的生命
[00:03:03.000 --> 00:03:05.000]  即便他有仇敵
[00:03:05.000 --> 00:03:08.000]  今天我們要看他的仇敵很多的
[00:03:08.000 --> 00:03:10.000]  各樣的仇敵都在他的生命當中
[00:03:10.000 --> 00:03:12.000]  可是詩人在這當中
[00:03:12.000 --> 00:03:16.000]  他還是有一顆敬畏神的心
[00:03:16.000 --> 00:03:18.000]  有一顆喜樂的心
[00:03:18.000 --> 00:03:20.000]  怎麼辦到的
[00:03:20.000 --> 00:03:21.000]  金庸姐妹
[00:03:21.000 --> 00:03:22.000]  怎麼辦到的
[00:03:22.000 --> 00:03:24.000]  如果你生命中有很多的壓制
[00:03:24.000 --> 00:03:26.000]  很多的困難
[00:03:26.000 --> 00:03:27.000]  很多的缺點
[00:03:27.000 --> 00:03:30.000]  很多的身邊有很多的惡人
[00:03:30.000 --> 00:03:32.000]  你覺得他讓你不舒服
[00:03:32.000 --> 00:03:33.000]  不是不見得他是惡人
[00:03:33.000 --> 00:03:36.000]  搞不好是我們比他更惡
[00:03:36.000 --> 00:03:37.000]  那怎麼辦
[00:03:37.000 --> 00:03:40.000]  我們怎麼樣可以改造我們自己
[00:03:40.000 --> 00:03:42.000]  其實我們沒有辦法靠我們自己
[00:03:42.000 --> 00:03:45.000]  但是詩人給我們一個路徑可以走
[00:03:45.000 --> 00:03:50.000]  我想我們就今天透過這五顆心要來認識
[00:03:50.000 --> 00:03:53.000]  第一個是什麼心呢
[00:03:53.000 --> 00:03:54.000]  可慕的心
[00:03:54.000 --> 00:03:56.000]  來大家伸出拇指頭給我好不好
[00:03:56.000 --> 00:03:58.000]  可慕的心
[00:03:58.000 --> 00:04:00.000]  這個慕有母字
[00:04:00.000 --> 00:04:01.000]  像諧音
[00:04:01.000 --> 00:04:03.000]  所以我用大家拇指來代表
[00:04:03.000 --> 00:04:04.000]  可慕的心
[00:04:04.000 --> 00:04:05.000]  可慕什麼呢
[00:04:05.000 --> 00:04:09.000]  詩人他可慕神教他話語
[00:04:09.000 --> 00:04:12.000]  所以他求他的老師
[00:04:12.000 --> 00:04:15.000]  求神來教導他神的話
[00:04:15.000 --> 00:04:17.000]  求神賜給他一個悟性
[00:04:17.000 --> 00:04:19.000]  悟性就是聰明
[00:04:19.000 --> 00:04:22.000]  如果我們要來認識神的話語
[00:04:22.000 --> 00:04:24.000]  我們不僅是讀而已
[00:04:24.000 --> 00:04:29.000]  我們還需要神來帶給我們啓示的亮光
[00:04:29.000 --> 00:04:32.000]  我們常常說聖靈是什麼樣的聖靈呢
[00:04:32.000 --> 00:04:34.000]  我們說是真理的聖靈
[00:04:34.000 --> 00:04:36.000]  當我們要讀神的話
[00:04:36.000 --> 00:04:41.000]  我們一定要找那個作者來告訴我們
[00:04:41.000 --> 00:04:43.000]  上帝啊你告訴我
[00:04:43.000 --> 00:04:46.000]  這話到底是什麼意思
[00:04:46.000 --> 00:04:48.000]  所以我們有老師可以
[00:04:48.000 --> 00:04:49.000]  讀不懂聖經的時候
[00:04:49.000 --> 00:04:50.000]  有老師可以找
[00:04:50.000 --> 00:04:52.000]  除了我們主日學老師之外
[00:04:52.000 --> 00:04:53.000]  除了慕師之外
[00:04:53.000 --> 00:04:54.000]  除了小主掌之外
[00:04:54.000 --> 00:04:57.000]  除了現在很多網路上面的
[00:04:57.000 --> 00:04:58.000]  你都可以找
[00:04:58.000 --> 00:05:00.000]  但是不見得最準確
[00:05:00.000 --> 00:05:03.000]  有時候可能註釋書都錯了
[00:05:03.000 --> 00:05:05.000]  很多學者研究了半天
[00:05:05.000 --> 00:05:07.000]  最後就說他發現新的
