
[00:00:00.000 --> 00:00:03.000]  平安帝兄姊妹
[00:00:03.000 --> 00:00:08.000]  我們今天一起來思想第三段經課的訊息
[00:00:08.000 --> 00:00:14.000]  就是約翰福音第十七章
[00:00:14.000 --> 00:00:18.000]  很難得聽見主耶穌基督
[00:00:18.000 --> 00:00:27.000]  是相當之長篇的一段的禱告
[00:00:27.000 --> 00:00:31.000]  聖子向聖父的禱告
[00:00:31.000 --> 00:00:37.000]  是我們今天來到思想
[00:00:37.000 --> 00:00:40.000]  我總覺得
[00:00:40.000 --> 00:00:44.000]  這樣的一段經文
[00:00:44.000 --> 00:00:48.000]  這樣的去到聆聽主耶穌基督
[00:00:48.000 --> 00:00:54.000]  他向聖父的禱告
[00:00:54.000 --> 00:00:57.000]  聽人的禱告
[00:00:57.000 --> 00:01:01.000]  已經是一件非常嚴肅的事
[00:01:01.000 --> 00:01:06.000]  聽聖子向聖父的禱告
[00:01:06.000 --> 00:01:11.000]  是更加難以形容
[00:01:11.000 --> 00:01:15.000]  所以我們好像站在聖地上
[00:01:15.000 --> 00:01:18.000]  我們應該脫下我們的鞋
[00:01:18.000 --> 00:01:23.000]  我們需要洗耳恭聽
[00:01:23.000 --> 00:01:27.000]  我們更加需要聖靈在我們當中的工作
[00:01:27.000 --> 00:01:32.000]  能夠幫助我們聽得正確
[00:01:32.000 --> 00:01:34.000]  更加求主憐憫
[00:01:34.000 --> 00:01:38.000]  讓說的都說得正確
[00:01:38.000 --> 00:01:46.000]  我們一起祈禱
[00:01:46.000 --> 00:01:51.000]  天父我們感謝你
[00:01:51.000 --> 00:01:54.000]  將寶貴的啟示
[00:01:54.000 --> 00:01:57.000]  藉著聖靈藉著聖經
[00:01:57.000 --> 00:02:01.000]  更加親自藉著聖子耶穌
[00:02:01.000 --> 00:02:06.000]  來賜給世人
[00:02:06.000 --> 00:02:11.000]  願今天我們打開你的話語
[00:02:11.000 --> 00:02:14.000]  真的祈禱主
[00:02:14.000 --> 00:02:16.000]  打開我們的生命
[00:02:16.000 --> 00:02:20.000]  打開我們的心
[00:02:20.000 --> 00:02:22.000]  主耶穌你是生命的糧
[00:02:22.000 --> 00:02:25.000]  你說到你這處來的
[00:02:25.000 --> 00:02:27.000]  就必定不餓
[00:02:27.000 --> 00:02:30.000]  是永遠不渴
[00:02:30.000 --> 00:02:35.000]  主耶穌你是開啟了這個核子眼睛
[00:02:35.000 --> 00:02:40.000]  你也是叫了開著眼睛的人
[00:02:40.000 --> 00:02:44.000]  我們心裡面是需要
[00:02:44.000 --> 00:02:47.000]  被你打開那個眼睛
[00:02:47.000 --> 00:02:49.000]  願你今天我們施恩
[00:02:49.000 --> 00:02:53.000]  叫我們在你自己的話語裡面
[00:02:53.000 --> 00:02:56.000]  特別是你向聖父的禱告裡面
[00:02:56.000 --> 00:02:58.000]  我們有所得益
[00:02:58.000 --> 00:03:00.000]  我們生命有所更新
[00:03:00.000 --> 00:03:03.000]  我們信心有所堅固
[00:03:03.000 --> 00:03:05.000]  我們的愛心有所增長
[00:03:05.000 --> 00:03:09.000]  我們的盼望能夠更加拆量
[00:03:09.000 --> 00:03:11.000]  願你聽我們禱告
[00:03:11.000 --> 00:03:13.000]  奉耶穌基督的聖名
[00:03:13.000 --> 00:03:15.000]  阿門
[00:03:15.000 --> 00:03:17.000]  十七章的禱告
[00:03:17.000 --> 00:03:20.000]  其實是十三章至十六章
[00:03:20.000 --> 00:03:22.000]  是耶穌基督
[00:03:22.000 --> 00:03:25.000]  在如熱晚上來臨別贈言的
[00:03:25.000 --> 00:03:27.000]  最後的一個高潮
[00:03:27.000 --> 00:03:29.000]  一個結束
[00:03:29.000 --> 00:03:31.000]  去到十六章尾的時候
[00:03:31.000 --> 00:03:32.000]  主耶穌對門徒說
[00:03:32.000 --> 00:03:35.000]  現在你們信了嗎
[00:03:35.000 --> 00:03:37.000]  其實耶穌一直在等他們
[00:03:37.000 --> 00:03:39.000]  能夠真正的認識他
[00:03:39.000 --> 00:03:41.000]  真正的有信心
[00:03:41.000 --> 00:03:43.000]  以致到這一班的門徒
[00:03:43.000 --> 00:03:46.000]  可以繼續延續耶穌基督
[00:03:46.000 --> 00:03:49.000]  藉著聖靈所做的工作
[00:03:49.000 --> 00:03:52.000]  就是為父作見證
[00:03:52.000 --> 00:03:54.000]  就是領導人歸向
[00:03:54.000 --> 00:03:57.000]  這一位創造的主
[00:03:57.000 --> 00:03:59.000]  就是為了耶穌基督
[00:03:59.000 --> 00:04:01.000]  作美好的見證
[00:04:01.000 --> 00:04:04.000]  現在你們信了
[00:04:04.000 --> 00:04:05.000]  不過我告訴你們
[00:04:05.000 --> 00:04:06.000]  主耶穌說
[00:04:06.000 --> 00:04:10.000]  你們要分散各歸各家去
[00:04:10.000 --> 00:04:13.000]  我只剩下我一個人
[00:04:13.000 --> 00:04:16.000]  是在這樣的處境下
[00:04:16.000 --> 00:04:19.000]  耶穌說這些話
[00:04:19.000 --> 00:04:21.000]  為什麼這樣說呢
[00:04:21.000 --> 00:04:23.000]  因為我雖然是一個人
[00:04:23.000 --> 00:04:25.000]  但是我不是一個人
[00:04:25.000 --> 00:04:29.000]  因為我的天父與我同在
[00:04:29.000 --> 00:04:31.000]  現在我先將這些事告訴你們
[00:04:31.000 --> 00:04:33.000]  你們在世上有苦難
[00:04:33.000 --> 00:04:35.000]  但是你們不需要怕
[00:04:35.000 --> 00:04:38.000]  因為我已經勝過了世界
[00:04:38.000 --> 00:04:40.000]  耶穌說了這些話
[00:04:40.000 --> 00:04:42.000]  十七章第一節
[00:04:42.000 --> 00:04:46.000]  叫舉目望天
[00:04:46.000 --> 00:04:48.000]  舉目望天
[00:04:48.000 --> 00:04:52.000]  是耶穌禱告的一個姿勢
[00:04:52.000 --> 00:04:56.000]  也是在祂眾叛親離的時間
[00:04:56.000 --> 00:04:58.000]  即將來臨
[00:04:58.000 --> 00:05:01.000]  在祂好像無依無靠的時候
[00:05:01.000 --> 00:05:05.000]  至親的門徒全部都走了
[00:05:05.000 --> 00:05:06.000]  只剩下我一人
[00:05:06.000 --> 00:05:08.000]  但是我不是一人
[00:05:08.000 --> 00:05:10.000]  因為我的天父與我同在
[00:05:10.000 --> 00:05:12.000]  舉目望天
[00:05:12.000 --> 00:05:16.000]  舉目望天就是人所能夠做
[00:05:16.000 --> 00:05:18.000]  在絕望最艱苦裡面
[00:05:18.000 --> 00:05:22.000]  所能夠做最好的一件事情
[00:05:22.000 --> 00:05:24.000]  雖然其他的人都會這樣做
[00:05:24.000 --> 00:05:26.000]  不過其他人看的
[00:05:26.000 --> 00:05:29.000]  還是看得不夠透徹
[00:05:29.000 --> 00:05:31.000]  其他人是有艱難的時候
[00:05:31.000 --> 00:05:32.000]  都說天啊
[00:05:32.000 --> 00:05:35.000]  但是他不知道在看什麼
[00:05:35.000 --> 00:05:36.000]  唯有耶穌記得
[00:05:36.000 --> 00:05:37.000]  舉目望天的時候
[00:05:37.000 --> 00:05:40.000]  他是望著他摯愛的天父
[00:05:40.000 --> 00:05:43.000]  他向天父來禱告
[00:05:43.000 --> 00:05:45.000]  親愛的弟兄姊妹
[00:05:45.000 --> 00:05:48.000]  讓我們都學習耶穌的
[00:05:48.000 --> 00:05:50.000]  舉目望天
[00:05:50.000 --> 00:05:52.000]  父啊
[00:05:52.000 --> 00:05:54.000]  時候到了
[00:05:54.000 --> 00:05:56.000]  是他人生裡面
[00:05:56.000 --> 00:06:00.000]  最陰暗的那一個時候
[00:06:00.000 --> 00:06:02.000]  但是在最陰暗的時候
[00:06:02.000 --> 00:06:04.000]  卻是最光輝的時候
[00:06:04.000 --> 00:06:07.000]  他說 時候到了
[00:06:07.000 --> 00:06:09.000]  求你榮耀我
[00:06:09.000 --> 00:06:12.000]  使我可以榮耀你
[00:06:12.000 --> 00:06:14.000]  這是耶穌的禱告
[00:06:14.000 --> 00:06:19.000]  也只有耶穌能夠這樣禱告
[00:06:19.000 --> 00:06:21.000]  求你榮耀我
[00:06:21.000 --> 00:06:23.000]  憑什麼
[00:06:23.000 --> 00:06:24.000]  作為一個人
[00:06:24.000 --> 00:06:26.000]  求上帝榮耀你
[00:06:26.000 --> 00:06:28.000]  怎麼榮耀你
[00:06:28.000 --> 00:06:30.000]  但是我們的耶穌基督
[00:06:30.000 --> 00:06:31.000]  大家都知道
[00:06:31.000 --> 00:06:33.000]  不是一般的人
[00:06:33.000 --> 00:06:36.000]  沒錯 是絕對真實的人
[00:06:36.000 --> 00:06:38.000]  但是不是一般的人
[00:06:38.000 --> 00:06:40.000]  也都在他的禱告裡面
[00:06:40.000 --> 00:06:42.000]  再一次來到
[00:06:42.000 --> 00:06:46.000]  肯定了我們所信的是哪一位
[00:06:46.000 --> 00:06:49.000]  肯定了他是從父而來的
[00:06:49.000 --> 00:06:53.000]  那一位蒙差顯的聖子
[00:06:53.000 --> 00:06:55.000]  所以他能夠禱告
[00:06:55.000 --> 00:06:59.000]  父啊 求你榮耀我
[00:06:59.000 --> 00:07:00.000]  但是他這個禱告
[00:07:00.000 --> 00:07:02.000]  並不只是停在那一處
[00:07:02.000 --> 00:07:04.000]  恢復我的榮耀
[00:07:04.000 --> 00:07:07.000]  因為我本來是榮耀的
[00:07:07.000 --> 00:07:10.000]  不是這樣的態度
[00:07:10.000 --> 00:07:13.000]  他知道這個榮耀
[00:07:13.000 --> 00:07:17.000]  原來是充滿著代價的榮耀
[00:07:17.000 --> 00:07:18.000]  原來這個榮耀
[00:07:18.000 --> 00:07:21.000]  其實在世人的眼光當中
[00:07:21.000 --> 00:07:26.000]  可能是一個極大的恥辱
[00:07:26.000 --> 00:07:28.000]  極大的痛苦
[00:07:28.000 --> 00:07:30.000]  因為聖經告訴我們
[00:07:30.000 --> 00:07:32.000]  主得榮耀的時候到了
[00:07:32.000 --> 00:07:37.000]  就是他快在地上被舉起來的時候
[00:07:37.000 --> 00:07:40.000]  就是這麼奧妙的
[00:07:40.000 --> 00:07:43.000]  又是陰暗又是光明
[00:07:43.000 --> 00:07:45.000]  又是痛苦羞辱
[00:07:45.000 --> 00:07:48.000]  又是極大的喜樂和榮耀
[00:07:48.000 --> 00:07:53.000]  因為人子必先經過十字架
[00:07:53.000 --> 00:07:55.000]  必先經過苦難
[00:07:55.000 --> 00:07:58.000]  然後進入榮耀裡
[00:07:58.000 --> 00:08:01.000]  所以在這個進入榮耀的過程裡
[00:08:01.000 --> 00:08:03.000]  這是一個羞辱
[00:08:03.000 --> 00:08:06.000]  求你榮耀我
[00:08:06.000 --> 00:08:08.000]  其實說的是
[00:08:08.000 --> 00:08:11.000]  我已經準備了從容就義
[00:08:11.000 --> 00:08:13.000]  全然犧牲
[00:08:13.000 --> 00:08:16.000]  我已經準備好徹底的信服
[00:08:16.000 --> 00:08:19.000]  並且信服到底
[00:08:19.000 --> 00:08:21.000]  最近看見一篇文章
[00:08:21.000 --> 00:08:23.000]  令我有一點反省
[00:08:23.000 --> 00:08:26.000]  他說美國今天教會
[00:08:26.000 --> 00:08:29.000]  有些所謂Mega Church
[00:08:29.000 --> 00:08:32.000]  你知道香港有Mega Box
[00:08:32.000 --> 00:08:35.000]  美國有很多Mega Church
[00:08:35.000 --> 00:08:38.000]  Mega Church超級大教會
[00:08:38.000 --> 00:08:44.000]  有一些牧師是有私人的噴射機
[00:08:44.000 --> 00:08:48.000]  有很豪華的房車
[00:08:48.000 --> 00:08:56.000]  有數以百萬計的建築費用的牧師住宅
[00:08:56.000 --> 00:09:00.000]  神啊求你榮耀我
[00:09:00.000 --> 00:09:03.000]  世人的榮耀是這樣的榮耀
[00:09:03.000 --> 00:09:08.000]  聖子的榮耀是十字架的榮耀
[00:09:08.000 --> 00:09:12.000]  我們都要反省
[00:09:12.000 --> 00:09:16.000]  耶穌基督作為信服神的人
[00:09:16.000 --> 00:09:20.000]  就是求神榮耀他
[00:09:20.000 --> 00:09:23.000]  然後他繼續的禱告是
[00:09:23.000 --> 00:09:26.000]  好叫我榮耀你
[00:09:26.000 --> 00:09:28.000]  這個才是完整的
[00:09:28.000 --> 00:09:31.000]  十二人者的耶穌基督的禱告
[00:09:31.000 --> 00:09:33.000]  求你榮耀我
[00:09:33.000 --> 00:09:36.000]  因為我要成全你所託付的
[00:09:36.000 --> 00:09:39.000]  因為我是信服至死
[00:09:39.000 --> 00:09:41.000]  我的目的是要榮耀你
[00:09:41.000 --> 00:09:44.000]  使你所喜悅的能夠得到成就
[00:09:44.000 --> 00:09:47.000]  使天父定子要造成的
[00:09:47.000 --> 00:09:51.000]  就是叫世人因耶穌基督得福
[00:09:51.000 --> 00:09:53.000]  就是叫阿伯拉罕的應許
[00:09:53.000 --> 00:09:55.000]  可以徹底的成就
[00:09:55.000 --> 00:09:57.000]  就是叫萬物復興
[00:09:57.000 --> 00:09:59.000]  天父所創造的一切
[00:09:59.000 --> 00:10:02.000]  要在基督裡同歸於一
[00:10:02.000 --> 00:10:07.000]  完整的幸福的天父特榮耀
[00:10:07.000 --> 00:10:10.000]  上主的榮耀是什麼
[00:10:10.000 --> 00:10:11.000]  上主的榮耀在於
[00:10:11.000 --> 00:10:16.000]  朱天述說他的榮耀窮滄傳揚他的手段
[00:10:16.000 --> 00:10:17.000]  上主的榮耀是什麼
[00:10:17.000 --> 00:10:19.000]  就是他所創造的人
[00:10:19.000 --> 00:10:22.000]  是能夠歡喜快樂
[00:10:22.000 --> 00:10:24.000]  是不受罪的捆綁
[00:10:24.000 --> 00:10:26.000]  上主的榮耀是什麼
[00:10:26.000 --> 00:10:29.000]  原本是就著他敵黨質疑他
[00:10:29.000 --> 00:10:32.000]  原本是在迷信黑暗裡面的人
[00:10:32.000 --> 00:10:35.000]  能夠得脫這個黑暗
[00:10:35.000 --> 00:10:36.000]  能夠進入光明
[00:10:36.000 --> 00:10:38.000]  上主的榮耀是什麼
[00:10:38.000 --> 00:10:41.000]  原本是沉淪在情慾裡面的人
[00:10:41.000 --> 00:10:44.000]  能夠更生復活聖潔
[00:10:44.000 --> 00:10:46.000]  上主的榮耀是什麼
[00:10:46.000 --> 00:10:51.000]  被抑鬱被痛苦被恐懼被黑暗捆綁的人
[00:10:51.000 --> 00:10:53.000]  能夠完全脫離一切
[00:10:53.000 --> 00:10:57.000]  在這位耶穌基督的恩典裡面
[00:10:57.000 --> 00:10:58.000]  受壓制的得自由
[00:10:58.000 --> 00:11:00.000]  被擄的得釋放
[00:11:00.000 --> 00:11:02.000]  報告上主越納人的氣憐
[00:11:02.000 --> 00:11:05.000]  上主越納人是完全基於他的憐憫
[00:11:05.000 --> 00:11:07.000]  他的寬恕他的大愛
[00:11:07.000 --> 00:11:10.000]  天父啊 求你榮耀我
[00:11:10.000 --> 00:11:14.000]  以致我能夠榮耀你
[00:11:14.000 --> 00:11:16.000]  這個主耶穌
[00:11:16.000 --> 00:11:19.000]  在他最孤單的時候
[00:11:19.000 --> 00:11:22.000]  在他面臨十字架的時候
[00:11:22.000 --> 00:11:25.000]  父啊 時候到了
[00:11:25.000 --> 00:11:27.000]  願你榮耀你的兒子
[00:11:27.000 --> 00:11:32.000]  使兒子也榮耀你
[00:11:32.000 --> 00:11:36.000]  有些人不喜歡榮耀上帝這四個字
[00:11:36.000 --> 00:11:38.000]  到今時今日
[00:11:38.000 --> 00:11:40.000]  我這一位
[00:11:40.000 --> 00:11:43.000]  我心裡面很欣賞
[00:11:43.000 --> 00:11:45.000]  很痛惜的一個朋友
[00:11:45.000 --> 00:11:49.000]  到今天他不喜歡榮耀上帝這個字
[00:11:49.000 --> 00:11:52.000]  結果他遠離上帝遠離教會
[00:11:52.000 --> 00:11:55.000]  我等待他不知道什麼時候才回頭
[00:11:55.000 --> 00:11:59.000]  當一個人不肯將生命來榮耀上帝的時候
[00:11:59.000 --> 00:12:01.000]  你的生命有什麼出路
[00:12:01.000 --> 00:12:04.000]  當上帝不是你的上帝的時候
