
[00:00:00.000 --> 00:00:03.000]  各位兄弟姐妹,早晨
[00:00:03.000 --> 00:00:08.000]  由我們開始的時候,我們一起做一個祈禱
[00:00:08.000 --> 00:00:12.000]  主要是當我們再一次來到您面前的時候
[00:00:12.000 --> 00:00:15.000]  求您的靈就來充滿我們
[00:00:15.000 --> 00:00:17.000]  來引導我們
[00:00:17.000 --> 00:00:20.000]  以致我們的生命能夠得到改變
[00:00:20.000 --> 00:00:23.000]  靈性也可以得到更新
[00:00:23.000 --> 00:00:26.000]  禱告奉主耶穌基督聖名
[00:00:26.000 --> 00:00:28.000]  阿們
[00:00:28.000 --> 00:00:32.000]  我想在座中每一個人都有一部手機
[00:00:32.000 --> 00:00:35.000]  還以為是機不可失
[00:00:35.000 --> 00:00:41.000]  但是很多時候我們都可能會不見了手機
[00:00:41.000 --> 00:00:45.000]  因為我們可能年紀大,記性不好
[00:00:45.000 --> 00:00:50.000]  但是我們有手機,可能是一件事
[00:00:50.000 --> 00:00:55.000]  但是我們需要為手機來充電也是另外一件事
[00:00:55.000 --> 00:00:58.000]  因為如果只是有手機
[00:00:58.000 --> 00:01:00.000]  如果沒有電的時候
[00:01:00.000 --> 00:01:02.000]  那又是怎樣呢?
[00:01:02.000 --> 00:01:04.000]  是不是等於你沒有手機呢?
[00:01:04.000 --> 00:01:08.000]  因為很多手機裡面的程式你都不能夠用了
[00:01:08.000 --> 00:01:12.000]  可能手機突然間會停了
[00:01:12.000 --> 00:01:18.000]  同樣基督徒如果沒有聖靈充滿的時候
[00:01:18.000 --> 00:01:22.000]  熟靈的生命可能也會變得非常軟弱
[00:01:22.000 --> 00:01:26.000]  可能更加沒有辦法來扶起神
[00:01:26.000 --> 00:01:31.000]  要他所負的使命
[00:01:31.000 --> 00:01:35.000]  今天我們所說的聖經人物
[00:01:35.000 --> 00:01:38.000]  就是巴拿巴
[00:01:38.000 --> 00:01:41.000]  因為上個星期我們說尤大
[00:01:41.000 --> 00:01:44.000]  是一個負面的人物
[00:01:44.000 --> 00:01:49.000]  但是巴拿巴卻是一個非常正面的人物
[00:01:49.000 --> 00:01:53.000]  可能大家少一點來接觸他
[00:01:53.000 --> 00:01:56.000]  他原名叫做約瑟
[00:01:56.000 --> 00:01:59.000]  他是生於居比路島
[00:01:59.000 --> 00:02:01.000]  就是現在的塞浦路斯島
[00:02:01.000 --> 00:02:03.000]  他是屬於利美之派
[00:02:03.000 --> 00:02:07.000]  就是屬於祭司那一級
[00:02:07.000 --> 00:02:10.000]  而所有的使徒
[00:02:10.000 --> 00:02:14.000]  他是稱他為「勸慰之子」
[00:02:14.000 --> 00:02:16.000]  希臘文「勸慰」這個字
[00:02:16.000 --> 00:02:19.000]  其實是由這個戒詞
[00:02:19.000 --> 00:02:24.000]  在旁邊和動詞呼喚來組成的
[00:02:24.000 --> 00:02:27.000]  所以「勸慰之子」的意思
[00:02:27.000 --> 00:02:30.000]  就是一個在你身邊來鼓勵你
[00:02:30.000 --> 00:02:33.000]  來安慰你的人
[00:02:33.000 --> 00:02:36.000]  而這個人常常會被人帶來力量
[00:02:36.000 --> 00:02:40.000]  盼望和幫助
[00:02:40.000 --> 00:02:42.000]  而在新約裡面
[00:02:42.000 --> 00:02:46.000]  聖靈常常被稱為「保衛師」
[00:02:46.000 --> 00:02:49.000]  正如在《約翰福音》第十四章
[00:02:49.000 --> 00:02:51.000]  第二十六節那裡說到
[00:02:51.000 --> 00:02:54.000]  保衛師就是「父恩我的名」
[00:02:54.000 --> 00:02:57.000]  所要差來的聖靈
[00:02:57.000 --> 00:03:00.000]  所以其實你看到
[00:03:00.000 --> 00:03:05.000]  保衛師和「勸慰之子」之間的關係
[00:03:05.000 --> 00:03:08.000]  原來在希臘文裡面
[00:03:08.000 --> 00:03:11.000]  這兩個字都是同一個字
[00:03:11.000 --> 00:03:13.000]  當然聖靈的工作
[00:03:13.000 --> 00:03:18.000]  也是包括安慰、鼓勵、教導等等的工作
[00:03:18.000 --> 00:03:22.000]  所以巴勞巴被稱為「勸慰之子」
[00:03:22.000 --> 00:03:29.000]  一定和保衛師的角色是非常契合的
[00:03:29.000 --> 00:03:33.000]  從剛才我們所讀的那幾段經文
[00:03:33.000 --> 00:03:34.000]  大家都會知道
[00:03:34.000 --> 00:03:37.000]  它是出自於「仕途行轉」
[00:03:37.000 --> 00:03:45.000]  「仕途行轉」的人通常都會稱為「聖靈行轉」
[00:03:45.000 --> 00:03:47.000]  而當中的人物
[00:03:47.000 --> 00:03:50.000]  例如史提反、彼得、保羅等等
[00:03:50.000 --> 00:03:52.000]  他們在《全福音》的時候
[00:03:52.000 --> 00:03:55.000]  皆是被聖靈所充滿
[00:03:55.000 --> 00:03:57.000]  尤其我知道聖靈是如何藉著人
[00:03:57.000 --> 00:03:59.000]  在這個救恩歷史裡面
[00:03:59.000 --> 00:04:02.000]  實行祂拯救的工作
[00:04:02.000 --> 00:04:06.000]  今天我們將會和大家來了解一下
[00:04:06.000 --> 00:04:12.000]  聖靈是如何在巴勞巴的身上做功
[00:04:12.000 --> 00:04:18.000]  我會分為三點和大家一起討論
[00:04:18.000 --> 00:04:20.000]  第一點就是
[00:04:20.000 --> 00:04:23.000]  他是一個慷慨奉獻的人
[00:04:23.000 --> 00:04:25.000]  在《仕途行轉》第四章中
[00:04:25.000 --> 00:04:28.000]  提到初期教會的信徒
[00:04:28.000 --> 00:04:30.000]  他們都是一心一意
[00:04:30.000 --> 00:04:36.000]  沒有一個人將他的財物花棄他自己
[00:04:36.000 --> 00:04:38.000]  大家都是繁物共用
[00:04:38.000 --> 00:04:40.000]  所以在第四章的經文中
[00:04:40.000 --> 00:04:41.000]  你會看到
[00:04:41.000 --> 00:04:47.000]  巴勞巴也是將他自己的田地賣了
[00:04:47.000 --> 00:04:49.000]  將得出的款項
[00:04:49.000 --> 00:04:52.000]  交到「仕途」的身邊
[00:04:52.000 --> 00:04:57.000]  用在教會的侍功上面
[00:04:57.000 --> 00:04:59.000]  巴勞巴的奉獻
[00:04:59.000 --> 00:05:01.000]  不單止是他個人的行為
[00:05:01.000 --> 00:05:06.000]  也可以說是聖靈在他心中的工作
[00:05:06.000 --> 00:05:09.000]  聖靈賜給他愛心
[00:05:09.000 --> 00:05:11.000]  使他能夠很慷慨地
[00:05:11.000 --> 00:05:16.000]  將他自己的財產和別人分享
[00:05:16.000 --> 00:05:19.000]  這也反映出他對神國
[00:05:19.000 --> 00:05:23.000]  對肢體的需要有一份責任感
[00:05:23.000 --> 00:05:26.000]  聖靈不單止改變了他的內心
[00:05:26.000 --> 00:05:31.000]  更是藉著他的行動來影響整個教會
[00:05:31.000 --> 00:05:34.000]  這種慷慨奉獻的精神
[00:05:34.000 --> 00:05:37.000]  其實是鼓勵了當代的人
[00:05:37.000 --> 00:05:42.000]  也使得早期的教會能夠很快速地增長
[00:05:42.000 --> 00:05:46.000]  影響到社會各階層
[00:05:46.000 --> 00:05:49.000]  是一個非常重要的因素
[00:05:49.000 --> 00:05:51.000]  我們今天的基督徒
[00:05:51.000 --> 00:05:59.000]  我們是否一定要賣光自己的房子、繁物、公用呢?
[00:05:59.000 --> 00:06:02.000]  為什麼沒有人說話呢?
[00:06:02.000 --> 00:06:03.000]  當然不是
[00:06:03.000 --> 00:06:06.000]  因為在《釋路行傳》的後面
[00:06:06.000 --> 00:06:09.000]  你會看到情況就不是這樣了
[00:06:09.000 --> 00:06:12.000]  已經沒有再提這件事
[00:06:12.000 --> 00:06:14.000]  而在寶羅的書信上面
[00:06:14.000 --> 00:06:18.000]  他也只是鼓勵人們慷慨地奉獻
[00:06:18.000 --> 00:06:23.000]  但是沒有叫信徒來賣光你的房產
[00:06:23.000 --> 00:06:27.000]  這只不過是初期教會的一個過渡時期的現象
[00:06:27.000 --> 00:06:32.000]  因為那時候有很多從外地來的猶太人
[00:06:32.000 --> 00:06:36.000]  他們本來是要來耶路撒冷過節
[00:06:36.000 --> 00:06:39.000]  他們所帶的盆栓和食物
[00:06:39.000 --> 00:06:43.000]  可能都是給他們維持幾天的生活
[00:06:43.000 --> 00:06:48.000]  但是當他們聽了彼得等人向他們傳福音的時候
[00:06:48.000 --> 00:06:50.000]  他們悔改信主
[00:06:50.000 --> 00:06:53.000]  他們就很希望能夠留下來
[00:06:53.000 --> 00:07:00.000]  和當地的猶太人、當地的信徒一起過教會的生活
[00:07:00.000 --> 00:07:02.000]  那麼多的人
[00:07:02.000 --> 00:07:05.000]  他們生活的所需又怎麼辦呢?
[00:07:05.000 --> 00:07:07.000]  所以耶路撒冷的信徒
[00:07:07.000 --> 00:07:12.000]  他才會將自己的房產賣了
[00:07:12.000 --> 00:07:13.000]  他們這樣做
[00:07:13.000 --> 00:07:18.000]  其實也是出於他們很甘心樂意對神的回應
[00:07:18.000 --> 00:07:23.000]  而那些使徒是沒有強迫他們一定要這樣做的
[00:07:23.000 --> 00:07:26.000]  那麼對我們今天的教徒來說
[00:07:26.000 --> 00:07:30.000]  我們可以從巴拿巴這個慷慨奉獻的身上
[00:07:30.000 --> 00:07:32.000]  可以學到些什麼呢?
[00:07:32.000 --> 00:07:39.000]  是不是只是那些財物的奉獻?
[00:07:39.000 --> 00:07:42.000]  其實現代人來說
[00:07:42.000 --> 00:07:47.000]  我們的資源應該是比當時豐富的
[00:07:47.000 --> 00:07:52.000]  因此我們奉獻的可能不只是我們的金錢
[00:07:52.000 --> 00:07:55.000]  可能我們更加會多一些
[00:07:55.000 --> 00:08:01.000]  我們的時間、我們的才能、我們的情感等等
[00:08:01.000 --> 00:08:04.000]  當我們被聖靈充滿的時候
[00:08:04.000 --> 00:08:07.000]  也許我們也會像巴拿巴那樣
[00:08:07.000 --> 00:08:13.000]  我們很樂意將我們所擁有的跟其他人分享
[00:08:13.000 --> 00:08:17.000]  使人可以感受到神的愛
[00:08:17.000 --> 00:08:23.000]  基督的大愛對我們的
[00:08:23.000 --> 00:08:27.000]  但是反而當我們遇到一些人
[00:08:27.000 --> 00:08:30.000]  或者當我們遇到教會有需要的時候
[00:08:30.000 --> 00:08:34.000]  我們是不是有足夠的細心去觀察
[00:08:34.000 --> 00:08:37.000]  他們到底是需要些什麼呢?
[00:08:37.000 --> 00:08:43.000]  這個反而是我們的關鍵所在
[00:08:43.000 --> 00:08:44.000]  在九月份
[00:08:44.000 --> 00:08:47.000]  我們教會將會有一個感恩的主日
[00:08:47.000 --> 00:08:51.000]  大家都應該從這個Bluetooth裡面都看到
[00:08:51.000 --> 00:08:55.000]  這個其實是我們一個很好的實踐的機會
[00:08:55.000 --> 00:08:58.000]  因為我們可以學習到我們怎樣能夠
[00:08:58.000 --> 00:09:00.000]  可以關心教會的需要
[00:09:00.000 --> 00:09:05.000]  並且是除了聖靈的感動和勸慰
[00:09:05.000 --> 00:09:06.000]  我們一同學習
[00:09:06.000 --> 00:09:13.000]  我們怎樣可以更加慷慨地奉獻這個功課
[00:09:13.000 --> 00:09:15.000]  戴特生
[00:09:15.000 --> 00:09:19.000]  這個中國內地會的創辦人
[00:09:19.000 --> 00:09:21.000]  他有一句名言
[00:09:21.000 --> 00:09:24.000]  我想大家可能都已經聽過了
[00:09:24.000 --> 00:09:27.000]  他說:假使我有千磅英金
[00:09:27.000 --> 00:09:30.000]  中國可以全數支取
[00:09:30.000 --> 00:09:33.000]  假使我有千條生命
[00:09:33.000 --> 00:09:36.000]  卻不留下一條不給中國
[00:09:36.000 --> 00:09:39.000]  但是他下面還有一句
[00:09:39.000 --> 00:09:44.000]  他說:不是中國乃是基督
[00:09:44.000 --> 00:09:46.000]  這般寶貴的救主
[00:09:46.000 --> 00:09:48.000]  我們衛沙所做的
[00:09:48.000 --> 00:09:53.000]  會嫌太多嗎?
[00:09:53.000 --> 00:09:55.000]  戴特生
[00:09:55.000 --> 00:09:58.000]  這個就是他畢生的信念
[00:09:58.000 --> 00:09:59.000]  他很懂得感恩
[00:09:59.000 --> 00:10:02.000]  因此他奉獻他一生
[00:10:02.000 --> 00:10:05.000]  將他整個人都奉獻給中國
[00:10:05.000 --> 00:10:10.000]  為主所用
[00:10:10.000 --> 00:10:13.000]  而巴拿巴的另外一點
[00:10:13.000 --> 00:10:17.000]  就是他很樂意地建立他人
[00:10:17.000 --> 00:10:20.000]  《四條行傳》第九章那裡
[00:10:20.000 --> 00:10:25.000]  當寶羅在大馬士革
[00:10:25.000 --> 00:10:26.000]  就是大馬式的路上
[00:10:26.000 --> 00:10:29.000]  遇到復活基督的時候
[00:10:29.000 --> 00:10:31.000]  他的生命就發生了
[00:10:31.000 --> 00:10:35.000]  天翻福地的改變
[00:10:35.000 --> 00:10:37.000]  但是由於寶羅
[00:10:37.000 --> 00:10:40.000]  他過去對教會的迫害
[00:10:40.000 --> 00:10:41.000]  而奧撒冷的信徒
[00:10:41.000 --> 00:10:45.000]  其實對他深存戒惕
[00:10:45.000 --> 00:10:49.000]  因此巴拿巴就站出來
[00:10:49.000 --> 00:10:51.000]  由於他善於聆聽
[00:10:51.000 --> 00:10:53.000]  他有屬神的智慧
[00:10:53.000 --> 00:10:57.000]  他懂得去分辨寶羅信主的經歷
[00:10:57.000 --> 00:11:00.000]  所以他就馬上將寶羅
[00:11:00.000 --> 00:11:03.000]  帶到使徒的面前
[00:11:03.000 --> 00:11:07.000]  將他引薦到教會的核心裡面
[00:11:07.000 --> 00:11:08.000]  所以聖經說到
[00:11:08.000 --> 00:11:11.000]  唯有巴拿巴
[00:11:11.000 --> 00:11:15.000]  可見其實巴拿巴
[00:11:15.000 --> 00:11:17.000]  隨著聖靈的帶領之下
[00:11:17.000 --> 00:11:19.000]  是有獨具的慧眼
[00:11:19.000 --> 00:11:24.000]  也是寶羅的伯樂
[00:11:24.000 --> 00:11:26.000]  而另外一點就是說
[00:11:26.000 --> 00:11:28.000]  他更加是支持馬可
[00:11:28.000 --> 00:11:30.000]  在《少行卷》第十五章裡
[00:11:30.000 --> 00:11:33.000]  說當寶羅因為馬可
[00:11:33.000 --> 00:11:35.000]  曾經因為跟他們宣教
[00:11:35.000 --> 00:11:39.000]  在途中不知為何離開了他們
[00:11:39.000 --> 00:11:41.000]  因此寶羅在第二次宣教的時候
[00:11:41.000 --> 00:11:45.000]  就不再想帶他一起去了
[00:11:45.000 --> 00:11:49.000]  但是巴拿巴卻選擇支持了馬可
