
[00:00:00.000 --> 00:00:04.300]  耶穌,我多謝祢,因為祢沒有看我們的過去
[00:00:04.300 --> 00:00:08.220]  祢對我們完全的接納
[00:00:08.220 --> 00:00:12.200]  耶穌,我多謝祢,因為祢自己立下一個榜樣
[00:00:12.200 --> 00:00:17.300]  祢說祢的侍奉是柔和謙卑
[00:00:17.300 --> 00:00:18.900]  耶穌,祢立下一個榜樣
[00:00:18.900 --> 00:00:23.600]  祢說祢願意一生的將祢的生命擺上
[00:00:23.600 --> 00:00:31.400]  是為了我們這班人的罪,祢就上十字架
[00:00:31.400 --> 00:00:35.100]  耶穌,我多謝祢,因為祢的愛
[00:00:35.100 --> 00:00:40.100]  是讓我們的生命得以被融化
[00:00:40.100 --> 00:00:42.700]  以致我們一生的去跟隨祢
[00:00:42.700 --> 00:00:44.300]  所以我們相信
[00:00:44.300 --> 00:00:49.000]  神的愛是可以融化這個社會的仇恨
[00:00:49.000 --> 00:00:52.400]  神的愛可以轉化這個社會
[00:00:52.400 --> 00:00:55.200]  以致我們人與人之間的關係
[00:00:55.200 --> 00:00:57.300]  是更加的緊密
[00:00:57.300 --> 00:01:00.100]  是能夠彼此的相愛
[00:01:00.100 --> 00:01:02.800]  因為我們有神的愛
[00:01:02.800 --> 00:01:07.000]  我們愛是因為神先愛我們
[00:01:07.000 --> 00:01:10.600]  所以求主繼續幫助我們,拖帶我們
[00:01:10.600 --> 00:01:12.900]  讓我們繼續在這個話語那邊
[00:01:12.900 --> 00:01:19.500]  我們去認識,去沉澱,去思考
[00:01:19.500 --> 00:01:22.500]  以致我們能夠去效法
[00:01:22.500 --> 00:01:24.800]  讓我們一生的跟隨耶穌
[00:01:24.800 --> 00:01:27.900]  聽我們的祈禱,奉著名求
[00:01:27.900 --> 00:01:28.700]  Amen
[00:01:28.700 --> 00:01:31.200]  大家聽清楚
[00:01:31.200 --> 00:01:33.100]  馬可看耶穌的生平
[00:01:33.100 --> 00:01:37.200]  以一個僕人的角色來看耶穌的生平
[00:01:37.200 --> 00:01:39.300]  所以當耶穌出道的時候
[00:01:39.300 --> 00:01:42.100]  祂藉著一位名不經傳的施洗約翰
[00:01:42.100 --> 00:01:43.700]  來將祂介紹出來
[00:01:43.700 --> 00:01:45.100]  也是一個曠野
[00:01:45.100 --> 00:01:48.900]  是一個人煙沒有人願意去的地方
[00:01:48.900 --> 00:01:50.500]  是沒有人喜歡去的地方
[00:01:50.500 --> 00:01:53.000]  在當中來介紹耶穌基督
[00:01:53.000 --> 00:01:55.200]  出現在這個世界那邊
[00:01:55.200 --> 00:01:58.000]  祂沒有馬太將耶穌基督的家譜
[00:01:58.000 --> 00:02:01.100]  推到祂是一個王族的家譜
[00:02:01.100 --> 00:02:04.100]  祂沒有好像奧加福音那裡說
[00:02:04.100 --> 00:02:07.900]  一個天君天使來宣告耶穌基督的誕生
[00:02:07.900 --> 00:02:10.100]  也沒有約翰福音這麼清晰的
[00:02:10.100 --> 00:02:14.500]  祂就說「太初有道,道與神同在,道就是神」
[00:02:14.500 --> 00:02:15.600]  一個這麼清楚
[00:02:15.600 --> 00:02:19.700]  將耶穌基督是神的身份宣告出來
[00:02:19.700 --> 00:02:20.600]  一個僕人
[00:02:20.600 --> 00:02:21.900]  一個很簡單
[00:02:21.900 --> 00:02:24.300]  一個很低調的簡介
[00:02:24.300 --> 00:02:27.900]  就將耶穌基督介紹在人的眼前
[00:02:27.900 --> 00:02:30.400]  而耶穌基督在馬克福音那邊的角色
[00:02:30.400 --> 00:02:31.400]  是一個僕人
[00:02:31.400 --> 00:02:33.200]  祂就一生的侍奉
[00:02:33.200 --> 00:02:34.600]  甚至去到一個地步
[00:02:34.600 --> 00:02:37.500]  祂說「我來不是要受人服侍
[00:02:37.500 --> 00:02:38.800]  乃是要服侍人
[00:02:38.800 --> 00:02:41.900]  並且成為多人的屬教」
[00:02:41.900 --> 00:02:43.900]  當然在過去兩個星期
[00:02:43.900 --> 00:02:46.200]  我們不同的目者去分析
[00:02:46.200 --> 00:02:47.700]  由第二章第一節
[00:02:47.700 --> 00:02:50.000]  去到第三章第六節
[00:02:50.000 --> 00:02:51.400]  一大段聖經裡面
[00:02:51.400 --> 00:02:54.400]  我們看到耶穌基督在一大段聖經當中
[00:02:54.400 --> 00:02:55.900]  祂做了五件事
[00:02:55.900 --> 00:02:59.700]  而這五件事帶來當時一班在位者
[00:02:59.700 --> 00:03:00.800]  一班文士
[00:03:00.800 --> 00:03:02.000]  一班法利賽人
[00:03:02.000 --> 00:03:03.800]  帶來很大的衝擊
[00:03:03.800 --> 00:03:06.400]  甚至帶來很大的爭議
[00:03:06.400 --> 00:03:07.300]  去到最後
[00:03:07.300 --> 00:03:09.000]  這班文士、法利賽人
[00:03:09.000 --> 00:03:10.500]  去到第三章第六節
[00:03:10.500 --> 00:03:16.000]  就說他們要想辦法要將耶穌置諸於死地
[00:03:16.000 --> 00:03:18.400]  他們怎樣去除滅耶穌
[00:03:18.400 --> 00:03:21.500]  所以這五件事帶來一個很大的衝擊
[00:03:21.500 --> 00:03:23.600]  以至帶來很大的爭議
[00:03:23.600 --> 00:03:28.400]  令到耶穌基督的生命有機會失去
[00:03:28.400 --> 00:03:30.600]  當然今天去到第三章第七節
[00:03:30.600 --> 00:03:32.800]  去到第三章第三十五節
[00:03:32.800 --> 00:03:34.300]  一大段經文
[00:03:34.300 --> 00:03:38.900]  其實是講到耶穌基督是神的兒子的身份
[00:03:38.900 --> 00:03:40.100]  所以換言之
[00:03:40.100 --> 00:03:41.500]  在不同的學者
[00:03:41.500 --> 00:03:44.200]  當他們去看從第三章第七節
[00:03:44.200 --> 00:03:46.000]  去到第三十五節的時候
[00:03:46.000 --> 00:03:48.000]  究竟這一段聖經
[00:03:48.000 --> 00:03:50.800]  是應該承接第二章第一節
[00:03:50.800 --> 00:03:53.100]  到第三章第六節的結論
[00:03:53.100 --> 00:03:56.700]  還是下面一段聖經的一個開始
[00:03:56.700 --> 00:03:59.900]  還是一個很獨立的段落
[00:03:59.900 --> 00:04:02.600]  不同的學者有不同的看法
[00:04:02.600 --> 00:04:04.300]  為什麼段落這麼重要
[00:04:04.300 --> 00:04:05.700]  就是因為我們識經
[00:04:05.700 --> 00:04:09.100]  很多時候我們一定要有上下文的關係
[00:04:09.100 --> 00:04:10.900]  所以在傳統的學者
[00:04:10.900 --> 00:04:12.600]  他們會覺得這一段聖經
[00:04:12.600 --> 00:04:14.600]  應該是由第二章第一節
[00:04:14.600 --> 00:04:16.900]  去到第三章第六節的一個總結
[00:04:16.900 --> 00:04:19.700]  就是說當帶來了五件
[00:04:19.700 --> 00:04:22.500]  一個負爭議性的事的時候
[00:04:22.500 --> 00:04:24.100]  縱然有人要除滅祂
[00:04:24.100 --> 00:04:26.700]  但是耶穌基督說在這個時候
[00:04:26.700 --> 00:04:30.100]  祂就會表明祂自己是神兒子的身份
[00:04:30.100 --> 00:04:32.000]  所以祂說我是神的兒子
[00:04:32.000 --> 00:04:34.500]  一個身份的宣告
[00:04:34.500 --> 00:04:36.600]  但也有學者說其實不是
[00:04:36.600 --> 00:04:39.800]  他說這一段的段落其實是和上下文
[00:04:39.800 --> 00:04:41.800]  未必有很實際的關係
[00:04:41.800 --> 00:04:44.200]  只是作者去到這個階段的時候
[00:04:44.200 --> 00:04:47.700]  他就將耶穌基督是神的兒子的身份
[00:04:47.700 --> 00:04:48.600]  來表明
[00:04:48.600 --> 00:04:52.300]  無論這個段落是關乎前面
[00:04:52.300 --> 00:04:53.400]  或者關乎後面
[00:04:53.400 --> 00:04:54.800]  或者沒有關係也好
[00:04:54.800 --> 00:04:56.100]  今天當我們看回
[00:04:56.100 --> 00:04:58.600]  耶穌基督祂是神兒子的身份
[00:04:58.600 --> 00:05:01.400]  和祂作為一個僕人的身份
[00:05:01.400 --> 00:05:04.700]  究竟有沒有一些衝突呢
[00:05:04.700 --> 00:05:06.600]  其實七十年代有一本書
[00:05:06.600 --> 00:05:08.800]  當時是風靡全世界的一本書
[00:05:08.800 --> 00:05:11.700]  並不是一個基督教的書籍
[00:05:11.700 --> 00:05:15.400]  是一個所謂的領袖的書
[00:05:15.400 --> 00:05:17.600]  這本書叫做Servant Leader
[00:05:17.600 --> 00:05:19.000]  即是僕人領袖
[00:05:19.000 --> 00:05:20.500]  這本書在當時來說
[00:05:20.500 --> 00:05:23.500]  可以說是七十年代帶來很大的震撼
[00:05:23.500 --> 00:05:25.500]  究竟是管理學的震撼
[00:05:25.500 --> 00:05:26.700]  究竟一個CEO
[00:05:26.700 --> 00:05:30.600]  他作為一個領導一間公司的一位領袖
[00:05:30.600 --> 00:05:33.100]  他說我反而要成為一個僕人
[00:05:33.100 --> 00:05:34.400]  所以他就寫了一本書
[00:05:34.400 --> 00:05:36.200]  他說一個真正的領袖
[00:05:36.200 --> 00:05:38.400]  應該以一個服侍人的心態
[00:05:38.400 --> 00:05:40.300]  當時這本書帶出了一個
[00:05:40.300 --> 00:05:43.600]  僕人領袖的十大特性
[00:05:43.600 --> 00:05:45.600]  這本書是很值得看的
[00:05:45.600 --> 00:05:47.300]  雖然是這麼多年前的書
[00:05:47.300 --> 00:05:48.500]  這十大特性
[00:05:48.500 --> 00:05:50.300]  當我自己去看的時候
[00:05:50.300 --> 00:05:53.500]  我發覺這個作者其實是疑似創作
[00:05:53.500 --> 00:05:54.900]  什麼叫疑似創作呢
[00:05:54.900 --> 00:05:57.000]  原來他是抄聖經
[00:05:57.000 --> 00:06:00.300]  我覺得耶穌正正是一個僕人領袖
[00:06:00.300 --> 00:06:02.200]  耶穌正正在福音書裏面
[00:06:02.200 --> 00:06:04.800]  他帶出了怎樣一個神的兒子
[00:06:04.800 --> 00:06:06.500]  卻成為一個僕人
[00:06:06.500 --> 00:06:08.600]  一個領袖卻成為一個僕人
[00:06:08.600 --> 00:06:12.500]  一個與神同等的位置的神的兒子
[00:06:12.500 --> 00:06:15.100]  卻甘願成為一個僕人
[00:06:15.100 --> 00:06:16.300]  所以如果用今日來說
[00:06:16.300 --> 00:06:18.200]  這本書肯定是疑似創作
[00:06:18.200 --> 00:06:20.100]  是抄了聖經裏面
[00:06:20.100 --> 00:06:22.000]  耶穌基督的心評當中
[00:06:22.000 --> 00:06:23.700]  他作為一個僕人領袖
[00:06:23.700 --> 00:06:26.100]  而今日我就嘗試和大家去看
[00:06:26.100 --> 00:06:30.000]  由第三章第七節到第十九節這一段
[00:06:30.000 --> 00:06:32.400]  然後其他童宮就會承接
[00:06:32.400 --> 00:06:34.700]  由二十節到第三十五節
[00:06:34.700 --> 00:06:36.200]  是關於神的兒子
[00:06:36.200 --> 00:06:37.800]  當我自己去思考的時候
[00:06:37.800 --> 00:06:39.200]  一個僕人領袖
[00:06:39.200 --> 00:06:42.700]  究竟耶穌怎樣帶出一個僕人領袖
[00:06:42.700 --> 00:06:44.300]  他是神的兒子的身份
[00:06:44.300 --> 00:06:46.100]  但為什麼他是一個僕人
[00:06:46.100 --> 00:06:48.100]  他們這兩個身份有沒有衝突呢
[00:06:48.100 --> 00:06:51.600]  而當我自己思想這一段聖經的時候
[00:06:51.600 --> 00:06:54.700]  我發現有三樣東西值得我們去反省
[00:06:54.700 --> 00:06:57.200]  一個僕人領袖有三樣東西
[00:06:57.200 --> 00:06:58.900]  在這裏提出三樣東西
[00:06:58.900 --> 00:06:59.900]  我們可以反省
[00:06:59.900 --> 00:07:02.600]  第一就是一個僕人領袖
[00:07:02.600 --> 00:07:06.500]  他是以人的需要為中心
[00:07:06.500 --> 00:07:09.900]  但耶穌基督他作為神的兒子
[00:07:09.900 --> 00:07:14.200]  他是以人的需要為中心
[00:07:14.200 --> 00:07:16.100]  第三章由第七節開始
[00:07:16.100 --> 00:07:18.500]  我們看到耶穌的名聲
[00:07:18.500 --> 00:07:22.500]  是遠播去到不同的城市當中
[00:07:22.500 --> 00:07:23.500]  如果看回聖經
[00:07:23.500 --> 00:07:26.300]  他的名聲當時他是在加利利工作
[00:07:26.300 --> 00:07:31.000]  但是來自推羅西頓 以土買 猶太 耶路撒冷
[00:07:31.000 --> 00:07:34.000]  和約旦河外的不同的人
[00:07:34.000 --> 00:07:37.200]  都會蜂擁去到加利利
[00:07:37.200 --> 00:07:40.900]  亦都是希望見耶穌的一面
[00:07:40.900 --> 00:07:42.800]  他們很希望見耶穌
[00:07:42.800 --> 00:07:44.500]  很希望去接近耶穌
[00:07:44.500 --> 00:07:46.800]  耶穌為什麼這麼厲害呢
[00:07:46.800 --> 00:07:50.600]  為什麼耶穌的名聲可以遠至到不同的地方
[00:07:50.600 --> 00:07:52.700]  當然你今天看著這幅地圖
[00:07:52.700 --> 00:07:54.400]  你覺得很近
[00:07:54.400 --> 00:07:56.400]  因為都是以色列
[00:07:56.400 --> 00:07:58.000]  但當然今天來說
[00:07:58.000 --> 00:08:00.400]  可能是幾個小時的車就已經去到
[00:08:00.400 --> 00:08:01.600]  但昔日來說
[00:08:01.600 --> 00:08:05.000]  他們要用行路的方式
[00:08:05.000 --> 00:08:06.500]  他們來自不同的地方
[00:08:06.500 --> 00:08:09.000]  可能要走很多天才去到找耶穌
[00:08:09.000 --> 00:08:12.400]  為什麼耶穌的名聲這麼厲害
[00:08:12.400 --> 00:08:15.700]  可以這麼多人被吸引去見耶穌
[00:08:15.700 --> 00:08:17.500]  而一個這麼低調的耶穌
[00:08:17.500 --> 00:08:19.100]  為什麼能夠吸引這麼多人
[00:08:19.100 --> 00:08:21.100]  很明顯我們看回聖經的時候
