
[00:00:00.000 --> 00:00:05.320]  耶穌受試探是一個很出名的經文
[00:00:05.320 --> 00:00:08.520]  那麼我想分享一件事情
[00:00:08.520 --> 00:00:10.420]  但是我們先祈禱吧
[00:00:10.420 --> 00:00:11.620]  天父我們感謝你
[00:00:11.620 --> 00:00:14.960]  讓我們一起可以去看你的話語
[00:00:14.960 --> 00:00:20.020]  講到耶穌受試探這段這麼特別的經文
[00:00:20.020 --> 00:00:23.960]  我們真的看的時候都是觸目驚心
[00:00:23.960 --> 00:00:28.880]  也都很多時候我們會去關聯到我們的生命
[00:00:28.880 --> 00:00:32.980]  我們求祢讓我們今天再一次看這段經文的時候
[00:00:32.980 --> 00:00:35.980]  我們有更深的體會
[00:00:35.980 --> 00:00:37.480]  多謝主聽了祂的禱告
[00:00:37.480 --> 00:00:40.700]  特別是聖靈幫助我們
[00:00:40.700 --> 00:00:42.460]  去明白祢的真理
[00:00:42.460 --> 00:00:44.300]  與及真的好像耶穌那樣
[00:00:44.300 --> 00:00:46.700]  我們每個人能夠滿有聖靈
[00:00:46.700 --> 00:00:49.560]  來面對我們前面各樣的挑戰
[00:00:49.560 --> 00:00:51.560]  勝過一切試探
[00:00:51.560 --> 00:00:53.320]  祈禱奉耶穌基督的名字
[00:00:53.320 --> 00:00:54.120]  阿們
[00:00:54.120 --> 00:00:56.500]  有兩個基督徒
[00:00:56.500 --> 00:01:02.040]  就是一對夫婦去百貨公司買東西
[00:01:02.040 --> 00:01:03.460]  很自然的
[00:01:03.460 --> 00:01:09.880]  太太就去了一個賣女士用品的部門
[00:01:09.880 --> 00:01:13.960]  看到一件名牌的很漂亮的衣服
[00:01:13.960 --> 00:01:17.200]  老公可不可以試一下
[00:01:17.200 --> 00:01:18.400]  她就試了
[00:01:18.400 --> 00:01:20.260]  試了之後會怎麼樣呢?
[00:01:20.260 --> 00:01:21.580]  照一下鏡子
[00:01:21.580 --> 00:01:24.340]  老公,我穿得漂不漂亮呢?
[00:01:24.340 --> 00:01:28.020]  老公說,當然是沒得頂了
[00:01:28.020 --> 00:01:31.880]  不過你的衣櫃也有很多衣服
[00:01:31.880 --> 00:01:33.980]  你是不是想買呢?
[00:01:33.980 --> 00:01:35.420]  不過你先考慮一下吧
[00:01:35.420 --> 00:01:38.360]  其實我不是賺很多錢的
[00:01:38.360 --> 00:01:40.980]  太太就說
[00:01:40.980 --> 00:01:46.740]  但是我真的穿得很漂亮
[00:01:46.740 --> 00:01:49.120]  你知道我愛漂亮的
[00:01:49.120 --> 00:01:51.680]  老公就說
[00:01:51.680 --> 00:01:55.940]  那你可不可以將你愛漂亮的試探
[00:01:55.940 --> 00:01:59.320]  叫他走開一點,遠一點
[00:01:59.320 --> 00:02:01.240]  不要被他影響
[00:02:01.240 --> 00:02:03.240]  太太就說
[00:02:03.240 --> 00:02:06.340]  是這樣的
[00:02:06.340 --> 00:02:08.420]  我叫他離開了那位愛漂亮的試探
[00:02:08.420 --> 00:02:10.520]  不過他就走到我後面
[00:02:10.520 --> 00:02:11.760]  小小聲地跟我說
[00:02:11.760 --> 00:02:15.060]  他說你後面穿得也很漂亮
[00:02:15.060 --> 00:02:18.920]  這個不是虛構故事
[00:02:18.920 --> 00:02:21.800]  我看了一個人說這件事
[00:02:21.800 --> 00:02:24.680]  當然了
[00:02:24.680 --> 00:02:26.320]  平心而論
[00:02:26.320 --> 00:02:27.320]  各位姐妹
[00:02:27.320 --> 00:02:30.200]  你聽到是不是心裡有點酸酸的?
[00:02:30.200 --> 00:02:31.900]  你穿一件漂亮的衣服
[00:02:31.900 --> 00:02:34.520]  好像試探一樣
[00:02:34.520 --> 00:02:35.680]  他的版本
[00:02:35.680 --> 00:02:36.800]  我不是這麼看的
[00:02:36.800 --> 00:02:38.500]  OK?
[00:02:38.500 --> 00:02:40.800]  不是說你買一件漂亮的衣服
[00:02:40.800 --> 00:02:42.280]  穿一件漂亮的衣服就有試探
[00:02:42.280 --> 00:02:43.700]  不是這個意思
[00:02:43.700 --> 00:02:44.820]  不過
[00:02:44.820 --> 00:02:46.360]  試探這件事
[00:02:46.360 --> 00:02:50.680]  就是耶穌的試探是在曠野面對的試探
[00:02:50.680 --> 00:02:56.140]  孫保齡牧師講經文的時候
[00:02:56.140 --> 00:02:57.320]  他特別講到
[00:02:57.320 --> 00:03:00.020]  人人都有一個曠野
[00:03:00.020 --> 00:03:01.980]  就是耶穌在曠野試探
[00:03:01.980 --> 00:03:04.620]  你看到這三個試探
[00:03:04.620 --> 00:03:06.000]  給耶穌的試探
[00:03:06.000 --> 00:03:08.200]  是度身訂做的
[00:03:08.200 --> 00:03:09.760]  所以你說
[00:03:09.760 --> 00:03:12.540]  穿一件漂亮的衣服
[00:03:12.540 --> 00:03:14.160]  買一件漂亮的衣服
[00:03:14.160 --> 00:03:16.840]  可能在某些人來講不是試探
[00:03:16.840 --> 00:03:19.080]  但是可能某些人來講就是試探
[00:03:19.080 --> 00:03:20.120]  這件事情
[00:03:20.120 --> 00:03:22.540]  我們今天就要探討一下
[00:03:22.540 --> 00:03:24.160]  當然我的題目叫做
[00:03:24.160 --> 00:03:27.640]  聖靈引領我們試探
[00:03:27.640 --> 00:03:28.800]  處理另外一個問題
[00:03:28.800 --> 00:03:31.160]  不是不叫我們遇見試探嗎?
[00:03:31.160 --> 00:03:32.600]  我們這樣祈禱的
[00:03:32.600 --> 00:03:34.240]  為什麼似乎
[00:03:34.240 --> 00:03:36.360]  聖靈帶耶穌
[00:03:36.360 --> 00:03:38.800]  去曠野受試探
[00:03:38.800 --> 00:03:40.600]  我們也會處理一下這個問題
[00:03:40.600 --> 00:03:44.680]  這也是路加福音的重點
[00:03:44.680 --> 00:03:47.200]  有人說路加福音
[00:03:47.200 --> 00:03:49.640]  可以叫做聖靈福音
[00:03:49.640 --> 00:03:53.100]  你知道路加福音和《使徒行傳》是同一個作者
[00:03:53.100 --> 00:03:54.020]  路加
[00:03:54.020 --> 00:03:55.740]  那麼《使徒行傳》
[00:03:55.740 --> 00:03:57.320]  又可以叫做聖靈行傳
[00:03:57.320 --> 00:03:58.160]  為什麼呢?
[00:03:58.160 --> 00:04:00.560]  無論是路加福音或者是《使徒行傳》
[00:04:00.560 --> 00:04:02.680]  都是講很多聖靈的工作
[00:04:02.680 --> 00:04:04.060]  特別講很多
[00:04:04.060 --> 00:04:04.920]  所以呢
[00:04:04.920 --> 00:04:07.920]  我們看耶穌受試探
[00:04:07.920 --> 00:04:09.920]  四福音有三段經文
[00:04:09.920 --> 00:04:12.100]  最短就是《馬賀福音》
[00:04:12.100 --> 00:04:14.060]  《馬賀福音》是很特別的
[00:04:14.060 --> 00:04:16.320]  基本上只有一句
[00:04:16.320 --> 00:04:18.240]  就是耶穌受試探
[00:04:18.240 --> 00:04:19.760]  然後跟野獸一起
[00:04:19.760 --> 00:04:20.820]  就這麼多
[00:04:20.820 --> 00:04:22.000]  它有特別的
[00:04:22.000 --> 00:04:23.440]  當然我不能夠解釋
[00:04:23.440 --> 00:04:24.680]  因為沒有時間
[00:04:24.680 --> 00:04:26.280]  《馬太福音》呢
[00:04:26.280 --> 00:04:27.800]  又記載耶穌試探
[00:04:27.800 --> 00:04:29.520]  但是次序有一點不同
[00:04:29.520 --> 00:04:31.040]  但是很明顯
[00:04:31.040 --> 00:04:33.600]  路加福音記載耶穌受試探
[00:04:33.600 --> 00:04:35.480]  是特別講到聖靈的工作
[00:04:35.480 --> 00:04:38.800]  所以我們會從這個角度去看
[00:04:38.800 --> 00:04:43.880]  但是我們也要去澄清一些事情
[00:04:43.880 --> 00:04:45.280]  講到耶穌受試探
