
[00:00:00.000 --> 00:00:06.000]  我們再一次有禱告求神藉著他的話語
[00:00:06.000 --> 00:00:11.000]  求聖靈去幫我們親近主
[00:00:11.000 --> 00:00:16.000]  天物上帝我們仰望祢
[00:00:16.000 --> 00:00:20.000]  我們深知祢與我們同在
[00:00:20.000 --> 00:00:29.000]  祢藉著聖靈透過祢所默示的聖經去指教我們
[00:00:29.000 --> 00:00:33.000]  不僅藉著寫出來的經文
[00:00:33.000 --> 00:00:37.000]  更藉著今天在地上所有屬神的子民
[00:00:37.000 --> 00:00:39.000]  包括以色列人
[00:00:39.000 --> 00:00:42.000]  包括教會的弟兄姊妹
[00:00:42.000 --> 00:00:45.000]  都繼續彰顯著神祢的榮耀
[00:00:45.000 --> 00:00:49.000]  主求祢幫我們明白祢的救恩
[00:00:49.000 --> 00:00:51.000]  明白祢的旨意
[00:00:51.000 --> 00:00:57.000]  今天我們要成為一個祭司的群體
[00:00:57.000 --> 00:01:01.000]  不要讓世界去同化我們
[00:01:01.000 --> 00:01:06.000]  而相反我們是能夠影響世界
[00:01:06.000 --> 00:01:09.000]  成為明亮的燈台
[00:01:09.000 --> 00:01:13.000]  主我們知道我們常常都做不到
[00:01:13.000 --> 00:01:15.000]  但我們仰望祢
[00:01:15.000 --> 00:01:17.000]  求祢指教我們
[00:01:17.000 --> 00:01:20.000]  認識怎樣做一個祭司的群體
[00:01:20.000 --> 00:01:24.000]  認識怎樣做一個聖潔的群體
[00:01:24.000 --> 00:01:27.000]  就是將祢的生命
[00:01:27.000 --> 00:01:31.000]  將祢的國度去顯明出來
[00:01:31.000 --> 00:01:34.000]  多謝您聽我們禱告奉耶穌的聖名
[00:01:54.000 --> 00:01:59.000]  或者我用一個例子
[00:01:59.000 --> 00:02:01.000]  在新約裏面
[00:02:01.000 --> 00:02:06.000]  大家都讀過一個叫葉老管會堂的人
[00:02:06.000 --> 00:02:08.000]  他有一次他十二歲的女兒急病
[00:02:08.000 --> 00:02:10.000]  快要死了
[00:02:10.000 --> 00:02:13.000]  他知道耶穌來到加伯隆的地區
[00:02:13.000 --> 00:02:14.000]  他就很急忙
[00:02:14.000 --> 00:02:16.000]  因為是急症
[00:02:16.000 --> 00:02:17.000]  他就去找耶穌
[00:02:17.000 --> 00:02:18.000]  找到耶穌
[00:02:18.000 --> 00:02:24.000]  耶穌就答應到他家去救他急病的女兒
[00:02:24.000 --> 00:02:28.000]  你知道事件就是一路走
[00:02:28.000 --> 00:02:30.000]  很多人在擠擁耶穌
[00:02:30.000 --> 00:02:32.000]  突然間耶穌就停下來
[00:02:32.000 --> 00:02:35.000]  你知道已經是急病
[00:02:35.000 --> 00:02:37.000]  emergency
[00:02:37.000 --> 00:02:39.000]  耶穌就停下來
[00:02:39.000 --> 00:02:40.000]  問了一句話
[00:02:40.000 --> 00:02:41.000]  誰摸我
[00:02:41.000 --> 00:02:44.000]  大家記不記得
[00:02:44.000 --> 00:02:47.000]  就是因為有一個患了十二年血流的婦人
[00:02:47.000 --> 00:02:48.000]  就去摸耶穌
[00:02:48.000 --> 00:02:50.000]  你知道對艾老
[00:02:50.000 --> 00:02:52.000]  或者叫葉老
[00:02:52.000 --> 00:02:54.000]  他作為一個爸爸的女兒
[00:02:54.000 --> 00:02:56.000]  危急
[00:02:56.000 --> 00:03:01.000]  耶穌都已經告訴你了
[00:03:01.000 --> 00:03:03.000]  竟然他停下來
[00:03:03.000 --> 00:03:05.000]  他就要問誰摸他
[00:03:05.000 --> 00:03:07.000]  這樣都不算
[00:03:07.000 --> 00:03:10.000]  那個女人十二年血流
[00:03:10.000 --> 00:03:12.000]  出來認
[00:03:12.000 --> 00:03:16.000]  你知道這個葉老的反應是什麼嗎
[00:03:16.000 --> 00:03:18.000]  他說死火了
[00:03:18.000 --> 00:03:20.000]  死火是什麼
[00:03:20.000 --> 00:03:22.000]  因為這個不潔的女人
[00:03:22.000 --> 00:03:25.000]  一個患血漏病的人
[00:03:25.000 --> 00:03:28.000]  在猶太人來說是不潔的
[00:03:28.000 --> 00:03:30.000]  他碰到耶穌
[00:03:30.000 --> 00:03:33.000]  耶穌如果變了不潔
[00:03:33.000 --> 00:03:36.000]  他還會不會去醫治
[00:03:36.000 --> 00:03:39.000]  還可不可以施展他的大能呢
[00:03:39.000 --> 00:03:42.000]  你知道猶太人有潔與不潔
[00:03:42.000 --> 00:03:44.000]  這個觀念
[00:03:44.000 --> 00:03:46.000]  在利未記教到
[00:03:46.000 --> 00:03:48.000]  三種聖潔
[00:03:48.000 --> 00:03:50.000]  其中一個就是在禮儀上
[00:03:50.000 --> 00:03:52.000]  如果有不潔又碰到血
[00:03:52.000 --> 00:03:55.000]  又碰到不潔的事
[00:03:55.000 --> 00:03:57.000]  就會影響
[00:03:57.000 --> 00:03:59.000]  連祭司都要有一些日子
[00:03:59.000 --> 00:04:04.000]  要自潔才可以繼續去侍奉神
[00:04:04.000 --> 00:04:06.000]  潔與不潔
[00:04:06.000 --> 00:04:09.000]  是上帝給以色列人一個很重要的功課
[00:04:09.000 --> 00:04:11.000]  意思是什麼呢
[00:04:11.000 --> 00:04:13.000]  我們一起看看有幾段
[00:04:13.000 --> 00:04:15.000]  在引言裏我講
[00:04:15.000 --> 00:04:16.000]  猶太人
[00:04:16.000 --> 00:04:18.000]  以色列民的信仰開始
[00:04:18.000 --> 00:04:20.000]  是幾時開始呢
[00:04:20.000 --> 00:04:21.000]  整個以色列民
[00:04:21.000 --> 00:04:22.000]  我們讀一讀輔佐經文
[00:04:22.000 --> 00:04:24.000]  初一及二十章第二節
[00:04:24.000 --> 00:04:25.000]  二十章第二節
[00:04:25.000 --> 00:04:27.000]  預備起
[00:04:27.000 --> 00:04:29.000]  我是耶和華你的神
[00:04:29.000 --> 00:04:33.000]  曾將你從埃及地維奴之家領出來
[00:04:33.000 --> 00:04:35.000]  夠了
[00:04:35.000 --> 00:04:38.000]  十階的耶和華說
[00:04:38.000 --> 00:04:40.000]  我是耶和華你的神
[00:04:40.000 --> 00:04:44.000]  從埃及地領你們出來的那個
[00:04:44.000 --> 00:04:48.000]  幫你們從維奴之地的埃及領出來
[00:04:48.000 --> 00:04:52.000]  祂就是那位自由永有獨一的神
[00:04:52.000 --> 00:04:55.000]  以色列人的信仰開始
[00:04:55.000 --> 00:04:56.000]  當然你可以說
[00:04:56.000 --> 00:04:58.000]  由阿伯蘭
[00:04:58.000 --> 00:05:01.000]  阿伯拉罕傳下去以撒亞國
[00:05:01.000 --> 00:05:03.000]  跟著祂十二個支派
[00:05:03.000 --> 00:05:05.000]  十二個兒子
[00:05:05.000 --> 00:05:09.000]  一路來到出埃及的時候
[00:05:09.000 --> 00:05:12.000]  耶和華上帝都是他們的神
[00:05:12.000 --> 00:05:15.000]  但是神跟以色列人納約
[00:05:15.000 --> 00:05:17.000]  成為了納約的子民
[00:05:17.000 --> 00:05:19.000]  這個就不簡單了
[00:05:19.000 --> 00:05:23.000]  由開始就是祂領他們出埃及的時候
[00:05:23.000 --> 00:05:24.000]  要歸向神
[00:05:24.000 --> 00:05:26.000]  歸耶和華為聖
[00:05:26.000 --> 00:05:27.000]  你讀完之後
[00:05:27.000 --> 00:05:29.000]  初一及二的十九章
[00:05:29.000 --> 00:05:31.000]  四到七節
[00:05:31.000 --> 00:05:33.000]  預備起
[00:05:33.000 --> 00:05:36.000]  向以埃及所行的事
[00:05:36.000 --> 00:05:38.000]  你們都看見了
[00:05:38.000 --> 00:05:41.000]  我如應將你們背在翅膀上
[00:05:41.000 --> 00:05:43.000]  帶你們來歸我
