
[00:00:00.000 --> 00:00:04.000]  首先在這裏向大家問安
[00:00:04.000 --> 00:00:11.000]  願上帝的平安和恩典常與大家同在
[00:00:11.000 --> 00:00:15.000]  我不知道大家有沒有試過
[00:00:15.000 --> 00:00:19.000]  跟自己說我真的需要一些改變
[00:00:19.000 --> 00:00:21.000]  我不知道是什麼樣的改變
[00:00:21.000 --> 00:00:24.000]  可能是一些嗜好上的改變
[00:00:24.000 --> 00:00:27.000]  或者一些習慣上的改變
[00:00:27.000 --> 00:00:30.000]  甚至是處理一些事情
[00:00:30.000 --> 00:00:34.000]  處理一些人際關係是需要改變
[00:00:34.000 --> 00:00:39.000]  但是你又會不會想到
[00:00:39.000 --> 00:00:43.000]  其實最重要的改變是什麼呢
[00:00:43.000 --> 00:00:46.000]  其實對我們每一個基督徒來說
[00:00:46.000 --> 00:00:48.000]  最重要的改變
[00:00:48.000 --> 00:00:52.000]  就是我們屬靈生命的改變
[00:00:52.000 --> 00:00:57.000]  所以今天我就用了一個主題
[00:00:57.000 --> 00:01:00.000]  就是叫做你需要改變
[00:01:00.000 --> 00:01:06.000]  就是說我們每一個屬靈生命都需要改變
[00:01:06.000 --> 00:01:08.000]  在說到這之前
[00:01:08.000 --> 00:01:12.000]  讓我們再一次低頭吐槽
[00:01:12.000 --> 00:01:16.000]  張家天父你是那一位創造的主
[00:01:16.000 --> 00:01:19.000]  你創造我們每一個人都是獨特的
[00:01:19.000 --> 00:01:22.000]  並且你創造我們每一個人
[00:01:22.000 --> 00:01:24.000]  都有你自己美好的心意
[00:01:24.000 --> 00:01:26.000]  在我們的生命裏面
[00:01:26.000 --> 00:01:29.000]  主我們本來就是泥土
[00:01:29.000 --> 00:01:31.000]  你是圖像
[00:01:31.000 --> 00:01:36.000]  我們求主你是不斷的去塗造我們的生命
[00:01:36.000 --> 00:01:39.000]  但很多時候我們都是軟弱
[00:01:39.000 --> 00:01:41.000]  我們都是偏行幾路
[00:01:41.000 --> 00:01:43.000]  主求你改變我們
[00:01:43.000 --> 00:01:48.000]  讓我們的生命是能夠越來越似主你
[00:01:48.000 --> 00:01:52.000]  讓我們是能夠有一個願意的心
[00:01:52.000 --> 00:01:57.000]  去成就你在我們生命裏面的旨意
[00:01:57.000 --> 00:02:00.000]  當我們要打開主你話語的時候
[00:02:00.000 --> 00:02:05.000]  求真理的靈是引導我們進入真理當中
[00:02:05.000 --> 00:02:10.000]  幫助我們也給力量我們去活出真理
[00:02:10.000 --> 00:02:12.000]  多謝你聽我們的祈禱
[00:02:12.000 --> 00:02:14.000]  奉耶穌基督聖名祈求
[00:02:14.000 --> 00:02:16.000]  衙門
[00:02:16.000 --> 00:02:19.000]  今天我選擇的經文
[00:02:19.000 --> 00:02:21.000]  剛纔主席讀了
[00:02:21.000 --> 00:02:23.000]  約書亞記第五章
[00:02:23.000 --> 00:02:26.000]  第十三至十五節
[00:02:26.000 --> 00:02:30.000]  我首先講一講這段經文的背景
[00:02:30.000 --> 00:02:33.000]  上帝就行神蹟
[00:02:33.000 --> 00:02:36.000]  洗到約旦河的水乾了
[00:02:36.000 --> 00:02:41.000]  讓以色列人走乾地過了約旦河
[00:02:41.000 --> 00:02:43.000]  過了約旦河之後
[00:02:43.000 --> 00:02:46.000]  神又吩咐他們要立石爲基
[00:02:46.000 --> 00:02:52.000]  讓他們的子孫知道神的手是大有能力的
[00:02:52.000 --> 00:02:54.000]  過了約旦河之後
[00:02:54.000 --> 00:02:59.000]  以色列人那些藍丁就要行葛禮
[00:02:59.000 --> 00:03:01.000]  守如月節
[00:03:01.000 --> 00:03:04.000]  就準備做一件大事
[00:03:04.000 --> 00:03:05.000]  什麼大事呢
[00:03:05.000 --> 00:03:08.000]  是準備要去攻打耶利哥城
[00:03:08.000 --> 00:03:13.000]  就在這場耶利哥城的戰爭之前
[00:03:13.000 --> 00:03:15.000]  這場仗
[00:03:15.000 --> 00:03:17.000]  未打之前
[00:03:17.000 --> 00:03:20.000]  就出現了這一段的經文
[00:03:20.000 --> 00:03:22.000]  短短的幾節的經文
[00:03:22.000 --> 00:03:24.000]  乍眼看起來
[00:03:24.000 --> 00:03:29.000]  就好像和上文下理沒什麼直接關係
[00:03:29.000 --> 00:03:31.000]  但我想告訴大家
[00:03:31.000 --> 00:03:32.000]  經文
[00:03:32.000 --> 00:03:34.000]  聖經裏面
[00:03:34.000 --> 00:03:36.000]  任何一句的經文
[00:03:36.000 --> 00:03:37.000]  一次的經文
[00:03:37.000 --> 00:03:39.000]  他們的出現
[00:03:39.000 --> 00:03:41.000]  一定是有上帝的心意
[00:03:41.000 --> 00:03:44.000]  就讓我們一起去看看
[00:03:44.000 --> 00:03:49.000]  這段經文是給我們有什麼教導
[00:03:49.000 --> 00:03:54.000]  一開始的時候
[00:03:54.000 --> 00:03:57.000]  約書亞靠近耶利哥
[00:03:57.000 --> 00:03:59.000]  舉目觀看
[00:03:59.000 --> 00:04:01.000]  經文沒有告訴我們
[00:04:01.000 --> 00:04:06.000]  約書亞是在觀看什麼
[00:04:06.000 --> 00:04:12.000]  可能是看着耶利哥的城牆
[00:04:12.000 --> 00:04:15.000]  這個城牆真的很高
[00:04:15.000 --> 00:04:17.000]  可能約書亞心裏想
[00:04:17.000 --> 00:04:19.000]  這座城那麼高
[00:04:19.000 --> 00:04:22.000]  城門又關得那麼緊
[00:04:22.000 --> 00:04:24.000]  沒有人出入
[00:04:24.000 --> 00:04:26.000]  防守又那麼嚴密
[00:04:26.000 --> 00:04:29.000]  這場仗怎麼打呢
[00:04:29.000 --> 00:04:33.000]  我們怎麼攻入耶利哥城呢
[00:04:33.000 --> 00:04:35.000]  所以很可能
[00:04:35.000 --> 00:04:38.000]  約書亞舉目觀看
[00:04:38.000 --> 00:04:40.000]  他看的是什麼呢
[00:04:40.000 --> 00:04:43.000]  很可能他看的就是環境
[00:04:43.000 --> 00:04:45.000]  今天的基督徒
[00:04:45.000 --> 00:04:47.000]  起不來都是一樣
[00:04:47.000 --> 00:04:49.000]  我們的眼目
[00:04:49.000 --> 00:04:53.000]  是放在很困難的環境上
[00:04:53.000 --> 00:04:54.000]  患病
[00:04:54.000 --> 00:04:55.000]  失業
[00:04:55.000 --> 00:04:57.000]  經濟困難
[00:04:57.000 --> 00:04:58.000]  等等
[00:04:58.000 --> 00:05:01.000]  但我們首先要學習的
[00:05:01.000 --> 00:05:05.000]  就是視野上的改變
[00:05:05.000 --> 00:05:07.000]  我們要學習
[00:05:07.000 --> 00:05:10.000]  如何從環境轉到
[00:05:10.000 --> 00:05:15.000]  專注在神的身上
[00:05:15.000 --> 00:05:17.000]  我不否認
[00:05:17.000 --> 00:05:19.000]  有些時候環境
[00:05:19.000 --> 00:05:22.000]  真的會令人很沮喪
[00:05:22.000 --> 00:05:24.000]  我們爲疫情
[00:05:24.000 --> 00:05:27.000]  騎了土很久很久
[00:05:27.000 --> 00:05:30.000]  但好像沒什麼改變
[00:05:30.000 --> 00:05:32.000]  我們爲患病的親人
[00:05:32.000 --> 00:05:34.000]  騎了土很久
[00:05:34.000 --> 00:05:38.000]  但他們仍然未康復
[00:05:38.000 --> 00:05:40.000]  等等等等
[00:05:40.000 --> 00:05:44.000]  環境有時候會令人沮喪
[00:05:44.000 --> 00:05:47.000]  但我希望大家明白
[00:05:47.000 --> 00:05:49.000]  生命的主權
[00:05:49.000 --> 00:05:52.000]  是在上帝的手裏面
[00:05:52.000 --> 00:05:53.000]  我希望大家明白
[00:05:53.000 --> 00:05:56.000]  上帝的意念是高過我們的意念
[00:05:56.000 --> 00:06:00.000]  祂的道路是高過我們的道路
[00:06:00.000 --> 00:06:01.000]  祂擺在我們
[00:06:01.000 --> 00:06:05.000]  在某一個環境裏面的時候
[00:06:05.000 --> 00:06:07.000]  祂是有功課
[00:06:07.000 --> 00:06:11.000]  是要我們在環境裏學習
[00:06:11.000 --> 00:06:13.000]  我們要依靠神
[00:06:13.000 --> 00:06:17.000]  因爲我們自己是沒力
[00:06:17.000 --> 00:06:21.000]  勝過環境
[00:06:21.000 --> 00:06:24.000]  有一個宣教的機構
[00:06:24.000 --> 00:06:26.000]  他差派一些宣教士
[00:06:26.000 --> 00:06:31.000]  去到某個第三世界的國家傳福音
