
[00:00:00.000 --> 00:00:02.920]  請您打開《羅馬書記》第十二章
[00:00:02.920 --> 00:00:06.040]  現在我們要讀的是第三節到第八節
[00:00:06.040 --> 00:00:08.800]  因爲剛纔已經讀了第一節到第二節了
[00:00:08.800 --> 00:00:12.920]  在《羅馬書記》第十二章第三節的經文是這樣說的
[00:00:12.920 --> 00:00:13.480]  它說
[00:00:13.480 --> 00:00:15.080]  《羅馬書記》第十二章三節
[00:00:15.080 --> 00:00:17.480]  我憑着所賜給我的恩對你們個人說
[00:00:17.480 --> 00:00:19.480]  不要看自己過於所當看的
[00:00:19.480 --> 00:00:22.440]  要注着神所分給各人的信心大小
[00:00:22.440 --> 00:00:24.080]  看得合乎中度
[00:00:24.080 --> 00:00:26.720]  正如我們一個身子上有好些肢體
[00:00:26.720 --> 00:00:28.880]  肢體也不都是一樣的用處
[00:00:28.880 --> 00:00:35.040]  我們這許多人在基督裏成爲一身互相聯絡作肢體也是如此
[00:00:35.040 --> 00:00:38.160]  安我們所得的恩賜各有不同
[00:00:38.160 --> 00:00:42.280]  或說語言就當照着信心的程度說語言
[00:00:42.280 --> 00:00:44.920]  或作執事就當專一執事
[00:00:44.920 --> 00:00:47.600]  或作教導的就當專一教導
[00:00:47.600 --> 00:00:50.680]  或作勸話的就當專一勸話
[00:00:50.680 --> 00:00:52.840]  施捨的就當誠實
[00:00:52.840 --> 00:00:55.720]  治理的就當殷勤
[00:00:55.720 --> 00:00:58.560]  念穩人的就當甘心
[00:00:58.560 --> 00:01:01.560]  我們知道在今天這個世代裏面
[00:01:01.560 --> 00:01:07.560]  我們不容易面對和處理一些驕途的問題
[00:01:07.560 --> 00:01:12.000]  我們發覺在羅馬書的一章到十一章
[00:01:12.000 --> 00:01:16.920]  除了九至十一章保羅要回應猶太人的命運之外
[00:01:16.920 --> 00:01:21.040]  他整個經文要解釋什麼叫福音
[00:01:21.040 --> 00:01:23.840]  福音是傳示恩典
[00:01:23.840 --> 00:01:27.160]  跟李教授講一聲傳示恩典
[00:01:27.160 --> 00:01:33.920]  如果讀完羅馬書我們還是捉不到這個主題是正常的
[00:01:33.920 --> 00:01:36.080]  因爲真的很難捕捉
[00:01:36.080 --> 00:01:39.720]  保羅纔在十二章繼續要解說這個問題
[00:01:39.720 --> 00:01:41.920]  但面對十二章到十六章的時候
[00:01:41.920 --> 00:01:47.640]  我們在解經裏面就出現了一個很複雜的問題
[00:01:47.640 --> 00:01:51.680]  究竟保羅是隨意地去講一些東西
[00:01:51.680 --> 00:01:55.920]  還是刻意地去鋪排一些內容呢
[00:01:55.920 --> 00:01:57.520]  如果是刻意的話
[00:01:57.520 --> 00:02:03.520]  我們又根據什麼脈絡可以解釋整個段落的分段呢
[00:02:03.520 --> 00:02:06.840]  看完所有羅馬書的註釋書
[00:02:06.840 --> 00:02:12.600]  都不能夠提供一個較合理的分段出現
[00:02:12.600 --> 00:02:16.400]  我們如何面對和處理這個難題真的很大
[00:02:16.400 --> 00:02:17.960]  但感恩的是
[00:02:17.960 --> 00:02:21.880]  後來我們發現羅馬書十二章第三節
[00:02:21.880 --> 00:02:26.560]  將會成爲整個羅馬書十二章到十六章的一條鎖飾
[00:02:26.560 --> 00:02:29.080]  去解開了整個脈絡
[00:02:29.080 --> 00:02:31.680]  保羅究竟想講些什麼
[00:02:31.680 --> 00:02:34.400]  因爲當你看羅馬書十二章到十六章的時候
[00:02:34.400 --> 00:02:36.800]  你會發覺經文會重複的
[00:02:36.800 --> 00:02:39.360]  如果是按照不同的《釋經書》
[00:02:39.360 --> 00:02:42.000]  或者甚至很出名的《釋經書》的分段的話
[00:02:42.000 --> 00:02:46.480]  仍然解決不了爲什麼會有重複的元素在裏面
[00:02:46.480 --> 00:02:51.880]  我們如果從十二章三節的脈絡就可以去理解一下
[00:02:51.880 --> 00:02:53.400]  宗延我們說
[00:02:53.400 --> 00:02:54.680]  今天每一個教徒
[00:02:54.680 --> 00:02:57.360]  我們信耶穌之後一個新造的人
[00:02:57.360 --> 00:02:59.000]  有性靈在我們裏面
[00:02:59.000 --> 00:03:01.400]  有極端的靈因派的教會就說
[00:03:01.400 --> 00:03:04.440]  我方派的信徒的生命不得改變
[00:03:04.440 --> 00:03:05.840]  因爲沒有性靈
[00:03:05.840 --> 00:03:07.560]  對不起同理家聽一隻網聲
[00:03:07.560 --> 00:03:10.600]  你一定有性靈在的
[00:03:10.600 --> 00:03:12.840]  每一個信耶穌的人都有性靈在的
[00:03:12.840 --> 00:03:15.200]  所以這句話是有語病的
[00:03:15.200 --> 00:03:17.960]  但是縱使是極端靈因派的教會
[00:03:17.960 --> 00:03:20.360]  或者靈因派的教會很強調性靈
[00:03:20.360 --> 00:03:23.960]  仍然生命都出現了很嚴峻的問題
[00:03:23.960 --> 00:03:28.360]  品格出現了很嚴峻的問題
[00:03:28.360 --> 00:03:30.440]  這又代表什麼呢
[00:03:30.440 --> 00:03:34.240]  問題原來不在靈不靈因那裏
[00:03:34.240 --> 00:03:36.280]  靈因派的教會太強調靈因
[00:03:36.280 --> 00:03:38.440]  以爲靈因可以解決一切的問題的話
[00:03:38.440 --> 00:03:40.640]  這個方向可以告訴你
[00:03:40.640 --> 00:03:42.080]  同理家聽一隻網聲
[00:03:42.080 --> 00:03:43.960]  是錯的
[00:03:43.960 --> 00:03:44.760]  爲什麼呢
[00:03:44.760 --> 00:03:46.160]  因爲《羅摩書》十二章
[00:03:46.160 --> 00:03:51.280]  保羅不提到靈因可以解決這一切的問題
[00:03:51.280 --> 00:03:53.400]  這個說法是一廂情願的
[00:03:53.400 --> 00:03:55.480]  沒有什麼聖經基礎支持的
[00:03:55.480 --> 00:03:57.720]  縱使你可以從不同的經文裏面
[00:03:57.720 --> 00:04:02.200]  抽一兩節的斷章取義去支持這個論點
[00:04:02.200 --> 00:04:04.760]  但是在整體的聖經裏面我們看不到
[00:04:04.760 --> 00:04:07.880]  當人經歷靈因或者我們強調靈因
[00:04:07.880 --> 00:04:10.080]  或者我們不斷運用靈因的時候
[00:04:10.080 --> 00:04:13.600]  我們生命真的可以有一個翻天覆地的改變
[00:04:13.600 --> 00:04:17.080]  往往我看到充滿靈因的弟兄姊妹
[00:04:17.080 --> 00:04:20.200]  他們的品格和是方派的弟兄姊妹的品格
[00:04:20.200 --> 00:04:22.720]  都是差不多這麼差
[00:04:22.720 --> 00:04:25.120]  看看你旁邊那個人
[00:04:25.120 --> 00:04:28.320]  他跟你都差不多
[00:04:28.320 --> 00:04:29.880]  保羅要提的是什麼事情
[00:04:29.880 --> 00:04:33.440]  我們怎麼理解十二章到十六章的問題
[00:04:33.440 --> 00:04:35.800]  然後我們看看爲什麼基督徒
[00:04:35.800 --> 00:04:37.560]  無論讀聖經讀多少
[00:04:37.560 --> 00:04:38.920]  祈禱期多久
[00:04:38.920 --> 00:04:43.120]  甚至成爲了教聖經的神學院的老師
[00:04:43.120 --> 00:04:46.280]  品格和生命都沒怎麼改變
[00:04:46.280 --> 00:04:49.400]  很明白我們可能只有兩個可能
[00:04:49.400 --> 00:04:52.200]  一,原來是永遠都做不到的
[00:04:52.200 --> 00:04:56.240]  第二,我們走錯了方向
[00:04:56.240 --> 00:04:58.960]  我較接受走錯方向
[00:04:58.960 --> 00:05:01.280]  我們看看在這兩幅圖裏面
[00:05:01.280 --> 00:05:03.800]  是會幫助我們理解一點東西
[00:05:03.800 --> 00:05:04.960]  我們曾經提過
[00:05:04.960 --> 00:05:07.360]  我們每一個人都是經歷這些的
[00:05:07.360 --> 00:05:10.120]  我們要有一個觀察、察覺
[00:05:10.120 --> 00:05:11.240]  然後我們有經驗
[00:05:11.240 --> 00:05:13.040]  經驗之後我們會理解
[00:05:13.040 --> 00:05:14.400]  理解之後我們會判斷
[00:05:14.400 --> 00:05:15.920]  判斷之後我們會有決定
[00:05:15.920 --> 00:05:16.640]  或者行動
[00:05:16.640 --> 00:05:19.120]  甚至最後我們會有一個整合
[00:05:19.120 --> 00:05:23.480]  一般上我們都經歷這幾方面的歷程
[00:05:23.480 --> 00:05:25.000]  當然我也提過
[00:05:25.000 --> 00:05:27.080]  現今教育學太強調的
[00:05:27.080 --> 00:05:30.160]  只有理解和判斷就出現了問題
