
[00:00:00.000 --> 00:00:03.460]  今天講題是喜宴
[00:00:03.460 --> 00:00:07.720]  我不知道大家有沒有去過一些特別的宴會
[00:00:07.720 --> 00:00:09.140]  你覺得很難忘
[00:00:09.140 --> 00:00:10.360]  可能是生日
[00:00:10.360 --> 00:00:12.840]  可能是婚禮等等
[00:00:12.840 --> 00:00:14.260]  我記得有一次
[00:00:14.260 --> 00:00:15.420]  二十多年前
[00:00:15.420 --> 00:00:18.600]  就跟一個姐妹慶祝生日
[00:00:18.600 --> 00:00:20.100]  我們是跟她媽媽住的
[00:00:20.100 --> 00:00:22.180]  我們一班的弟兄姐妹
[00:00:22.180 --> 00:00:23.380]  十個八個
[00:00:23.380 --> 00:00:28.520]  就去她家給了一個驚喜的生日會
[00:00:28.520 --> 00:00:31.680]  那天她還沒下班前
[00:00:31.680 --> 00:00:33.000]  我們已經去她家了
[00:00:33.000 --> 00:00:34.520]  因為我們有內鬼
[00:00:34.520 --> 00:00:35.800]  因為她媽媽在那裡
[00:00:35.800 --> 00:00:36.540]  開了門
[00:00:36.540 --> 00:00:39.640]  我們去她家就做了一件很有趣的事情
[00:00:39.640 --> 00:00:41.760]  就是換了睡衣
[00:00:41.760 --> 00:00:43.620]  假扮去她家住
[00:00:43.620 --> 00:00:47.920]  我們看雜誌、看電視
[00:00:47.920 --> 00:00:49.960]  我記得坐在沙發上的腳
[00:00:49.960 --> 00:00:52.320]  是踏上她的茶几
[00:00:52.320 --> 00:00:54.540]  接著她回家了
[00:00:54.540 --> 00:00:55.520]  我們很緊張
[00:00:55.520 --> 00:00:56.580]  WhatsApp她幾時回家
[00:00:56.580 --> 00:00:57.920]  她又問什麼回家
[00:00:57.920 --> 00:00:58.580]  她又不知道
[00:00:58.580 --> 00:00:59.800]  是不是覺得沒有WhatsApp過
[00:00:59.800 --> 00:01:02.020]  二十多年前是什麼都沒有
[00:01:02.020 --> 00:01:02.580]  簡直沒有
[00:01:02.580 --> 00:01:04.460]  所以那次很特別
[00:01:04.460 --> 00:01:05.740]  她一開門
[00:01:05.740 --> 00:01:07.920]  我們就看著她說了一句
[00:01:07.920 --> 00:01:10.080]  「咦?回來了?下班了?」
[00:01:10.080 --> 00:01:11.820]  「咦?她又沒有回家了?」
[00:01:11.820 --> 00:01:12.920]  明明在家裡去
[00:01:12.920 --> 00:01:15.200]  這班傻子在那裡跟她慶祝生日
[00:01:15.200 --> 00:01:16.520]  真的挺好玩的
[00:01:16.520 --> 00:01:18.020]  那個姐妹是誰呢?
[00:01:18.020 --> 00:01:18.840]  大家都很熟悉的
[00:01:18.840 --> 00:01:21.580]  就是Pastor Pam
[00:01:21.580 --> 00:01:22.360]  挺好玩的
[00:01:22.360 --> 00:01:27.200]  另一個我也覺得很記得的就是
[00:01:27.200 --> 00:01:28.240]  有一個婚禮
[00:01:28.240 --> 00:01:31.440]  一對新人請了我的子女
[00:01:31.440 --> 00:01:32.480]  我做他的花仔花女
[00:01:32.480 --> 00:01:33.280]  就是很多年前了
[00:01:33.280 --> 00:01:35.680]  我兒子都二十歲以上了
[00:01:35.680 --> 00:01:36.680]  不僅如此
[00:01:36.680 --> 00:01:39.440]  他們婚禮的First Dance
[00:01:39.440 --> 00:01:41.480]  他們有一對新人先跳舞
[00:01:41.480 --> 00:01:42.900]  比較西式的
[00:01:42.900 --> 00:01:45.040]  吃完飯就會跳舞
[00:01:45.040 --> 00:01:48.700]  邀請了我和我太太第二個跳舞
[00:01:48.700 --> 00:01:52.360]  我覺得真的很榮幸
[00:01:52.360 --> 00:01:53.180]  她跳完第二舞
[00:01:53.180 --> 00:01:55.240]  當然也不是太會跳
[00:01:55.240 --> 00:01:56.780]  四步之類的
[00:01:56.780 --> 00:01:57.800]  大家都不懂
[00:01:57.800 --> 00:02:00.960]  那些呢?那些呢?
[00:02:00.960 --> 00:02:03.080]  跳完大家就奔出來
[00:02:03.080 --> 00:02:04.800]  我覺得很榮幸
[00:02:04.800 --> 00:02:06.080]  很有Privilege
[00:02:06.080 --> 00:02:07.900]  也是很開心
[00:02:07.900 --> 00:02:09.760]  我不知道大家有沒有經歷過
[00:02:09.760 --> 00:02:10.720]  突然的宴會
[00:02:10.720 --> 00:02:14.480]  對你來說都是很入心的
[00:02:14.480 --> 00:02:15.760]  很記得的
[00:02:15.760 --> 00:02:16.400]  不過無論如何
[00:02:16.400 --> 00:02:17.760]  我相信比起今天
[00:02:17.760 --> 00:02:20.120]  耶穌將會講到這個宴會
[00:02:20.120 --> 00:02:21.560]  這個喜宴
[00:02:21.560 --> 00:02:23.000]  應該都是很難入眉
[00:02:23.000 --> 00:02:25.480]  因為實在太奇怪
[00:02:25.480 --> 00:02:26.800]  裡面的內容
[00:02:26.800 --> 00:02:30.440]  或者是有些比喻
[00:02:30.440 --> 00:02:32.120]  寓表的東西都很奇怪
[00:02:32.120 --> 00:02:34.840]  今天我會講一講
[00:02:34.840 --> 00:02:36.680]  耶穌其實今天復活
[00:02:36.680 --> 00:02:38.280]  二千多年前
[00:02:38.280 --> 00:02:41.280]  一個星期前的星期日
[00:02:41.280 --> 00:02:43.280]  背景告訴大家
[00:02:43.280 --> 00:02:44.960]  就是那天叫「中之主日」
[00:02:44.960 --> 00:02:48.440]  耶穌騎驢進城
[00:02:48.440 --> 00:02:50.160]  就是一個星期前的七天前
[00:02:50.160 --> 00:02:52.600]  接著是幾天後
[00:02:52.600 --> 00:02:54.920]  就是四天後就是最後晚餐
[00:02:54.920 --> 00:02:57.000]  星期五上十格
[00:02:57.000 --> 00:02:59.160]  三點就死亡
[00:02:59.160 --> 00:03:01.720]  星期天在墳墓就不見了祂
[00:03:01.720 --> 00:03:03.240]  事實就是這樣
[00:03:03.240 --> 00:03:04.840]  我今天會講回
[00:03:04.840 --> 00:03:07.640]  其中星期一星期二
[00:03:07.640 --> 00:03:10.600]  耶穌經歷和教導
[00:03:10.600 --> 00:03:11.920]  其實正正是講到
[00:03:11.920 --> 00:03:15.840]  未來釘十格有些重要的內容
[00:03:15.840 --> 00:03:22.400]  告訴我們祂上十格的原因
[00:03:22.400 --> 00:03:24.880]  怎樣我們才有份
[00:03:24.880 --> 00:03:27.840]  更重要的是我們可以沒有份
[00:03:27.840 --> 00:03:29.600]  我先講一下背景
[00:03:29.600 --> 00:03:31.760]  四天一星期二講到結正聖殿
[00:03:31.760 --> 00:03:32.880]  我們知道
[00:03:32.880 --> 00:03:36.280]  接著有「奏作無花果」
[00:03:36.280 --> 00:03:37.680]  無花果樹
[00:03:37.680 --> 00:03:38.680]  就是發生了
[00:03:38.680 --> 00:03:41.560]  耶穌被質問權柄
