
[00:00:00.000 --> 00:00:02.000]  丁永志妹平安
[00:00:02.000 --> 00:00:04.000]  跟你旁邊說
[00:00:04.000 --> 00:00:07.000]  知道祂的名字跟祂說平安
[00:00:07.000 --> 00:00:13.000]  好 丁永志妹
[00:00:13.000 --> 00:00:17.000]  我們今天要繼續講承聖之道
[00:00:17.000 --> 00:00:20.000]  重要的事情要講幾遍
[00:00:20.000 --> 00:00:21.000]  三遍
[00:00:21.000 --> 00:00:24.000]  所以我們還沒有講三次還不夠
[00:00:24.000 --> 00:00:25.000]  丁永志妹 重要
[00:00:25.000 --> 00:00:28.000]  重要到是一個什麼地步
[00:00:28.000 --> 00:00:31.000]  你知道聖經裡面講到聖潔
[00:00:31.000 --> 00:00:34.000]  聖的這個有關的
[00:00:34.000 --> 00:00:37.000]  整本聖經超過六百次
[00:00:37.000 --> 00:00:40.000]  單單新約就有兩百大概七十八
[00:00:40.000 --> 00:00:43.000]  大概兩百八十次左右
[00:00:43.000 --> 00:00:46.000]  所以聖潔 承聖是一個
[00:00:46.000 --> 00:00:52.000]  聖經很重要的一個主題
[00:00:52.000 --> 00:00:54.000]  那麼但是丁永志妹
[00:00:54.000 --> 00:00:56.000]  我們今天要來看
[00:00:56.000 --> 00:01:00.000]  為什麼承聖這麼重要
[00:01:00.000 --> 00:01:03.000]  首先第一個
[00:01:03.000 --> 00:01:05.000]  承聖是神的旨意
[00:01:05.000 --> 00:01:06.000]  跟你旁邊說
[00:01:06.000 --> 00:01:11.000]  承聖是神的旨意
[00:01:11.000 --> 00:01:13.000]  貼沙盧利迦前書第四章第三節
[00:01:13.000 --> 00:01:15.000]  我們一起來讀這段神經
[00:01:15.000 --> 00:01:16.000]  來 預備 請
[00:01:16.000 --> 00:01:19.000]  神的旨意就是要你們
[00:01:19.000 --> 00:01:24.000]  成為聖潔 遠避隱形
[00:01:24.000 --> 00:01:27.000]  你看 我這個把它highlight出來
[00:01:27.000 --> 00:01:29.000]  成為聖潔 有沒有
[00:01:29.000 --> 00:01:33.000]  神的旨意就是要你成為聖潔
[00:01:33.000 --> 00:01:34.000]  跟你旁邊說
[00:01:34.000 --> 00:01:39.000]  神的旨意就是要你成為聖潔
[00:01:39.000 --> 00:01:41.000]  丁永志妹 我們常常信主久了之後
[00:01:41.000 --> 00:01:42.000]  我們會問一個問題
[00:01:42.000 --> 00:01:44.000]  哇 你的旨意是什麼
[00:01:44.000 --> 00:01:46.000]  我怎麼知道神的旨意呢
[00:01:46.000 --> 00:01:48.000]  這個問題從年輕到年老
[00:01:48.000 --> 00:01:51.000]  從剛信主的到信主五十年的
[00:01:51.000 --> 00:01:54.000]  通通都還在問這個問題
[00:01:54.000 --> 00:01:56.000]  神的旨意是應該每一個
[00:01:56.000 --> 00:01:59.000]  信耶穌的人都關心的事情對不對
[00:01:59.000 --> 00:02:00.000]  可是神的旨意
[00:02:00.000 --> 00:02:02.000]  也是常常很多基督徒
[00:02:02.000 --> 00:02:04.000]  覺得很難明白的
[00:02:04.000 --> 00:02:07.000]  為什麼很難明白呢
[00:02:07.000 --> 00:02:09.000]  這裡說神的旨意
[00:02:09.000 --> 00:02:10.000]  就是要你成為聖潔
[00:02:10.000 --> 00:02:12.000]  請問神的旨意是什麼
[00:02:12.000 --> 00:02:13.000]  告訴我
[00:02:13.000 --> 00:02:14.000]  至少這裡告訴我們說
[00:02:14.000 --> 00:02:16.000]  神的旨意是什麼
[00:02:16.000 --> 00:02:19.000]  成為聖潔 是不是
[00:02:19.000 --> 00:02:20.000]  沒有那麼複雜
[00:02:20.000 --> 00:02:22.000]  你不要說今天禱告四十天
[00:02:22.000 --> 00:02:23.000]  然後盡時禱告
[00:02:23.000 --> 00:02:25.000]  然後突然有一個聲音說
[00:02:25.000 --> 00:02:28.000]  要聖潔 需要嗎
[00:02:28.000 --> 00:02:30.000]  不需要 不需要
[00:02:30.000 --> 00:02:32.000]  《聖經》你們已經很清楚了
[00:02:32.000 --> 00:02:33.000]  《聖經》神的話
[00:02:33.000 --> 00:02:35.000]  告訴我們說要聖潔
[00:02:35.000 --> 00:02:36.000]  這就是神的旨意
[00:02:36.000 --> 00:02:37.000]  親愛的丁永志妹
[00:02:37.000 --> 00:02:38.000]  這是神的旨意
[00:02:38.000 --> 00:02:40.000]  如果說已經寫出來的
[00:02:40.000 --> 00:02:42.000]  以神已經清楚講的
[00:02:42.000 --> 00:02:43.000]  我們不去做
[00:02:43.000 --> 00:02:45.000]  然後我們期望聽見那一個
[00:02:45.000 --> 00:02:46.000]  哦 主啊
[00:02:46.000 --> 00:02:48.000]  你讓我知道你旨意
[00:02:48.000 --> 00:02:50.000]  到底是嫁這個還不嫁那一個
[00:02:50.000 --> 00:02:53.000]  到底是娶這個還不娶那一個
[00:02:53.000 --> 00:02:55.000]  你懂我意思嗎
[00:02:55.000 --> 00:02:58.000]  我們期望要能夠明白
[00:02:58.000 --> 00:03:00.000]  那個比較不是很清楚的東西
[00:03:00.000 --> 00:03:02.000]  可是我們已經很清楚
[00:03:02.000 --> 00:03:04.000]  在《聖經》裡面所講的
[00:03:04.000 --> 00:03:06.000]  我們應當要先學習
[00:03:06.000 --> 00:03:09.000]  有一個順服的心去遵行
[00:03:09.000 --> 00:03:13.000]  神的旨意就是要我們成為聖潔
[00:03:13.000 --> 00:03:15.000]  第二個
[00:03:15.000 --> 00:03:18.000]  不僅僅是神的旨意如此
[00:03:18.000 --> 00:03:21.000]  因為神祂就是聖潔的
[00:03:21.000 --> 00:03:24.000]  《彼得先書》第一章十六節
[00:03:24.000 --> 00:03:26.000]  這裡說你們要聖潔
[00:03:26.000 --> 00:03:28.000]  為什麼
[00:03:28.000 --> 00:03:29.000]  為什麼
[00:03:29.000 --> 00:03:32.000]  因為我是聖潔的
[00:03:32.000 --> 00:03:33.000]  我們要聖潔
[00:03:33.000 --> 00:03:35.000]  基督徒要聖潔
[00:03:35.000 --> 00:03:41.000]  是因為神是聖潔的神
[00:03:41.000 --> 00:03:45.000]  接著來說第十二章十四節也講
[00:03:45.000 --> 00:03:50.000]  他說非聖潔沒有人能見主
[00:03:50.000 --> 00:03:53.000]  這個是在今天這個世代
[00:03:53.000 --> 00:03:57.000]  特別我覺得是什麼使得基督教
[00:03:57.000 --> 00:04:00.000]  什麼使得今天我們所信的
[00:04:00.000 --> 00:04:03.000]  與這個世界分別出來一個非常重要的一點
[00:04:03.000 --> 00:04:07.000]  我最近不知道是誰轉了一個視頻
[00:04:07.000 --> 00:04:12.000]  那麼這個視頻就講到這個中國大陸
[00:04:12.000 --> 00:04:15.000]  這個寺廟承包的問題
[00:04:15.000 --> 00:04:17.000]  國內來有沒有聽過這個東西
[00:04:17.000 --> 00:04:19.000]  寺廟承包聽過嗎
[00:04:19.000 --> 00:04:20.000]  我做工程的
[00:04:20.000 --> 00:04:22.000]  我以前做土木工程的
[00:04:22.000 --> 00:04:23.000]  我們有承包工程對不對
[00:04:23.000 --> 00:04:24.000]  是不是
[00:04:24.000 --> 00:04:25.000]  蓋這個大樓
[00:04:25.000 --> 00:04:26.000]  蓋這個什麼
[00:04:26.000 --> 00:04:29.000]  蓋這個集合住宅等等這些
[00:04:29.000 --> 00:04:30.000]  這叫承包
[00:04:30.000 --> 00:04:31.000]  承包工程
[00:04:31.000 --> 00:04:33.000]  寺廟可以承包
[00:04:33.000 --> 00:04:35.000]  你有聽過這句話嗎
[00:04:35.000 --> 00:04:38.000]  你有聽過這種事情嗎
[00:04:38.000 --> 00:04:40.000]  根據中國官方的統計
[00:04:40.000 --> 00:04:45.000]  大概中國有百分之二十左右的寺廟
[00:04:45.000 --> 00:04:47.000]  是被承包的
[00:04:47.000 --> 00:04:49.000]  什麼叫承包呢
[00:04:49.000 --> 00:04:55.000]  你看那個白花花的人民幣數得多開心
[00:04:55.000 --> 00:04:58.000]  有沒有
[00:04:58.000 --> 00:05:00.000]  你到中國大陸
[00:05:00.000 --> 00:05:02.000]  你到上海的靜安寺
[00:05:02.000 --> 00:05:04.000]  你到這個荷蘭的少林寺
[00:05:04.000 --> 00:05:09.000]  你到這些有名的寺廟去參拜
[00:05:09.000 --> 00:05:11.000]  那麼你需要買門票
[00:05:11.000 --> 00:05:13.000]  你需要捐香火錢
[00:05:13.000 --> 00:05:15.000]  你如果要投香
[00:05:15.000 --> 00:05:18.000]  投香聽懂嗎
[00:05:18.000 --> 00:05:21.000]  你不懂要感謝贊美主
[00:05:21.000 --> 00:05:24.000]  如果你過去是有佛教背景的話
[00:05:24.000 --> 00:05:25.000]  你就大概知道
[00:05:25.000 --> 00:05:30.000]  投香有的貴到是
[00:05:30.000 --> 00:05:34.000]  然後這些在寺廟裡面做和尚的
[00:05:34.000 --> 00:05:36.000]  有的人白天做和尚
[00:05:36.000 --> 00:05:41.000]  晚上還去做別的事
[00:05:41.000 --> 00:05:47.000]  有的是甚至是月入上百萬的
[00:05:47.000 --> 00:05:51.000]  千多師父你能不能想像這件事情
[00:05:51.000 --> 00:05:56.000]  其實這個中國大陸
[00:05:56.000 --> 00:05:59.000]  也不是它是創始者
[00:05:59.000 --> 00:06:03.000]  我們臺灣早就已經領先了
[00:06:03.000 --> 00:06:07.000]  臺灣是一個佛教背景的地方
[00:06:07.000 --> 00:06:11.000]  臺灣這個寺廟裡面賺錢的
[00:06:11.000 --> 00:06:13.000]  那實在是不得了
[00:06:13.000 --> 00:06:16.000]  你知道有一個非常重要的職位
[00:06:16.000 --> 00:06:22.000]  在臺灣叫做管理委員會的
[00:06:22.000 --> 00:06:24.000]  寺廟都有管理委員會對不對
[00:06:24.000 --> 00:06:29.000]  管理委員會那個主委那是最大的
[00:06:29.000 --> 00:06:32.000]  那是最有權的最有權勢的
[00:06:32.000 --> 00:06:35.000]  所以我曾經帶過短宣隊
[00:06:35.000 --> 00:06:37.000]  到北港的媽祖廟
