
[00:00:00.000 --> 00:00:04.680]  今天分享的題目叫做「時代中的侍奉者」
[00:00:04.680 --> 00:00:06.760]  我們的時代不斷的轉變
[00:00:06.760 --> 00:00:08.260]  有很多東西都在變
[00:00:08.260 --> 00:00:09.660]  但我發現有些人
[00:00:09.660 --> 00:00:14.260]  他們仍然會堅持覺得他們很重要的價值觀
[00:00:14.260 --> 00:00:16.860]  現在我們知道電子媒體又很發達
[00:00:16.860 --> 00:00:19.020]  社交平台又不斷的發展
[00:00:19.020 --> 00:00:23.320]  但我在網上見過有一個人他就這樣寫
[00:00:23.320 --> 00:00:24.280]  他說
[00:00:24.280 --> 00:00:26.480]  如果有人這樣問你
[00:00:26.480 --> 00:00:29.200]  為什麼還要看紙質書
[00:00:29.200 --> 00:00:31.920]  為什麼還要去寫信
[00:00:31.920 --> 00:00:35.820]  為什麼還要不遠萬里的去見一個人
[00:00:35.820 --> 00:00:37.320]  他說我會告訴你
[00:00:37.320 --> 00:00:40.440]  因為我要在這個薄情的世界裡面
[00:00:40.440 --> 00:00:42.600]  深情地活
[00:00:42.600 --> 00:00:43.760]  究竟是不是真的這樣呢
[00:00:43.760 --> 00:00:45.920]  我又覺得見仁見智的
[00:00:45.920 --> 00:00:47.520]  今天你跟我開Zoom問候我
[00:00:47.520 --> 00:00:48.680]  我又很開心的
[00:00:48.680 --> 00:00:49.840]  你直接Pay me
[00:00:49.840 --> 00:00:50.760]  封封利是給我
[00:00:50.760 --> 00:00:52.000]  我也很開心
[00:00:52.000 --> 00:00:54.040]  所以是不是一定是實體呢
[00:00:54.040 --> 00:00:56.400]  我覺得都是見仁見智的
[00:00:56.400 --> 00:01:01.160]  但確實我們發現現在在這個機器發達的年代裡面
[00:01:01.160 --> 00:01:04.320]  有一些人又會堅持手作
[00:01:04.320 --> 00:01:05.360]  譬如說有一些人
[00:01:05.360 --> 00:01:06.180]  現在其實說真的
[00:01:06.180 --> 00:01:10.800]  譬如說刺繡那些工具已經是很發達了
[00:01:10.800 --> 00:01:14.300]  但他說我仍然堅持用手去做刺繡的工藝品
[00:01:14.300 --> 00:01:16.320]  或者有一些食肆
[00:01:16.320 --> 00:01:20.360]  現在其實包餃子很多的機器都可以包
[00:01:20.360 --> 00:01:24.280]  但堅持要用手作去包餃子
[00:01:24.280 --> 00:01:27.040]  我自己都有一個堅持的
[00:01:27.040 --> 00:01:28.880]  就是在這個世代裡面
[00:01:28.880 --> 00:01:31.920]  仍然堅持用實體日記簿
[00:01:31.920 --> 00:01:33.080]  為什麼呢
[00:01:33.080 --> 00:01:37.400]  因為我仍然很享受可以打開一個實體的日記簿
[00:01:37.400 --> 00:01:39.800]  然後就扮東西而已
[00:01:39.800 --> 00:01:44.360]  大家都知道其實我不是很能夠檢視自己的時間點
[00:01:44.360 --> 00:01:45.680]  所以有時候你約了我
[00:01:45.680 --> 00:01:46.720]  未必記得
[00:01:46.720 --> 00:01:48.640]  但我仍然很喜歡開著時間點
[00:01:48.640 --> 00:01:51.000]  在這裡檢視一下自己的時間點
[00:01:51.000 --> 00:01:53.040]  我還有一件事是很壞習慣的
[00:01:53.040 --> 00:01:56.240]  就是喜歡咬著一支實體的筆
[00:01:56.240 --> 00:01:57.840]  我很喜歡看著本簿
[00:01:57.840 --> 00:02:01.400]  咬著實體的筆覺得自己在想東西
[00:02:01.400 --> 00:02:04.640]  最近還加多了一個壞習慣
[00:02:04.640 --> 00:02:05.280]  為什麼呢
[00:02:05.280 --> 00:02:06.760]  因為我開始老花
[00:02:06.760 --> 00:02:08.680]  我很喜歡開著實體簿
[00:02:08.680 --> 00:02:09.600]  咬著一支筆
[00:02:09.600 --> 00:02:14.200]  然後就把眼鏡弄成這樣
[00:02:14.200 --> 00:02:17.000]  我就開始發現這個像什麼呢
[00:02:17.000 --> 00:02:20.120]  像我以前英國的老社監
[00:02:20.120 --> 00:02:22.240]  以前我在英國的老社監
[00:02:22.240 --> 00:02:23.680]  我學問他的時候
[00:02:23.680 --> 00:02:24.800]  他就在看書
[00:02:24.800 --> 00:02:25.960]  咬著一支筆
[00:02:25.960 --> 00:02:26.960]  咬著東西
[00:02:26.960 --> 00:02:28.960]  「啊,要轉」
[00:02:28.960 --> 00:02:32.280]  然後我發現我居然學了我以前的老社監
[00:02:32.280 --> 00:02:34.960]  這個都是我堅持的東西
[00:02:34.960 --> 00:02:36.640]  但是今天我想說
[00:02:36.640 --> 00:02:38.800]  在這個轉變的世代裡面
[00:02:38.800 --> 00:02:40.120]  我們作為門徒
[00:02:40.120 --> 00:02:42.120]  我們都要有一個堅持
[00:02:42.120 --> 00:02:47.840]  就是繼續堅持按照聖經的真理去服侍
[00:02:47.840 --> 00:02:50.800]  我們記得上次看烈王記上
[00:02:50.800 --> 00:02:52.800]  講到北國很亂
[00:02:52.800 --> 00:02:54.040]  如果大家記得那些皇帝
[00:02:54.040 --> 00:02:55.800]  你又殺我,我又殺你
[00:02:55.800 --> 00:02:57.440]  但是殺了他之後
[00:02:57.440 --> 00:03:00.760]  都是行耶和華,眼中看惟惡的事
[00:03:00.760 --> 00:03:04.360]  其實聖經說是常常回到耶羅波安那裡
[00:03:04.360 --> 00:03:05.440]  沒說錯吧
[00:03:05.440 --> 00:03:07.320]  回到耶羅波安那裡
[00:03:07.320 --> 00:03:12.160]  因為他最初怕那些百姓會去耶路撒冷那裡敬拜
[00:03:12.160 --> 00:03:13.600]  他擔心沒了權力
[00:03:13.600 --> 00:03:16.400]  於是他就違反了神的旨意
[00:03:16.400 --> 00:03:19.480]  他自己私自訂立了敬拜的祭壇
[00:03:19.480 --> 00:03:21.720]  自自訂立了敬拜的制度
[00:03:21.720 --> 00:03:24.360]  更加是違反了聖經的真理
[00:03:24.360 --> 00:03:27.440]  去納非利利人去做祭司
[00:03:27.440 --> 00:03:29.720]  而聖經說他的行為
[00:03:29.720 --> 00:03:33.280]  是將自己和以色列民陷在罪裡面
[00:03:33.280 --> 00:03:36.160]  而當我們繼續看北國以色列的王的時候
[00:03:36.160 --> 00:03:37.600]  其實他們個個都說
[00:03:37.600 --> 00:03:42.640]  他們是犯了耶羅波安所犯的罪
[00:03:42.640 --> 00:03:44.760]  而在這個背景裡面
[00:03:44.760 --> 00:03:46.840]  神又怎樣去回應呢
[00:03:46.840 --> 00:03:49.800]  我們首先看看第十六章的背景
[00:03:49.800 --> 00:03:53.600]  如果記得我們上次停在十六章之前的聖經
[00:03:53.600 --> 00:03:56.400]  因為那裡說到北國的王已經很亂了
[00:03:56.400 --> 00:03:58.120]  之後又怎樣呢
[00:03:58.120 --> 00:04:00.680]  我們不如一起去看這段背景好嗎
[00:04:00.680 --> 00:04:02.960]  我們由二十九讀到三十四節
[00:04:02.960 --> 00:04:03.600]  我們一起讀
[00:04:03.600 --> 00:04:04.720]  一二三
[00:04:04.720 --> 00:04:07.680]  由大王阿薩三十八年
[00:04:07.680 --> 00:04:12.320]  暗利的兒子阿哈登基作了以色列王
[00:04:12.320 --> 00:04:18.640]  暗利的兒子阿哈在薩瑪利亞作以色列王二十二年
[00:04:18.640 --> 00:04:24.080]  暗利的兒子阿哈行耶和華眼中看為惡的事
[00:04:24.080 --> 00:04:27.040]  比他以前的列王更甚
[00:04:27.040 --> 00:04:31.400]  犯了尼拔的兒子耶羅波安所犯的罪
[00:04:31.400 --> 00:04:33.200]  他還以為兄
[00:04:33.200 --> 00:04:38.600]  又娶了西對王揭巴力的女兒耶西別為妻
[00:04:38.600 --> 00:04:41.240]  去侍奉敬拜巴力
[00:04:41.240 --> 00:04:44.760]  在薩瑪利亞建造巴力的廟
[00:04:44.760 --> 00:04:48.320]  為廟裡為巴力祝壇
[00:04:48.320 --> 00:04:51.000]  阿哈又做阿舍拉
[00:04:51.000 --> 00:04:55.440]  他所行的耶耶和華以色列神的怒氣
[00:04:55.440 --> 00:04:59.200]  比他以前的以色列諸王更甚
[00:04:59.200 --> 00:05:01.320]  阿哈在位的時候
[00:05:01.320 --> 00:05:06.040]  有伯特利人希伊勒重修耶利哥城
[00:05:06.040 --> 00:05:07.960]  勒根基的時候
[00:05:07.960 --> 00:05:10.360]  喪了長子亞比蘭
[00:05:10.360 --> 00:05:11.960]  安門的時候
[00:05:11.960 --> 00:05:14.000]  喪了幼子西角
[00:05:14.000 --> 00:05:18.960]  正如耶和華席亂的兒子約書下所說的話
[00:05:18.960 --> 00:05:20.600]  我們看聖經
[00:05:20.600 --> 00:05:27.440]  以色列比之前更加的罪惡更加的嚴重
[00:05:27.440 --> 00:05:30.480]  如果我們看第三十節
[00:05:30.480 --> 00:05:31.440]  那裡這樣說
[00:05:31.440 --> 00:05:36.040]  阿哈行耶和華眼中看為惡的事
[00:05:36.040 --> 00:05:40.040]  比他以前的列王更甚
[00:05:40.040 --> 00:05:41.000]  不單是這樣
[00:05:41.000 --> 00:05:44.040]  因為他為了鞏固國家的防衛
[00:05:44.040 --> 00:05:46.640]  以及促進商貿的聯繫
[00:05:46.640 --> 00:05:50.240]  他娶了西頓王揭巴力的女兒
[00:05:50.240 --> 00:05:52.760]  耶洗別做他的妻子
[00:05:52.760 --> 00:05:57.960]  這個皇帝曾經推翻了推羅王希蘭的王朝
[00:05:57.960 --> 00:06:00.560]  所以他的勢力和他的商貿
[00:06:00.560 --> 00:06:02.440]  是到了地中海的地區
[00:06:02.440 --> 00:06:04.880]  阿哈以為這一段的婚姻
[00:06:04.880 --> 00:06:07.560]  能夠幫助他去鞏固防衛
[00:06:07.560 --> 00:06:09.480]  以及促進貿易
[00:06:09.480 --> 00:06:11.480]  但是其實他這一段的婚姻
[00:06:11.480 --> 00:06:14.080]  是將以色列人的信仰
[00:06:14.080 --> 00:06:17.240]  陷入一個更深的危機
[00:06:17.240 --> 00:06:20.320]  以色列北國立國到現在大概六十年
[00:06:20.320 --> 00:06:22.920]  由當初耶和華的英拒開始
[00:06:22.920 --> 00:06:25.840]  現在來了一個皇后
[00:06:25.840 --> 00:06:32.880]  這個皇后是極力地推這個推羅的臣子
[00:06:32.880 --> 00:06:34.480]  特別是巴力
[00:06:34.480 --> 00:06:36.440]  如果我們看第三十一節
[00:06:36.440 --> 00:06:37.560]  這裡說
[00:06:37.560 --> 00:06:42.200]  是阿哈侍奉敬拜巴力
[00:06:42.200 --> 00:06:44.640]  以前很多時候北國的皇帝
