
[00:00:00.000 --> 00:00:03.000]  今日是傳道主日
[00:00:03.000 --> 00:00:07.000]  傳道是基督徒的責任
[00:00:07.000 --> 00:00:12.000]  神沒有把這個責任給天使
[00:00:12.000 --> 00:00:14.000]  但是給天使
[00:00:14.000 --> 00:00:16.000]  剛才我們所讀的聖經
[00:00:16.000 --> 00:00:18.000]  是保護基督徒的
[00:00:18.000 --> 00:00:20.000]  是救基督徒的
[00:00:20.000 --> 00:00:25.000]  所以有些神學家就問一個問題
[00:00:25.000 --> 00:00:28.000]  究竟每一個基督徒
[00:00:28.000 --> 00:00:31.000]  有沒有一個天使保護呢
[00:00:31.000 --> 00:00:37.000]  因為那些門徒就回答這個問題
[00:00:37.000 --> 00:00:40.000]  彼得在監獄
[00:00:40.000 --> 00:00:43.000]  現在羅大話在門外
[00:00:43.000 --> 00:00:45.000]  那個一定不是彼得
[00:00:45.000 --> 00:00:47.000]  必定是他的天使
[00:00:47.000 --> 00:00:52.000]  所以會不會是天使保護著我們呢
[00:00:52.000 --> 00:00:57.000]  所以沒有交一個傳福音的責任給天使
[00:00:57.000 --> 00:01:03.000]  也沒有把責任交給那些將軍
[00:01:03.000 --> 00:01:06.000]  交給那些最高領導人
[00:01:06.000 --> 00:01:08.000]  是交給基督徒
[00:01:08.000 --> 00:01:12.000]  所以基督徒要去傳福音
[00:01:12.000 --> 00:01:15.000]  傳福音的使者的腳中
[00:01:15.000 --> 00:01:18.000]  是何等佳味
[00:01:18.000 --> 00:01:21.000]  今日我要和大家去思想
[00:01:21.000 --> 00:01:23.000]  一個傳福音的人
[00:01:23.000 --> 00:01:27.000]  他心中是有很大的福氣
[00:01:27.000 --> 00:01:29.000]  是很多的平安
[00:01:29.000 --> 00:01:32.000]  至低限度當我們傳福音的時候
[00:01:32.000 --> 00:01:34.000]  我們遇到很多的問題
[00:01:34.000 --> 00:01:35.000]  人們問我們
[00:01:35.000 --> 00:01:37.000]  有時候我們不懂得回答
[00:01:37.000 --> 00:01:39.000]  但當我們去傳福音的時候
[00:01:39.000 --> 00:01:41.000]  我們就不懂得問這些問題
[00:01:41.000 --> 00:01:45.000]  我們很自然就在這些問題當中
[00:01:45.000 --> 00:01:47.000]  去回答人的問題
[00:01:47.000 --> 00:01:51.000]  所以又解決了我們的疑問
[00:01:51.000 --> 00:01:55.000]  所以傳福音是很大的恩典
[00:01:55.000 --> 00:02:00.000]  傳福音的腳中是何等佳味
[00:02:00.000 --> 00:02:03.000]  今日我們看到一個傳福音使者
[00:02:03.000 --> 00:02:05.000]  他有的平安
[00:02:05.000 --> 00:02:08.000]  平安就是今日的主題
[00:02:08.000 --> 00:02:11.000]  當我和大家思想平安的時候
[00:02:11.000 --> 00:02:15.000]  大家想起什麼呢
[00:02:15.000 --> 00:02:17.000]  想起和平
[00:02:17.000 --> 00:02:20.000]  當你想起和平的時候
[00:02:20.000 --> 00:02:23.000]  你會想起什麼呢
[00:02:23.000 --> 00:02:26.000]  一定是打開報紙的時候
[00:02:26.000 --> 00:02:30.000]  你會知道香港這個社會
[00:02:30.000 --> 00:02:33.000]  好像越來越混亂
[00:02:33.000 --> 00:02:38.000]  香港的價值觀好像受到衝擊
[00:02:38.000 --> 00:02:40.000]  打開報紙的時候
[00:02:40.000 --> 00:02:43.000]  你會覺得
[00:02:43.000 --> 00:02:47.000]  這個時候我們是需要聖經
[00:02:47.000 --> 00:02:50.000]  會告訴我們神的話
[00:02:50.000 --> 00:02:54.000]  神的話有救恩有平安
[00:02:54.000 --> 00:02:56.000]  這個時候我們知道
[00:02:56.000 --> 00:02:59.000]  牧者牧養的責任更加重要
[00:02:59.000 --> 00:03:03.000]  因為很多人面對這個時代的衝擊
[00:03:03.000 --> 00:03:06.000]  裡面都很混亂
[00:03:06.000 --> 00:03:09.000]  這個時候更加需要各位
[00:03:09.000 --> 00:03:13.000]  因為基督徒裡面有平安
[00:03:13.000 --> 00:03:15.000]  所以你散出去的時候
[00:03:15.000 --> 00:03:17.000]  你的同事你的家人
[00:03:17.000 --> 00:03:19.000]  面對這個大時代的衝擊
[00:03:19.000 --> 00:03:23.000]  他們心中也都很混亂很擾亂
[00:03:23.000 --> 00:03:27.000]  是需要你所給他們的真平安
[00:03:27.000 --> 00:03:29.000]  所以打開報紙
[00:03:29.000 --> 00:03:31.000]  你聽新聞的時候
[00:03:31.000 --> 00:03:33.000]  你會發現
[00:03:33.000 --> 00:03:36.000]  從今天開始中環會很多人
[00:03:36.000 --> 00:03:41.000]  警察就會用五千隻鐵馬圍住
[00:03:41.000 --> 00:03:43.000]  他們會很忙
[00:03:43.000 --> 00:03:48.000]  你會知道未來的日子
[00:03:48.000 --> 00:03:51.000]  那些人會很緊張
[00:03:51.000 --> 00:03:57.000]  究竟香港有和平還是沒有和平
[00:03:57.000 --> 00:04:02.000]  今天我們能夠從神的話去看到
[00:04:02.000 --> 00:04:07.000]  基督徒裡面有一個溫度計
[00:04:07.000 --> 00:04:09.000]  這個溫度計就是
[00:04:09.000 --> 00:04:14.000]  你心中有沒有和平有沒有平安
[00:04:14.000 --> 00:04:18.000]  平安就是基督徒的溫度計
[00:04:18.000 --> 00:04:21.000]  可以看到這個世代裡面
[00:04:21.000 --> 00:04:25.000]  究竟我們對主的信心有多大
[00:04:25.000 --> 00:04:31.000]  我們的靈性有多穩健
[00:04:31.000 --> 00:04:35.000]  在荒漠金泉一書
[00:04:35.000 --> 00:04:40.000]  6月23號講到一個訊息
[00:04:40.000 --> 00:04:44.000]  就是有一個人請了兩個畫家
[00:04:44.000 --> 00:04:46.000]  去畫一幅圖畫
[00:04:46.000 --> 00:04:49.000]  主題就是平安
[00:04:49.000 --> 00:04:52.000]  第一個畫家就畫一個大湖
[00:04:52.000 --> 00:04:54.000]  風靜浪平
