
[00:00:00.000 --> 00:00:02.680]  頂智媒平安
[00:00:02.680 --> 00:00:06.320]  知所以為 知所以不為
[00:00:06.320 --> 00:00:11.000]  意思是 如果我們知道有些事是應該做的
[00:00:11.000 --> 00:00:15.480]  就算有多艱難 人覺得有多不合理
[00:00:15.480 --> 00:00:25.480]  我們都要靠著 咬緊牙根去做 去完成
[00:00:25.480 --> 00:00:28.520]  相反 如果我們知道有些事是不應該做的
[00:00:28.520 --> 00:00:33.240]  或者是不合乎我們神所期望的
[00:00:33.240 --> 00:00:36.040]  就算全世界都覺得沒問題
[00:00:36.040 --> 00:00:37.680]  都覺得應該做的
[00:00:37.680 --> 00:00:41.600]  我們都應該持守 不去做
[00:00:41.600 --> 00:00:42.760]  頂智媒
[00:00:42.760 --> 00:00:47.600]  甚麼是我們作為神的僕人 神的兒女
[00:00:47.600 --> 00:00:49.960]  應該要知道的事呢?
[00:00:49.960 --> 00:00:53.280]  今天我們繼續藉著十誡第五至第七誡
[00:00:53.280 --> 00:00:56.800]  去明白神今天向我們說的話
[00:00:56.800 --> 00:01:00.280]  大家都知道十誡 頭四誡
[00:01:00.280 --> 00:01:03.440]  我過去在八月 九月 十月
[00:01:03.440 --> 00:01:07.040]  用了三個主日跟大家說了這四誡
[00:01:07.040 --> 00:01:09.840]  接著這個月和下個月
[00:01:09.840 --> 00:01:13.800]  一次過說了六誡的訊息
[00:01:13.800 --> 00:01:18.520]  一至四誡是我們說到神的子民怎樣去對神
[00:01:18.520 --> 00:01:22.600]  第五至第十誡是怎樣去對人
[00:01:22.600 --> 00:01:26.920]  簡單來說 一至四誡正是提醒我們
[00:01:26.920 --> 00:01:33.160]  我們盡心 盡性 盡義 盡力地愛我們獨一的真神
[00:01:33.160 --> 00:01:34.600]  十誡告訴你
[00:01:34.600 --> 00:01:37.520]  除了神之外 再沒有其他神
[00:01:37.520 --> 00:01:39.520]  神是靈來的
[00:01:39.520 --> 00:01:45.040]  我們不需要用偶像雕刻來敬拜他
[00:01:45.040 --> 00:01:46.480]  這是聖經給我們提醒
[00:01:46.480 --> 00:01:48.160]  我們不需要做一個耶穌像
[00:01:48.160 --> 00:01:51.480]  我們不需要弄一個耶穌相去拜
[00:01:51.480 --> 00:01:53.120]  因為祂是一個靈
[00:01:53.120 --> 00:01:56.480]  我們不要濫用或不誠實地用神的名字
[00:01:56.480 --> 00:01:58.600]  「啊 上帝叫我做的」
[00:01:58.600 --> 00:02:00.440]  「上帝叫我娶你的」
[00:02:00.440 --> 00:02:02.040]  這些叫濫用
[00:02:02.040 --> 00:02:02.800]  聖經教導我們
[00:02:02.800 --> 00:02:05.080]  第三誡提醒我們不可以這樣
[00:02:05.080 --> 00:02:08.200]  第四誡提醒我們要守安息日
[00:02:08.200 --> 00:02:10.880]  不是上帝說做到累了
[00:02:10.880 --> 00:02:14.760]  而是因為上帝很希望我們有休息的機會
[00:02:14.760 --> 00:02:16.560]  讓我們在休息的那天
[00:02:16.560 --> 00:02:21.160]  專心地去享受上帝給我們一切的美好
[00:02:21.160 --> 00:02:23.920]  從而讓我們去認識上帝
[00:02:23.920 --> 00:02:25.120]  你們要休息
[00:02:25.120 --> 00:02:27.040]  要知道我是神
[00:02:27.040 --> 00:02:29.720]  所以守安息日的重點不是哪一天
[00:02:29.720 --> 00:02:31.520]  當然現在大部分都是主日
[00:02:31.520 --> 00:02:33.280]  因為我們主日是副主日
[00:02:33.280 --> 00:02:35.800]  但更重要的是我們做了六天之後
[00:02:35.800 --> 00:02:37.680]  我們每天有一天
[00:02:37.680 --> 00:02:41.240]  是讓我們能夠安靜地享受
[00:02:41.240 --> 00:02:43.720]  去認識神
[00:02:43.720 --> 00:02:46.280]  接著第五至第十誡
